symbol,partition,date_utc,signal_bar_start,signal_ts,H,L,range,hi_visits_at_signal,opp_visits_at_signal,terminal,terminal_ts,minutes_to_target_break,final_high_visits_known,final_low_visits_known,reached_k2,reached_k3,high_visits_after_signal
BTCUSDT,external,2020-10-29,2020-10-29 13:30:00+00:00,2020-10-29 13:35:00+00:00,13205.0,12965.0,240.0,1,0,TARGET_BREAK,2020-10-29 14:00:00+00:00,25.0,1,0,False,False,0
BTCUSDT,external,2020-11-11,2020-11-11 16:05:00+00:00,2020-11-11 16:10:00+00:00,15724.39,15365.49,358.89999999999964,1,0,TARGET_BREAK,2020-11-11 16:15:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2020-11-12,2020-11-12 17:00:00+00:00,2020-11-12 17:05:00+00:00,16176.22,15609.0,567.2199999999993,1,0,NO_BREAK,,,1,0,False,False,0
BTCUSDT,external,2020-11-19,2020-11-19 13:30:00+00:00,2020-11-19 13:35:00+00:00,17989.0,17347.27,641.7299999999996,1,0,TARGET_BREAK,2020-11-19 13:55:00+00:00,20.0,1,0,False,False,0
BTCUSDT,external,2020-11-20,2020-11-20 14:20:00+00:00,2020-11-20 14:25:00+00:00,18388.03,18108.03,280.0,1,0,TARGET_BREAK,2020-11-20 14:40:00+00:00,15.0,1,0,False,False,0
BTCUSDT,external,2020-11-30,2020-11-30 13:30:00+00:00,2020-11-30 13:35:00+00:00,18935.0,18336.48,598.5200000000004,1,0,TARGET_BREAK,2020-11-30 13:45:00+00:00,10.0,1,0,False,False,0
BTCUSDT,external,2020-12-11,2020-12-11 14:05:00+00:00,2020-12-11 14:10:00+00:00,17991.1,17555.0,436.09999999999854,1,0,TARGET_BREAK,2020-12-11 14:55:00+00:00,45.0,2,0,True,False,1
BTCUSDT,external,2020-12-28,2020-12-28 13:30:00+00:00,2020-12-28 13:35:00+00:00,27488.0,26600.0,888.0,1,0,NO_BREAK,,,1,0,False,False,0
BTCUSDT,external,2021-01-07,2021-01-07 14:00:00+00:00,2021-01-07 14:05:00+00:00,38497.33,36337.36,2159.970000000001,1,0,TARGET_BREAK,2021-01-07 14:10:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-01-14,2021-01-14 13:30:00+00:00,2021-01-14 13:35:00+00:00,38850.0,37760.0,1090.0,1,0,TARGET_BREAK,2021-01-14 13:50:00+00:00,15.0,1,0,False,False,0
BTCUSDT,external,2021-01-22,2021-01-22 13:30:00+00:00,2021-01-22 13:35:00+00:00,32323.0,30515.55,1807.4500000000007,1,0,TARGET_BREAK,2021-01-22 14:05:00+00:00,30.0,2,0,True,False,1
BTCUSDT,external,2021-01-25,2021-01-25 13:30:00+00:00,2021-01-25 13:35:00+00:00,34632.0,32800.0,1832.0,1,0,TARGET_BREAK,2021-01-25 14:10:00+00:00,35.0,3,0,True,True,2
BTCUSDT,external,2021-02-02,2021-02-02 19:50:00+00:00,2021-02-02 19:55:00+00:00,35720.0,34150.0,1570.0,1,0,TARGET_BREAK,2021-02-02 20:00:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-02-03,2021-02-03 14:00:00+00:00,2021-02-03 14:05:00+00:00,36776.89,35598.79,1178.0999999999985,1,0,TARGET_BREAK,2021-02-03 15:30:00+00:00,85.0,2,0,True,False,1
BTCUSDT,external,2021-02-26,2021-02-26 14:30:00+00:00,2021-02-26 14:35:00+00:00,47289.74,44944.0,2345.739999999998,1,0,TARGET_BREAK,2021-02-26 14:40:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-03-01,2021-03-01 14:30:00+00:00,2021-03-01 14:35:00+00:00,48448.63,46287.32,2161.3099999999977,1,0,TARGET_BREAK,2021-03-01 15:20:00+00:00,45.0,2,0,True,False,1
BTCUSDT,external,2021-03-12,2021-03-12 15:45:00+00:00,2021-03-12 15:50:00+00:00,57159.36,55074.3,2085.0599999999977,1,0,TARGET_BREAK,2021-03-12 16:15:00+00:00,25.0,2,0,True,False,1
BTCUSDT,external,2021-03-17,2021-03-17 18:00:00+00:00,2021-03-17 18:05:00+00:00,56109.14,54154.93,1954.2099999999991,1,0,TARGET_BREAK,2021-03-17 18:10:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-04-16,2021-04-16 16:00:00+00:00,2021-04-16 16:05:00+00:00,61737.97,60100.0,1637.9700000000012,1,0,TARGET_BREAK,2021-04-16 16:50:00+00:00,45.0,1,0,False,False,0
BTCUSDT,external,2021-04-20,2021-04-20 14:00:00+00:00,2021-04-20 14:05:00+00:00,56450.0,54248.41,2201.5899999999965,1,0,TARGET_BREAK,2021-04-20 19:35:00+00:00,330.0,3,0,True,True,2
BTCUSDT,external,2021-04-27,2021-04-27 15:45:00+00:00,2021-04-27 15:50:00+00:00,55300.0,54322.45,977.5500000000029,1,0,NO_BREAK,,,1,1,False,False,0
BTCUSDT,external,2021-04-30,2021-04-30 13:30:00+00:00,2021-04-30 13:35:00+00:00,54923.0,54100.0,823.0,1,0,TARGET_BREAK,2021-04-30 13:40:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-05-05,2021-05-05 13:40:00+00:00,2021-05-05 13:45:00+00:00,56159.0,54750.87,1408.1299999999974,1,0,TARGET_BREAK,2021-05-05 13:50:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-05-14,2021-05-14 13:55:00+00:00,2021-05-14 14:00:00+00:00,51000.0,49941.05,1058.949999999997,1,0,TARGET_BREAK,2021-05-14 15:05:00+00:00,65.0,1,0,False,False,0
BTCUSDT,external,2021-06-01,2021-06-01 13:30:00+00:00,2021-06-01 13:35:00+00:00,36937.92,35500.0,1437.9199999999983,1,0,TARGET_BREAK,2021-06-01 13:45:00+00:00,10.0,1,0,False,False,0
BTCUSDT,external,2021-06-02,2021-06-02 13:30:00+00:00,2021-06-02 13:35:00+00:00,37770.0,36851.0,919.0,1,0,TARGET_BREAK,2021-06-02 14:30:00+00:00,55.0,1,0,False,False,0
BTCUSDT,external,2021-06-04,2021-06-04 17:20:00+00:00,2021-06-04 17:25:00+00:00,37191.0,35552.51,1638.489999999998,1,0,NO_BREAK,,,2,0,True,False,1
BTCUSDT,external,2021-06-14,2021-06-14 13:35:00+00:00,2021-06-14 13:40:00+00:00,40700.0,38790.0,1910.0,1,0,TARGET_BREAK,2021-06-14 14:20:00+00:00,40.0,2,0,True,False,1
BTCUSDT,external,2021-06-15,2021-06-15 17:45:00+00:00,2021-06-15 17:50:00+00:00,40464.41,39527.0,937.4100000000035,1,0,TARGET_BREAK,2021-06-15 18:00:00+00:00,10.0,1,0,False,False,0
BTCUSDT,external,2021-06-24,2021-06-24 15:05:00+00:00,2021-06-24 15:10:00+00:00,34300.68,32804.29,1496.3899999999994,1,0,TARGET_BREAK,2021-06-24 15:15:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-07-02,2021-07-02 14:30:00+00:00,2021-07-02 14:35:00+00:00,33600.0,32751.0,849.0,1,0,TARGET_BREAK,2021-07-02 15:00:00+00:00,25.0,1,0,False,False,0
BTCUSDT,external,2021-07-08,2021-07-08 17:00:00+00:00,2021-07-08 17:05:00+00:00,32968.0,32066.0,902.0,1,0,TARGET_BREAK,2021-07-08 19:55:00+00:00,170.0,3,0,True,True,2
BTCUSDT,external,2021-07-14,2021-07-14 14:00:00+00:00,2021-07-14 14:05:00+00:00,32888.0,31556.02,1331.9799999999996,1,0,TARGET_BREAK,2021-07-14 18:40:00+00:00,275.0,7,0,True,True,6
BTCUSDT,external,2021-07-16,2021-07-16 13:30:00+00:00,2021-07-16 13:35:00+00:00,31955.87,31018.59,937.2799999999988,1,0,TARGET_BREAK,2021-07-16 15:35:00+00:00,120.0,3,0,True,True,2
BTCUSDT,external,2021-07-21,2021-07-21 14:10:00+00:00,2021-07-21 14:15:00+00:00,31745.2,30700.0,1045.2000000000007,1,0,TARGET_BREAK,2021-07-21 14:45:00+00:00,30.0,2,0,True,False,1
BTCUSDT,external,2021-07-22,2021-07-22 14:40:00+00:00,2021-07-22 14:45:00+00:00,32240.0,31700.0,540.0,1,0,TARGET_BREAK,2021-07-22 15:00:00+00:00,15.0,1,0,False,False,0
BTCUSDT,external,2021-07-23,2021-07-23 13:45:00+00:00,2021-07-23 13:50:00+00:00,32520.44,32200.0,320.4399999999987,1,0,TARGET_BREAK,2021-07-23 13:55:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-07-27,2021-07-27 13:30:00+00:00,2021-07-27 13:35:00+00:00,38465.0,36958.87,1506.1299999999974,1,0,TARGET_BREAK,2021-07-27 13:40:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-08-04,2021-08-04 13:30:00+00:00,2021-08-04 13:35:00+00:00,39155.0,37500.0,1655.0,1,0,TARGET_BREAK,2021-08-04 15:05:00+00:00,90.0,2,0,True,False,1
BTCUSDT,external,2021-08-11,2021-08-11 14:45:00+00:00,2021-08-11 14:50:00+00:00,46643.13,45825.0,818.1299999999974,1,0,TARGET_BREAK,2021-08-11 15:15:00+00:00,25.0,1,0,False,False,0
BTCUSDT,external,2021-08-19,2021-08-19 13:50:00+00:00,2021-08-19 13:55:00+00:00,44980.0,44151.0,829.0,1,0,TARGET_BREAK,2021-08-19 14:00:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-08-20,2021-08-20 13:35:00+00:00,2021-08-20 13:40:00+00:00,47647.0,46766.8,880.1999999999971,1,0,TARGET_BREAK,2021-08-20 13:45:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-08-27,2021-08-27 14:10:00+00:00,2021-08-27 14:15:00+00:00,47795.13,47003.0,792.1299999999974,1,0,TARGET_BREAK,2021-08-27 14:25:00+00:00,10.0,1,0,False,False,0
BTCUSDT,external,2021-08-31,2021-08-31 14:00:00+00:00,2021-08-31 14:05:00+00:00,48188.0,47165.3,1022.6999999999971,1,0,OPPOSITE_BREAK,2021-08-31 17:40:00+00:00,,1,0,False,False,0
BTCUSDT,external,2021-09-08,2021-09-08 13:30:00+00:00,2021-09-08 13:35:00+00:00,46800.0,44431.0,2369.0,1,0,NO_BREAK,,,1,0,False,False,0
BTCUSDT,external,2021-09-14,2021-09-14 13:30:00+00:00,2021-09-14 13:35:00+00:00,46694.06,45687.88,1006.1800000000003,1,0,TARGET_BREAK,2021-09-14 15:05:00+00:00,90.0,1,0,False,False,0
BTCUSDT,external,2021-09-15,2021-09-15 13:40:00+00:00,2021-09-15 13:45:00+00:00,47717.65,47010.78,706.8700000000026,1,0,TARGET_BREAK,2021-09-15 13:55:00+00:00,10.0,1,0,False,False,0
BTCUSDT,external,2021-10-01,2021-10-01 19:05:00+00:00,2021-10-01 19:10:00+00:00,47925.41,44679.84,3245.570000000007,1,0,TARGET_BREAK,2021-10-01 19:15:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-10-11,2021-10-11 13:30:00+00:00,2021-10-11 13:35:00+00:00,56996.48,55910.0,1086.4800000000032,1,0,TARGET_BREAK,2021-10-11 13:40:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-10-25,2021-10-25 13:30:00+00:00,2021-10-25 13:35:00+00:00,63293.61,62551.01,742.5999999999985,1,0,TARGET_BREAK,2021-10-25 15:00:00+00:00,85.0,3,0,True,True,2
BTCUSDT,external,2021-11-02,2021-11-02 14:00:00+00:00,2021-11-02 14:05:00+00:00,63692.17,61417.81,2274.3600000000006,1,0,TARGET_BREAK,2021-11-02 15:40:00+00:00,95.0,2,0,True,False,1
BTCUSDT,external,2021-11-04,2021-11-04 14:05:00+00:00,2021-11-04 14:10:00+00:00,62376.51,61300.0,1076.510000000002,1,0,TARGET_BREAK,2021-11-04 14:15:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-11-16,2021-11-16 14:45:00+00:00,2021-11-16 14:50:00+00:00,61320.58,58397.14,2923.4400000000023,1,0,NO_BREAK,,,1,0,False,False,0
BTCUSDT,external,2021-11-23,2021-11-23 15:00:00+00:00,2021-11-23 15:05:00+00:00,57743.87,55250.0,2493.8700000000026,1,0,TARGET_BREAK,2021-11-23 20:00:00+00:00,295.0,2,0,True,False,1
BTCUSDT,external,2021-11-25,2021-11-25 15:05:00+00:00,2021-11-25 15:10:00+00:00,58888.0,57375.38,1512.6200000000026,1,0,TARGET_BREAK,2021-11-25 15:50:00+00:00,40.0,1,0,False,False,0
BTCUSDT,external,2021-11-30,2021-11-30 13:50:00+00:00,2021-11-30 13:55:00+00:00,58347.01,56270.0,2077.010000000002,1,0,TARGET_BREAK,2021-11-30 14:00:00+00:00,5.0,1,0,False,False,0
BTCUSDT,external,2021-12-03,2021-12-03 13:30:00+00:00,2021-12-03 13:35:00+00:00,57382.98,56472.45,910.5300000000061,1,0,OPPOSITE_BREAK,2021-12-03 14:50:00+00:00,,1,0,False,False,0
BTCUSDT,external,2021-12-27,2021-12-27 14:20:00+00:00,2021-12-27 14:25:00+00:00,51473.07,50501.71,971.3600000000006,1,0,TARGET_BREAK,2021-12-27 14:45:00+00:00,20.0,2,0,True,False,1
BTCUSDT,external,2021-12-30,2021-12-30 17:25:00+00:00,2021-12-30 17:30:00+00:00,47694.1,46650.0,1044.0999999999985,1,0,TARGET_BREAK,2021-12-30 18:55:00+00:00,85.0,1,0,False,False,0
BTCUSDT,development,2022-01-19,2022-01-19 14:30:00+00:00,2022-01-19 14:35:00+00:00,42338.38,41115.64,1222.739999999998,1,0,TARGET_BREAK,2022-01-19 14:40:00+00:00,5.0,1,0,False,False,0
BTCUSDT,development,2022-01-25,2022-01-25 14:20:00+00:00,2022-01-25 14:25:00+00:00,36793.85,35993.84,800.010000000002,1,0,TARGET_BREAK,2022-01-25 14:40:00+00:00,15.0,1,0,False,False,0
BTCUSDT,development,2022-01-26,2022-01-26 13:50:00+00:00,2022-01-26 13:55:00+00:00,38239.99,37311.81,928.1800000000003,1,0,TARGET_BREAK,2022-01-26 14:05:00+00:00,10.0,1,0,False,False,0
BTCUSDT,development,2022-01-28,2022-01-28 13:35:00+00:00,2022-01-28 13:40:00+00:00,36884.88,36149.02,735.8600000000006,1,0,TARGET_BREAK,2022-01-28 14:00:00+00:00,20.0,1,0,False,False,0
BTCUSDT,development,2022-02-01,2022-02-01 16:55:00+00:00,2022-02-01 17:00:00+00:00,39100.0,37969.0,1131.0,1,0,NO_BREAK,,,1,0,False,False,0
BTCUSDT,development,2022-02-03,2022-02-03 16:10:00+00:00,2022-02-03 16:15:00+00:00,37084.63,36204.3,880.3299999999945,1,0,NO_BREAK,,,1,0,False,False,0
BTCUSDT,development,2022-02-07,2022-02-07 14:20:00+00:00,2022-02-07 14:25:00+00:00,42913.09,42201.68,711.4099999999962,1,0,TARGET_BREAK,2022-02-07 14:40:00+00:00,15.0,1,0,False,False,0
BTCUSDT,development,2022-02-09,2022-02-09 19:05:00+00:00,2022-02-09 19:10:00+00:00,44436.44,43164.79,1271.6500000000015,1,0,TARGET_BREAK,2022-02-09 19:30:00+00:00,20.0,2,0,True,False,1
BTCUSDT,development,2022-02-11,2022-02-11 13:40:00+00:00,2022-02-11 13:45:00+00:00,43748.13,42811.42,936.7099999999991,1,0,TARGET_BREAK,2022-02-11 13:55:00+00:00,10.0,1,0,False,False,0
BTCUSDT,development,2022-02-15,2022-02-15 14:35:00+00:00,2022-02-15 14:40:00+00:00,44442.3,43579.4,862.9000000000015,1,0,NO_BREAK,,,1,0,False,False,0
BTCUSDT,development,2022-02-22,2022-02-22 13:55:00+00:00,2022-02-22 14:00:00+00:00,37868.0,36727.1,1140.9000000000015,1,0,TARGET_BREAK,2022-02-22 14:55:00+00:00,55.0,2,0,True,False,1
BTCUSDT,development,2022-02-24,2022-02-24 14:30:00+00:00,2022-02-24 14:35:00+00:00,35870.0,34763.2,1106.800000000003,1,0,TARGET_BREAK,2022-02-24 15:55:00+00:00,80.0,3,0,True,True,2
BTCUSDT,development,2022-03-03,2022-03-03 13:35:00+00:00,2022-03-03 13:40:00+00:00,43792.4,43056.2,736.2000000000044,1,0,TARGET_BREAK,2022-03-03 14:00:00+00:00,20.0,2,0,True,False,1
BTCUSDT,development,2022-03-16,2022-03-16 14:00:00+00:00,2022-03-16 14:05:00+00:00,40760.0,39538.0,1222.0,1,0,TARGET_BREAK,2022-03-16 14:20:00+00:00,15.0,1,0,False,False,0
BTCUSDT,development,2022-03-18,2022-03-18 14:10:00+00:00,2022-03-18 14:15:00+00:00,40750.0,40084.2,665.8000000000029,1,0,TARGET_BREAK,2022-03-18 15:40:00+00:00,85.0,2,0,True,False,1
BTCUSDT,development,2022-03-21,2022-03-21 13:40:00+00:00,2022-03-21 13:45:00+00:00,41481.1,40890.9,590.1999999999971,1,0,OPPOSITE_BREAK,2022-03-21 14:25:00+00:00,,1,1,False,False,0
BTCUSDT,development,2022-03-22,2022-03-22 14:30:00+00:00,2022-03-22 14:35:00+00:00,43087.2,42063.3,1023.8999999999942,1,0,NO_BREAK,,,1,0,False,False,0
BTCUSDT,development,2022-03-23,2022-03-23 15:00:00+00:00,2022-03-23 15:05:00+00:00,42435.0,41852.0,583.0,1,0,TARGET_BREAK,2022-03-23 15:25:00+00:00,20.0,2,0,True,False,1
BTCUSDT,development,2022-03-25,2022-03-25 13:30:00+00:00,2022-03-25 13:35:00+00:00,44900.0,43575.1,1324.9000000000015,1,0,TARGET_BREAK,2022-03-25 13:55:00+00:00,20.0,2,0,True,False,1
BTCUSDT,development,2022-03-28,2022-03-28 13:30:00+00:00,2022-03-28 13:35:00+00:00,47417.0,46834.8,582.1999999999971,1,0,TARGET_BREAK,2022-03-28 13:40:00+00:00,5.0,1,0,False,False,0
BTCUSDT,development,2022-04-04,2022-04-04 14:10:00+00:00,2022-04-04 14:15:00+00:00,46280.0,45780.0,500.0,1,0,OPPOSITE_BREAK,2022-04-04 15:10:00+00:00,,1,0,False,False,0
BTCUSDT,development,2022-04-18,2022-04-18 13:30:00+00:00,2022-04-18 13:35:00+00:00,39489.0,38780.0,709.0,1,0,TARGET_BREAK,2022-04-18 14:25:00+00:00,50.0,1,0,False,False,0
