partition,regime,clock_block,obs_start,obs_end,H,L,range,ext15_px,k1_ts,k1_start,direct_break,break_ts,break_complete_ts,retest_ts,retest_complete_ts,retest_class,accepted_retest,terminal_ts,terminal_type,ext15_success,minutes_break_to_retest,minutes_accept_to_ext15,reclaim_complete_ts,R4,event_id
external,BULL,00-04,2020-03-25 00:00:00+00:00,2020-03-25 04:00:00+00:00,6790.75,6605.0,185.75,6577.1375,2020-03-25 00:10:00+00:00,2020-03-25 00:05:00+00:00,True,2020-03-25 01:55:00+00:00,2020-03-25 02:00:00+00:00,2020-03-25 02:00:00+00:00,2020-03-25 02:05:00+00:00,RETEST_RECLAIMED,False,2020-03-25 02:05:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-03-25 02:05:00+00:00,185.75,18
external,BULL,20-00,2020-03-25 20:00:00+00:00,2020-03-26 00:00:00+00:00,6699.99,6569.0,130.98999999999978,6549.3515,2020-03-25 21:05:00+00:00,2020-03-25 21:00:00+00:00,True,2020-03-25 21:45:00+00:00,2020-03-25 21:50:00+00:00,2020-03-25 21:50:00+00:00,2020-03-25 21:55:00+00:00,RETEST_RECLAIMED,False,2020-03-25 21:55:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-03-25 21:55:00+00:00,130.98999999999978,19
external,BULL,16-20,2020-04-05 16:00:00+00:00,2020-04-05 20:00:00+00:00,6819.12,6754.53,64.59000000000015,6744.8414999999995,2020-04-05 17:05:00+00:00,2020-04-05 17:00:00+00:00,True,2020-04-05 17:10:00+00:00,2020-04-05 17:15:00+00:00,2020-04-05 17:45:00+00:00,2020-04-05 17:50:00+00:00,RETEST_RECLAIMED,False,2020-04-05 17:50:00+00:00,RETEST_RECLAIMED,False,30.0,,2020-04-05 17:50:00+00:00,64.59000000000015,20
external,BEAR,12-16,2020-04-11 12:00:00+00:00,2020-04-11 16:00:00+00:00,6893.4,6828.19,65.21000000000004,6818.4085,2020-04-11 14:05:00+00:00,2020-04-11 14:00:00+00:00,True,2020-04-11 14:10:00+00:00,2020-04-11 14:15:00+00:00,2020-04-11 14:20:00+00:00,2020-04-11 14:25:00+00:00,RETEST_RECLAIMED,False,2020-04-11 14:25:00+00:00,RETEST_RECLAIMED,False,5.0,,2020-04-11 14:25:00+00:00,65.21000000000004,21
external,BEAR,12-16,2020-04-13 12:00:00+00:00,2020-04-13 16:00:00+00:00,6830.0,6651.0,179.0,6624.15,2020-04-13 12:05:00+00:00,2020-04-13 12:00:00+00:00,True,2020-04-13 13:55:00+00:00,2020-04-13 14:00:00+00:00,2020-04-13 14:00:00+00:00,2020-04-13 14:05:00+00:00,RETEST_RECLAIMED,False,2020-04-13 14:05:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-04-13 14:05:00+00:00,179.0,22
external,BEAR,00-04,2020-04-15 00:00:00+00:00,2020-04-15 04:00:00+00:00,6925.95,6825.99,99.96000000000004,6810.996,2020-04-15 00:05:00+00:00,2020-04-15 00:00:00+00:00,True,2020-04-15 00:15:00+00:00,2020-04-15 00:20:00+00:00,2020-04-15 00:20:00+00:00,2020-04-15 00:25:00+00:00,RETEST_RECLAIMED,False,2020-04-15 00:25:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-04-15 00:25:00+00:00,99.96000000000004,23
external,BULL,12-16,2020-04-17 12:00:00+00:00,2020-04-17 16:00:00+00:00,7122.64,7023.0,99.64000000000033,7008.054,2020-04-17 13:30:00+00:00,2020-04-17 13:25:00+00:00,True,2020-04-17 13:30:00+00:00,2020-04-17 13:35:00+00:00,2020-04-17 13:35:00+00:00,2020-04-17 13:40:00+00:00,RETEST_RECLAIMED,False,2020-04-17 13:40:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-04-17 13:40:00+00:00,99.64000000000033,24
external,BULL,00-04,2020-04-19 00:00:00+00:00,2020-04-19 04:00:00+00:00,7290.0,7192.01,97.98999999999978,7177.3115,2020-04-19 00:20:00+00:00,2020-04-19 00:15:00+00:00,True,2020-04-19 00:20:00+00:00,2020-04-19 00:25:00+00:00,2020-04-19 00:25:00+00:00,2020-04-19 00:30:00+00:00,RETEST_RECLAIMED,False,2020-04-19 00:30:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-04-19 00:30:00+00:00,97.98999999999978,25
external,BULL,12-16,2020-04-24 12:00:00+00:00,2020-04-24 16:00:00+00:00,7612.91,7471.47,141.4399999999996,7450.254,2020-04-24 12:05:00+00:00,2020-04-24 12:00:00+00:00,True,2020-04-24 14:10:00+00:00,2020-04-24 14:15:00+00:00,2020-04-24 14:50:00+00:00,2020-04-24 14:55:00+00:00,RETEST_RECLAIMED,False,2020-04-24 14:55:00+00:00,RETEST_RECLAIMED,False,35.0,,2020-04-24 14:55:00+00:00,141.4399999999996,26
external,BULL,12-16,2020-05-01 12:00:00+00:00,2020-05-01 16:00:00+00:00,9065.0,8755.0,310.0,8708.5,2020-05-01 14:05:00+00:00,2020-05-01 14:00:00+00:00,True,2020-05-01 14:05:00+00:00,2020-05-01 14:10:00+00:00,2020-05-01 14:10:00+00:00,2020-05-01 14:15:00+00:00,RETEST_RECLAIMED,False,2020-05-01 14:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-05-01 14:15:00+00:00,310.0,27
external,BULL,04-08,2020-05-08 04:00:00+00:00,2020-05-08 08:00:00+00:00,10045.03,9833.34,211.6900000000005,9801.5865,2020-05-08 05:25:00+00:00,2020-05-08 05:20:00+00:00,True,2020-05-08 06:05:00+00:00,2020-05-08 06:10:00+00:00,2020-05-08 06:10:00+00:00,2020-05-08 06:15:00+00:00,RETEST_RECLAIMED,False,2020-05-08 06:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-05-08 06:15:00+00:00,211.6900000000005,28
external,BULL,08-12,2020-05-09 08:00:00+00:00,2020-05-09 12:00:00+00:00,9888.0,9577.71,310.2900000000009,9531.1665,2020-05-09 10:45:00+00:00,2020-05-09 10:40:00+00:00,True,2020-05-09 11:25:00+00:00,2020-05-09 11:30:00+00:00,2020-05-09 11:30:00+00:00,2020-05-09 11:35:00+00:00,RETEST_RECLAIMED,False,2020-05-09 11:35:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-05-09 11:35:00+00:00,310.2900000000009,29
external,BULL,20-00,2020-05-09 20:00:00+00:00,2020-05-10 00:00:00+00:00,9804.9,9682.0,122.89999999999964,9663.565,2020-05-09 20:45:00+00:00,2020-05-09 20:40:00+00:00,True,2020-05-09 20:45:00+00:00,2020-05-09 20:50:00+00:00,2020-05-09 22:05:00+00:00,2020-05-09 22:10:00+00:00,RETEST_RECLAIMED,False,2020-05-09 22:10:00+00:00,RETEST_RECLAIMED,False,75.0,,2020-05-09 22:10:00+00:00,122.89999999999964,30
external,SIDEWAYS,12-16,2020-05-10 12:00:00+00:00,2020-05-10 16:00:00+00:00,8900.2,8656.55,243.65000000000146,8620.002499999999,2020-05-10 15:00:00+00:00,2020-05-10 14:55:00+00:00,True,2020-05-10 15:05:00+00:00,2020-05-10 15:10:00+00:00,2020-05-10 15:10:00+00:00,2020-05-10 15:15:00+00:00,RETEST_RECLAIMED,False,2020-05-10 15:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-05-10 15:15:00+00:00,243.65000000000146,31
external,SIDEWAYS,04-08,2020-05-11 04:00:00+00:00,2020-05-11 08:00:00+00:00,8800.0,8656.19,143.8099999999995,8634.6185,2020-05-11 04:20:00+00:00,2020-05-11 04:15:00+00:00,True,2020-05-11 04:20:00+00:00,2020-05-11 04:25:00+00:00,2020-05-11 04:25:00+00:00,2020-05-11 04:30:00+00:00,RETEST_RECLAIMED,False,2020-05-11 04:30:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-05-11 04:30:00+00:00,143.8099999999995,32
external,SIDEWAYS,08-12,2020-05-11 08:00:00+00:00,2020-05-11 12:00:00+00:00,8729.38,8610.42,118.95999999999913,8592.576000000001,2020-05-11 08:15:00+00:00,2020-05-11 08:10:00+00:00,True,2020-05-11 08:25:00+00:00,2020-05-11 08:30:00+00:00,2020-05-11 08:30:00+00:00,2020-05-11 08:35:00+00:00,RETEST_RECLAIMED,False,2020-05-11 08:35:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-05-11 08:35:00+00:00,118.95999999999913,33
external,SIDEWAYS,16-20,2020-05-24 16:00:00+00:00,2020-05-24 20:00:00+00:00,9176.44,9006.0,170.4400000000005,8980.434,2020-05-24 16:05:00+00:00,2020-05-24 16:00:00+00:00,True,2020-05-24 16:05:00+00:00,2020-05-24 16:10:00+00:00,2020-05-24 19:20:00+00:00,2020-05-24 19:25:00+00:00,RETEST_RECLAIMED,False,2020-05-24 19:25:00+00:00,RETEST_RECLAIMED,False,190.0,,2020-05-24 19:25:00+00:00,170.4400000000005,34
external,BULL,20-00,2020-05-29 20:00:00+00:00,2020-05-30 00:00:00+00:00,9450.0,9390.05,59.95000000000073,9381.057499999999,2020-05-29 20:05:00+00:00,2020-05-29 20:00:00+00:00,True,2020-05-29 21:15:00+00:00,2020-05-29 21:20:00+00:00,2020-05-29 21:20:00+00:00,2020-05-29 21:25:00+00:00,RETEST_RECLAIMED,False,2020-05-29 21:25:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-05-29 21:25:00+00:00,59.95000000000073,35
external,SIDEWAYS,04-08,2020-06-15 04:00:00+00:00,2020-06-15 08:00:00+00:00,9368.32,9130.0,238.3199999999997,9094.252,2020-06-15 04:05:00+00:00,2020-06-15 04:00:00+00:00,True,2020-06-15 05:20:00+00:00,2020-06-15 05:25:00+00:00,2020-06-15 05:25:00+00:00,2020-06-15 05:30:00+00:00,RETEST_RECLAIMED,False,2020-06-15 05:30:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-06-15 05:30:00+00:00,238.3199999999997,36
external,BULL,00-04,2020-06-17 00:00:00+00:00,2020-06-17 04:00:00+00:00,9533.8,9473.28,60.51999999999862,9464.202000000001,2020-06-17 00:35:00+00:00,2020-06-17 00:30:00+00:00,True,2020-06-17 01:00:00+00:00,2020-06-17 01:05:00+00:00,2020-06-17 01:05:00+00:00,2020-06-17 01:10:00+00:00,RETEST_RECLAIMED,False,2020-06-17 01:10:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-06-17 01:10:00+00:00,60.51999999999862,37
external,BULL,12-16,2020-06-30 12:00:00+00:00,2020-06-30 16:00:00+00:00,9178.0,9119.2,58.79999999999927,9110.380000000001,2020-06-30 12:35:00+00:00,2020-06-30 12:30:00+00:00,True,2020-06-30 12:35:00+00:00,2020-06-30 12:40:00+00:00,2020-06-30 12:40:00+00:00,2020-06-30 12:45:00+00:00,RETEST_RECLAIMED,False,2020-06-30 12:45:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-06-30 12:45:00+00:00,58.79999999999927,38
external,BULL,04-08,2020-07-07 04:00:00+00:00,2020-07-07 08:00:00+00:00,9380.0,9256.1,123.89999999999964,9237.515000000001,2020-07-07 06:20:00+00:00,2020-07-07 06:15:00+00:00,True,2020-07-07 06:25:00+00:00,2020-07-07 06:30:00+00:00,2020-07-07 06:30:00+00:00,2020-07-07 06:35:00+00:00,RETEST_RECLAIMED,False,2020-07-07 06:35:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-07-07 06:35:00+00:00,123.89999999999964,39
external,BULL,00-04,2020-07-09 00:00:00+00:00,2020-07-09 04:00:00+00:00,9466.0,9413.8,52.20000000000073,9405.97,2020-07-09 00:10:00+00:00,2020-07-09 00:05:00+00:00,True,2020-07-09 00:20:00+00:00,2020-07-09 00:25:00+00:00,2020-07-09 00:30:00+00:00,2020-07-09 00:35:00+00:00,RETEST_RECLAIMED,False,2020-07-09 00:35:00+00:00,RETEST_RECLAIMED,False,5.0,,2020-07-09 00:35:00+00:00,52.20000000000073,40
external,BULL,08-12,2020-07-25 08:00:00+00:00,2020-07-25 12:00:00+00:00,9630.37,9569.01,61.36000000000058,9559.806,2020-07-25 08:05:00+00:00,2020-07-25 08:00:00+00:00,True,2020-07-25 10:25:00+00:00,2020-07-25 10:30:00+00:00,2020-07-25 10:30:00+00:00,2020-07-25 10:35:00+00:00,RETEST_RECLAIMED,False,2020-07-25 10:35:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-07-25 10:35:00+00:00,61.36000000000058,41
external,SIDEWAYS,08-12,2020-08-04 08:00:00+00:00,2020-08-04 12:00:00+00:00,11337.0,11206.0,131.0,11186.35,2020-08-04 11:05:00+00:00,2020-08-04 11:00:00+00:00,True,2020-08-04 11:35:00+00:00,2020-08-04 11:40:00+00:00,2020-08-04 11:40:00+00:00,2020-08-04 11:45:00+00:00,RETEST_RECLAIMED,False,2020-08-04 11:45:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-08-04 11:45:00+00:00,131.0,42
external,BULL,04-08,2020-08-06 04:00:00+00:00,2020-08-06 08:00:00+00:00,11813.0,11616.16,196.84000000000015,11586.634,2020-08-06 04:15:00+00:00,2020-08-06 04:10:00+00:00,True,2020-08-06 04:30:00+00:00,2020-08-06 04:35:00+00:00,2020-08-06 04:45:00+00:00,2020-08-06 04:50:00+00:00,RETEST_RECLAIMED,False,2020-08-06 04:50:00+00:00,RETEST_RECLAIMED,False,10.0,,2020-08-06 04:50:00+00:00,196.84000000000015,43
external,BULL,12-16,2020-08-07 12:00:00+00:00,2020-08-07 16:00:00+00:00,11855.0,11688.01,166.98999999999978,11662.9615,2020-08-07 12:30:00+00:00,2020-08-07 12:25:00+00:00,True,2020-08-07 14:05:00+00:00,2020-08-07 14:10:00+00:00,2020-08-07 14:10:00+00:00,2020-08-07 14:15:00+00:00,RETEST_RECLAIMED,False,2020-08-07 14:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-08-07 14:15:00+00:00,166.98999999999978,44
external,BULL,16-20,2020-08-07 16:00:00+00:00,2020-08-07 20:00:00+00:00,11780.0,11488.0,292.0,11444.2,2020-08-07 17:35:00+00:00,2020-08-07 17:30:00+00:00,True,2020-08-07 18:00:00+00:00,2020-08-07 18:05:00+00:00,2020-08-07 18:05:00+00:00,2020-08-07 18:10:00+00:00,RETEST_RECLAIMED,False,2020-08-07 18:10:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-08-07 18:10:00+00:00,292.0,45
external,BULL,08-12,2020-08-09 08:00:00+00:00,2020-08-09 12:00:00+00:00,11750.0,11641.0,109.0,11624.65,2020-08-09 09:55:00+00:00,2020-08-09 09:50:00+00:00,True,2020-08-09 10:10:00+00:00,2020-08-09 10:15:00+00:00,2020-08-09 10:15:00+00:00,2020-08-09 10:20:00+00:00,RETEST_RECLAIMED,False,2020-08-09 10:20:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-08-09 10:20:00+00:00,109.0,46
external,SIDEWAYS,16-20,2020-08-09 16:00:00+00:00,2020-08-09 20:00:00+00:00,11694.17,11542.0,152.17000000000007,11519.1745,2020-08-09 17:50:00+00:00,2020-08-09 17:45:00+00:00,True,2020-08-09 17:55:00+00:00,2020-08-09 18:00:00+00:00,2020-08-09 18:00:00+00:00,2020-08-09 18:05:00+00:00,RETEST_RECLAIMED,False,2020-08-09 18:05:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-08-09 18:05:00+00:00,152.17000000000007,47
external,BULL,04-08,2020-08-11 04:00:00+00:00,2020-08-11 08:00:00+00:00,11944.0,11819.86,124.13999999999942,11801.239000000001,2020-08-11 04:40:00+00:00,2020-08-11 04:35:00+00:00,True,2020-08-11 05:05:00+00:00,2020-08-11 05:10:00+00:00,2020-08-11 05:10:00+00:00,2020-08-11 05:15:00+00:00,RETEST_RECLAIMED,False,2020-08-11 05:15:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-08-11 05:15:00+00:00,124.13999999999942,48
external,SIDEWAYS,00-04,2020-08-21 00:00:00+00:00,2020-08-21 04:00:00+00:00,11888.0,11811.36,76.63999999999942,11799.864000000001,2020-08-21 01:15:00+00:00,2020-08-21 01:10:00+00:00,True,2020-08-21 01:30:00+00:00,2020-08-21 01:35:00+00:00,2020-08-21 01:35:00+00:00,2020-08-21 01:40:00+00:00,RETEST_RECLAIMED,False,2020-08-21 01:40:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-08-21 01:40:00+00:00,76.63999999999942,49
external,SIDEWAYS,12-16,2020-08-21 12:00:00+00:00,2020-08-21 16:00:00+00:00,11842.01,11695.7,146.3099999999995,11673.7535,2020-08-21 12:05:00+00:00,2020-08-21 12:00:00+00:00,True,2020-08-21 12:05:00+00:00,2020-08-21 12:10:00+00:00,2020-08-21 12:30:00+00:00,2020-08-21 12:35:00+00:00,RETEST_RECLAIMED,False,2020-08-21 12:35:00+00:00,RETEST_RECLAIMED,False,20.0,,2020-08-21 12:35:00+00:00,146.3099999999995,50
external,BEAR,16-20,2020-08-22 16:00:00+00:00,2020-08-22 20:00:00+00:00,11645.66,11565.34,80.31999999999971,11553.292,2020-08-22 16:45:00+00:00,2020-08-22 16:40:00+00:00,True,2020-08-22 16:45:00+00:00,2020-08-22 16:50:00+00:00,2020-08-22 16:50:00+00:00,2020-08-22 16:55:00+00:00,RETEST_RECLAIMED,False,2020-08-22 16:55:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-08-22 16:55:00+00:00,80.31999999999971,51
external,BEAR,04-08,2020-08-23 04:00:00+00:00,2020-08-23 08:00:00+00:00,11695.9,11592.29,103.60999999999876,11576.748500000002,2020-08-23 04:20:00+00:00,2020-08-23 04:15:00+00:00,True,2020-08-23 05:00:00+00:00,2020-08-23 05:05:00+00:00,2020-08-23 05:10:00+00:00,2020-08-23 05:15:00+00:00,RETEST_RECLAIMED,False,2020-08-23 05:15:00+00:00,RETEST_RECLAIMED,False,5.0,,2020-08-23 05:15:00+00:00,103.60999999999876,52
external,BULL,16-20,2020-08-24 16:00:00+00:00,2020-08-24 20:00:00+00:00,11825.0,11731.29,93.70999999999913,11717.2335,2020-08-24 18:20:00+00:00,2020-08-24 18:15:00+00:00,True,2020-08-24 18:40:00+00:00,2020-08-24 18:45:00+00:00,2020-08-24 18:45:00+00:00,2020-08-24 18:50:00+00:00,RETEST_RECLAIMED,False,2020-08-24 18:50:00+00:00,RETEST_RECLAIMED,False,0.0,,2020-08-24 18:50:00+00:00,93.70999999999913,53
