side,partition,date_utc,signal_ts,regime_at_signal,regime_bar_start,regime_available_ts,alignment,target_break,clean_window,filled,h2,accepted_after_h2,e20_after_h2,entry_ts,regime_at_entry,entry_regime_available_ts,state_changed_signal_to_entry
LONG,development,2022-07-28,2022-07-28 13:35:00+00:00,BULL,2022-07-28 08:00:00+00:00,2022-07-28 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2022-07-28 14:55:00+00:00,BULL,2022-07-28 12:00:00+00:00,False
LONG,development,2022-07-29,2022-07-29 14:25:00+00:00,BULL,2022-07-29 08:00:00+00:00,2022-07-29 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2022-08-22,2022-08-22 14:00:00+00:00,BEAR,2022-08-22 08:00:00+00:00,2022-08-22 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2022-08-23,2022-08-23 13:40:00+00:00,BEAR,2022-08-23 08:00:00+00:00,2022-08-23 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2022-08-23 13:50:00+00:00,BEAR,2022-08-23 12:00:00+00:00,False
LONG,development,2022-08-31,2022-08-31 13:50:00+00:00,SIDEWAYS,2022-08-31 08:00:00+00:00,2022-08-31 12:00:00+00:00,SIDEWAYS,False,True,False,False,False,False,,,,False
LONG,development,2022-09-02,2022-09-02 14:40:00+00:00,BEAR,2022-09-02 08:00:00+00:00,2022-09-02 12:00:00+00:00,COUNTER,False,True,True,False,False,False,2022-09-02 14:55:00+00:00,BEAR,2022-09-02 12:00:00+00:00,False
LONG,development,2022-09-07,2022-09-07 13:35:00+00:00,BEAR,2022-09-07 08:00:00+00:00,2022-09-07 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2022-09-12,2022-09-12 13:45:00+00:00,BULL,2022-09-12 08:00:00+00:00,2022-09-12 12:00:00+00:00,ALIGNED,False,True,True,True,False,False,2022-09-12 13:55:00+00:00,BULL,2022-09-12 12:00:00+00:00,False
LONG,development,2022-09-19,2022-09-19 13:40:00+00:00,BEAR,2022-09-19 08:00:00+00:00,2022-09-19 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2022-09-21,2022-09-21 13:35:00+00:00,BEAR,2022-09-21 08:00:00+00:00,2022-09-21 12:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,development,2022-09-28,2022-09-28 13:35:00+00:00,BEAR,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2022-09-28 13:40:00+00:00,BEAR,2022-09-28 12:00:00+00:00,False
LONG,development,2022-10-04,2022-10-04 14:05:00+00:00,BULL,2022-10-04 08:00:00+00:00,2022-10-04 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2022-10-13,2022-10-13 15:45:00+00:00,BEAR,2022-10-13 08:00:00+00:00,2022-10-13 12:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,development,2022-10-17,2022-10-17 13:35:00+00:00,BULL,2022-10-17 08:00:00+00:00,2022-10-17 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2022-10-18,2022-10-18 13:35:00+00:00,BULL,2022-10-18 08:00:00+00:00,2022-10-18 12:00:00+00:00,ALIGNED,False,True,False,False,False,False,,,,False
LONG,development,2022-10-21,2022-10-21 13:55:00+00:00,BEAR,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2022-11-02,2022-11-02 17:00:00+00:00,BEAR,2022-11-02 12:00:00+00:00,2022-11-02 16:00:00+00:00,COUNTER,True,True,True,True,True,True,2022-11-02 17:10:00+00:00,BEAR,2022-11-02 16:00:00+00:00,False
LONG,development,2022-12-07,2022-12-07 13:40:00+00:00,BEAR,2022-12-07 08:00:00+00:00,2022-12-07 12:00:00+00:00,COUNTER,True,True,True,True,True,False,2022-12-07 13:50:00+00:00,BEAR,2022-12-07 12:00:00+00:00,False
LONG,development,2022-12-14,2022-12-14 14:35:00+00:00,BULL,2022-12-14 08:00:00+00:00,2022-12-14 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2022-12-21,2022-12-21 14:50:00+00:00,BULL,2022-12-21 08:00:00+00:00,2022-12-21 12:00:00+00:00,ALIGNED,False,True,False,False,False,False,,,,False
LONG,development,2022-12-29,2022-12-29 13:35:00+00:00,BEAR,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,development,2023-01-03,2023-01-03 14:35:00+00:00,BULL,2023-01-03 08:00:00+00:00,2023-01-03 12:00:00+00:00,ALIGNED,False,True,False,False,False,False,,,,False
LONG,development,2023-01-09,2023-01-09 13:45:00+00:00,BULL,2023-01-09 08:00:00+00:00,2023-01-09 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2023-01-09 14:55:00+00:00,BULL,2023-01-09 12:00:00+00:00,False
LONG,development,2023-01-13,2023-01-13 14:55:00+00:00,BULL,2023-01-13 08:00:00+00:00,2023-01-13 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2023-01-18,2023-01-18 13:35:00+00:00,BULL,2023-01-18 08:00:00+00:00,2023-01-18 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,development,2023-01-19,2023-01-19 14:45:00+00:00,BEAR,2023-01-19 08:00:00+00:00,2023-01-19 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2023-01-19 15:00:00+00:00,BEAR,2023-01-19 12:00:00+00:00,False
LONG,development,2023-01-20,2023-01-20 14:45:00+00:00,BULL,2023-01-20 08:00:00+00:00,2023-01-20 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2023-01-31,2023-01-31 13:35:00+00:00,BEAR,2023-01-31 08:00:00+00:00,2023-01-31 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2023-02-09,2023-02-09 14:40:00+00:00,BEAR,2023-02-09 08:00:00+00:00,2023-02-09 12:00:00+00:00,COUNTER,False,True,True,False,False,False,2023-02-09 14:50:00+00:00,BEAR,2023-02-09 12:00:00+00:00,False
LONG,development,2023-02-15,2023-02-15 16:15:00+00:00,BULL,2023-02-15 12:00:00+00:00,2023-02-15 16:00:00+00:00,ALIGNED,True,True,True,True,True,True,2023-02-15 16:25:00+00:00,BULL,2023-02-15 16:00:00+00:00,False
LONG,development,2023-02-17,2023-02-17 14:25:00+00:00,BULL,2023-02-17 08:00:00+00:00,2023-02-17 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2023-02-28,2023-02-28 14:45:00+00:00,BEAR,2023-02-28 08:00:00+00:00,2023-02-28 12:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,development,2023-03-06,2023-03-06 13:45:00+00:00,BEAR,2023-03-06 08:00:00+00:00,2023-03-06 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2023-03-06 13:55:00+00:00,BEAR,2023-03-06 12:00:00+00:00,False
LONG,development,2023-03-09,2023-03-09 13:55:00+00:00,BEAR,2023-03-09 08:00:00+00:00,2023-03-09 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2023-03-13,2023-03-13 13:55:00+00:00,BULL,2023-03-13 08:00:00+00:00,2023-03-13 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2023-03-13 14:00:00+00:00,BULL,2023-03-13 12:00:00+00:00,False
LONG,development,2023-03-21,2023-03-21 16:40:00+00:00,BULL,2023-03-21 12:00:00+00:00,2023-03-21 16:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2023-03-22,2023-03-22 13:40:00+00:00,BULL,2023-03-22 08:00:00+00:00,2023-03-22 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2023-03-22 13:45:00+00:00,BULL,2023-03-22 12:00:00+00:00,False
LONG,development,2023-04-11,2023-04-11 14:00:00+00:00,BULL,2023-04-11 08:00:00+00:00,2023-04-11 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2023-05-08,2023-05-08 15:05:00+00:00,BEAR,2023-05-08 08:00:00+00:00,2023-05-08 12:00:00+00:00,COUNTER,False,True,True,True,False,False,2023-05-08 15:10:00+00:00,BEAR,2023-05-08 12:00:00+00:00,False
LONG,development,2023-05-12,2023-05-12 13:35:00+00:00,BEAR,2023-05-12 08:00:00+00:00,2023-05-12 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2023-05-12 13:45:00+00:00,BEAR,2023-05-12 12:00:00+00:00,False
LONG,development,2023-05-22,2023-05-22 13:35:00+00:00,BEAR,2023-05-22 08:00:00+00:00,2023-05-22 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2023-05-26,2023-05-26 13:35:00+00:00,BEAR,2023-05-26 08:00:00+00:00,2023-05-26 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2023-05-31,2023-05-31 13:45:00+00:00,BEAR,2023-05-31 08:00:00+00:00,2023-05-31 12:00:00+00:00,COUNTER,False,True,False,False,False,False,,,,False
LONG,development,2023-06-01,2023-06-01 14:10:00+00:00,BEAR,2023-06-01 08:00:00+00:00,2023-06-01 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2023-06-01 14:15:00+00:00,BEAR,2023-06-01 12:00:00+00:00,False
LONG,development,2023-06-19,2023-06-19 13:35:00+00:00,BULL,2023-06-19 08:00:00+00:00,2023-06-19 12:00:00+00:00,ALIGNED,False,True,True,False,False,False,2023-06-19 13:40:00+00:00,BULL,2023-06-19 12:00:00+00:00,False
LONG,development,2023-06-22,2023-06-22 13:50:00+00:00,BULL,2023-06-22 08:00:00+00:00,2023-06-22 12:00:00+00:00,ALIGNED,False,True,True,False,False,False,2023-06-22 13:55:00+00:00,BULL,2023-06-22 12:00:00+00:00,False
LONG,development,2023-07-03,2023-07-03 14:10:00+00:00,BULL,2023-07-03 08:00:00+00:00,2023-07-03 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,development,2023-07-04,2023-07-04 16:30:00+00:00,BULL,2023-07-04 12:00:00+00:00,2023-07-04 16:00:00+00:00,ALIGNED,False,True,True,False,False,False,2023-07-04 16:35:00+00:00,BULL,2023-07-04 16:00:00+00:00,False
LONG,development,2023-07-10,2023-07-10 13:40:00+00:00,BEAR,2023-07-10 08:00:00+00:00,2023-07-10 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2023-07-10 13:50:00+00:00,BEAR,2023-07-10 12:00:00+00:00,False
LONG,development,2023-07-19,2023-07-19 13:50:00+00:00,BEAR,2023-07-19 08:00:00+00:00,2023-07-19 12:00:00+00:00,COUNTER,True,True,False,False,False,False,,,,False
LONG,development,2023-07-26,2023-07-26 14:05:00+00:00,BEAR,2023-07-26 08:00:00+00:00,2023-07-26 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2023-07-26 14:30:00+00:00,BEAR,2023-07-26 12:00:00+00:00,False
LONG,development,2023-08-03,2023-08-03 13:40:00+00:00,BEAR,2023-08-03 08:00:00+00:00,2023-08-03 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2023-08-03 13:45:00+00:00,BEAR,2023-08-03 12:00:00+00:00,False
LONG,development,2023-08-04,2023-08-04 13:40:00+00:00,BEAR,2023-08-04 08:00:00+00:00,2023-08-04 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2023-08-23,2023-08-23 14:55:00+00:00,BEAR,2023-08-23 08:00:00+00:00,2023-08-23 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2023-08-23 15:05:00+00:00,BEAR,2023-08-23 12:00:00+00:00,False
LONG,development,2023-09-06,2023-09-06 13:50:00+00:00,BEAR,2023-09-06 08:00:00+00:00,2023-09-06 12:00:00+00:00,COUNTER,False,True,False,False,False,False,,,,False
LONG,development,2023-09-07,2023-09-07 13:45:00+00:00,BEAR,2023-09-07 08:00:00+00:00,2023-09-07 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2023-09-07 14:40:00+00:00,BEAR,2023-09-07 12:00:00+00:00,False
LONG,development,2023-09-12,2023-09-12 14:05:00+00:00,SIDEWAYS,2023-09-12 08:00:00+00:00,2023-09-12 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2023-09-12 16:05:00+00:00,BULL,2023-09-12 16:00:00+00:00,True
LONG,development,2023-09-13,2023-09-13 14:40:00+00:00,BULL,2023-09-13 08:00:00+00:00,2023-09-13 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2023-09-14,2023-09-14 15:05:00+00:00,BULL,2023-09-14 08:00:00+00:00,2023-09-14 12:00:00+00:00,ALIGNED,False,True,True,True,False,False,2023-09-14 16:00:00+00:00,BULL,2023-09-14 16:00:00+00:00,False
LONG,development,2023-09-19,2023-09-19 15:40:00+00:00,BULL,2023-09-19 08:00:00+00:00,2023-09-19 12:00:00+00:00,ALIGNED,False,True,False,False,False,False,,,,False
LONG,development,2023-09-20,2023-09-20 13:55:00+00:00,BULL,2023-09-20 08:00:00+00:00,2023-09-20 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,development,2023-09-28,2023-09-28 14:25:00+00:00,BULL,2023-09-28 08:00:00+00:00,2023-09-28 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2023-10-05,2023-10-05 13:40:00+00:00,BULL,2023-10-05 08:00:00+00:00,2023-10-05 12:00:00+00:00,ALIGNED,False,True,True,True,False,False,2023-10-05 13:50:00+00:00,BULL,2023-10-05 12:00:00+00:00,False
LONG,development,2023-10-16,2023-10-16 13:35:00+00:00,BULL,2023-10-16 08:00:00+00:00,2023-10-16 12:00:00+00:00,ALIGNED,False,True,False,False,False,False,,,,False
LONG,development,2023-10-19,2023-10-19 13:35:00+00:00,BULL,2023-10-19 08:00:00+00:00,2023-10-19 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,development,2023-10-23,2023-10-23 14:50:00+00:00,BULL,2023-10-23 08:00:00+00:00,2023-10-23 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2023-10-25,2023-10-25 14:35:00+00:00,BULL,2023-10-25 08:00:00+00:00,2023-10-25 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2023-10-31,2023-10-31 19:05:00+00:00,BULL,2023-10-31 12:00:00+00:00,2023-10-31 16:00:00+00:00,ALIGNED,False,True,True,True,False,False,2023-10-31 19:20:00+00:00,BULL,2023-10-31 16:00:00+00:00,False
LONG,development,2023-11-03,2023-11-03 14:05:00+00:00,BEAR,2023-11-03 08:00:00+00:00,2023-11-03 12:00:00+00:00,COUNTER,True,True,True,True,True,True,2023-11-03 14:15:00+00:00,BEAR,2023-11-03 12:00:00+00:00,False
LONG,development,2023-11-15,2023-11-15 16:00:00+00:00,SIDEWAYS,2023-11-15 12:00:00+00:00,2023-11-15 16:00:00+00:00,SIDEWAYS,True,False,False,False,False,False,,,,False
LONG,development,2023-11-24,2023-11-24 15:25:00+00:00,BULL,2023-11-24 08:00:00+00:00,2023-11-24 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2023-11-30,2023-11-30 13:45:00+00:00,BULL,2023-11-30 08:00:00+00:00,2023-11-30 12:00:00+00:00,ALIGNED,False,True,False,False,False,False,,,,False
LONG,development,2023-12-07,2023-12-07 15:35:00+00:00,BULL,2023-12-07 08:00:00+00:00,2023-12-07 12:00:00+00:00,ALIGNED,False,True,True,False,False,False,2023-12-07 15:45:00+00:00,BULL,2023-12-07 12:00:00+00:00,False
LONG,development,2023-12-20,2023-12-20 13:35:00+00:00,BULL,2023-12-20 08:00:00+00:00,2023-12-20 12:00:00+00:00,ALIGNED,True,True,False,False,False,False,,,,False
LONG,development,2023-12-21,2023-12-21 14:00:00+00:00,BULL,2023-12-21 08:00:00+00:00,2023-12-21 12:00:00+00:00,ALIGNED,False,True,True,False,False,False,2023-12-21 14:05:00+00:00,BULL,2023-12-21 12:00:00+00:00,False
LONG,development,2023-12-26,2023-12-26 14:30:00+00:00,BEAR,2023-12-26 08:00:00+00:00,2023-12-26 12:00:00+00:00,COUNTER,False,True,True,False,False,False,2023-12-26 14:40:00+00:00,BEAR,2023-12-26 12:00:00+00:00,False
LONG,development,2024-01-08,2024-01-08 15:45:00+00:00,BULL,2024-01-08 08:00:00+00:00,2024-01-08 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2024-01-08 15:50:00+00:00,BULL,2024-01-08 12:00:00+00:00,False
LONG,development,2024-01-09,2024-01-09 13:55:00+00:00,BULL,2024-01-09 08:00:00+00:00,2024-01-09 12:00:00+00:00,ALIGNED,False,True,True,False,False,False,2024-01-09 14:00:00+00:00,BULL,2024-01-09 12:00:00+00:00,False
LONG,development,2024-02-05,2024-02-05 13:35:00+00:00,BULL,2024-02-05 08:00:00+00:00,2024-02-05 12:00:00+00:00,ALIGNED,True,False,False,False,False,False,,,,False
LONG,development,2024-02-06,2024-02-06 15:25:00+00:00,BEAR,2024-02-06 08:00:00+00:00,2024-02-06 12:00:00+00:00,COUNTER,True,False,False,False,False,False,,,,False
LONG,development,2024-02-07,2024-02-07 14:20:00+00:00,SIDEWAYS,2024-02-07 08:00:00+00:00,2024-02-07 12:00:00+00:00,SIDEWAYS,True,True,True,True,True,True,2024-02-07 14:30:00+00:00,SIDEWAYS,2024-02-07 12:00:00+00:00,False
LONG,development,2024-02-09,2024-02-09 14:15:00+00:00,BULL,2024-02-09 08:00:00+00:00,2024-02-09 12:00:00+00:00,ALIGNED,True,True,True,True,True,True,2024-02-09 16:10:00+00:00,BULL,2024-02-09 16:00:00+00:00,False
