signal_hour,entry_ts,exit_ts,partition,outcome,net_return,hold_h,donor_e,donor_c,donor_both,e_count,c_count,shock_count,hour_green,regime_ok,hour_ret,hour_range,hour_clv,rebound_from_hour_low,close_from_hour_high,lower_wick_frac,upper_wick_frac,ret5,ret15,ret30,rsi4_end,rsi14_end,rsi4_delta15,cci14_end,cci_delta15,ema8_dist,mins_since_last_shock,postshock_close_ret,postshock_rebound,postshock_mfe,postshock_mae,rising_lows3,rising_closes3,close_above_prev5_high,prev1h_ret,ema20_dist,ema20_slope,vol15_vs_prev45
2023-01-05 09:00:00+00:00,2023-01-05 10:00:00+00:00,2023-01-05 10:35:00+00:00,SEARCH_2023,WIN,0.0085,0.5833333333333334,False,True,False,0,4,4,False,True,-0.010783718104495743,0.019726154560222753,0.3882352941176466,0.00765838941749819,-0.01183431952662728,0.3882352941176466,0.05490196078431796,0.001537751806858445,0.0003839950848627538,-0.0029850746268657025,50.06876444971411,37.62640079021362,25.746480439759992,-59.17652212001935,51.59839803462605,-0.0003695779333349192,10.0,0.004472547809993843,0.00765838941749819,0.005397902529302945,-0.003161628624306023,True,True,True,-0.005212661479187197,-0.01619820204721001,-0.0017021715713870789,1.2870829072369434
2023-01-05 13:00:00+00:00,2023-01-05 14:00:00+00:00,2023-01-05 15:00:00+00:00,SEARCH_2023,WIN,0.0085,1.0,False,True,False,0,3,3,False,True,-0.008929922809141844,0.01177730192719495,0.12987012987012717,0.0015295197308045072,-0.010128495842781637,0.12987012987012717,0.10389610389610404,-0.0022855401493219185,-0.004409305154325693,-0.005996204933586435,17.97831121704452,36.77952123888827,-20.509420729712453,-168.1036911806118,-64.50073245954145,-0.003798238469651549,0.0,0.0,0.0015295197308045072,0.0029780085522297384,-0.0015271838729382647,False,False,False,-0.003168615616748527,-0.00953399396311505,-0.0010025721522386455,0.7400556035840877
2023-01-05 14:00:00+00:00,2023-01-05 15:00:00+00:00,2023-01-05 15:10:00+00:00,SEARCH_2023,WIN,0.0085,0.16666666666666666,False,True,False,0,1,1,True,True,0.004657910812461807,0.014201274276502751,0.7027027027027051,0.009979273815920786,-0.00416288222827732,0.3729729729729765,0.297297297297295,0.0025908709898652127,0.005809953367479581,-0.0021993022903078474,60.86157550195509,49.84432443442251,40.0085433706451,11.44542772861508,196.80243421964755,0.0014440853471551218,15.0,0.005809953367479581,0.009979273815920786,0.006574420915832047,-0.004128124761103913,True,False,True,-0.008929922809141844,-0.004453960599619555,-0.0004686182518304216,1.3425302975066007
2023-01-05 16:00:00+00:00,2023-01-05 17:00:00+00:00,2023-01-05 19:35:00+00:00,SEARCH_2023,WIN,0.0085,2.5833333333333335,False,True,False,0,2,2,False,True,-0.009329621548416211,0.014556817315753312,0.2408376963350766,0.003505830348296657,-0.010892427884615308,0.2408376963350766,0.10994764397905306,0.0015974440894568342,-0.0012136842903739398,-0.002651113467656452,47.10404044221558,44.386724831688085,1.7256092064215522,-68.49234393404211,35.34571776728278,-0.0006370480741578755,20.0,0.0024362390559573566,0.003505830348296657,0.00403502093642949,-0.0010658545869812741,False,False,False,0.010107919136646881,-0.0038345384144956585,-0.00040347276659713494,0.418582668421771
2023-01-05 22:00:00+00:00,2023-01-05 23:00:00+00:00,2023-01-06 00:35:00+00:00,SEARCH_2023,WIN,0.0085,1.5833333333333333,False,True,False,0,1,1,False,True,-0.005495321550571752,0.012078019504876192,0.38509316770186053,0.0046511627906975495,-0.007338225483655814,0.38509316770186053,0.15527950310559266,0.00044822949350065144,0.0017203979355224774,-0.003052184917739953,49.763078475480015,44.87786055660239,28.03889907916499,-77.58224942617014,29.98276239415813,-0.00025736632234441004,10.0,0.0026954177897573484,0.0046511627906975495,0.004866726564839663,-0.0019466906259358874,True,True,False,-0.01297463714997793,0.007475314622440443,0.0007874948836272821,0.8554864888317133
2023-01-06 00:00:00+00:00,2023-01-06 01:00:00+00:00,2023-01-06 02:00:00+00:00,SEARCH_2023,LOSS,-0.0115,1.0,False,True,False,0,2,2,True,True,0.004919132443914398,0.021778447626224606,0.7370242214532913,0.016051243406179472,-0.005605133121911576,0.5086505190311432,0.26297577854670867,0.0006679530948494605,0.00424549381796524,0.007321628688830906,61.90873125280641,56.86411776417051,4.258120690324283,86.5510963349954,-9.238783927658588,0.0025494205108060886,45.0,0.014064380264741327,0.016051243406179472,0.019780385078219,-0.0019554753309265482,False,False,False,0.0019414575866187889,0.012118237140531063,0.001277233153132995,0.8667004852649816
2023-01-06 02:00:00+00:00,2023-01-06 03:00:00+00:00,2023-01-06 07:05:00+00:00,SEARCH_2023,LOSS,-0.0115,4.083333333333333,False,True,False,0,3,3,False,True,-0.013235624018544834,0.01808648073561825,0.1554621848739458,0.0028117638118396737,-0.0150033589609615,0.1554621848739458,0.1008403361344578,-0.003925120772946822,-0.003398534853862989,7.57862826827882e-05,30.06998840710034,36.35600832291839,-24.157102001021975,-59.95883470551544,-14.436164598257342,-0.002982275081007457,45.0,-0.0009841774547656446,0.0028117638118396737,0.0056779468544174705,-0.0037852979029449063,False,False,False,-0.008158421716235376,-0.008865782119206855,-0.0009323700977963423,0.7891534443976721
2023-01-06 04:00:00+00:00,2023-01-06 05:00:00+00:00,2023-01-06 06:30:00+00:00,SEARCH_2023,LOSS,-0.0115,1.5,False,True,False,0,2,2,True,True,0.0033366193978918712,0.012232415902140747,0.9437499999999979,0.011544342507645355,-0.0006797583081571412,0.6687499999999952,0.05625000000000208,0.0,0.006006690997566899,0.008998703576603484,74.92778170179035,53.09590032096253,30.064745807413217,101.46372339583877,158.8170030275957,0.0028083201943094327,30.0,0.008998703576603484,0.011544342507645355,0.009685045374818957,-0.002516586593456882,True,False,False,-0.0007578053955743513,-0.004821174656933325,-0.0005072346515879733,0.6961232975427779
2023-01-06 06:00:00+00:00,2023-01-06 07:00:00+00:00,2023-01-06 10:55:00+00:00,SEARCH_2023,LOSS,-0.0115,3.9166666666666665,False,True,False,0,1,1,False,True,-0.00477996965098626,0.012468446416277867,0.269938650306751,0.0033657155970321373,-0.008990631610758526,0.269938650306751,0.3435582822085942,-0.002737018170759442,-0.00515737580583997,-0.0010661792704287354,31.767001634275488,41.81175479606454,-29.185090528034053,-94.43016281062445,-127.70420174727354,-0.0025153698700313143,25.0,0.001297709923664181,0.0033657155970321373,0.00801526717557266,-0.0020610687022900587,False,False,False,-0.0038545839316755925,-0.011397048911053309,-0.0011982518290895028,0.7098164986043923
2023-01-06 07:00:00+00:00,2023-01-06 08:00:00+00:00,2023-01-06 10:55:00+00:00,SEARCH_2023,LOSS,-0.0115,2.9166666666666665,False,True,False,0,1,1,False,True,-0.0006098955553861529,0.010453497309761861,0.7279411764705843,0.007609531129900038,-0.0028145443480906973,0.7279411764705843,0.21323529411764486,-0.0006098955553861529,0.001069110347460711,-0.0010668292311208916,54.16156916792268,46.737242315570256,11.250275741391135,49.71311031719626,91.25115526709817,0.00032520855638673574,45.0,0.005291411042944949,0.007609531129900038,0.00812883435582834,-0.0023006134969324465,False,False,False,-0.00477996965098626,-0.010869559283947283,-0.0011428565197109108,0.4784080558004287
2023-01-06 10:00:00+00:00,2023-01-06 11:00:00+00:00,2023-01-06 11:05:00+00:00,SEARCH_2023,LOSS,-0.0115,0.08333333333333333,False,True,False,0,1,1,False,True,-0.010656112041406596,0.018962848297213508,0.3183673469387741,0.006037151702786403,-0.012685150018989733,0.3183673469387741,0.11020408163265034,-0.005889101338432123,-0.006193134031653891,-0.008996645318694707,13.7764220904794,31.576901584043483,-2.5487886806929936,-217.44560838034212,-108.25757419231013,-0.005741719999222239,0.0,0.0,0.006037151702786403,0.006693337436528779,-0.006000923218956733,False,False,False,-0.002050892518040248,-0.016202086474704114,-0.0017025790675180286,3.383190875244202
2023-01-06 11:00:00+00:00,2023-01-06 12:00:00+00:00,2023-01-06 13:00:00+00:00,SEARCH_2023,LOSS,-0.0115,1.0,False,True,False,0,2,2,False,True,-0.0011539349180706981,0.01729915062728904,0.6801801801801807,0.011766539390633435,-0.005438529299119144,0.6801801801801807,0.252252252252249,0.0012338062924119875,0.001697268939978347,0.004098677596473754,64.43783005680376,43.78901470399811,2.6281141392146736,44.29427868454935,70.89404189140498,0.001205783414548911,50.0,0.005342624854820066,0.011766539390633435,0.008207510646535132,-0.006349206349206216,False,False,False,-0.010656112041406596,-0.015643467891596763,-0.0016439737306659374,0.4912864014766026
2023-01-06 13:00:00+00:00,2023-01-06 14:00:00+00:00,2023-01-06 15:05:00+00:00,SEARCH_2023,WIN,0.0085,1.0833333333333333,False,True,False,0,3,3,True,True,0.0036400247831473997,0.034799114204365766,0.7159090909090906,0.024913002214489,-0.009553653317028399,0.6090909090909113,0.2840909090909094,0.0006949806949807513,-0.002002310358105497,0.01870922097319383,61.15425417781162,54.09948993592068,-15.2037612436432,68.66655494106446,-15.482244765735274,0.0028023252482649585,45.0,0.014879786984101973,0.024913002214489,0.02466912052627457,-0.009789333542172485,False,False,False,-0.005468268638324059,-0.014105770026300424,-0.0014826164820176402,0.7590384658294157
2023-01-06 20:00:00+00:00,2023-01-06 21:00:00+00:00,2023-01-06 22:50:00+00:00,SEARCH_2023,WIN,0.0085,1.8333333333333333,False,True,False,0,2,2,False,True,-0.010183451890677708,0.017948132937866124,0.2966101694915258,0.005323598752756897,-0.012401942472917482,0.2966101694915258,0.12711864406779355,-7.564296520434777e-05,0.0002269975786926004,0.0028068578364435215,46.27510461008973,44.24687694485863,9.311894599139656,-55.86042104395621,45.71264997251809,-0.0006274982420406694,30.0,0.0028068578364435215,0.005323598752756897,0.005689576695493859,-0.002503413746017369,False,False,False,0.0032306536438766464,0.0028577801592291063,0.0003009094834085513,0.9093823451494536
2023-01-07 04:00:00+00:00,2023-01-07 05:00:00+00:00,2023-01-07 22:30:00+00:00,SEARCH_2023,LOSS,-0.0115,17.5,False,True,False,0,2,2,False,True,-0.006834397296282324,0.0072617246596067275,0.04166666666666204,0.000302571860816947,-0.006908981676179038,0.04166666666666204,0.010416666666679389,-0.0007556294393229468,-0.0015101177891875261,-0.002263467632412808,22.294909564301506,37.685739193419586,-14.811354478108818,-112.3518850987462,-45.19260759463526,-0.0014936643355691892,35.0,-0.0018115942028984477,0.000302571860816947,0.002339975845410569,-0.002113526570048263,False,False,False,0.0009020521686835536,-0.0027966275313203726,-0.00029429521023505156,0.903202195190799
2023-01-07 08:00:00+00:00,2023-01-07 09:00:00+00:00,2023-01-07 22:50:00+00:00,SEARCH_2023,LOSS,-0.0115,13.833333333333334,False,True,False,0,1,1,False,True,-0.01015954244431061,0.014862804878048808,0.1692307692307754,0.0025152439024391793,-0.012166729252722441,0.1692307692307754,0.1384615384615344,-0.0012908124525435882,-0.00235133495145623,-0.0031830238726789917,20.545677464557613,31.616039721850882,-7.237073383494547,-113.26412918108706,5.97263094352644,-0.0022573464039801205,20.0,-0.001442453689644685,0.0025152439024391793,0.001822046765866947,-0.003947767992711904,False,False,False,0.004004533434076363,-0.007611782617130913,-0.0008005988034816003,1.144202032840512
