partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,eligible,terminal_type,terminal_ts,minutes_to_terminal,max_high_ext_r4,max_close_ext_r4,final_close_above_L,close_ext_05,close_ext_10,close_ext_15,close_ext_25,close_ext_50
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,True,NO_BOUNDARY_BY_BLOCK_END,2022-02-16 04:00:00+00:00,80.0,0.24743375507281234,0.22511339221771923,True,True,True,True,False,False
development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,40938.0,40073.1,864.9000000000015,True,REBREAK_LOW,2022-02-18 15:35:00+00:00,40.0,0.8206729101630266,0.5697768528153568,False,True,True,True,True,True
development,BEAR,00-04,2022-02-20 00:00:00+00:00,2022-02-20 04:00:00+00:00,2022-02-20 03:40:00+00:00,40119.0,39777.0,342.0,True,REBREAK_LOW,2022-02-20 03:45:00+00:00,5.0,0.15409356725145348,0.0,True,False,False,False,False,False
development,BULL,16-20,2022-03-01 16:00:00+00:00,2022-03-01 20:00:00+00:00,2022-03-01 17:10:00+00:00,44935.0,43324.8,1610.199999999997,True,NO_BOUNDARY_BY_BLOCK_END,2022-03-01 20:00:00+00:00,170.0,0.44292634455347063,0.39392622034529673,True,True,True,True,True,False
development,BULL,00-04,2022-03-03 00:00:00+00:00,2022-03-03 04:00:00+00:00,2022-03-03 02:15:00+00:00,44345.0,43661.8,683.1999999999971,True,REBREAK_LOW,2022-03-03 02:35:00+00:00,20.0,0.18149882903981343,0.13963700234191245,False,True,True,False,False,False
development,BEAR,08-12,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 08:20:00+00:00,39300.0,39051.6,248.40000000000146,True,REBREAK_LOW,2022-03-13 08:25:00+00:00,5.0,0.09541062801934069,0.0,False,False,False,False,False,False
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 16:35:00+00:00,41188.0,40232.3,955.6999999999971,True,REBREAK_LOW,2022-03-16 17:05:00+00:00,30.0,0.22651459663073828,0.15318614628020782,True,True,True,True,False,False
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:45:00+00:00,41998.0,41728.8,269.1999999999971,True,REBREAK_LOW,2022-03-20 09:50:00+00:00,5.0,0.04903417533431364,0.0,False,False,False,False,False,False
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 12:55:00+00:00,41481.1,41055.8,425.29999999999563,True,REBREAK_LOW,2022-03-21 14:10:00+00:00,75.0,1.1488361156830555,0.905008229485065,True,True,True,True,True,True
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 04:35:00+00:00,42518.0,41842.4,675.5999999999985,True,REBREAK_LOW,2022-03-23 05:10:00+00:00,35.0,0.15334517465956005,0.13543516873889905,True,True,True,False,False,False
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 10:55:00+00:00,45485.8,45100.3,385.5,True,REBREAK_LOW,2022-04-06 11:00:00+00:00,5.0,0.15149156939038697,0.0,False,False,False,False,False,False
development,BEAR,00-04,2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,2022-04-07 01:10:00+00:00,44040.7,43110.0,930.6999999999971,True,REBREAK_LOW,2022-04-07 01:20:00+00:00,10.0,0.11410766090039479,0.042870957343936374,True,False,False,False,False,False
development,BEAR,20-00,2022-04-08 20:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-08 22:35:00+00:00,43707.2,42298.2,1409.0,True,REBREAK_LOW,2022-04-08 23:00:00+00:00,25.0,0.11242015613910677,0.09041873669269089,False,True,False,False,False,False
development,BEAR,16-20,2022-04-11 16:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-11 16:35:00+00:00,41245.9,40536.0,709.9000000000015,True,REBREAK_LOW,2022-04-11 17:20:00+00:00,45.0,0.5015776869981673,0.42160867727849316,False,True,True,True,True,False
development,BEAR,12-16,2022-04-15 12:00:00+00:00,2022-04-15 16:00:00+00:00,2022-04-15 14:35:00+00:00,40400.0,40005.6,394.40000000000146,True,HIGH_BREAK,2022-04-15 14:50:00+00:00,15.0,1.5578093306288012,1.5578093306288012,True,True,True,True,True,True
development,BEAR,08-12,2022-04-16 08:00:00+00:00,2022-04-16 12:00:00+00:00,2022-04-16 08:40:00+00:00,40544.1,40350.0,194.09999999999854,True,REBREAK_LOW,2022-04-16 08:50:00+00:00,10.0,0.13343637300361488,0.06388459556930215,True,True,False,False,False,False
development,SIDEWAYS,16-20,2022-04-17 16:00:00+00:00,2022-04-17 20:00:00+00:00,2022-04-17 17:15:00+00:00,40574.1,40164.0,410.09999999999854,True,REBREAK_LOW,2022-04-17 17:30:00+00:00,15.0,0.24091684954889847,0.1809314801267919,True,True,True,True,False,False
development,BULL,16-20,2022-04-20 16:00:00+00:00,2022-04-20 20:00:00+00:00,2022-04-20 18:50:00+00:00,42160.0,41037.3,1122.699999999997,True,REBREAK_LOW,2022-04-20 18:55:00+00:00,5.0,0.01318250645764289,0.0,True,False,False,False,False,False
development,BEAR,08-12,2022-04-22 08:00:00+00:00,2022-04-22 12:00:00+00:00,2022-04-22 10:15:00+00:00,40786.1,40264.6,521.5,True,NO_BOUNDARY_BY_BLOCK_END,2022-04-22 12:00:00+00:00,105.0,0.5827420901246433,0.5656759348034516,True,True,True,True,True,True
development,BEAR,12-16,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-24 13:20:00+00:00,39777.0,39524.1,252.90000000000146,True,REBREAK_LOW,2022-04-24 13:25:00+00:00,5.0,0.02332937920127094,0.0,True,False,False,False,False,False
development,SIDEWAYS,12-16,2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 13:25:00+00:00,39878.0,39340.0,538.0,True,REBREAK_LOW,2022-04-28 13:45:00+00:00,20.0,0.3587360594795539,0.14888475836430956,True,True,True,False,False,False
development,BEAR,12-16,2022-04-30 12:00:00+00:00,2022-04-30 16:00:00+00:00,2022-04-30 13:10:00+00:00,38678.8,38514.0,164.8000000000029,True,REBREAK_LOW,2022-04-30 13:45:00+00:00,35.0,0.6735436893203764,0.6686893203883201,False,True,True,True,True,True
development,BEAR,16-20,2022-05-01 16:00:00+00:00,2022-05-01 20:00:00+00:00,2022-05-01 19:15:00+00:00,38680.6,37812.0,868.5999999999985,True,REBREAK_LOW,2022-05-01 19:25:00+00:00,10.0,0.047662905825468026,0.016117890858853356,False,False,False,False,False,False
development,SIDEWAYS,08-12,2022-05-02 08:00:00+00:00,2022-05-02 12:00:00+00:00,2022-05-02 11:50:00+00:00,39155.0,38572.8,582.1999999999971,True,REBREAK_LOW,2022-05-02 11:55:00+00:00,5.0,0.08588114050154629,0.0,False,False,False,False,False,False
development,SIDEWAYS,16-20,2022-05-02 16:00:00+00:00,2022-05-02 20:00:00+00:00,2022-05-02 18:25:00+00:00,39222.0,38218.0,1004.0,True,REBREAK_LOW,2022-05-02 18:30:00+00:00,5.0,0.03904382470119232,0.0,True,False,False,False,False,False
development,SIDEWAYS,12-16,2022-05-03 12:00:00+00:00,2022-05-03 16:00:00+00:00,2022-05-03 13:55:00+00:00,38659.7,38250.0,409.6999999999971,True,REBREAK_LOW,2022-05-03 14:20:00+00:00,25.0,0.5589455699292205,0.4632658042470204,True,True,True,True,True,False
development,BULL,08-12,2022-05-05 08:00:00+00:00,2022-05-05 12:00:00+00:00,2022-05-05 08:50:00+00:00,39845.0,39515.8,329.1999999999971,True,REBREAK_LOW,2022-05-05 08:55:00+00:00,5.0,0.0540704738760504,0.0,False,False,False,False,False,False
development,BEAR,08-12,2022-05-06 08:00:00+00:00,2022-05-06 12:00:00+00:00,2022-05-06 11:20:00+00:00,36535.9,35800.0,735.9000000000015,True,REBREAK_LOW,2022-05-06 11:25:00+00:00,5.0,0.04987090637314447,0.0,False,False,False,False,False,False
development,BEAR,12-16,2022-05-09 12:00:00+00:00,2022-05-09 16:00:00+00:00,2022-05-09 14:45:00+00:00,33789.2,32620.0,1169.199999999997,True,REBREAK_LOW,2022-05-09 14:55:00+00:00,10.0,0.12119397878891643,0.040626069107081865,False,False,False,False,False,False
development,BEAR,00-04,2022-05-10 00:00:00+00:00,2022-05-10 04:00:00+00:00,2022-05-10 00:15:00+00:00,31888.5,30003.6,1884.9000000000015,True,REBREAK_LOW,2022-05-10 00:30:00+00:00,15.0,0.1618122977346277,0.0320971934850655,True,False,False,False,False,False
development,BULL,08-12,2022-05-25 08:00:00+00:00,2022-05-25 12:00:00+00:00,2022-05-25 11:20:00+00:00,30209.3,29658.4,550.8999999999978,True,REBREAK_LOW,2022-05-25 11:25:00+00:00,5.0,0.040297694681425265,0.0,False,False,False,False,False,False
development,BEAR,12-16,2022-06-04 12:00:00+00:00,2022-06-04 16:00:00+00:00,2022-06-04 13:05:00+00:00,29794.1,29575.0,219.09999999999854,True,REBREAK_LOW,2022-06-04 13:20:00+00:00,15.0,0.32679141944317214,0.030579643998177874,True,False,False,False,False,False
development,BEAR,00-04,2022-06-09 00:00:00+00:00,2022-06-09 04:00:00+00:00,2022-06-09 00:40:00+00:00,30515.8,30090.0,425.7999999999993,True,REBREAK_LOW,2022-06-09 02:00:00+00:00,80.0,0.5227806481916367,0.4863785814936564,True,True,True,True,True,False
development,BEAR,12-16,2022-06-12 12:00:00+00:00,2022-06-12 16:00:00+00:00,2022-06-12 13:45:00+00:00,27698.0,27324.5,373.5,True,REBREAK_LOW,2022-06-12 13:50:00+00:00,5.0,0.04176706827308847,0.0,True,False,False,False,False,False
development,BULL,20-00,2022-06-21 20:00:00+00:00,2022-06-22 00:00:00+00:00,2022-06-21 20:40:00+00:00,21540.0,20863.6,676.4000000000015,True,REBREAK_LOW,2022-06-21 20:50:00+00:00,10.0,0.14665878178592626,0.10348905972797139,False,True,True,False,False,False
development,BULL,00-04,2022-06-22 00:00:00+00:00,2022-06-22 04:00:00+00:00,2022-06-22 00:20:00+00:00,21056.7,20535.2,521.5,True,REBREAK_LOW,2022-06-22 01:05:00+00:00,45.0,0.37296260786193675,0.31294343240652106,False,True,True,True,True,False
development,BULL,16-20,2022-06-26 16:00:00+00:00,2022-06-26 20:00:00+00:00,2022-06-26 17:45:00+00:00,21888.0,21180.0,708.0,True,REBREAK_LOW,2022-06-26 18:15:00+00:00,30.0,0.1298022598870077,0.10974576271186544,True,True,True,False,False,False
development,BEAR,08-12,2022-07-02 08:00:00+00:00,2022-07-02 12:00:00+00:00,2022-07-02 09:50:00+00:00,19296.2,19096.7,199.5,True,NO_BOUNDARY_BY_BLOCK_END,2022-07-02 12:00:00+00:00,130.0,0.920300751879692,0.7107769423558861,True,True,True,True,True,True
development,SIDEWAYS,12-16,2022-07-05 12:00:00+00:00,2022-07-05 16:00:00+00:00,2022-07-05 12:25:00+00:00,20209.2,19461.9,747.2999999999993,True,REBREAK_LOW,2022-07-05 12:40:00+00:00,15.0,0.06302689682858101,0.03532717784022192,True,False,False,False,False,False
development,BEAR,20-00,2022-07-11 20:00:00+00:00,2022-07-12 00:00:00+00:00,2022-07-11 21:10:00+00:00,20733.8,20384.0,349.7999999999993,True,REBREAK_LOW,2022-07-11 21:25:00+00:00,15.0,0.11263579188107929,0.05345911949685754,False,True,False,False,False,False
development,BEAR,08-12,2022-07-12 08:00:00+00:00,2022-07-12 12:00:00+00:00,2022-07-12 09:55:00+00:00,20048.9,19618.2,430.7000000000007,True,REBREAK_LOW,2022-07-12 10:00:00+00:00,5.0,0.061527745530531586,0.0,True,False,False,False,False,False
development,BULL,12-16,2022-07-17 12:00:00+00:00,2022-07-17 16:00:00+00:00,2022-07-17 13:15:00+00:00,21545.7,21210.1,335.6000000000022,True,REBREAK_LOW,2022-07-17 13:20:00+00:00,5.0,0.0184743742550676,0.0,False,False,False,False,False,False
development,SIDEWAYS,12-16,2022-07-21 12:00:00+00:00,2022-07-21 16:00:00+00:00,2022-07-21 14:40:00+00:00,23069.0,22444.0,625.0,True,NO_BOUNDARY_BY_BLOCK_END,2022-07-21 16:00:00+00:00,80.0,0.3616,0.32192000000000115,True,True,True,True,True,False
development,BULL,12-16,2022-07-28 12:00:00+00:00,2022-07-28 16:00:00+00:00,2022-07-28 12:45:00+00:00,23150.9,22809.8,341.1000000000022,True,HIGH_BREAK,2022-07-28 13:35:00+00:00,50.0,1.2837877455291664,1.1383758428613215,True,True,True,True,True,True
development,BULL,00-04,2022-07-29 00:00:00+00:00,2022-07-29 04:00:00+00:00,2022-07-29 00:35:00+00:00,24194.6,23720.0,474.59999999999854,True,NO_BOUNDARY_BY_BLOCK_END,2022-07-29 04:00:00+00:00,205.0,0.4799831436999578,0.3914875684787186,True,True,True,True,True,False
development,SIDEWAYS,04-08,2022-08-01 04:00:00+00:00,2022-08-01 08:00:00+00:00,2022-08-01 07:45:00+00:00,23458.3,23251.0,207.29999999999927,True,NO_BOUNDARY_BY_BLOCK_END,2022-08-01 08:00:00+00:00,15.0,0.4052098408104211,0.3010130246020341,True,True,True,True,True,False
development,BEAR,08-12,2022-08-01 08:00:00+00:00,2022-08-01 12:00:00+00:00,2022-08-01 11:20:00+00:00,23408.7,23100.0,308.7000000000007,True,NO_BOUNDARY_BY_BLOCK_END,2022-08-01 12:00:00+00:00,40.0,0.5377389050858425,0.4392614188532498,True,True,True,True,True,False
development,BULL,04-08,2022-08-06 04:00:00+00:00,2022-08-06 08:00:00+00:00,2022-08-06 05:35:00+00:00,23341.8,23140.8,201.0,True,REBREAK_LOW,2022-08-06 06:45:00+00:00,70.0,0.2820895522388096,0.2726368159203944,True,True,True,True,True,False
development,BULL,16-20,2022-08-06 16:00:00+00:00,2022-08-06 20:00:00+00:00,2022-08-06 17:20:00+00:00,23227.4,23146.1,81.30000000000291,True,HIGH_BREAK,2022-08-06 17:35:00+00:00,15.0,1.2779827798277705,1.2386223862238268,True,True,True,True,True,True
development,BULL,04-08,2022-08-15 04:00:00+00:00,2022-08-15 08:00:00+00:00,2022-08-15 07:05:00+00:00,25200.0,24150.0,1050.0,True,REBREAK_LOW,2022-08-15 07:10:00+00:00,5.0,0.043333333333333335,0.0,False,False,False,False,False,False
development,BEAR,04-08,2022-08-16 04:00:00+00:00,2022-08-16 08:00:00+00:00,2022-08-16 05:30:00+00:00,24234.0,23843.8,390.2000000000007,True,NO_BOUNDARY_BY_BLOCK_END,2022-08-16 08:00:00+00:00,150.0,0.5394669400307525,0.5389543823680135,True,True,True,True,True,True
development,BEAR,08-12,2022-08-17 08:00:00+00:00,2022-08-17 12:00:00+00:00,2022-08-17 08:15:00+00:00,24437.0,23754.0,683.0,True,REBREAK_LOW,2022-08-17 08:30:00+00:00,15.0,0.15578330893118808,0.09824304538799201,False,True,False,False,False,False
development,BULL,12-16,2022-08-25 12:00:00+00:00,2022-08-25 16:00:00+00:00,2022-08-25 13:25:00+00:00,21810.9,21601.0,209.90000000000146,True,REBREAK_LOW,2022-08-25 15:20:00+00:00,115.0,0.7050976655550213,0.6622201048118106,False,True,True,True,True,True
development,BEAR,20-00,2022-08-28 20:00:00+00:00,2022-08-29 00:00:00+00:00,2022-08-28 22:15:00+00:00,20140.0,19942.0,198.0,True,REBREAK_LOW,2022-08-28 22:20:00+00:00,5.0,0.22020202020201285,0.0,False,False,False,False,False,False
development,SIDEWAYS,08-12,2022-08-31 08:00:00+00:00,2022-08-31 12:00:00+00:00,2022-08-31 08:40:00+00:00,20496.0,20178.9,317.09999999999854,True,REBREAK_LOW,2022-08-31 09:10:00+00:00,30.0,0.35225480920844404,0.3374329864396105,True,True,True,True,True,False
development,BEAR,04-08,2022-09-01 04:00:00+00:00,2022-09-01 08:00:00+00:00,2022-09-01 07:50:00+00:00,20198.3,19910.0,288.2999999999993,True,REBREAK_LOW,2022-09-01 07:55:00+00:00,5.0,0.030870620881031832,0.0,False,False,False,False,False,False
development,SIDEWAYS,08-12,2022-09-02 08:00:00+00:00,2022-09-02 12:00:00+00:00,2022-09-02 11:40:00+00:00,20290.0,20023.2,266.7999999999993,True,NO_BOUNDARY_BY_BLOCK_END,2022-09-02 12:00:00+00:00,20.0,0.2503748125937011,0.24287856071963812,True,True,True,True,False,False
development,BEAR,16-20,2022-09-03 16:00:00+00:00,2022-09-03 20:00:00+00:00,2022-09-03 19:25:00+00:00,19894.0,19740.1,153.90000000000146,True,REBREAK_LOW,2022-09-03 19:50:00+00:00,25.0,0.4541910331384067,0.33918128654970914,False,True,True,True,True,False
development,BEAR,04-08,2022-09-08 04:00:00+00:00,2022-09-08 08:00:00+00:00,2022-09-08 07:35:00+00:00,19373.8,19139.4,234.39999999999782,True,NO_BOUNDARY_BY_BLOCK_END,2022-09-08 08:00:00+00:00,25.0,0.24829351535835167,0.19581911262797885,True,True,True,True,False,False
development,BULL,12-16,2022-09-10 12:00:00+00:00,2022-09-10 16:00:00+00:00,2022-09-10 12:30:00+00:00,21384.0,21246.0,138.0,True,REBREAK_LOW,2022-09-10 13:20:00+00:00,50.0,0.5,0.40869565217392356,False,True,True,True,True,False
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 13:45:00+00:00,20213.3,20010.2,203.09999999999854,True,REBREAK_LOW,2022-09-15 14:35:00+00:00,50.0,0.8114229443623853,0.6543574593796099,False,True,True,True,True,True
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,True,NO_BOUNDARY_BY_BLOCK_END,2022-09-16 00:00:00+00:00,45.0,0.2919338508268654,0.28653391832602654,True,True,True,True,True,False
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,True,REBREAK_LOW,2022-09-18 16:40:00+00:00,15.0,0.1346153846153846,0.12467948717949184,True,True,True,False,False,False
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,True,REBREAK_LOW,2022-09-20 03:20:00+00:00,110.0,0.2583542939274224,0.2148760330578492,False,True,True,True,False,False
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,True,HIGH_BREAK,2022-09-28 10:20:00+00:00,50.0,1.0687140115163203,1.0038387715930903,True,True,True,True,True,True
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,True,REBREAK_LOW,2022-10-02 11:40:00+00:00,10.0,0.25826681870012846,0.01767388825542849,False,False,False,False,False,False
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,True,NO_BOUNDARY_BY_BLOCK_END,2022-10-08 16:00:00+00:00,85.0,0.5621181262729157,0.5000000000000185,True,True,True,True,True,True
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,True,NO_BOUNDARY_BY_BLOCK_END,2022-10-11 00:00:00+00:00,100.0,0.3549902152641907,0.34794520547945773,True,True,True,True,True,False
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,True,REBREAK_LOW,2022-10-11 00:25:00+00:00,5.0,0.0600214362272211,0.0,True,False,False,False,False,False
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:45:00+00:00,19190.0,19081.3,108.70000000000073,True,REBREAK_LOW,2022-10-12 12:55:00+00:00,10.0,0.34774609015638475,0.06715731370744456,True,True,False,False,False,False
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 12:45:00+00:00,19274.8,19133.4,141.39999999999782,True,REBREAK_LOW,2022-10-19 13:10:00+00:00,25.0,0.24611032531824475,0.16407355021214604,True,True,True,True,False,False
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:50:00+00:00,19075.1,18982.2,92.89999999999782,True,REBREAK_LOW,2022-10-21 08:55:00+00:00,5.0,0.11948331539288273,0.0,False,False,False,False,False,False
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:00:00+00:00,20974.9,20743.2,231.70000000000073,True,REBREAK_LOW,2022-10-29 23:05:00+00:00,5.0,0.027621924902882164,0.0,True,False,False,False,False,False
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:10:00+00:00,20771.0,20607.1,163.90000000000146,True,REBREAK_LOW,2022-10-30 17:15:00+00:00,5.0,0.03721781574131866,0.0,True,False,False,False,False,False
development,BEAR,00-04,2022-11-02 00:00:00+00:00,2022-11-02 04:00:00+00:00,2022-11-02 00:15:00+00:00,20494.4,20419.4,75.0,True,HIGH_BREAK,2022-11-02 00:50:00+00:00,35.0,1.5039999999999902,1.3173333333333237,True,True,True,True,True,True
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 21:35:00+00:00,20796.0,20100.0,696.0,True,REBREAK_LOW,2022-11-02 22:45:00+00:00,70.0,0.08793103448275967,0.06235632183908255,True,True,False,False,False,False
development,BEAR,20-00,2022-11-03 20:00:00+00:00,2022-11-04 00:00:00+00:00,2022-11-03 23:25:00+00:00,20304.8,20169.2,135.59999999999854,True,NO_BOUNDARY_BY_BLOCK_END,2022-11-04 00:00:00+00:00,35.0,0.24336283185840968,0.23303834808258764,True,True,True,True,False,False
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:05:00+00:00,21373.1,21227.0,146.09999999999854,True,REBREAK_LOW,2022-11-06 02:10:00+00:00,5.0,0.03969883641341088,0.0,False,False,False,False,False,False
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:10:00+00:00,20885.6,20641.6,244.0,True,REBREAK_LOW,2022-11-07 22:20:00+00:00,10.0,0.11229508196721907,0.06516393442623547,False,True,False,False,False,False
development,BEAR,12-16,2022-11-08 12:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-08 14:05:00+00:00,19787.7,19560.0,227.70000000000073,True,REBREAK_LOW,2022-11-08 14:10:00+00:00,5.0,0.3509003074220518,0.0,False,False,False,False,False,False
development,BEAR,12-16,2022-11-09 12:00:00+00:00,2022-11-09 16:00:00+00:00,2022-11-09 15:50:00+00:00,18245.2,17229.3,1015.9000000000015,True,REBREAK_LOW,2022-11-09 15:55:00+00:00,5.0,0.0959740131902745,0.0,False,False,False,False,False,False
development,BEAR,20-00,2022-11-12 20:00:00+00:00,2022-11-13 00:00:00+00:00,2022-11-12 21:10:00+00:00,16957.9,16820.0,137.90000000000146,True,REBREAK_LOW,2022-11-12 21:25:00+00:00,15.0,0.1718636693256017,0.11675126903552122,False,True,True,False,False,False
development,BEAR,16-20,2022-11-13 16:00:00+00:00,2022-11-13 20:00:00+00:00,2022-11-13 17:20:00+00:00,16710.2,16512.6,197.60000000000218,True,REBREAK_LOW,2022-11-13 17:25:00+00:00,5.0,0.07439271255061015,0.0,True,False,False,False,False,False
development,BEAR,20-00,2022-11-13 20:00:00+00:00,2022-11-14 00:00:00+00:00,2022-11-13 21:40:00+00:00,16616.1,16455.2,160.89999999999782,True,REBREAK_LOW,2022-11-13 21:45:00+00:00,5.0,0.3617153511497919,0.0,False,False,False,False,False,False
development,BEAR,04-08,2022-11-14 04:00:00+00:00,2022-11-14 08:00:00+00:00,2022-11-14 04:50:00+00:00,16399.5,15900.0,499.5,True,REBREAK_LOW,2022-11-14 05:45:00+00:00,55.0,0.19539539539539613,0.17517517517517517,True,True,True,True,False,False
development,BEAR,12-16,2022-11-16 12:00:00+00:00,2022-11-16 16:00:00+00:00,2022-11-16 12:20:00+00:00,16840.6,16634.7,205.89999999999782,True,REBREAK_LOW,2022-11-16 12:30:00+00:00,10.0,0.122875182127244,0.10636231180183608,False,True,True,False,False,False
