event_id,candidate,partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,F05,target_fraction,target_name,target_px,T5,T7p5,T10,filled,cancel_reason,fill_ts,entry_px,reward_px,nominal_risk_px,nominal_rr,stop_px,rebreak_confirmed,rebreak_complete_ts,t5_reached,t75_reached,t10_reached,target_reached,extension_used,exit_ts,exit_px,exit_reason,exit_kind,gross_return,net_pnl_usd,hold_minutes
173,BASE_H,external,BULL,08-12,2021-09-30 08:00:00+00:00,2021-09-30 12:00:00+00:00,2021-09-30 09:15:00+00:00,43822.85,43206.0,616.8499999999985,43236.8425,0.15,T15,43113.4725,43175.1575,43159.73625,43144.315,True,,2021-09-30 09:15:00+00:00,43236.8425,123.36999999999534,,,,True,2021-09-30 09:25:00+00:00,False,False,False,True,False,2021-09-30 09:30:00+00:00,43113.4725,TP_TARGET,TP,0.0028533535953740225,1.0266767976870113,15.0
175,BASE_H,external,BULL,00-04,2021-10-07 00:00:00+00:00,2021-10-07 04:00:00+00:00,2021-10-07 00:50:00+00:00,55817.0,54840.0,977.0,54888.85,0.05,T5,54791.15,54791.15,54766.725,54742.3,True,,2021-10-07 00:50:00+00:00,54888.85,97.69999999999709,,,,True,2021-10-07 01:10:00+00:00,False,False,False,True,False,2021-10-07 01:10:00+00:00,54741.71,TP_GAP_OPEN,TP,0.002680690158383705,0.9403450791918525,20.0
176,BASE_H,external,BULL,08-12,2021-10-11 08:00:00+00:00,2021-10-11 12:00:00+00:00,2021-10-11 11:20:00+00:00,57164.92,56158.31,1006.6100000000006,56208.640499999994,0.15,T15,56007.318499999994,56107.9795,56082.814249999996,56057.649,True,,2021-10-11 11:20:00+00:00,56208.640499999994,201.32200000000012,,,,False,,False,False,False,False,True,2021-10-11 13:40:00+00:00,57198.07,FULL_SL_HIGH_BREAK,HIGH,-0.017602800765124462,-9.201400382562232,140.0
177,BASE_H,external,BULL,12-16,2021-10-14 12:00:00+00:00,2021-10-14 16:00:00+00:00,2021-10-14 15:15:00+00:00,58199.2,57224.7,974.5,57273.424999999996,0.1,T10,57127.25,57175.975,57151.612499999996,57127.25,True,,2021-10-14 15:15:00+00:00,57495.05,367.8000000000029,,,,True,2021-10-14 16:30:00+00:00,False,False,False,True,True,2021-10-14 16:35:00+00:00,57127.25,TP_TARGET,TP,0.006397072443627806,2.7985362218139027,80.0
178,BASE_H,external,BULL,12-16,2021-10-18 12:00:00+00:00,2021-10-18 16:00:00+00:00,2021-10-18 13:20:00+00:00,62529.14,60620.0,1909.1399999999994,60715.457,0.1,T10,60429.086,60524.543,60476.8145,60429.086,True,,2021-10-18 13:20:00+00:00,60715.457,286.3709999999992,,,,False,,False,False,False,False,True,2021-10-18 20:00:00+00:00,61449.91,TIME_EXTENDED_END_OPEN,TIME_EXTENDED,-0.012096639575652067,-6.448319787826033,400.0
179,BASE_H,external,BULL,08-12,2021-10-19 08:00:00+00:00,2021-10-19 12:00:00+00:00,2021-10-19 08:50:00+00:00,62870.95,62018.13,852.8199999999997,62060.771,0.15,T15,61890.206999999995,61975.488999999994,61954.1685,61932.848,True,,2021-10-19 08:50:00+00:00,62224.21,334.00300000000425,,,,True,2021-10-19 09:20:00+00:00,False,False,False,False,True,2021-10-19 13:35:00+00:00,63067.86,FULL_SL_HIGH_BREAK,HIGH,-0.013558227577336884,-7.179113788668443,285.0
180,BASE_H,external,BEAR,16-20,2021-10-22 16:00:00+00:00,2021-10-22 20:00:00+00:00,2021-10-22 16:20:00+00:00,63776.96,60550.0,3226.959999999999,60711.348,0.1,T10,60227.304000000004,60388.652,60307.978,60227.304000000004,True,,2021-10-22 16:20:00+00:00,60741.46,514.1559999999954,,,,True,2021-10-22 18:15:00+00:00,True,True,False,False,False,2021-10-22 18:20:00+00:00,60482.7,PROTECTION_OPEN_EXIT,T5_LOCK,0.004260022725828487,1.7300113629142437,120.0
181,BASE_H,external,BEAR,04-08,2021-10-24 04:00:00+00:00,2021-10-24 08:00:00+00:00,2021-10-24 07:20:00+00:00,61550.0,60848.13,701.8700000000026,60883.2235,0.15,T15,60742.8495,60813.036499999995,60795.48975,60777.943,True,,2021-10-24 07:20:00+00:00,60883.2235,140.37400000000343,,,,True,2021-10-24 07:25:00+00:00,True,False,False,False,False,2021-10-24 07:35:00+00:00,60848.13,PROTECTION_STOP,L_LOCK,0.0005764067337860762,-0.11179663310696192,15.0
182,BASE_H,external,SIDEWAYS,16-20,2021-10-28 16:00:00+00:00,2021-10-28 20:00:00+00:00,2021-10-28 19:50:00+00:00,61900.0,60893.0,1007.0,60943.35,0.1,T10,60792.3,60842.65,60817.475,60792.3,True,,2021-10-28 19:50:00+00:00,61096.85,304.54999999999563,,,,False,,False,False,False,False,True,2021-10-28 20:10:00+00:00,61987.8,FULL_SL_HIGH_BREAK,HIGH,-0.014582584863213151,-7.691292431606576,20.0
184,BASE_H,external,BULL,04-08,2021-10-30 04:00:00+00:00,2021-10-30 08:00:00+00:00,2021-10-30 05:05:00+00:00,62415.85,61661.16,754.689999999995,61698.8945,0.15,T15,61547.95650000001,61623.425500000005,61604.55825,61585.691000000006,True,,2021-10-30 05:05:00+00:00,61698.8945,150.93799999999464,,,,True,2021-10-30 05:20:00+00:00,True,True,True,False,False,2021-10-30 05:25:00+00:00,61604.05,PROTECTION_OPEN_EXIT,T10_LOCK,0.0015372155492996596,0.36860777464982974,20.0
185,BASE_H,external,BEAR,16-20,2021-11-04 16:00:00+00:00,2021-11-04 20:00:00+00:00,2021-11-04 18:10:00+00:00,62414.62,60833.2,1581.4200000000055,60912.271,0.1,T10,60675.058,60754.12899999999,60714.593499999995,60675.058,True,,2021-11-04 18:10:00+00:00,61035.34,360.28199999999924,,,,True,2021-11-04 19:00:00+00:00,True,True,False,False,False,2021-11-04 19:05:00+00:00,60932.71,PROTECTION_OPEN_EXIT,T5_LOCK,0.0016814848577889037,0.4407424288944518,55.0
186,BASE_H,external,BULL,12-16,2021-11-10 12:00:00+00:00,2021-11-10 16:00:00+00:00,2021-11-10 13:10:00+00:00,67186.0,66443.82,742.179999999993,66480.929,0.1,T10,66369.60200000001,66406.71100000001,66388.15650000001,66369.60200000001,True,,2021-11-10 13:10:00+00:00,66510.12,140.51799999998184,,,,False,,False,False,False,False,False,2021-11-10 13:40:00+00:00,67404.99,FULL_SL_HIGH_BREAK,HIGH,-0.013454644195500022,-7.127322097750011,30.0
187,BASE_H,external,BULL,20-00,2021-11-10 20:00:00+00:00,2021-11-11 00:00:00+00:00,2021-11-10 20:20:00+00:00,68841.6,66625.0,2216.600000000006,66735.83,0.15,T15,66292.51,66514.17,66458.755,66403.34,True,,2021-11-10 20:20:00+00:00,66910.49,617.9800000000105,,,,True,2021-11-10 20:45:00+00:00,False,False,False,True,False,2021-11-10 20:50:00+00:00,66292.51,TP_TARGET,TP,0.009235921004315025,4.217960502157513,30.0
188,BASE_H,external,BEAR,00-04,2021-11-12 00:00:00+00:00,2021-11-12 04:00:00+00:00,2021-11-12 00:20:00+00:00,65364.41,64788.0,576.4100000000035,64816.8205,0.05,T5,64759.1795,64759.1795,64744.76925,64730.359,True,,2021-11-12 00:20:00+00:00,64816.8205,57.64100000000326,,,,True,2021-11-12 01:10:00+00:00,False,False,False,True,False,2021-11-12 01:10:00+00:00,64758.01,TP_GAP_OPEN,TP,0.0009073339226813755,0.05366696134068771,50.0
189,BASE_H,external,BEAR,16-20,2021-11-14 16:00:00+00:00,2021-11-14 20:00:00+00:00,2021-11-14 17:55:00+00:00,64832.74,64024.6,808.1399999999994,64065.007,0.1,T10,63943.786,63984.193,63963.989499999996,63943.786,True,,2021-11-14 17:55:00+00:00,64149.17,205.3839999999982,,,,True,2021-11-14 18:30:00+00:00,True,True,False,False,False,2021-11-14 18:35:00+00:00,64017.16,PROTECTION_OPEN_EXIT,T5_LOCK,0.0020578598288956,0.6289299144478001,40.0
190,BASE_H,external,BEAR,04-08,2021-11-18 04:00:00+00:00,2021-11-18 08:00:00+00:00,2021-11-18 04:20:00+00:00,60999.0,59865.61,1133.3899999999994,59922.279500000004,0.15,T15,59695.601500000004,59808.9405,59780.60575,59752.271,True,,2021-11-18 04:20:00+00:00,59922.279500000004,226.67799999999988,,,,True,2021-11-18 04:30:00+00:00,False,False,False,True,False,2021-11-18 04:35:00+00:00,59695.601500000004,TP_TARGET,TP,0.0037828667716153868,1.4914333858076936,15.0
191,BASE_H,external,BEAR,08-12,2021-11-18 08:00:00+00:00,2021-11-18 12:00:00+00:00,2021-11-18 08:55:00+00:00,60122.57,59533.54,589.0299999999988,59562.991500000004,0.15,T15,59445.1855,59504.0885,59489.36275,59474.637,True,,2021-11-18 08:55:00+00:00,59562.991500000004,117.80600000000413,,,,True,2021-11-18 09:05:00+00:00,False,False,False,True,False,2021-11-18 09:10:00+00:00,59445.1855,TP_TARGET,TP,0.0019778388733212656,0.5889194366606327,15.0
192,BASE_H,external,BEAR,16-20,2021-11-18 16:00:00+00:00,2021-11-18 20:00:00+00:00,2021-11-18 16:40:00+00:00,59995.0,57534.99,2460.010000000002,57657.9905,0.1,T10,57288.989,57411.989499999996,57350.48925,57288.989,True,,2021-11-18 16:40:00+00:00,57657.9905,369.0014999999985,,,,True,2021-11-18 16:45:00+00:00,False,False,False,True,False,2021-11-18 16:50:00+00:00,57288.989,TP_TARGET,TP,0.006399832821090053,2.7999164105450265,10.0
193,BASE_H,external,BEAR,20-00,2021-11-18 20:00:00+00:00,2021-11-19 00:00:00+00:00,2021-11-18 23:25:00+00:00,58500.0,56600.0,1900.0,56695.0,0.15,T15,56315.0,56505.0,56457.5,56410.0,True,,2021-11-18 23:25:00+00:00,56900.0,585.0,,,,True,2021-11-19 02:40:00+00:00,False,False,False,True,True,2021-11-19 02:45:00+00:00,56315.0,TP_TARGET,TP,0.010281195079086116,4.7405975395430575,200.0
194,BASE_H,external,BEAR,16-20,2021-11-20 16:00:00+00:00,2021-11-20 20:00:00+00:00,2021-11-20 16:25:00+00:00,58851.91,57532.0,1319.9100000000035,57597.9955,0.1,T10,57400.009,57466.0045,57433.00675,57400.009,True,,2021-11-20 16:25:00+00:00,57598.33,198.32100000000355,,,,False,,False,False,False,False,False,2021-11-20 18:25:00+00:00,59212.82,FULL_SL_HIGH_BREAK,HIGH,-0.02803015295755967,-14.415076478779834,120.0
195,BASE_H,external,SIDEWAYS,08-12,2021-11-26 08:00:00+00:00,2021-11-26 12:00:00+00:00,2021-11-26 08:15:00+00:00,58068.0,56680.18,1387.8199999999997,56749.571,0.15,T15,56472.007,56610.789,56576.0935,56541.398,True,,2021-11-26 08:15:00+00:00,56803.26,331.25300000000425,,,,True,2021-11-26 08:20:00+00:00,False,False,False,True,False,2021-11-26 08:20:00+00:00,56417.65,TP_GAP_OPEN,TP,0.006788518827968686,2.9942594139843433,5.0
196,BASE_H,external,BEAR,04-08,2021-12-04 04:00:00+00:00,2021-12-04 08:00:00+00:00,2021-12-04 04:50:00+00:00,53889.69,52002.79,1886.9000000000015,52097.135,0.15,T15,51719.755,51908.445,51861.2725,51814.1,True,,2021-12-04 04:50:00+00:00,52160.99,441.2350000000006,,,,True,2021-12-04 04:55:00+00:00,False,False,False,True,False,2021-12-04 04:55:00+00:00,50483.85,TP_GAP_OPEN,TP,0.03215314740000141,15.676573700000704,5.0
197,BASE_H,external,SIDEWAYS,04-08,2021-12-08 04:00:00+00:00,2021-12-08 08:00:00+00:00,2021-12-08 04:45:00+00:00,50789.38,50105.0,684.3799999999974,50139.219,0.15,T15,50002.343,50070.781,50053.6715,50036.562,True,,2021-12-08 04:45:00+00:00,50286.55,284.20700000000215,,,,True,2021-12-08 10:40:00+00:00,False,False,False,True,True,2021-12-08 10:40:00+00:00,49633.5,TP_GAP_OPEN,TP,0.012986573944722852,6.093286972361425,355.0
198,BASE_H,external,BEAR,16-20,2021-12-13 16:00:00+00:00,2021-12-13 20:00:00+00:00,2021-12-13 16:30:00+00:00,48990.57,47000.0,1990.5699999999997,47099.5285,0.1,T10,46800.943,46900.4715,46850.70725,46800.943,True,,2021-12-13 16:30:00+00:00,47099.5285,298.58550000000105,,,,True,2021-12-13 16:35:00+00:00,False,False,False,True,False,2021-12-13 16:40:00+00:00,46800.943,TP_TARGET,TP,0.006339458366340144,2.7697291831700723,10.0
199,BASE_H,external,BULL,20-00,2021-12-24 20:00:00+00:00,2021-12-25 00:00:00+00:00,2021-12-24 22:25:00+00:00,51805.0,50720.0,1085.0,50774.25,0.15,T15,50557.25,50665.75,50638.625,50611.5,True,,2021-12-24 22:25:00+00:00,50861.24,303.98999999999796,,,,True,2021-12-24 22:45:00+00:00,False,False,False,True,False,2021-12-24 22:50:00+00:00,50557.25,TP_TARGET,TP,0.005976849954896852,2.588424977448426,25.0
201,BASE_H,external,BEAR,20-00,2021-12-30 20:00:00+00:00,2021-12-31 00:00:00+00:00,2021-12-30 21:10:00+00:00,47911.68,47058.19,853.489999999998,47100.8645,0.15,T15,46930.1665,47015.5155,46994.178250000004,46972.841,True,,2021-12-30 21:10:00+00:00,47100.8645,170.69800000000396,,,,True,2021-12-30 22:40:00+00:00,False,False,False,True,False,2021-12-30 22:45:00+00:00,46930.1665,TP_TARGET,TP,0.0036240948401276996,1.4120474200638498,95.0
202,BASE_H,development,BEAR,00-04,2022-01-03 00:00:00+00:00,2022-01-03 04:00:00+00:00,2022-01-03 03:55:00+00:00,47469.46,46815.75,653.7099999999991,46848.4355,0.05,T5,46783.0645,46783.0645,46766.72175,46750.379,True,,2022-01-03 03:55:00+00:00,46851.48,68.4155000000028,,,,True,2022-01-03 04:00:00+00:00,False,False,False,True,True,2022-01-03 04:05:00+00:00,46783.0645,TP_TARGET,TP,0.0014602633684144618,0.3301316842072308,10.0
203,BASE_H,development,BEAR,16-20,2022-01-17 16:00:00+00:00,2022-01-17 20:00:00+00:00,2022-01-17 16:25:00+00:00,42768.95,42345.78,423.16999999999825,42366.9385,0.1,T10,42303.462999999996,42324.6215,42314.04225,42303.462999999996,True,,2022-01-17 16:25:00+00:00,42431.5,128.0370000000039,,,,True,2022-01-17 16:30:00+00:00,False,False,False,True,False,2022-01-17 16:35:00+00:00,42303.462999999996,TP_TARGET,TP,0.003017498792171003,1.1087493960855013,10.0
204,BASE_H,development,BEAR,12-16,2022-01-18 12:00:00+00:00,2022-01-18 16:00:00+00:00,2022-01-18 14:40:00+00:00,42040.0,41379.39,660.6100000000006,41412.4205,0.1,T10,41313.329,41346.3595,41329.84425,41313.329,True,,2022-01-18 14:40:00+00:00,41412.4205,99.09150000000227,,,,True,2022-01-18 14:55:00+00:00,False,False,False,True,False,2022-01-18 15:00:00+00:00,41313.329,TP_TARGET,TP,0.002392796624867708,0.796398312433854,20.0
205,BASE_H,development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,39045.0,37805.0,1240.0,37867.0,0.15,T15,37619.0,37743.0,37712.0,37681.0,True,,2022-01-21 20:20:00+00:00,37951.9,332.90000000000146,,,,True,2022-01-21 20:30:00+00:00,True,False,False,False,False,2022-01-21 20:35:00+00:00,37977.77,PROTECTION_OPEN_EXIT,L_LOCK,-0.0006816523019926629,-0.7408261509963314,15.0
206,BASE_H,development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,0.15,T15,37520.469,37556.863,37547.7645,37538.666,True,,2022-01-29 09:25:00+00:00,37634.29,113.82100000000355,,,,False,,False,False,False,False,True,2022-01-29 13:35:00+00:00,38029.99,FULL_SL_HIGH_BREAK,HIGH,-0.01051434742092908,-5.657173710464541,250.0
207,BASE_H,development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,0.15,T15,41292.9085,41332.8695,41322.87925,41312.888999999996,True,,2022-02-05 08:45:00+00:00,41400.35,107.44150000000081,,,,True,2022-02-05 09:50:00+00:00,False,False,False,True,False,2022-02-05 09:55:00+00:00,41292.9085,TP_TARGET,TP,0.0025951833740536206,0.8975916870268102,70.0
208,BASE_H,development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,0.15,T15,43832.886999999995,43986.549,43948.133499999996,43909.71799999999,True,,2022-02-08 08:40:00+00:00,44140.210999999996,307.3240000000005,,,,True,2022-02-08 08:55:00+00:00,True,True,False,False,False,2022-02-08 09:00:00+00:00,44000.0,PROTECTION_OPEN_EXIT,T5_LOCK,0.003176491385598399,1.1882456927991996,20.0
209,BASE_H,development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,0.1,T10,42706.336,42764.168,42735.252,42706.336,True,,2022-02-08 17:40:00+00:00,42879.832,173.49599999999919,,,,True,2022-02-08 19:30:00+00:00,False,False,False,True,False,2022-02-08 19:35:00+00:00,42706.336,TP_TARGET,TP,0.004046097941801619,1.6230489709008094,115.0
210,BASE_H,development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,0.15,T15,41791.048500000004,41961.0895,41918.57925,41876.069,True,,2022-02-11 23:15:00+00:00,42157.04,365.99149999999645,,,,False,,False,False,False,False,True,2022-02-12 04:00:00+00:00,42279.99,TIME_EXTENDED_END_OPEN,TIME_EXTENDED,-0.00291647610932829,-1.8582380546641448,285.0
211,BASE_H,development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,0.1,T10,42098.214,42128.112,42113.163,42098.214,True,,2022-02-13 17:20:00+00:00,42187.908,89.69400000000314,,,,True,2022-02-13 18:40:00+00:00,False,False,False,True,False,2022-02-13 18:40:00+00:00,41970.07,TP_GAP_OPEN,TP,0.005163517470456306,2.1817587352281533,80.0
212,BASE_H,development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,0.05,T5,43897.31,43897.31,43876.365,43855.42,True,,2022-02-16 02:40:00+00:00,43981.09,83.77999999999884,,,,True,2022-02-16 04:10:00+00:00,False,False,False,True,True,2022-02-16 04:20:00+00:00,43897.31,TP_TARGET,TP,0.0019049095872794158,0.5524547936397078,100.0
213,BASE_H,development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,40938.0,40073.1,864.9000000000015,40116.345,0.1,T10,39986.61,40029.854999999996,40008.2325,39986.61,True,,2022-02-18 14:55:00+00:00,40297.2,310.5899999999965,,,,True,2022-02-18 15:35:00+00:00,False,False,False,True,False,2022-02-18 15:40:00+00:00,39986.61,TP_TARGET,TP,0.007707483398350172,3.4537416991750858,45.0
214,BASE_H,development,BEAR,00-04,2022-02-20 00:00:00+00:00,2022-02-20 04:00:00+00:00,2022-02-20 03:40:00+00:00,40119.0,39777.0,342.0,39794.1,0.05,T5,39759.9,39759.9,39751.35,39742.8,True,,2022-02-20 03:40:00+00:00,39828.5,68.59999999999854,,,,True,2022-02-20 03:45:00+00:00,False,False,False,True,False,2022-02-20 03:50:00+00:00,39759.9,TP_TARGET,TP,0.0017223847245062844,0.4611923622531422,10.0
215,BASE_H,development,BULL,16-20,2022-03-01 16:00:00+00:00,2022-03-01 20:00:00+00:00,2022-03-01 17:10:00+00:00,44935.0,43324.8,1610.199999999997,43405.310000000005,0.1,T10,43163.780000000006,43244.29,43204.035,43163.780000000006,True,,2022-03-01 17:10:00+00:00,43405.310000000005,241.52999999999884,,,,False,,False,False,False,False,True,2022-03-02 00:00:00+00:00,44393.6,TIME_EXTENDED_END_OPEN,TIME_EXTENDED,-0.022768873209291524,-11.784436604645762,410.0
216,BASE_H,development,BULL,00-04,2022-03-03 00:00:00+00:00,2022-03-03 04:00:00+00:00,2022-03-03 02:15:00+00:00,44345.0,43661.8,683.1999999999971,43695.96000000001,0.05,T5,43627.64,43627.64,43610.560000000005,43593.48,True,,2022-03-03 02:15:00+00:00,43719.0,91.36000000000058,,,,True,2022-03-03 02:35:00+00:00,False,False,False,True,False,2022-03-03 02:40:00+00:00,43627.64,TP_TARGET,TP,0.002089709279718214,0.644854639859107,25.0
217,BASE_H,development,BEAR,08-12,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 08:20:00+00:00,39300.0,39051.6,248.40000000000146,39064.02,0.15,T15,39014.34,39039.18,39032.97,39026.759999999995,True,,2022-03-13 08:20:00+00:00,39064.02,49.68000000000029,,,,True,2022-03-13 08:25:00+00:00,False,False,False,True,False,2022-03-13 08:30:00+00:00,39014.34,TP_TARGET,TP,0.0012717585133327368,0.23587925666636833,10.0
218,BASE_H,development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 16:35:00+00:00,41188.0,40232.3,955.6999999999971,40280.08500000001,0.1,T10,40136.73,40184.515,40160.622500000005,40136.73,True,,2022-03-16 16:35:00+00:00,40280.08500000001,143.3550000000032,,,,True,2022-03-16 17:05:00+00:00,False,False,False,True,False,2022-03-16 17:10:00+00:00,40136.73,TP_TARGET,TP,0.003558954753943622,1.3794773769718112,35.0
220,BASE_H,development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 12:55:00+00:00,41481.1,41055.8,425.29999999999563,41077.065,0.1,T10,41013.270000000004,41034.535,41023.902500000004,41013.270000000004,True,,2022-03-21 12:55:00+00:00,41119.5,106.22999999999593,,,,True,2022-03-21 14:10:00+00:00,False,False,False,True,False,2022-03-21 14:10:00+00:00,40938.0,TP_GAP_OPEN,TP,0.0044139641775799805,1.8069820887899901,75.0
221,BASE_H,development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 04:35:00+00:00,42518.0,41842.4,675.5999999999985,41876.18,0.15,T15,41741.060000000005,41808.62,41791.73,41774.840000000004,True,,2022-03-23 04:35:00+00:00,41876.18,135.11999999999534,,,,True,2022-03-23 05:10:00+00:00,True,True,True,False,False,2022-03-23 05:15:00+00:00,41779.8,PROTECTION_OPEN_EXIT,T10_LOCK,0.002301547084762683,0.7507735423813416,40.0
222,BASE_H,development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 10:55:00+00:00,45485.8,45100.3,385.5,45119.575000000004,0.15,T15,45042.475000000006,45081.025,45071.387500000004,45061.75,True,,2022-04-06 10:55:00+00:00,45158.7,116.22499999999127,,,,True,2022-04-06 11:00:00+00:00,False,False,False,True,False,2022-04-06 11:05:00+00:00,45042.475000000006,TP_TARGET,TP,0.002573701191575295,0.8868505957876475,10.0
223,BASE_H,development,BEAR,00-04,2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,2022-04-07 01:10:00+00:00,44040.7,43110.0,930.6999999999971,43156.535,0.05,T5,43063.465,43063.465,43040.1975,43016.93,True,,2022-04-07 01:10:00+00:00,43156.535,93.07000000000698,,,,True,2022-04-07 01:20:00+00:00,False,False,False,True,False,2022-04-07 01:20:00+00:00,43035.9,TP_GAP_OPEN,TP,0.0027952892881692665,0.9976446440846333,10.0
224,BASE_H,development,BEAR,20-00,2022-04-08 20:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-08 22:35:00+00:00,43707.2,42298.2,1409.0,42368.649999999994,0.15,T15,42086.85,42227.75,42192.524999999994,42157.299999999996,True,,2022-04-08 22:35:00+00:00,42368.649999999994,281.79999999999563,,,,True,2022-04-08 23:00:00+00:00,True,True,True,False,False,2022-04-08 23:05:00+00:00,42293.3,PROTECTION_OPEN_EXIT,T10_LOCK,0.0017784375947780086,0.4892187973890043,30.0
225,BASE_H,development,BEAR,16-20,2022-04-11 16:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-11 16:35:00+00:00,41245.9,40536.0,709.9000000000015,40571.495,0.1,T10,40465.01,40500.505,40482.7575,40465.01,True,,2022-04-11 16:35:00+00:00,40591.6,126.58999999999651,,,,True,2022-04-11 17:20:00+00:00,False,False,False,True,False,2022-04-11 17:20:00+00:00,40403.9,TP_GAP_OPEN,TP,0.00462410942165367,1.912054710826835,45.0
226,BASE_H,development,BEAR,12-16,2022-04-15 12:00:00+00:00,2022-04-15 16:00:00+00:00,2022-04-15 14:35:00+00:00,40400.0,40005.6,394.40000000000146,40025.32,0.1,T10,39966.159999999996,39985.88,39976.02,39966.159999999996,True,,2022-04-15 14:35:00+00:00,40036.4,70.24000000000524,,,,False,,False,False,False,False,False,2022-04-15 14:50:00+00:00,40620.0,FULL_SL_HIGH_BREAK,HIGH,-0.014576735170994358,-7.688367585497179,15.0
227,BASE_H,development,BEAR,08-12,2022-04-16 08:00:00+00:00,2022-04-16 12:00:00+00:00,2022-04-16 08:40:00+00:00,40544.1,40350.0,194.09999999999854,40359.705,0.15,T15,40320.885,40340.295,40335.4425,40330.59,True,,2022-04-16 08:40:00+00:00,40359.705,38.81999999999971,,,,True,2022-04-16 08:50:00+00:00,True,True,True,False,False,2022-04-16 09:00:00+00:00,40359.8,PROTECTION_OPEN_EXIT,T10_LOCK,-2.3538328637725213e-06,-0.4011769164318863,20.0
228,BASE_H,development,SIDEWAYS,16-20,2022-04-17 16:00:00+00:00,2022-04-17 20:00:00+00:00,2022-04-17 17:15:00+00:00,40574.1,40164.0,410.09999999999854,40184.505,0.1,T10,40122.99,40143.495,40133.2425,40122.99,True,,2022-04-17 17:15:00+00:00,40220.2,97.20999999999913,,,,True,2022-04-17 17:30:00+00:00,True,True,False,False,False,2022-04-17 17:55:00+00:00,40143.495,PROTECTION_STOP,T5_LOCK,0.0019071262698841496,0.5535631349420748,40.0
230,BASE_H,development,BEAR,08-12,2022-04-22 08:00:00+00:00,2022-04-22 12:00:00+00:00,2022-04-22 10:15:00+00:00,40786.1,40264.6,521.5,40290.674999999996,0.15,T15,40186.375,40238.525,40225.487499999996,40212.45,True,,2022-04-22 10:15:00+00:00,40290.674999999996,104.29999999999563,,,,True,2022-04-22 13:45:00+00:00,False,False,False,True,True,2022-04-22 13:45:00+00:00,40064.4,TP_GAP_OPEN,TP,0.005616063766615829,2.4080318833079146,210.0
232,BASE_H,development,SIDEWAYS,12-16,2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 13:25:00+00:00,39878.0,39340.0,538.0,39366.9,0.1,T10,39286.2,39313.1,39299.65,39286.2,True,,2022-04-28 13:25:00+00:00,39374.1,87.90000000000146,,,,True,2022-04-28 13:45:00+00:00,False,False,False,True,False,2022-04-28 13:45:00+00:00,39242.2,TP_GAP_OPEN,TP,0.0033499178393919214,1.2749589196959605,20.0
233,BASE_H,development,BEAR,12-16,2022-04-30 12:00:00+00:00,2022-04-30 16:00:00+00:00,2022-04-30 13:10:00+00:00,38678.8,38514.0,164.8000000000029,38522.24,0.1,T10,38497.52,38505.76,38501.64,38497.52,True,,2022-04-30 13:10:00+00:00,38547.0,49.4800000000032,,,,True,2022-04-30 13:45:00+00:00,False,False,False,True,False,2022-04-30 13:50:00+00:00,38497.52,TP_TARGET,TP,0.0012836277790749787,0.24181388953748928,40.0
