partition,entry_ts,exit_ts,year,hour_utc,minute_anchor,entry_price,exit_price,gross_return,net,ret_24h,ret_72h,ret_7d,range_24h,range_72h,range_7d,loc_24h,loc_72h,loc_7d,range_ratio_24_72,mfe_pct,mae_pct,giveback_pct
external,2020-11-13 11:00:00+00:00,2020-11-14 03:00:00+00:00,2020,11,0,1.9874,1.9997,0.006188990641038616,2.344495320519308,0.017666035127246627,-0.0838941642850557,0.14067611777535438,0.11552050796251717,0.23236839679173965,0.47982551799345696,0.7132092198581569,0.31918270184487213,0.38684210526315804,0.49714380078136233,0.04765019623628852,-0.010667203381302226,0.041461205595249906
external,2020-11-13 12:15:00+00:00,2020-11-14 04:15:00+00:00,2020,12,15,2.003,2.0012,-0.0008986520219671501,-1.199326010983575,0.01918282196102372,-0.07759613170619384,0.19162353501100604,0.11479163486490601,0.23214367948422748,0.49735260872151826,0.7823581560283699,0.35012894267010536,0.4055023923444978,0.4944852908334525,0.03949076385421857,-0.018372441337993095,0.04038941587618572
external,2020-11-13 12:30:00+00:00,2020-11-14 04:30:00+00:00,2020,12,30,2.0104,1.9979,-0.006217668125746201,-3.8588340628731004,0.017717930545712246,-0.07427361053552506,0.18691699138032836,0.11420471803179093,0.23212230050191093,0.47780139331680244,0.8151595744680866,0.3648085697282289,0.39503274434696667,0.4920023530046427,0.03566454436927957,-0.02198567449263844,0.04188221249502577
external,2020-11-16 02:30:00+00:00,2020-11-16 18:30:00+00:00,2020,2,30,2.1372,2.2853,0.06929627550065498,33.89813775032749,0.08918560799103048,0.10552451893234016,0.0008898047112817498,0.14993374783406382,0.18120215187254296,0.236079239451131,0.7008837525492859,0.7487867542106764,0.616345963102559,0.8274391130825354,0.10986337263709522,-0.008001122964626628,0.040567097136440244
external,2020-11-16 05:15:00+00:00,2020-11-16 21:15:00+00:00,2020,5,15,2.2317,2.2345,0.0012546489223461688,-0.12267553882691562,0.13003190034938483,0.15644108197740692,0.07499999999999996,0.17003392576839327,0.203078039175044,0.24282273603082852,0.8954734961286482,0.9104363357999492,0.8038087681015672,0.8372836691703124,0.06286687278756098,-0.024734507326253596,0.06161222386521481
external,2020-11-16 09:15:00+00:00,2020-11-17 01:15:00+00:00,2020,9,15,2.3264,2.3088,-0.007565337001375405,-4.532668500687702,0.09829100179397621,0.14674422043673285,0.10854855618031078,0.19785667075819083,0.2342386750135554,0.24949966644429614,0.943450250536865,0.950126262626263,0.954736440030558,0.8446797726581269,0.019601100412654615,-0.06198418156808805,0.02716643741403002
external,2020-11-16 11:30:00+00:00,2020-11-17 03:30:00+00:00,2020,11,30,2.3155,2.2938,-0.009371625998704447,-5.4358129993522235,0.07348168752897544,0.16573528671399096,0.08444173847883096,0.1974038015762632,0.24261189145647677,0.2483608092918695,0.9030061061531243,0.914297572110397,0.9221195549688861,0.813660865471948,0.02440077736989843,-0.057568559706327016,0.03377240336860288
external,2020-11-16 17:00:00+00:00,2020-11-17 09:00:00+00:00,2020,17,0,2.206,2.2706,0.029283771532184977,13.89188576609249,0.026523964634713737,0.10311031103110313,0.08248687374257813,0.20521172638436475,0.2485748574857485,0.2676775111634525,0.6235827664399093,0.6660631663649166,0.695692025664528,0.8255530284116933,0.05770625566636434,0.0,0.02842248413417936
external,2020-11-17 10:15:00+00:00,2020-11-18 02:15:00+00:00,2020,10,15,2.2289,2.2004,-0.012786576338103872,-7.143288169051936,-0.049185223103830666,0.1751463067432908,0.004914337240757405,0.08096578790205614,0.26092687298992984,0.24594229035166812,0.2460484720758692,0.710850676904425,0.7376718606782767,0.31030068683336004,0.051236035712683536,-0.046031674817174295,0.06402261205078741
external,2020-11-17 16:15:00+00:00,2020-11-18 08:15:00+00:00,2020,16,15,2.1581,2.128,-0.013947453778786922,-7.723726889393461,-0.027444794952681262,0.105074504582928,-0.0301110062469101,0.09080666967102309,0.2527011111680065,0.24515752101029162,0.08188585607940527,0.5665653495440733,0.60788267644363,0.35934416454010343,0.04522496640563456,-0.07274917751726051,0.05917242018442148
external,2020-11-17 17:30:00+00:00,2020-11-18 09:30:00+00:00,2020,17,30,2.1503,2.0979,-0.02436869274054787,-12.934346370273936,-0.05618224114471326,0.12610631055250066,-0.05725809987285713,0.09515867093885795,0.24378109452736307,0.23915998070936906,0.11070110701107015,0.5237379162191195,0.5935838680109994,0.3903447522185807,0.049016416314002775,-0.0693856671162163,0.07338510905455065
external,2020-11-17 18:15:00+00:00,2020-11-18 10:15:00+00:00,2020,18,15,2.1601,2.0939,-0.030646729318087096,-16.07336465904355,-0.05980413492927095,0.11247875572951527,-0.035669642857143025,0.09436343852013063,0.23680280166864087,0.24352678571428563,0.15590405904058954,0.539147455415398,0.6115490375802016,0.39848953582979046,0.04425721031433727,-0.07360770334706723,0.07490393963242437
external,2020-11-18 00:30:00+00:00,2020-11-18 16:30:00+00:00,2020,0,30,2.2081,2.0688,-0.06308591096417737,-32.292955482088686,-0.046753583146261324,0.13597077888671683,-0.0339502121888261,0.09359350716629257,0.22687519292108232,0.23865774161088502,0.37730627306272985,0.628344671201814,0.6995417048579285,0.41253301412662036,0.004664643811421509,-0.09528553960418451,0.06775055477559888
external,2020-11-18 14:00:00+00:00,2020-11-19 06:00:00+00:00,2020,14,0,2.0302,2.0787,0.023889271992907135,11.194635996453567,-0.07161148710444487,-0.06528545119705353,-0.027821673131255165,0.1579476861167003,0.20303867403314907,0.2612172580567926,0.09409380428488633,0.22494331065759585,0.373418881759853,0.7779192159761297,0.05240862969165616,-0.012905132499261063,0.028519357698749026
external,2020-11-18 14:45:00+00:00,2020-11-19 06:45:00+00:00,2020,14,45,2.0534,2.0656,0.005941365540079957,2.2206827700399785,-0.10115999124534913,-0.0507581360946745,-0.030592012085733145,0.12597942657036543,0.20386464497041415,0.25752997828344815,0.19353717859624703,0.277551020408163,0.4159486709440879,0.6179562257528675,0.04051816499464311,-0.02405766046556923,0.034576799454563156
external,2020-11-18 19:15:00+00:00,2020-11-19 11:15:00+00:00,2020,19,15,2.1126,2.0546,-0.02745432168891404,-14.477160844457021,-0.041861308902897965,0.02943182925640775,0.006527228548287134,0.11701210939271624,0.21489133612708305,0.25989804183143544,0.4453488372093023,0.4117913832199548,0.524472960586618,0.5445175757272842,0.011360408974723013,-0.047382372432074105,0.038814730663637054
external,2020-11-18 19:30:00+00:00,2020-11-19 11:30:00+00:00,2020,19,30,2.1033,2.0482,-0.02619692863595302,-13.84846431797651,-0.05829415715245123,0.023055596089303965,0.005065226740574413,0.11551376762928141,0.21450459652706838,0.26066803650786063,0.409302325581395,0.3907029478458049,0.5074243813015582,0.5385141833765072,0.015832263585793704,-0.04317025626396609,0.042029192221746725
external,2020-11-18 22:15:00+00:00,2020-11-19 14:15:00+00:00,2020,22,15,2.1063,2.1203,0.00664672648720499,2.573363243602495,-0.031541680077244894,0.08398950131233596,0.03630996309963086,0.1048324060876361,0.2269569245020842,0.2683886838868388,0.47631578947368486,0.39750566893424055,0.5129239230064163,0.4619044178432784,0.03893082656791513,-0.04453306746427377,0.03228410008071014
external,2020-11-19 00:45:00+00:00,2020-11-19 16:45:00+00:00,2020,0,45,2.0859,2.1588,0.03494894290234418,16.724471451172093,-0.053670265856092914,0.0304811777492342,0.05716892200091217,0.10012703021504395,0.1849125580476237,0.27646850134306417,0.3996375169913915,0.23563986107400506,0.4755270394133825,0.5414831273344698,0.04909151924828592,-0.035188647586173794,0.014142576345941738
external,2020-11-19 04:30:00+00:00,2020-11-19 20:30:00+00:00,2020,4,30,2.0607,2.1124,0.02508856213907884,11.79428106953942,-0.054681407404009286,-0.0764576704163491,0.0256320923750748,0.08656360383503825,0.16774974230269343,0.2715010949631694,0.3338632750397467,0.1683141864814325,0.42933088909257605,0.5160282373420275,0.06192070655602455,-0.02339011015674286,0.03683214441694571
external,2020-11-19 10:30:00+00:00,2020-11-20 02:30:00+00:00,2020,10,30,2.0312,2.0643,0.01629578574241819,7.397892871209095,-0.03234719641751216,-0.12323563689731076,0.022038844721746997,0.06617121623552953,0.1615660206327966,0.27447921908020523,0.24118070554355708,0.08950040074806331,0.3752520623281396,0.40956146581044967,0.07734344230011803,-0.005317053958251328,0.061047656557699836
external,2020-11-19 11:45:00+00:00,2020-11-20 03:45:00+00:00,2020,11,45,2.0592,2.0901,0.015005827505827574,6.752913752913787,-0.018259833134684156,-0.10690896473955835,0.046766978446523,0.06622169249106079,0.16233681745240053,0.2772976819845465,0.442764578833694,0.16430670585092208,0.426581118240147,0.4079277488021344,0.06269425019425001,-0.01481157731157734,0.04768842268842244
external,2020-11-19 13:15:00+00:00,2020-11-20 05:15:00+00:00,2020,13,15,2.1762,2.0999,-0.035061115706277124,-18.28055785313856,0.06535467763254532,-0.047156180218048016,0.10332589738389797,0.09223087090615369,0.16388633477823014,0.2765666193469884,0.947452229299363,0.4768901950307245,0.6410632447296062,0.5627734065256866,0.005560150721440893,-0.06777869681095483,0.04062126642771802
external,2020-11-19 16:30:00+00:00,2020-11-20 08:30:00+00:00,2020,16,30,2.1552,2.1723,0.007934298440980037,3.2171492204900183,0.0417633410672853,-0.022806619814101148,0.14370621948630857,0.08497679814385138,0.1566084788029926,0.2894820632562088,0.8117178612059148,0.4559930515344519,0.6025664527956001,0.5426066250905157,0.010857461024498916,-0.05869524870081644,0.002923162583518879
external,2020-11-20 04:00:00+00:00,2020-11-20 20:00:00+00:00,2020,4,0,2.106,2.14,0.01614434947768295,7.3221747388414755,0.022776941382157245,-0.08534201954397413,0.0748188220883943,0.08537710650284092,0.1500108577633008,0.2537001122792691,0.5318543799772459,0.3135495078170231,0.4648963991148661,0.5691395128048383,0.06576448243114918,-0.010303893637226946,0.049620132953466234
external,2020-11-20 22:45:00+00:00,2020-11-21 14:45:00+00:00,2020,22,45,2.1193,2.3193,0.09437078280564348,46.43539140282174,0.031992598363848934,-0.03593686030114185,0.047136716240921084,0.10445072068562532,0.11226857116863026,0.24561490192203167,0.4163170163170168,0.492706645056726,0.49165157915912294,0.9303647458801063,0.09762657481243808,-0.04152314443448313,0.0032557920067946
external,2020-11-20 23:15:00+00:00,2020-11-21 15:15:00+00:00,2020,23,15,2.1234,2.4021,0.13125176603560318,64.87588301780158,0.03545130930901652,-0.03870704875729991,0.03854054582803501,0.09713756278343971,0.11172982027253381,0.2431282402425902,0.39206827309237013,0.5093192868719619,0.49989941661637544,0.8693969304389791,0.13341810304229051,-0.043373834416502,0.0021663370066873355
external,2020-11-23 03:15:00+00:00,2020-11-23 19:15:00+00:00,2020,3,15,2.1798,2.208,0.012936966694192087,5.7184833470960434,-0.01669072536990257,0.04122283257702408,0.02079235740376517,0.11340671237820293,0.2341533317411035,0.24477849583216255,0.5950676213206055,0.3051815585475323,0.34838339391620465,0.48432670820842055,0.08317276814386632,-0.013670978988898241,0.07023580144967423
external,2020-11-23 04:45:00+00:00,2020-11-23 20:45:00+00:00,2020,4,45,2.2494,2.2218,-0.012269938650306789,-6.884969325153394,0.015072202166064974,0.07150002381746301,0.008699551569506747,0.11344765342960302,0.23350640689753738,0.2343946188340807,0.871917263325378,0.4471644226846189,0.48153816720872405,0.48584385729246327,0.049657686494176234,-0.04418956166088739,0.06192762514448302
external,2020-11-23 15:00:00+00:00,2020-11-24 07:00:00+00:00,2020,15,0,2.2827,2.2917,0.003942699434879682,1.2213497174398409,0.0556814503075429,0.04418828049951973,0.0010524930930142506,0.1186699347916571,0.22423493893234533,0.22922422488269084,0.6944660950896346,0.5150958792329667,0.5452458389133349,0.5292214289025735,0.07994918298506137,-0.05813291277872701,0.07600648355018169
external,2020-11-24 07:45:00+00:00,2020-11-24 23:45:00+00:00,2020,7,45,2.3303,2.2644,-0.028279620649701576,-14.889810324850789,0.013614615050021595,0.07844316919659367,0.03744101148606527,0.13710308829926052,0.2268604220659016,0.23270412251803044,0.5720177664974617,0.6121991024071806,0.6363114597283334,0.60434996572224,0.06595717289619363,-0.08496760073810239,0.0942367935458952
external,2020-11-24 17:30:00+00:00,2020-11-25 09:30:00+00:00,2020,17,30,2.2291,2.2712,0.018886546139697646,8.693273069848823,-0.00624136240024975,-0.02905305340186426,0.03664604938845728,0.15679193972627173,0.21352034149316151,0.24308236060084634,0.27523457492180825,0.4057527539779682,0.4427013583317388,0.7343185133079855,0.06769548248171908,-0.02714099860930408,0.048808936342021436
external,2020-11-24 18:00:00+00:00,2020-11-25 10:00:00+00:00,2020,18,0,2.2335,2.2816,0.02153570629057544,10.01785314528772,-0.001430679125497436,-0.07801857585139327,0.0388855295595143,0.157240577636697,0.20235294117647068,0.2431275873296432,0.287745237418254,0.41472868217054254,0.4511191888272428,0.7770609941348394,0.06559211999104542,-0.029057533019923754,0.044056413700469976
external,2020-11-24 18:30:00+00:00,2020-11-25 10:30:00+00:00,2020,18,30,2.2344,2.3127,0.03504296455424272,16.771482277121358,0.006305170239596425,-0.10304684677451725,0.03540315106580172,0.15839488380471992,0.19678053871783557,0.24221501390176087,0.2903042365652546,0.4165646674826603,0.4528410177922325,0.8049316504405092,0.06516290726817031,-0.029448621553884613,0.030119942713927594
external,2020-11-24 19:00:00+00:00,2020-11-25 11:00:00+00:00,2020,19,0,2.2367,2.3392,0.045826440738588214,22.16322036929411,0.011166365280289137,-0.09099406648784847,0.03435997040325556,0.15899638336347202,0.18442656262700163,0.24172216056233814,0.296843901052033,0.4550462758924637,0.4572412473694278,0.8621121659412937,0.06406759958867969,-0.030446640139491166,0.018241158850091477
external,2020-11-24 19:30:00+00:00,2020-11-25 11:30:00+00:00,2020,19,30,2.2386,2.3374,0.04413472706155641,21.317363530778206,0.00919664592913172,-0.07162111723966336,0.0022834116856951248,0.15855197908213872,0.18819723800439603,0.23402731139467203,0.3022462325845892,0.4592331423534598,0.46087621962885006,0.842477715206613,0.06316447779862422,-0.03126954346466537,0.019029750737067808
external,2020-11-25 03:30:00+00:00,2020-11-25 19:30:00+00:00,2020,3,30,2.2455,2.4459,0.08924515698062807,43.872578490314034,-0.06492046306321331,0.026326614561908546,0.026279707495429516,0.14645623386357962,0.20741350153114868,0.2388939670932358,0.32186522604492446,0.4744380784486557,0.47407690836043587,0.7061075232924762,0.1069249610331775,-0.03424627031841454,0.01767980405254943
external,2020-11-25 05:15:00+00:00,2020-11-25 21:15:00+00:00,2020,5,15,2.2215,2.337,0.051991897366644224,25.245948683322112,-0.06561514195583606,0.02100376872874321,0.018803026828708935,0.14792849631966357,0.20856696387535625,0.23971566154551707,0.2536252487915835,0.42155134420449525,0.42816146929404975,0.7092613977353986,0.11888363718208428,-0.018005851901867875,0.06689173981544005
external,2020-11-25 05:45:00+00:00,2020-11-25 21:45:00+00:00,2020,5,45,2.2235,2.3365,0.05082077805261975,24.660389026309876,-0.08914014173937979,0.029827242832661804,0.06047598607335347,0.14407439269181932,0.21018016766245204,0.24929651356894167,0.2593119135626959,0.4259585720581758,0.43198775588291566,0.6854804346868818,0.11787722059815597,-0.0018439397346526887,0.06705644254553622
external,2020-11-25 06:45:00+00:00,2020-11-25 22:45:00+00:00,2020,6,45,2.2398,2.2116,-0.012590409858023066,-7.045204929011533,0.0021924918340863186,0.031405415361944966,0.06146628121889952,0.15736722000984388,0.20897034444649115,0.24771337851286665,0.3056582314472559,0.4618774790656675,0.4631719915821691,0.7530600594389089,0.109741941244754,-0.013304759353513607,0.12233235110277707
external,2020-11-25 11:45:00+00:00,2020-11-26 03:45:00+00:00,2020,11,45,2.3457,1.8984,-0.19068934646374214,-96.09467323187107,0.05188340807174874,0.11381766381766378,0.11833134684147772,0.11107623318385652,0.21547958214624893,0.24920143027413583,0.8615260395639888,0.6952401939180255,0.6657738664625978,0.5154837970145476,0.059641045316962904,-0.24491622969689208,0.25033039178070504
external,2020-11-26 00:45:00+00:00,2020-11-26 16:45:00+00:00,2020,0,45,2.2856,1.8043,-0.21057927896394824,-106.03963948197412,-0.018002148227712178,0.06853669939223961,0.09573805072151109,0.13619763694951653,0.17816736792893878,0.24349201783402838,0.3690851735015776,0.475203358698505,0.5377042724945855,0.7644364876279607,0.007831641582079163,-0.25096254812740637,0.2184109205460274
external,2020-11-26 10:45:00+00:00,2020-11-27 02:45:00+00:00,2020,10,45,1.8354,1.909,0.040100250626566414,19.300125313283207,-0.2079917148528524,-0.21392779134010032,-0.09456859553056085,0.3338223871580218,0.33132039916056355,0.3987963099995067,0.15951396070320575,0.15951396070320575,0.15264720435428,1.0075515664106325,0.06499945515963823,-0.060695216301623556,0.024899204533071817
external,2020-11-26 12:15:00+00:00,2020-11-27 04:15:00+00:00,2020,12,15,1.8443,1.9568,0.060998752914384946,29.749376457192472,-0.19466398847211908,-0.18735404274069167,-0.1075679860640667,0.3378018427142919,0.3408680326063009,0.39117390883576886,0.1710186142709412,0.1710186142709412,0.163656605640772,0.991004759617484,0.06289649189394342,-0.06522799978311555,0.001897738979558472
external,2020-11-26 12:45:00+00:00,2020-11-27 04:45:00+00:00,2020,12,45,1.846,1.9431,0.0526002166847237,25.55010834236185,-0.2094218415417558,-0.2010387362042848,-0.15044410695384036,0.331306209850107,0.3348193031811295,0.372037369414147,0.1732161323681491,0.1732161323681491,0.16575952498763002,0.9895074946466811,0.06256771397616467,-0.06608884073672816,0.009967497291440974
external,2020-11-26 13:15:00+00:00,2020-11-27 05:15:00+00:00,2020,13,15,1.8499,1.9371,0.04713768311800637,22.818841559003182,-0.2283402160764193,-0.19190110082124756,-0.1499402628434886,0.32269636674592245,0.3379346496592695,0.3714732101828876,0.1782574974146848,0.1782574974146848,0.1705838693715984,0.9549076043882703,0.06032758527487969,-0.06805773285042438,0.013189902156873323
external,2020-12-01 03:15:00+00:00,2020-12-01 19:15:00+00:00,2020,3,15,1.9735,1.9964,0.011603749683303688,5.051874841651844,0.007144679765246353,0.07284588203316122,-0.17739985828018834,0.05976014289359541,0.12166349551508575,0.3224542536784627,0.6456020495303157,0.8145665773011616,0.33802998965873854,0.49119205921701803,0.08102356219913864,-0.03562199138586275,0.06941981251583496
external,2020-12-01 11:15:00+00:00,2020-12-02 03:15:00+00:00,2020,11,15,2.0855,2.0277,-0.027715176216734694,-14.607588108367347,0.06669735563398294,0.13139478109911584,-0.07092261772174446,0.10751368216459513,0.15906255085987084,0.3446340268187285,0.7721217887725983,0.8366302864938614,0.4828076525336094,0.6759207719440595,0.001102853032845852,-0.08741309038599865,0.028818029249580546
external,2020-12-01 13:30:00+00:00,2020-12-02 05:30:00+00:00,2020,13,30,1.9617,1.9925,0.01570066778814283,7.100333894071415,0.005587451302029978,0.048700951566342354,-0.10522714833059665,0.11800287061718266,0.154763177590078,0.3528553183725597,0.2541268462206777,0.40690846286701193,0.32277662874870744,0.7624738161537201,0.06259876637610229,-0.01860631085283171,0.04689809858795946
external,2020-12-01 14:30:00+00:00,2020-12-02 06:30:00+00:00,2020,14,30,1.955,2.0351,0.040971867007672635,19.735933503836318,-0.018426469849876947,0.02350662268991166,-0.12917594654788422,0.11557965557061804,0.15156274540599962,0.344587973273942,0.22502172024326705,0.3837651122625217,0.3141158221303001,0.762586183438472,0.0662404092071609,-0.015242966751918163,0.025268542199488264
external,2020-12-01 17:30:00+00:00,2020-12-02 09:30:00+00:00,2020,17,30,1.9964,2.0534,0.02855139250651173,13.525696253255866,0.007977380591739802,0.04114732724902215,-0.10439190704768742,0.11622740583661516,0.15097783572359838,0.3470458929612848,0.40486533449174616,0.5267702936096716,0.3676318510858325,0.769830917760655,0.04182528551392495,-0.035664195551993516,0.013273893007413218
external,2020-12-01 17:45:00+00:00,2020-12-02 09:45:00+00:00,2020,17,45,1.9837,2.0583,0.03760649291727569,18.053246458637844,0.002729616337259211,0.03625346079506886,-0.1139053915218654,0.11636253348834856,0.15123021469989023,0.34555768973064716,0.34969591659426597,0.48290155440414506,0.35121509824198566,0.7694397162581891,0.04849523617482476,-0.02949034632252856,0.010888743257549072
external,2020-12-02 03:45:00+00:00,2020-12-02 19:45:00+00:00,2020,3,45,2.0308,2.1536,0.06046878077604867,29.484390388024334,0.0303399289700661,0.08055762477386419,-0.08229020742012727,0.1167935058346017,0.14940938597424708,0.3495865154322382,0.5543006081668123,0.6346153846153852,0.41209927611168595,0.7817012637662054,0.08563127831396478,-0.02304510537719129,0.025162497537916106
external,2020-12-02 12:00:00+00:00,2020-12-03 04:00:00+00:00,2020,12,0,2.0787,2.1384,0.028719872997546414,13.609936498773207,0.008147824821766347,0.08231802561699464,-0.09852985818986071,0.09205102090305056,0.14089347079037798,0.3354872284140682,0.9246575342465755,0.7978566149297858,0.4740175801447778,0.6533377337265297,0.06061480733150515,-0.02227353634483087,0.031894934333958735
external,2020-12-02 13:00:00+00:00,2020-12-03 05:00:00+00:00,2020,13,0,2.0672,2.1452,0.0377321981424148,18.116099071207397,0.055717276952147676,0.08708456037021461,-0.12417912977163914,0.09693069812573411,0.14230122002524187,0.32775494640511793,0.864067439409906,0.7553584626755365,0.45915201654601895,0.6811656155058982,0.06651509287925683,-0.0038699690402477227,0.028782894736842035
external,2020-12-02 16:00:00+00:00,2020-12-03 08:00:00+00:00,2020,16,0,2.1167,2.1801,0.029952284215996716,14.226142107998358,0.0362265628824594,0.10821989528795806,-0.12399122625501813,0.10412689087971808,0.14403141361256552,0.3201589206638248,0.9003291020216252,0.9229371137768073,0.5231385729058944,0.7229456982197798,0.049888978126328976,-0.021826427930268677,0.01993669391033226
external,2020-12-02 16:30:00+00:00,2020-12-03 08:30:00+00:00,2020,16,30,2.1205,2.1907,0.033105399669889346,15.802699834944672,0.06761655422414647,0.11769976807927462,-0.12715073680744216,0.10708891350317194,0.1450031625553448,0.3184325347822507,0.9181946403385035,0.9367502726281342,0.5280506721820062,0.7385281232214385,0.048007545390238215,-0.023579344494222942,0.01490214572034887
external,2020-12-02 18:00:00+00:00,2020-12-03 10:00:00+00:00,2020,18,0,2.1516,2.1952,0.020263989589142772,9.381994794571387,0.06842784784983635,0.13973937917152246,-0.1105783142491008,0.12518621511570155,0.16659603771585962,0.3178041420362945,0.8980563268544243,0.9182829888712254,0.5718002081165456,0.7514357293972068,0.032859267521844204,-0.037692879717419636,0.012595277932701432
external,2020-12-07 14:45:00+00:00,2020-12-08 06:45:00+00:00,2020,14,45,1.8617,1.8036,-0.03120803566632635,-16.354017833163176,0.011298821228746814,-0.05703287241047461,-0.06863775076291956,0.03204954098538755,0.0912728562021982,0.2064135274400921,0.6711864406779644,0.2885682574916751,0.12603005332040673,0.3511398932710914,0.02089488102272119,-0.0426491915990761,0.05210291668904754
external,2020-12-08 09:15:00+00:00,2020-12-09 01:15:00+00:00,2020,9,15,1.732,1.6448,-0.05034642032332559,-25.923210161662794,-0.06271984414741061,-0.09838625715773042,-0.17113323124042878,0.10768981005465667,0.15007808433107755,0.24918644716692198,0.15276381909547726,0.10544571626777656,0.0583829460341847,0.7175585331772302,0.017436489607390193,-0.060565819861431835,0.06778290993071578
external,2020-12-08 10:45:00+00:00,2020-12-09 02:45:00+00:00,2020,10,45,1.6826,1.6633,-0.011470343515987191,-6.485171757993596,-0.08335149269993447,-0.12030114497830291,-0.19152412069959635,0.1354325561124429,0.17666126418152353,0.27402460119162037,0.12308930008045119,0.09055933708197743,0.05365597054182039,0.7666228176273142,0.04730773802448596,-0.03298466658742427,0.05877808154047315
external,2020-12-08 21:15:00+00:00,2020-12-09 13:15:00+00:00,2020,21,15,1.6886,1.6107,-0.04613289115243402,-23.81644557621701,-0.07448616059194291,-0.13965455749732503,-0.15591102224443887,0.1003014524527268,0.17216079889947528,0.28507873031742076,0.20000000000000098,0.10831606984314938,0.06417674907943217,0.5826033167474602,0.01658178372616348,-0.1135259978680565,0.0627146748785975
