rule,partition,date_utc,signal_ts,entry_start,entry_px,H,L,range,F35,E20,session_end,baseline_net_pnl_usd,baseline_exit_reason,baseline_exit_px,h2_seen,breakout_accepted,acceptance_bar_start,acceptance_ts,acceptance_close,last_confirmed_pivot,trail_at_exit,trail_updates,ever_e20,exit_bar_start,exit_ts,exit_px,runner_exit_reason,gross_return,runner_net_pnl_usd,hold_minutes,session_peak_high_after_accept,session_peak_extension_r,realized_exit_extension_r,giveback_from_peak_r,capture_ratio,exit_above_e20
BLIND_F85,development,2022-09-12,2022-09-12 13:45:00+00:00,2022-09-12 13:55:00+00:00,22376.665,22450.0,21961.1,488.9000000000015,22132.215,22547.78,2022-09-12 20:00:00+00:00,-5.969753133453981,CLOSE_INVALIDATION,22127.4,True,False,,,,22230.3,22132.215,0,False,2022-09-12 15:45:00+00:00,2022-09-12 15:50:00+00:00,22127.4,PREBREAK_CLOSE_INVALIDATION_F35,-0.011139506266907961,-5.969753133453981,115.0,,,,,,False
BLIND_F85,development,2022-09-28,2022-09-28 13:35:00+00:00,2022-09-28 13:40:00+00:00,19082.54,19175.0,18558.6,616.4000000000015,18774.34,19298.28,2022-09-28 20:00:00+00:00,5.252811418186409,TP_E20,19298.28,True,True,2022-09-28 14:25:00+00:00,2022-09-28 14:30:00+00:00,19288.0,19375.0,19375.0,2,True,2022-09-28 15:30:00+00:00,2022-09-28 15:35:00+00:00,19364.8,RUNNER_STRUCTURE_CLOSE_BREAK,0.014791531944908787,6.995765972454393,115.0,19667.0,0.7981829980532104,0.3079169370538592,0.49026606099935116,0.38577235772357577,True
BLIND_F85,development,2022-11-02,2022-11-02 17:00:00+00:00,2022-11-02 17:10:00+00:00,20498.865,20529.9,20323.0,206.90000000000143,20395.415,20571.28,2022-11-02 20:00:00+00:00,1.366317305860632,TP_E20,20571.28,True,True,2022-11-02 18:00:00+00:00,2022-11-02 18:05:00+00:00,20618.3,20656.2,20656.2,2,True,2022-11-02 18:35:00+00:00,2022-11-02 18:40:00+00:00,20503.5,RUNNER_STRUCTURE_CLOSE_BREAK,0.00022611007975315012,-0.28694496012342496,90.0,20796.0,1.2861285645239087,-0.12759787336878334,1.413726437892692,0.0,False
BLIND_F85,development,2022-12-07,2022-12-07 13:40:00+00:00,2022-12-07 13:50:00+00:00,16829.165,16859.9,16655.0,204.90000000000143,16726.715,16900.88,2022-12-07 20:00:00+00:00,-1.0466452732503124,TIME_EXIT_SESSION_END,16807.4,True,True,2022-12-07 14:30:00+00:00,2022-12-07 14:35:00+00:00,16869.1,16840.0,16840.0,0,False,2022-12-07 14:40:00+00:00,2022-12-07 14:45:00+00:00,16838.8,RUNNER_STRUCTURE_CLOSE_BREAK,0.000572518006686451,-0.1137409966567745,55.0,16886.5,0.1298194241093136,-0.10297706198146431,0.2327964860907779,0.0,False
BLIND_F85,development,2023-01-09,2023-01-09 13:45:00+00:00,2023-01-09 14:55:00+00:00,17263.045000000002,17277.7,17180.0,97.70000000000071,17214.195,17297.24,2023-01-09 20:00:00+00:00,0.5904104403365421,TP_E20,17297.24,True,True,2023-01-09 15:45:00+00:00,2023-01-09 15:50:00+00:00,17295.8,17316.0,17316.0,4,True,2023-01-09 17:45:00+00:00,2023-01-09 17:50:00+00:00,17312.9,RUNNER_STRUCTURE_CLOSE_BREAK,0.0028879609593788214,1.0439804796894108,175.0,17387.8,1.126919140225156,0.3602865916069649,0.7666325486181911,0.3197093551317093,True
BLIND_F85,development,2023-01-19,2023-01-19 14:45:00+00:00,2023-01-19 15:00:00+00:00,20819.95,20848.0,20661.0,187.0,20726.45,20885.4,2023-01-19 20:00:00+00:00,1.1718097305709168,TP_E20,20885.4,True,True,2023-01-19 15:05:00+00:00,2023-01-19 15:10:00+00:00,20882.0,20856.4,20867.4,1,True,2023-01-19 16:00:00+00:00,2023-01-19 16:05:00+00:00,20852.3,RUNNER_STRUCTURE_CLOSE_BREAK,0.0015537981599378359,0.3768990799689179,65.0,21140.0,1.5614973262032086,0.02299465240641322,1.5385026737967953,0.014726027397257781,False
BLIND_F85,development,2023-02-09,2023-02-09 14:40:00+00:00,2023-02-09 14:50:00+00:00,22750.6,22786.0,22550.0,236.0,22632.6,22833.2,2023-02-09 20:00:00+00:00,-3.37135020614836,CLOSE_INVALIDATION,22615.4,False,False,,,,22650.0,22632.6,0,False,2023-02-09 15:25:00+00:00,2023-02-09 15:30:00+00:00,22615.4,PREBREAK_CLOSE_INVALIDATION_F35,-0.00594270041229672,-3.37135020614836,40.0,,,,,,False
BLIND_F85,development,2023-02-15,2023-02-15 16:15:00+00:00,2023-02-15 16:25:00+00:00,22797.550000000003,22924.9,22075.9,849.0,22373.050000000003,23094.7,2023-02-15 20:00:00+00:00,6.117147675956347,TP_E20,23094.7,True,True,2023-02-15 18:40:00+00:00,2023-02-15 18:45:00+00:00,22935.6,23237.5,23237.5,4,True,2023-02-15 20:00:00+00:00,2023-02-15 20:00:00+00:00,23310.6,TIME_EXIT_SESSION_END,0.02250461124112002,10.85230562056001,215.0,23345.7,0.4956419316843337,0.4542991755005855,0.041342756183748164,0.9165874524714775,True
BLIND_F85,development,2023-03-06,2023-03-06 13:45:00+00:00,2023-03-06 13:55:00+00:00,22429.11,22443.9,22345.3,98.60000000000218,22379.81,22463.620000000003,2023-03-06 20:00:00+00:00,0.369312736885297,TP_E20,22463.620000000003,True,True,2023-03-06 15:00:00+00:00,2023-03-06 15:05:00+00:00,22446.1,22496.6,22496.6,2,True,2023-03-06 16:25:00+00:00,2023-03-06 16:30:00+00:00,22483.0,RUNNER_STRUCTURE_CLOSE_BREAK,0.0024026811585480257,0.8013405792740128,155.0,22594.5,1.5273833671399109,0.3965517241379075,1.1308316430020033,0.25962815405045764,True
BLIND_F85,development,2023-03-13,2023-03-13 13:55:00+00:00,2023-03-13 14:00:00+00:00,22456.8,22572.0,21804.0,768.0,22072.8,22725.6,2023-03-13 20:00:00+00:00,5.584824195789273,TP_E20,22725.6,True,True,2023-03-13 14:05:00+00:00,2023-03-13 14:10:00+00:00,22907.7,23930.0,23930.0,5,True,2023-03-13 16:30:00+00:00,2023-03-13 16:35:00+00:00,23791.4,RUNNER_STRUCTURE_CLOSE_BREAK,0.05942966050372278,29.31483025186139,155.0,24517.2,2.532812500000001,1.5877604166666686,0.9450520833333322,0.6268764137363773,True
BLIND_F85,development,2023-03-22,2023-03-22 13:40:00+00:00,2023-03-22 13:45:00+00:00,28316.805,28379.4,27962.1,417.3000000000029,28108.155,28462.86,2023-03-22 20:00:00+00:00,2.178945611978467,TP_E20,28462.86,True,True,2023-03-22 14:25:00+00:00,2023-03-22 14:30:00+00:00,28382.0,28560.0,28560.0,3,True,2023-03-22 15:45:00+00:00,2023-03-22 15:50:00+00:00,28462.3,RUNNER_STRUCTURE_CLOSE_BREAK,0.005138114981545483,2.1690574907727416,125.0,28881.0,1.2020129403306854,0.19865803977952848,1.0033549005511568,0.16527113237639166,False
BLIND_F85,development,2023-05-08,2023-05-08 15:05:00+00:00,2023-05-08 15:10:00+00:00,27913.46,27977.6,27550.0,427.59999999999854,27699.66,28063.12,2023-05-08 20:00:00+00:00,-7.3959080672907795,CLOSE_INVALIDATION,27522.9,True,False,,,,27743.1,27699.66,0,False,2023-05-08 17:55:00+00:00,2023-05-08 18:00:00+00:00,27522.9,PREBREAK_CLOSE_INVALIDATION_F35,-0.013991816134581558,-7.3959080672907795,170.0,,,,,,False
BLIND_F85,development,2023-05-12,2023-05-12 13:35:00+00:00,2023-05-12 13:45:00+00:00,26435.05,26473.0,26220.0,253.0,26308.55,26523.6,2023-05-12 20:00:00+00:00,1.274859703310605,TP_E20,26523.6,True,True,2023-05-12 14:10:00+00:00,2023-05-12 14:15:00+00:00,26510.1,26400.0,26400.0,1,True,2023-05-12 14:45:00+00:00,2023-05-12 14:50:00+00:00,26349.9,RUNNER_STRUCTURE_CLOSE_BREAK,-0.0032211022865474837,-2.0105511432737417,65.0,26599.4,0.49960474308300973,-0.48656126482212864,0.9861660079051384,0.0,False
BLIND_F85,development,2023-06-01,2023-06-01 14:10:00+00:00,2023-06-01 14:15:00+00:00,26931.98,26960.0,26773.2,186.79999999999927,26838.58,26997.36,2023-06-01 20:00:00+00:00,-2.291431673423205,CLOSE_INVALIDATION,26830.1,False,False,,,,,26838.58,0,False,2023-06-01 14:20:00+00:00,2023-06-01 14:25:00+00:00,26830.1,PREBREAK_CLOSE_INVALIDATION_F35,-0.00378286334684641,-2.291431673423205,10.0,,,,,,False
BLIND_F85,development,2023-06-19,2023-06-19 13:35:00+00:00,2023-06-19 13:40:00+00:00,26536.775,26569.7,26350.2,219.5,26427.025,26613.6,2023-06-19 20:00:00+00:00,-2.675615631515182,CLOSE_INVALIDATION,26416.0,False,False,,,,26507.9,26427.025,0,False,2023-06-19 14:15:00+00:00,2023-06-19 14:20:00+00:00,26416.0,PREBREAK_CLOSE_INVALIDATION_F35,-0.004551231263030364,-2.675615631515182,40.0,,,,,,False
BLIND_F85,development,2023-06-22,2023-06-22 13:50:00+00:00,2023-06-22 13:55:00+00:00,30242.0,30320.0,29800.0,520.0,29982.0,30424.0,2023-06-22 20:00:00+00:00,-4.928470339263291,CLOSE_INVALIDATION,29968.1,False,False,,,,30100.0,29982.0,0,False,2023-06-22 14:30:00+00:00,2023-06-22 14:35:00+00:00,29968.1,PREBREAK_CLOSE_INVALIDATION_F35,-0.009056940678526582,-4.928470339263291,40.0,,,,,,False
BLIND_F85,development,2023-07-04,2023-07-04 16:30:00+00:00,2023-07-04 16:35:00+00:00,31046.4,31080.0,30856.0,224.0,30934.4,31124.8,2023-07-04 20:00:00+00:00,-2.4839775304061225,CLOSE_INVALIDATION,30917.0,False,False,,,,,30934.4,0,False,2023-07-04 16:45:00+00:00,2023-07-04 16:50:00+00:00,30917.0,PREBREAK_CLOSE_INVALIDATION_F35,-0.004167955060812245,-2.4839775304061225,15.0,,,,,,False
BLIND_F85,development,2023-07-10,2023-07-10 13:40:00+00:00,2023-07-10 13:50:00+00:00,30229.08,30275.4,29966.6,308.8000000000029,30074.68,30337.160000000003,2023-07-10 20:00:00+00:00,1.3876825890831284,TP_E20,30337.160000000003,True,True,2023-07-10 14:20:00+00:00,2023-07-10 14:25:00+00:00,30281.1,30249.1,30249.1,1,False,2023-07-10 14:35:00+00:00,2023-07-10 14:40:00+00:00,30200.1,RUNNER_STRUCTURE_CLOSE_BREAK,-0.0009586795231611989,-0.8793397615805995,50.0,30830.0,1.7959844559585276,-0.2438471502590745,2.0398316062176023,0.0,False
BLIND_F85,development,2023-07-26,2023-07-26 14:05:00+00:00,2023-07-26 14:30:00+00:00,29294.97,29321.4,29145.2,176.20000000000073,29206.870000000003,29356.640000000003,2023-07-26 20:00:00+00:00,0.6525697756305074,TP_E20,29356.640000000003,True,True,2023-07-26 18:10:00+00:00,2023-07-26 18:15:00+00:00,29324.1,29242.0,29265.4,1,True,2023-07-26 18:30:00+00:00,2023-07-26 18:35:00+00:00,29265.0,RUNNER_STRUCTURE_CLOSE_BREAK,-0.001023042522316997,-0.9115212611584985,245.0,29500.0,1.0136208853575357,-0.3200908059023906,1.3337116912599263,0.0,False
BLIND_F85,development,2023-08-03,2023-08-03 13:40:00+00:00,2023-08-03 13:45:00+00:00,29157.785,29193.5,28955.4,238.09999999999852,29038.735,29241.12,2023-08-03 20:00:00+00:00,1.029035161621517,TP_E20,29241.12,True,True,2023-08-03 14:00:00+00:00,2023-08-03 14:05:00+00:00,29226.6,29258.5,29258.5,2,True,2023-08-03 15:20:00+00:00,2023-08-03 15:25:00+00:00,29246.4,RUNNER_STRUCTURE_CLOSE_BREAK,0.003039154037249414,1.1195770186247072,100.0,29440.0,1.0352792944141183,0.2221755564888777,0.8131037379252406,0.21460446247465093,True
BLIND_F85,development,2023-08-23,2023-08-23 14:55:00+00:00,2023-08-23 15:05:00+00:00,26042.76,26085.6,25800.0,285.59999999999854,25899.96,26142.72,2023-08-23 20:00:00+00:00,1.519151426346466,TP_E20,26142.72,True,True,2023-08-23 15:10:00+00:00,2023-08-23 15:15:00+00:00,26113.9,26490.4,26492.4,8,True,2023-08-23 18:20:00+00:00,2023-08-23 18:25:00+00:00,26483.0,RUNNER_STRUCTURE_CLOSE_BREAK,0.01690450628120832,8.05225314060416,200.0,26806.0,2.5224089635854523,1.3914565826330654,1.130952380952387,0.5516379789006117,True
BLIND_F85,development,2023-09-07,2023-09-07 13:45:00+00:00,2023-09-07 14:40:00+00:00,25732.1,25751.0,25625.0,126.0,25669.1,25776.2,2023-09-07 20:00:00+00:00,0.4569063543201194,TP_E20,25776.2,True,True,2023-09-07 14:55:00+00:00,2023-09-07 15:00:00+00:00,25760.0,25871.0,25873.9,7,True,2023-09-07 18:25:00+00:00,2023-09-07 18:30:00+00:00,25862.1,RUNNER_STRUCTURE_CLOSE_BREAK,0.005052055603701255,2.126027801850628,230.0,25971.7,1.7515873015873074,0.8817460317460202,0.8698412698412872,0.5033982782057008,True
BLIND_F85,development,2023-09-12,2023-09-12 14:05:00+00:00,2023-09-12 16:05:00+00:00,26239.265,26330.9,25720.0,610.9000000000015,25933.815,26453.08,2023-09-12 20:00:00+00:00,3.674332874796638,TP_E20,26453.08,True,True,2023-09-12 16:30:00+00:00,2023-09-12 16:35:00+00:00,26404.1,26136.6,26136.6,0,True,2023-09-12 16:50:00+00:00,2023-09-12 16:55:00+00:00,26112.1,RUNNER_STRUCTURE_CLOSE_BREAK,-0.004846362884021405,-2.823181442010702,50.0,26580.0,0.40775904403339003,-0.3581600916680347,0.7659191357014248,0.0,False
BLIND_F85,development,2023-09-14,2023-09-14 15:05:00+00:00,2023-09-14 16:00:00+00:00,26709.45,26790.0,26253.0,537.0,26440.95,26897.4,2023-09-14 20:00:00+00:00,-1.2882623940216216,TIME_EXIT_SESSION_END,26662.0,True,False,,,,26583.7,26440.95,0,False,2023-09-14 20:00:00+00:00,2023-09-14 20:00:00+00:00,26662.0,TIME_EXIT_SESSION_END,-0.0017765247880432433,-1.2882623940216216,240.0,,,,,,False
BLIND_F85,development,2023-10-05,2023-10-05 13:40:00+00:00,2023-10-05 13:50:00+00:00,27996.895,28070.8,27578.1,492.7000000000007,27750.545,28169.34,2023-10-05 20:00:00+00:00,-6.536305472446147,CLOSE_INVALIDATION,27653.3,True,False,,,,27722.5,27750.545,0,False,2023-10-05 15:25:00+00:00,2023-10-05 15:30:00+00:00,27653.3,PREBREAK_CLOSE_INVALIDATION_F35,-0.012272610944892293,-6.536305472446147,100.0,,,,,,False
BLIND_F85,development,2023-10-31,2023-10-31 19:05:00+00:00,2023-10-31 19:20:00+00:00,34481.58,34563.6,34016.8,546.7999999999956,34208.18,34672.96,2023-10-31 20:00:00+00:00,0.6443256950521951,TIME_EXIT_SESSION_END,34553.6,True,False,,,,34449.8,34208.18,0,False,2023-10-31 20:00:00+00:00,2023-10-31 20:00:00+00:00,34553.6,TIME_EXIT_SESSION_END,0.00208865139010439,0.6443256950521951,40.0,,,,,,False
BLIND_F85,development,2023-11-03,2023-11-03 14:05:00+00:00,2023-11-03 14:15:00+00:00,34543.75,34618.0,34123.0,495.0,34296.25,34717.0,2023-11-03 20:00:00+00:00,2.107689524154144,TP_E20,34717.0,True,True,2023-11-03 14:20:00+00:00,2023-11-03 14:25:00+00:00,34643.4,34750.0,34750.0,3,True,2023-11-03 15:50:00+00:00,2023-11-03 15:55:00+00:00,34743.0,RUNNER_STRUCTURE_CLOSE_BREAK,0.00576804776551465,2.484023882757325,100.0,34850.0,0.4686868686868687,0.25252525252525254,0.21616161616161617,0.5387931034482759,True
BLIND_F85,development,2023-12-07,2023-12-07 15:35:00+00:00,2023-12-07 15:45:00+00:00,43747.025,43911.5,42815.0,1096.5,43198.775,44130.8,2023-12-07 20:00:00+00:00,-7.102455766992188,CLOSE_INVALIDATION,43160.6,False,False,,,,43209.0,43198.775,0,False,2023-12-07 19:25:00+00:00,2023-12-07 19:30:00+00:00,43160.6,PREBREAK_CLOSE_INVALIDATION_F35,-0.013404911533984376,-7.102455766992188,225.0,,,,,,False
BLIND_F85,development,2023-12-21,2023-12-21 14:00:00+00:00,2023-12-21 14:05:00+00:00,44162.5,44260.0,43610.0,650.0,43837.5,44390.0,2023-12-21 20:00:00+00:00,-5.668044155109008,CLOSE_INVALIDATION,43697.2,False,False,,,,43729.1,43837.5,0,False,2023-12-21 14:40:00+00:00,2023-12-21 14:45:00+00:00,43697.2,PREBREAK_CLOSE_INVALIDATION_F35,-0.010536088310218017,-5.668044155109008,40.0,,,,,,False
BLIND_F85,development,2023-12-26,2023-12-26 14:30:00+00:00,2023-12-26 14:40:00+00:00,42727.375,42836.5,42109.0,727.5,42363.625,42982.0,2023-12-26 20:00:00+00:00,-5.290014890921779,CLOSE_INVALIDATION,42309.5,False,False,,,,42253.7,42363.625,0,False,2023-12-26 16:10:00+00:00,2023-12-26 16:15:00+00:00,42309.5,PREBREAK_CLOSE_INVALIDATION_F35,-0.009780029781843558,-5.290014890921779,95.0,,,,,,False
BLIND_F85,development,2024-01-08,2024-01-08 15:45:00+00:00,2024-01-08 15:50:00+00:00,44947.455,45180.0,43629.7,1550.300000000003,44172.305,45490.06,2024-01-08 20:00:00+00:00,5.635992471653761,TP_E20,45490.06,True,True,2024-01-08 17:20:00+00:00,2024-01-08 17:25:00+00:00,45266.6,46777.6,46777.6,3,True,2024-01-08 19:25:00+00:00,2024-01-08 19:30:00+00:00,46694.2,RUNNER_STRUCTURE_CLOSE_BREAK,0.038861933339718435,19.030966669859218,220.0,47312.0,1.375217699800036,0.9767141843514121,0.39850351544862395,0.7102251407129442,True
BLIND_F85,development,2024-01-09,2024-01-09 13:55:00+00:00,2024-01-09 14:00:00+00:00,46828.0,47080.0,45400.0,1680.0,45988.0,47416.0,2024-01-09 20:00:00+00:00,0.0858204493037865,TIME_EXIT_SESSION_END,46873.5,False,False,,,,46700.2,45988.0,0,False,2024-01-09 20:00:00+00:00,2024-01-09 20:00:00+00:00,46873.5,TIME_EXIT_SESSION_END,0.0009716408986075731,0.08582044930378652,360.0,,,,,,False
BLIND_F85,development,2024-02-07,2024-02-07 14:20:00+00:00,2024-02-07 14:30:00+00:00,43134.56,43191.2,42813.6,377.59999999999854,42945.76,43266.72,2024-02-07 20:00:00+00:00,1.13195025056474,TP_E20,43266.72,True,True,2024-02-07 14:45:00+00:00,2024-02-07 14:50:00+00:00,43263.3,43020.7,43025.2,1,True,2024-02-07 16:20:00+00:00,2024-02-07 16:25:00+00:00,43002.5,RUNNER_STRUCTURE_CLOSE_BREAK,-0.0030615821744790495,-1.9307910872395246,115.0,43708.2,1.3691737288135646,-0.49973516949151964,1.8689088983050843,0.0,False
BLIND_F85,development,2024-02-09,2024-02-09 14:15:00+00:00,2024-02-09 16:10:00+00:00,47462.565,47688.3,46183.4,1504.9000000000017,46710.115000000005,47989.280000000006,2024-02-09 20:00:00+00:00,5.148741413364477,TP_E20,47989.280000000006,True,True,2024-02-09 18:00:00+00:00,2024-02-09 18:05:00+00:00,47760.3,47684.7,47684.7,1,True,2024-02-09 18:55:00+00:00,2024-02-09 19:00:00+00:00,47583.0,RUNNER_STRUCTURE_CLOSE_BREAK,0.002537473480415553,0.8687367402077765,170.0,48230.3,0.36015682105123226,-0.06997142667287048,0.43012824772410274,0.0,False
BLIND_F85,development,2024-02-28,2024-02-28 15:00:00+00:00,2024-02-28 15:05:00+00:00,60691.985,61127.0,58226.9,2900.0999999999985,59241.935,61707.02,2024-02-28 20:00:00+00:00,7.962183243800558,TP_E20,61707.02,True,True,2024-02-28 15:10:00+00:00,2024-02-28 15:15:00+00:00,61276.6,60935.0,60937.4,1,False,2024-02-28 15:40:00+00:00,2024-02-28 15:45:00+00:00,60927.8,RUNNER_STRUCTURE_CLOSE_BREAK,0.0038854389092728425,1.5427194546364214,40.0,64300.0,1.0941002034412612,-0.06868728664528713,1.1627874900865485,0.0,False
BLIND_F85,development,2024-02-29,2024-02-29 14:35:00+00:00,2024-02-29 15:25:00+00:00,63249.18,63460.8,62050.0,1410.800000000003,62543.78,63742.96000000001,2024-02-29 20:00:00+00:00,-6.620475901821954,CLOSE_INVALIDATION,62462.3,False,False,,,,62655.3,62543.78,0,False,2024-02-29 16:15:00+00:00,2024-02-29 16:20:00+00:00,62462.3,PREBREAK_CLOSE_INVALIDATION_F35,-0.012440951803643907,-6.620475901821954,55.0,,,,,,False
BLIND_F85,development,2024-03-04,2024-03-04 13:45:00+00:00,2024-03-04 13:50:00+00:00,65471.52,65717.4,64078.2,1639.199999999997,64651.92,66045.23999999999,2024-03-04 20:00:00+00:00,3.981447078057765,TP_E20,66045.23999999999,True,True,2024-03-04 14:35:00+00:00,2024-03-04 14:40:00+00:00,65977.4,66100.0,66350.0,4,True,2024-03-04 16:35:00+00:00,2024-03-04 16:40:00+00:00,66265.1,RUNNER_STRUCTURE_CLOSE_BREAK,0.01212099551071999,5.660497755359994,170.0,67648.6,1.1781356759394919,0.3341264031234826,0.8440092728160093,0.28360604805302836,True
BLIND_F85,development,2024-03-15,2024-03-15 14:00:00+00:00,2024-03-15 14:05:00+00:00,68202.675,68665.5,65580.0,3085.5,66659.925,69282.6,2024-03-15 20:00:00+00:00,7.517028181079421,TP_E20,69282.6,True,True,2024-03-15 18:35:00+00:00,2024-03-15 18:40:00+00:00,68686.2,70123.0,70123.0,1,True,2024-03-15 19:15:00+00:00,2024-03-15 19:20:00+00:00,70083.9,RUNNER_STRUCTURE_CLOSE_BREAK,0.02758286240239105,13.391431201195525,315.0,70715.9,0.6645276292335097,0.4596985901798717,0.20482903905363803,0.6917674600078024,True
BLIND_F85,development,2024-03-20,2024-03-20 15:05:00+00:00,2024-03-20 15:10:00+00:00,64124.49,64380.0,62676.6,1703.4000000000017,63272.79,64720.68,2024-03-20 20:00:00+00:00,-7.507970761248917,CLOSE_INVALIDATION,63212.9,False,False,,,,63338.0,63272.79,0,False,2024-03-20 16:20:00+00:00,2024-03-20 16:25:00+00:00,63212.9,PREBREAK_CLOSE_INVALIDATION_F35,-0.014215941522497832,-7.507970761248917,75.0,,,,,,False
BLIND_F85,development,2024-04-01,2024-04-01 13:35:00+00:00,2024-04-01 13:55:00+00:00,69967.11,70098.6,69222.0,876.6000000000058,69528.81,70273.92000000001,2024-04-01 20:00:00+00:00,-4.138971067977548,CLOSE_INVALIDATION,69443.9,False,False,,,,69668.8,69528.81,0,False,2024-04-01 14:25:00+00:00,2024-04-01 14:30:00+00:00,69443.9,PREBREAK_CLOSE_INVALIDATION_F35,-0.007477942135955096,-4.138971067977548,35.0,,,,,,False
BLIND_F85,development,2024-04-04,2024-04-04 13:55:00+00:00,2024-04-04 14:00:00+00:00,67263.485,67480.1,66036.0,1444.1000000000058,66541.435,67768.92000000001,2024-04-04 20:00:00+00:00,3.357127659977821,TP_E20,67768.92000000001,True,True,2024-04-04 14:05:00+00:00,2024-04-04 14:10:00+00:00,67576.5,67537.0,67537.0,2,True,2024-04-04 15:15:00+00:00,2024-04-04 15:20:00+00:00,67512.2,RUNNER_STRUCTURE_CLOSE_BREAK,0.003697622863281458,1.448811431640729,80.0,69329.7,1.2807977286891377,0.02222837753617557,1.258569351152962,0.017355103806223734,False
BLIND_F85,development,2024-05-14,2024-05-14 14:35:00+00:00,2024-05-14 15:15:00+00:00,61916.28,62086.8,60950.0,1136.800000000003,61347.880000000005,62314.16,2024-05-14 20:00:00+00:00,-5.588296196089293,CLOSE_INVALIDATION,61273.8,False,False,,,,61384.6,61347.880000000005,0,False,2024-05-14 16:45:00+00:00,2024-05-14 16:50:00+00:00,61273.8,PREBREAK_CLOSE_INVALIDATION_F35,-0.010376592392178585,-5.588296196089293,95.0,,,,,,False
BLIND_F85,development,2024-06-27,2024-06-27 13:35:00+00:00,2024-06-27 13:40:00+00:00,61665.0,61830.0,60730.0,1100.0,61115.0,62050.0,2024-06-27 20:00:00+00:00,2.721705992053858,TP_E20,62050.0,True,True,2024-06-27 13:55:00+00:00,2024-06-27 14:00:00+00:00,61981.4,62198.3,62198.3,1,True,2024-06-27 14:30:00+00:00,2024-06-27 14:35:00+00:00,62064.2,RUNNER_STRUCTURE_CLOSE_BREAK,0.006473688478066952,2.8368442390334763,55.0,62379.7,0.4997272727272701,0.21290909090908827,0.2868181818181818,0.4260505730398369,True
BLIND_F85,development,2024-07-15,2024-07-15 15:05:00+00:00,2024-07-15 15:25:00+00:00,63093.22,63239.2,62266.0,973.1999999999972,62606.62,63433.84,2024-07-15 20:00:00+00:00,2.2993391682972324,TP_E20,63433.84,True,True,2024-07-15 16:35:00+00:00,2024-07-15 16:40:00+00:00,63244.8,63152.8,63212.8,1,True,2024-07-15 17:55:00+00:00,2024-07-15 18:00:00+00:00,63045.1,RUNNER_STRUCTURE_CLOSE_BREAK,-0.0007626809980534333,-0.7813404990267167,155.0,63777.0,0.5526099465680276,-0.19944512946978946,0.7520550760378171,0.0,False
BLIND_F85,development,2024-08-16,2024-08-16 17:35:00+00:00,2024-08-16 17:40:00+00:00,58697.225,58908.5,57500.0,1408.5,57992.975,59190.2,2024-08-16 20:00:00+00:00,3.799304140868665,TP_E20,59190.2,True,True,2024-08-16 17:55:00+00:00,2024-08-16 18:00:00+00:00,59184.2,59580.0,59580.0,6,True,2024-08-16 20:00:00+00:00,2024-08-16 20:00:00+00:00,59649.3,TIME_EXIT_SESSION_END,0.016220102398367242,7.710051199183621,140.0,59780.2,0.6188853390131325,0.5259495917642903,0.09293574724884213,0.849833658368711,True
BLIND_F85,development,2024-08-19,2024-08-19 13:35:00+00:00,2024-08-19 17:20:00+00:00,58761.5,58940.0,57750.0,1190.0,58166.5,59178.0,2024-08-19 20:00:00+00:00,3.1439871344332686,TP_E20,59178.0,True,True,2024-08-19 17:30:00+00:00,2024-08-19 17:35:00+00:00,59222.2,58738.9,58939.5,1,True,2024-08-19 18:05:00+00:00,2024-08-19 18:10:00+00:00,58823.9,RUNNER_STRUCTURE_CLOSE_BREAK,0.0010619197944232717,0.1309598972116358,50.0,59262.9,0.2713445378151273,-0.09756302521008281,0.3689075630252101,0.0,False
BLIND_F85,development,2024-09-13,2024-09-13 14:10:00+00:00,2024-09-13 14:15:00+00:00,58212.715,58321.9,57594.0,727.9000000000015,57848.765,58467.48,2024-09-13 20:00:00+00:00,1.7882246859642463,TP_E20,58467.48,True,True,2024-09-13 14:55:00+00:00,2024-09-13 15:00:00+00:00,58420.9,59483.0,59483.0,3,True,2024-09-13 16:35:00+00:00,2024-09-13 16:40:00+00:00,59371.9,RUNNER_STRUCTURE_CLOSE_BREAK,0.01991291765037939,9.556458825189695,145.0,59979.2,2.2768237395246493,1.442505838714106,0.8343179008105432,0.6335606106317521,True
BLIND_F85,development,2024-09-19,2024-09-19 14:15:00+00:00,2024-09-19 14:20:00+00:00,63141.855,63369.6,61851.3,1518.2999999999956,62382.705,63673.26,2024-09-19 20:00:00+00:00,3.808024930531407,TP_E20,63673.26,True,True,2024-09-19 14:30:00+00:00,2024-09-19 14:35:00+00:00,63442.5,63100.0,63100.0,0,False,2024-09-19 14:50:00+00:00,2024-09-19 14:55:00+00:00,62888.1,RUNNER_STRUCTURE_CLOSE_BREAK,-0.004018808126558859,-2.4094040632794296,35.0,63830.1,0.3032997431337689,-0.3171310017783056,0.6204307449120745,0.0,False
