partition,date_utc,signal_bar_start,signal_ts,session_end,H,L,range,k1_episode_bars,window_status,leave_bar_start,leave_ts,eligible_start,h2_bar_start,h2_ts,opposite_break_bar_start,opposite_break_ts,terminal_bar_start
development,2022-07-19,2022-07-19 13:30:00+00:00,2022-07-19 13:35:00+00:00,2022-07-19 20:00:00+00:00,22381.7,21686.3,695.4000000000015,1,H2_ARRIVAL,2022-07-19 13:35:00+00:00,2022-07-19 13:40:00+00:00,2022-07-19 13:40:00+00:00,2022-07-19 14:45:00+00:00,2022-07-19 14:50:00+00:00,,,2022-07-19 14:45:00+00:00
development,2022-07-20,2022-07-20 13:35:00+00:00,2022-07-20 13:40:00+00:00,2022-07-20 20:00:00+00:00,23975.7,23298.5,677.2000000000007,3,H2_ARRIVAL,2022-07-20 13:50:00+00:00,2022-07-20 13:55:00+00:00,2022-07-20 13:55:00+00:00,2022-07-20 14:25:00+00:00,2022-07-20 14:30:00+00:00,,,2022-07-20 14:25:00+00:00
development,2022-07-22,2022-07-22 13:50:00+00:00,2022-07-22 13:55:00+00:00,2022-07-22 20:00:00+00:00,23690.0,23060.0,630.0,1,OPPOSITE_BREAK_BEFORE_H2,2022-07-22 13:55:00+00:00,2022-07-22 14:00:00+00:00,2022-07-22 14:00:00+00:00,,,2022-07-22 17:15:00+00:00,2022-07-22 17:20:00+00:00,2022-07-22 17:15:00+00:00
development,2022-07-28,2022-07-28 13:30:00+00:00,2022-07-28 13:35:00+00:00,2022-07-28 20:00:00+00:00,23210.2,22583.1,627.1000000000022,2,H2_ARRIVAL,2022-07-28 13:40:00+00:00,2022-07-28 13:45:00+00:00,2022-07-28 13:45:00+00:00,2022-07-28 15:10:00+00:00,2022-07-28 15:15:00+00:00,,,2022-07-28 15:10:00+00:00
development,2022-07-29,2022-07-29 14:20:00+00:00,2022-07-29 14:25:00+00:00,2022-07-29 20:00:00+00:00,24135.0,23426.3,708.7000000000007,3,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2022-08-22,2022-08-22 13:55:00+00:00,2022-08-22 14:00:00+00:00,2022-08-22 20:00:00+00:00,21334.8,20858.6,476.2000000000007,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2022-08-23,2022-08-23 13:35:00+00:00,2022-08-23 13:40:00+00:00,2022-08-23 20:00:00+00:00,21546.5,21279.0,267.5,1,H2_ARRIVAL,2022-08-23 13:40:00+00:00,2022-08-23 13:45:00+00:00,2022-08-23 13:45:00+00:00,2022-08-23 14:00:00+00:00,2022-08-23 14:05:00+00:00,,,2022-08-23 14:00:00+00:00
development,2022-08-31,2022-08-31 13:45:00+00:00,2022-08-31 13:50:00+00:00,2022-08-31 20:00:00+00:00,20410.0,20121.0,289.0,1,OPPOSITE_BREAK_BEFORE_H2,2022-08-31 13:50:00+00:00,2022-08-31 13:55:00+00:00,2022-08-31 13:55:00+00:00,,,2022-08-31 14:55:00+00:00,2022-08-31 15:00:00+00:00,2022-08-31 14:55:00+00:00
development,2022-09-02,2022-09-02 14:35:00+00:00,2022-09-02 14:40:00+00:00,2022-09-02 20:00:00+00:00,20396.0,19978.0,418.0,3,OPPOSITE_BREAK_BEFORE_H2,2022-09-02 14:50:00+00:00,2022-09-02 14:55:00+00:00,2022-09-02 14:55:00+00:00,,,2022-09-02 17:20:00+00:00,2022-09-02 17:25:00+00:00,2022-09-02 17:20:00+00:00
development,2022-09-07,2022-09-07 13:30:00+00:00,2022-09-07 13:35:00+00:00,2022-09-07 20:00:00+00:00,18880.0,18663.6,216.40000000000146,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2022-09-12,2022-09-12 13:40:00+00:00,2022-09-12 13:45:00+00:00,2022-09-12 20:00:00+00:00,22450.0,21961.1,488.90000000000146,1,H2_ARRIVAL,2022-09-12 13:45:00+00:00,2022-09-12 13:50:00+00:00,2022-09-12 13:50:00+00:00,2022-09-12 14:15:00+00:00,2022-09-12 14:20:00+00:00,,,2022-09-12 14:15:00+00:00
development,2022-09-19,2022-09-19 13:35:00+00:00,2022-09-19 13:40:00+00:00,2022-09-19 20:00:00+00:00,18863.2,18360.0,503.2000000000007,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2022-09-21,2022-09-21 13:30:00+00:00,2022-09-21 13:35:00+00:00,2022-09-21 20:00:00+00:00,19298.0,18811.4,486.59999999999854,1,H2_ARRIVAL,2022-09-21 13:35:00+00:00,2022-09-21 13:40:00+00:00,2022-09-21 13:40:00+00:00,2022-09-21 13:40:00+00:00,2022-09-21 13:45:00+00:00,,,2022-09-21 13:40:00+00:00
development,2022-09-28,2022-09-28 13:30:00+00:00,2022-09-28 13:35:00+00:00,2022-09-28 20:00:00+00:00,19175.0,18558.6,616.4000000000015,1,H2_ARRIVAL,2022-09-28 13:35:00+00:00,2022-09-28 13:40:00+00:00,2022-09-28 13:40:00+00:00,2022-09-28 13:45:00+00:00,2022-09-28 13:50:00+00:00,,,2022-09-28 13:45:00+00:00
development,2022-10-04,2022-10-04 14:00:00+00:00,2022-10-04 14:05:00+00:00,2022-10-04 20:00:00+00:00,20159.3,19805.4,353.8999999999978,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2022-10-13,2022-10-13 15:40:00+00:00,2022-10-13 15:45:00+00:00,2022-10-13 20:00:00+00:00,19036.6,17917.8,1118.7999999999993,1,H2_ARRIVAL,2022-10-13 15:45:00+00:00,2022-10-13 15:50:00+00:00,2022-10-13 15:50:00+00:00,2022-10-13 16:40:00+00:00,2022-10-13 16:45:00+00:00,,,2022-10-13 16:40:00+00:00
development,2022-10-17,2022-10-17 13:30:00+00:00,2022-10-17 13:35:00+00:00,2022-10-17 20:00:00+00:00,19588.0,19237.0,351.0,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2022-10-18,2022-10-18 13:30:00+00:00,2022-10-18 13:35:00+00:00,2022-10-18 20:00:00+00:00,19663.0,19457.5,205.5,1,OPPOSITE_BREAK_BEFORE_H2,2022-10-18 13:35:00+00:00,2022-10-18 13:40:00+00:00,2022-10-18 13:40:00+00:00,,,2022-10-18 14:30:00+00:00,2022-10-18 14:35:00+00:00,2022-10-18 14:30:00+00:00
development,2022-10-21,2022-10-21 13:50:00+00:00,2022-10-21 13:55:00+00:00,2022-10-21 20:00:00+00:00,19033.0,18600.0,433.0,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2022-11-02,2022-11-02 16:55:00+00:00,2022-11-02 17:00:00+00:00,2022-11-02 20:00:00+00:00,20529.9,20323.0,206.90000000000146,1,H2_ARRIVAL,2022-11-02 17:00:00+00:00,2022-11-02 17:05:00+00:00,2022-11-02 17:05:00+00:00,2022-11-02 18:00:00+00:00,2022-11-02 18:05:00+00:00,,,2022-11-02 18:00:00+00:00
development,2022-12-07,2022-12-07 13:35:00+00:00,2022-12-07 13:40:00+00:00,2022-12-07 20:00:00+00:00,16859.9,16655.0,204.90000000000146,1,H2_ARRIVAL,2022-12-07 13:40:00+00:00,2022-12-07 13:45:00+00:00,2022-12-07 13:45:00+00:00,2022-12-07 13:55:00+00:00,2022-12-07 14:00:00+00:00,,,2022-12-07 13:55:00+00:00
development,2022-12-14,2022-12-14 14:30:00+00:00,2022-12-14 14:35:00+00:00,2022-12-14 20:00:00+00:00,17964.3,17784.0,180.29999999999927,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2022-12-21,2022-12-21 14:45:00+00:00,2022-12-21 14:50:00+00:00,2022-12-21 20:00:00+00:00,16889.2,16788.0,101.20000000000073,1,OPPOSITE_BREAK_BEFORE_H2,2022-12-21 14:50:00+00:00,2022-12-21 14:55:00+00:00,2022-12-21 14:55:00+00:00,,,2022-12-21 15:00:00+00:00,2022-12-21 15:05:00+00:00,2022-12-21 15:00:00+00:00
development,2022-12-29,2022-12-29 13:30:00+00:00,2022-12-29 13:35:00+00:00,2022-12-29 20:00:00+00:00,16638.6,16514.6,124.0,2,H2_ARRIVAL,2022-12-29 13:40:00+00:00,2022-12-29 13:45:00+00:00,2022-12-29 13:45:00+00:00,2022-12-29 13:45:00+00:00,2022-12-29 13:50:00+00:00,,,2022-12-29 13:45:00+00:00
development,2023-01-03,2023-01-03 14:30:00+00:00,2023-01-03 14:35:00+00:00,2023-01-03 20:00:00+00:00,16750.5,16691.7,58.79999999999927,4,OPPOSITE_BREAK_BEFORE_H2,2023-01-03 14:50:00+00:00,2023-01-03 14:55:00+00:00,2023-01-03 14:55:00+00:00,,,2023-01-03 14:55:00+00:00,2023-01-03 15:00:00+00:00,2023-01-03 14:55:00+00:00
development,2023-01-09,2023-01-09 13:40:00+00:00,2023-01-09 13:45:00+00:00,2023-01-09 20:00:00+00:00,17277.7,17180.0,97.70000000000073,1,H2_ARRIVAL,2023-01-09 13:45:00+00:00,2023-01-09 13:50:00+00:00,2023-01-09 13:50:00+00:00,2023-01-09 15:00:00+00:00,2023-01-09 15:05:00+00:00,,,2023-01-09 15:00:00+00:00
development,2023-01-13,2023-01-13 14:50:00+00:00,2023-01-13 14:55:00+00:00,2023-01-13 20:00:00+00:00,19050.0,18801.4,248.59999999999854,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-01-18,2023-01-18 13:30:00+00:00,2023-01-18 13:35:00+00:00,2023-01-18 20:00:00+00:00,21318.1,21132.1,186.0,1,H2_ARRIVAL,2023-01-18 13:35:00+00:00,2023-01-18 13:40:00+00:00,2023-01-18 13:40:00+00:00,2023-01-18 13:40:00+00:00,2023-01-18 13:45:00+00:00,,,2023-01-18 13:40:00+00:00
development,2023-01-19,2023-01-19 14:40:00+00:00,2023-01-19 14:45:00+00:00,2023-01-19 20:00:00+00:00,20848.0,20661.0,187.0,1,H2_ARRIVAL,2023-01-19 14:45:00+00:00,2023-01-19 14:50:00+00:00,2023-01-19 14:50:00+00:00,2023-01-19 15:05:00+00:00,2023-01-19 15:10:00+00:00,,,2023-01-19 15:05:00+00:00
development,2023-01-20,2023-01-20 14:40:00+00:00,2023-01-20 14:45:00+00:00,2023-01-20 20:00:00+00:00,21145.0,20895.4,249.59999999999854,3,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-01-31,2023-01-31 13:30:00+00:00,2023-01-31 13:35:00+00:00,2023-01-31 20:00:00+00:00,22986.8,22803.0,183.79999999999927,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-02-09,2023-02-09 14:35:00+00:00,2023-02-09 14:40:00+00:00,2023-02-09 20:00:00+00:00,22786.0,22550.0,236.0,1,OPPOSITE_BREAK_BEFORE_H2,2023-02-09 14:40:00+00:00,2023-02-09 14:45:00+00:00,2023-02-09 14:45:00+00:00,,,2023-02-09 16:20:00+00:00,2023-02-09 16:25:00+00:00,2023-02-09 16:20:00+00:00
development,2023-02-15,2023-02-15 16:10:00+00:00,2023-02-15 16:15:00+00:00,2023-02-15 20:00:00+00:00,22924.9,22075.9,849.0,1,H2_ARRIVAL,2023-02-15 16:15:00+00:00,2023-02-15 16:20:00+00:00,2023-02-15 16:20:00+00:00,2023-02-15 18:40:00+00:00,2023-02-15 18:45:00+00:00,,,2023-02-15 18:40:00+00:00
development,2023-02-17,2023-02-17 14:20:00+00:00,2023-02-17 14:25:00+00:00,2023-02-17 20:00:00+00:00,23915.6,23520.0,395.59999999999854,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-02-28,2023-02-28 14:40:00+00:00,2023-02-28 14:45:00+00:00,2023-02-28 20:00:00+00:00,23497.7,23190.2,307.5,3,H2_ARRIVAL,2023-02-28 14:55:00+00:00,2023-02-28 15:00:00+00:00,2023-02-28 15:00:00+00:00,2023-02-28 15:00:00+00:00,2023-02-28 15:05:00+00:00,,,2023-02-28 15:00:00+00:00
development,2023-03-06,2023-03-06 13:40:00+00:00,2023-03-06 13:45:00+00:00,2023-03-06 20:00:00+00:00,22443.9,22345.3,98.60000000000218,2,H2_ARRIVAL,2023-03-06 13:50:00+00:00,2023-03-06 13:55:00+00:00,2023-03-06 13:55:00+00:00,2023-03-06 14:30:00+00:00,2023-03-06 14:35:00+00:00,,,2023-03-06 14:30:00+00:00
development,2023-03-09,2023-03-09 13:50:00+00:00,2023-03-09 13:55:00+00:00,2023-03-09 20:00:00+00:00,21694.5,21511.1,183.40000000000146,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2023-03-13,2023-03-13 13:50:00+00:00,2023-03-13 13:55:00+00:00,2023-03-13 20:00:00+00:00,22572.0,21804.0,768.0,1,H2_ARRIVAL,2023-03-13 13:55:00+00:00,2023-03-13 14:00:00+00:00,2023-03-13 14:00:00+00:00,2023-03-13 14:05:00+00:00,2023-03-13 14:10:00+00:00,,,2023-03-13 14:05:00+00:00
development,2023-03-21,2023-03-21 16:35:00+00:00,2023-03-21 16:40:00+00:00,2023-03-21 20:00:00+00:00,28252.5,27382.5,870.0,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
