partition,tf,variant,week,week_start,signal_ts,side,route,vote_count,long_votes,short_votes,votes_json,entry_ts,exit_ts,entry,sl,tp,risk_frac,net_ret,reason
reference_validation,H1,CONF2_FORCED,2025-W05,2025-01-27 00:00:00+00:00,2025-01-28 14:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-01-28 15:00:00+00:00,2025-01-28 15:00:00+00:00,102600.0,101924.05,103583.74999999999,0.006588206627680293,0.00808820662768023,TP
reference_validation,H1,CONF2_FORCED,2025-W06,2025-02-03 00:00:00+00:00,2025-02-04 15:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-02-04 16:00:00+00:00,2025-02-04 19:00:00+00:00,99310.5,100295.9,98027.1685,0.00992241505178204,-0.01142241505178204,SL
reference_validation,H1,CONF2_FORCED,2025-W07,2025-02-10 00:00:00+00:00,2025-02-14 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2025-02-14 13:00:00+00:00,2025-02-14 14:00:00+00:00,96612.2,96994.66428571429,95939.89911428571,0.003958757648767803,-0.005458757648767852,SL
reference_validation,H1,CONF2_FORCED,2025-W08,2025-02-17 00:00:00+00:00,2025-02-19 15:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-02-19 16:00:00+00:00,2025-02-19 19:00:00+00:00,95895.4,95440.83571428571,96637.65048571427,0.00474020949612062,-0.006240209496120528,SL
reference_validation,H1,CONF2_FORCED,2025-W09,2025-02-24 00:00:00+00:00,2025-02-26 15:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2025-02-26 16:00:00+00:00,2025-02-26 16:00:00+00:00,87536.5,88392.75714285714,86417.63335714285,0.009781715545596903,0.011281715545596928,TP
reference_validation,H1,CONF2_FORCED,2025-W10,2025-03-03 00:00:00+00:00,2025-03-05 16:00:00+00:00,LONG,CONFLUENCE,3,"ORB,FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2025-03-05 17:00:00+00:00,2025-03-05 17:00:00+00:00,88878.0,87796.82857142857,90225.80542857142,0.012164668743349639,0.013664668743349541,TP
reference_validation,H1,CONF2_FORCED,2025-W11,2025-03-10 00:00:00+00:00,2025-03-12 17:00:00+00:00,SHORT,CONFLUENCE,3,,"ORB,FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2025-03-12 18:00:00+00:00,2025-03-12 19:00:00+00:00,81811.7,82806.71428571429,80571.25061428572,0.012162249234697305,-0.01366224923469733,SL
reference_validation,H1,CONF2_FORCED,2025-W12,2025-03-17 00:00:00+00:00,2025-03-21 12:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2025-03-21 13:00:00+00:00,2025-03-21 13:00:00+00:00,83428.7,83887.70714285714,82719.40675714286,0.005501789466420348,-0.0070017894664202145,SL
reference_validation,H1,CONF2_FORCED,2025-W13,2025-03-24 00:00:00+00:00,2025-03-28 12:00:00+00:00,SHORT,FALLBACK,1,,FVG,"{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-03-28 13:00:00+00:00,2025-03-28 13:00:00+00:00,84997.5,85493.35714285714,84246.65035714286,0.005833785027290706,-0.007333785027290705,SL
reference_validation,H1,CONF2_FORCED,2025-W14,2025-03-31 00:00:00+00:00,2025-04-01 14:00:00+00:00,LONG,CONFLUENCE,3,"ORB,FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2025-04-01 15:00:00+00:00,2025-04-01 15:00:00+00:00,84147.4,83621.04285714285,84926.19934285714,0.0062551801108191194,0.0077551801108191615,TP
reference_validation,H1,CONF2_FORCED,2025-W15,2025-04-07 00:00:00+00:00,2025-04-07 11:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2025-04-07 12:00:00+00:00,2025-04-07 13:00:00+00:00,76656.0,77958.87142857142,75123.16057142857,0.016996339863434413,-0.018496339863434297,SL
reference_validation,H1,CONF2_FORCED,2025-W16,2025-04-14 00:00:00+00:00,2025-04-14 02:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-04-14 03:00:00+00:00,2025-04-14 13:00:00+00:00,85087.5,84155.97857142857,86274.28392857143,0.010947805830132835,-0.012447805830132884,SL
reference_validation,H1,CONF2_FORCED,2025-W17,2025-04-21 00:00:00+00:00,2025-04-21 20:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-04-21 21:00:00+00:00,2025-04-22 01:00:00+00:00,87337.9,87994.81428571428,86418.9720142857,0.0075215260009032624,-0.009021526000903167,SL
reference_validation,H1,CONF2_FORCED,2025-W18,2025-04-28 00:00:00+00:00,2025-04-28 14:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-04-28 15:00:00+00:00,2025-04-28 15:00:00+00:00,94367.9,93740.63571428572,95278.26798571426,0.006647009054077557,-0.008147009054077446,SL
reference_validation,H1,CONF2_FORCED,2025-W19,2025-05-05 00:00:00+00:00,2025-05-07 15:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-05-07 16:00:00+00:00,2025-05-07 16:00:00+00:00,96889.0,96494.39285714286,97574.27414285715,0.004072775473553716,-0.005572775473553669,SL
reference_validation,H1,CONF2_FORCED,2025-W20,2025-05-12 00:00:00+00:00,2025-05-12 01:00:00+00:00,SHORT,CONFLUENCE,2,,"SR,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": null, ""SR"": ""SHORT""}",2025-05-12 02:00:00+00:00,2025-05-12 07:00:00+00:00,103965.9,104592.39285714286,103027.50944285715,0.006025945595073535,-0.007525945595073523,SL
reference_validation,H1,CONF2_FORCED,2025-W21,2025-05-19 00:00:00+00:00,2025-05-23 12:00:00+00:00,LONG,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2025-05-23 13:00:00+00:00,2025-05-23 13:00:00+00:00,108401.1,107709.63571428572,109417.76758571429,0.006378757094847604,0.00787875709484759,TP
reference_validation,H1,CONF2_FORCED,2025-W22,2025-05-26 00:00:00+00:00,2025-05-27 09:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2025-05-27 10:00:00+00:00,2025-05-27 14:00:00+00:00,109788.5,109108.75714285714,110797.60835714286,0.006191384864014517,-0.007691384864014493,SL
reference_validation,H1,CONF2_FORCED,2025-W23,2025-06-02 00:00:00+00:00,2025-06-02 18:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2025-06-02 19:00:00+00:00,2025-06-02 20:00:00+00:00,104308.7,104896.05714285714,103408.41675714286,0.005630950657587928,-0.007130950657588007,SL
reference_validation,H1,CONF2_FORCED,2025-W24,2025-06-09 00:00:00+00:00,2025-06-10 13:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-06-10 14:00:00+00:00,2025-06-10 14:00:00+00:00,109266.9,109718.49999999999,108487.4993,0.004132999105859117,0.005632999105859073,TP
reference_validation,H1,CONF2_FORCED,2025-W25,2025-06-16 00:00:00+00:00,2025-06-18 18:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2025-06-18 19:00:00+00:00,2025-06-18 19:00:00+00:00,103564.1,104239.72857142858,102577.77912857143,0.006523771957933055,-0.008023771957932966,SL
reference_validation,H1,CONF2_FORCED,2025-W26,2025-06-23 00:00:00+00:00,2025-06-23 13:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2025-06-23 14:00:00+00:00,2025-06-23 14:00:00+00:00,102306.1,101705.92142857144,103213.19687142859,0.0058664983948031385,-0.007366498394803132,SL
reference_validation,H1,CONF2_FORCED,2025-W27,2025-06-30 00:00:00+00:00,2025-06-30 17:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-06-30 18:00:00+00:00,2025-07-01 05:00:00+00:00,107422.7,107872.22857142857,106650.90332857142,0.004184670199395193,0.0034486747214507742,TIME
reference_validation,H1,CONF2_FORCED,2025-W28,2025-07-07 00:00:00+00:00,2025-07-11 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2025-07-11 13:00:00+00:00,2025-07-11 15:00:00+00:00,117838.1,118570.21428571429,116752.47141428573,0.006212882639097923,0.0077128826390979194,TP
reference_validation,H1,CONF2_FORCED,2025-W29,2025-07-14 00:00:00+00:00,2025-07-14 01:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-07-14 02:00:00+00:00,2025-07-14 03:00:00+00:00,119052.2,118420.69285714286,120040.86374285714,0.005304455884537557,0.006804455884537543,TP
reference_validation,H1,CONF2_FORCED,2025-W30,2025-07-21 00:00:00+00:00,2025-07-22 08:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2025-07-22 09:00:00+00:00,2025-07-22 12:00:00+00:00,118257.9,117469.59285714285,119400.98084285714,0.006665999843199855,0.008165999843199824,TP
reference_validation,H1,CONF2_FORCED,2025-W31,2025-07-28 00:00:00+00:00,2025-07-29 11:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-07-29 12:00:00+00:00,2025-07-29 14:00:00+00:00,118560.0,118071.58571428571,119404.0942857143,0.004119553691922089,-0.005619553691922073,SL
reference_validation,H1,CONF2_FORCED,2025-W32,2025-08-04 00:00:00+00:00,2025-08-04 15:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-08-04 16:00:00+00:00,2025-08-04 17:00:00+00:00,114766.4,114341.58571428571,115535.51348571427,0.0037015562543940153,0.005201556254393948,TP
reference_validation,H1,CONF2_FORCED,2025-W33,2025-08-11 00:00:00+00:00,2025-08-11 21:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2025-08-11 22:00:00+00:00,2025-08-12 09:00:00+00:00,118671.3,119488.95000000001,117497.6361,0.0068900399675406055,0.001124054847296775,TIME
reference_validation,H1,CONF2_FORCED,2025-W34,2025-08-18 00:00:00+00:00,2025-08-19 00:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-08-19 01:00:00+00:00,2025-08-19 01:00:00+00:00,116519.2,115904.84285714285,117483.11474285714,0.0052725829121479115,-0.006772582912147938,SL
reference_validation,H1,CONF2_FORCED,2025-W35,2025-08-25 00:00:00+00:00,2025-08-25 00:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-08-25 01:00:00+00:00,2025-08-25 02:00:00+00:00,112598.8,113475.45714285715,111384.34645714286,0.007785670387758516,-0.00928567038775857,SL
reference_validation,H1,CONF2_FORCED,2025-W36,2025-09-01 00:00:00+00:00,2025-09-01 01:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-09-01 02:00:00+00:00,2025-09-01 02:00:00+00:00,108110.0,108492.85,107402.81999999999,0.003541300527240779,0.00504130052724089,TP
reference_validation,H1,CONF2_FORCED,2025-W37,2025-09-08 00:00:00+00:00,2025-09-12 04:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-09-12 05:00:00+00:00,2025-09-12 12:00:00+00:00,115314.5,114829.81428571428,116145.12921428573,0.0042031636462519,-0.00570316364625195,SL
reference_validation,H1,CONF2_FORCED,2025-W38,2025-09-15 00:00:00+00:00,2025-09-15 19:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-09-15 20:00:00+00:00,2025-09-16 05:00:00+00:00,115246.7,115827.61428571428,114320.04561428571,0.005040615355704622,-0.006540615355704547,SL
reference_validation,H1,CONF2_FORCED,2025-W39,2025-09-22 00:00:00+00:00,2025-09-22 14:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-09-22 15:00:00+00:00,2025-09-22 19:00:00+00:00,112892.1,113534.30714285714,111911.21655714286,0.005688680987041099,0.00718868098704112,TP
reference_validation,H1,CONF2_FORCED,2025-W40,2025-09-29 00:00:00+00:00,2025-09-29 11:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-09-29 12:00:00+00:00,2025-09-29 13:00:00+00:00,112052.0,111658.41428571429,112781.74171428572,0.0035125273469970553,0.005012527346997033,TP
reference_validation,H1,CONF2_FORCED,2025-W41,2025-10-06 00:00:00+00:00,2025-10-06 01:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-10-06 02:00:00+00:00,2025-10-06 05:00:00+00:00,123980.8,123369.75714285714,124963.78525714287,0.004928528103890744,-0.006428528103890772,SL
reference_validation,H1,CONF2_FORCED,2025-W42,2025-10-13 00:00:00+00:00,2025-10-14 05:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2025-10-14 06:00:00+00:00,2025-10-14 06:00:00+00:00,112438.3,113130.36428571428,111408.92081428572,0.006155058247183417,0.0076550582471833235,TP
reference_validation,H1,CONF2_FORCED,2025-W43,2025-10-20 00:00:00+00:00,2025-10-21 21:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2025-10-21 22:00:00+00:00,2025-10-21 22:00:00+00:00,110772.5,109529.66428571429,112347.65321428572,0.011219713505479366,-0.012719713505479345,SL
reference_validation,H1,CONF2_FORCED,2025-W44,2025-10-27 00:00:00+00:00,2025-10-28 16:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2025-10-28 17:00:00+00:00,2025-10-28 18:00:00+00:00,115296.1,114665.8142857143,116272.27401428571,0.00546666985514441,-0.006966669855144323,SL
reference_validation,H1,CONF2_FORCED,2025-W45,2025-11-03 00:00:00+00:00,2025-11-03 05:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2025-11-03 06:00:00+00:00,2025-11-03 10:00:00+00:00,107556.8,108156.41428571429,106634.51531428572,0.005574861707621322,0.00707486170762134,TP
reference_validation,H1,CONF2_FORCED,2025-W46,2025-11-10 00:00:00+00:00,2025-11-11 09:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2025-11-11 10:00:00+00:00,2025-11-11 14:00:00+00:00,104920.6,105681.74285714286,103844.69534285714,0.0072544653494438375,0.008754465349443854,TP
reference_validation,H1,CONF2_FORCED,2025-W47,2025-11-17 00:00:00+00:00,2025-11-17 09:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FVG",,"{""FIB"": null, ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2025-11-17 10:00:00+00:00,2025-11-17 13:00:00+00:00,95608.0,94768.50714285714,96734.31685714285,0.008780571261221424,-0.010280571261221448,SL
reference_validation,H1,CONF2_FORCED,2025-W48,2025-11-24 00:00:00+00:00,2025-11-26 14:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-11-26 15:00:00+00:00,2025-11-26 16:00:00+00:00,86858.0,87443.45714285714,86011.96885714286,0.006740394009269652,-0.008240394009269623,SL
reference_validation,H1,CONF2_FORCED,2025-W49,2025-12-01 00:00:00+00:00,2025-12-04 21:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2025-12-04 22:00:00+00:00,2025-12-05 09:00:00+00:00,92111.2,92871.9,91074.1664,0.008258496252355828,0.009758496252355755,TP
reference_validation,H1,CONF2_FORCED,2025-W50,2025-12-08 00:00:00+00:00,2025-12-11 14:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2025-12-11 15:00:00+00:00,2025-12-11 15:00:00+00:00,89514.4,90033.89285714286,88726.36394285713,0.005803455724920917,-0.007303455724920914,SL
reference_validation,H1,CONF2_FORCED,2025-W51,2025-12-15 00:00:00+00:00,2025-12-19 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2025-12-19 13:00:00+00:00,2025-12-19 14:00:00+00:00,87840.7,88445.13571428572,86972.74218571429,0.006881043915698698,-0.00838104391569877,SL
reference_validation,H1,CONF2_FORCED,2025-W52,2025-12-22 00:00:00+00:00,2025-12-26 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2025-12-26 13:00:00+00:00,2025-12-26 14:00:00+00:00,88649.7,89229.12857142856,87804.32232857143,0.006536159416541415,0.00803615941654129,TP
reference_validation,H1,CONF2_FORCED,2026-W01,2025-12-29 00:00:00+00:00,2025-12-31 01:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2025-12-31 02:00:00+00:00,2025-12-31 13:00:00+00:00,88604.7,88093.89285714286,89381.32124285716,0.005765011820559679,0.00244674323145372,TIME
reference_validation,H1,CONF2_FORCED,2026-W02,2026-01-05 00:00:00+00:00,2026-01-08 05:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2026-01-08 06:00:00+00:00,2026-01-08 06:00:00+00:00,90788.0,91318.92142857143,89984.71457142857,0.005847925150586302,0.0073479251505863,TP
reference_validation,H1,CONF2_FORCED,2026-W03,2026-01-12 00:00:00+00:00,2026-01-13 14:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2026-01-13 15:00:00+00:00,2026-01-13 15:00:00+00:00,92414.2,91909.70714285714,93195.93545714286,0.0054590404628601956,0.006959040462860168,TP
reference_validation,H1,CONF2_FORCED,2026-W04,2026-01-19 00:00:00+00:00,2026-01-22 18:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2026-01-22 19:00:00+00:00,2026-01-22 19:00:00+00:00,89295.4,89740.08571428571,88582.82808571428,0.004979939776133101,-0.006479939776133202,SL
reference_validation,H1,CONF2_FORCED,2026-W05,2026-01-26 00:00:00+00:00,2026-01-27 14:00:00+00:00,SHORT,CONFLUENCE,3,,"ORB,FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2026-01-27 15:00:00+00:00,2026-01-27 15:00:00+00:00,87712.2,88067.05,87094.2134,0.004045617371357721,-0.005545617371357668,SL
reference_validation,H1,CONF2_FORCED,2026-W06,2026-02-02 00:00:00+00:00,2026-02-02 04:00:00+00:00,SHORT,CONFLUENCE,2,,"FVG,FIB","{""FIB"": ""SHORT"", ""FVG"": ""SHORT"", ""ORB"": null, ""SR"": null}",2026-02-02 05:00:00+00:00,2026-02-02 08:00:00+00:00,75856.3,77079.79285714286,74405.23824285714,0.016129086933357635,-0.017629086933357685,SL
reference_validation,H1,CONF2_FORCED,2026-W07,2026-02-09 00:00:00+00:00,2026-02-10 14:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2026-02-10 15:00:00+00:00,2026-02-10 15:00:00+00:00,68426.3,69096.84285714285,67550.47824285715,0.009799490212723127,-0.011299490212722972,SL
reference_validation,H1,CONF2_FORCED,2026-W08,2026-02-16 00:00:00+00:00,2026-02-16 18:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2026-02-16 19:00:00+00:00,2026-02-16 20:00:00+00:00,67833.0,68468.61428571428,66993.88671428572,0.009370281215843101,-0.010870281215843157,SL
reference_validation,H1,CONF2_FORCED,2026-W09,2026-02-23 00:00:00+00:00,2026-02-26 20:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FIB","{""FIB"": ""SHORT"", ""FVG"": null, ""ORB"": ""SHORT"", ""SR"": null}",2026-02-26 21:00:00+00:00,2026-02-27 04:00:00+00:00,67386.6,68014.83571428573,66556.20448571429,0.009322858168919554,-0.010822858168919756,SL
reference_validation,H1,CONF2_FORCED,2026-W10,2026-03-02 00:00:00+00:00,2026-03-03 05:00:00+00:00,SHORT,CONFLUENCE,2,,"ORB,FVG","{""FIB"": null, ""FVG"": ""SHORT"", ""ORB"": ""SHORT"", ""SR"": null}",2026-03-03 06:00:00+00:00,2026-03-03 08:00:00+00:00,67911.6,68541.44285714286,67078.02234285715,0.009274451745252009,0.010774451745251991,TP
reference_validation,H1,CONF2_FORCED,2026-W11,2026-03-09 00:00:00+00:00,2026-03-13 12:00:00+00:00,SHORT,FALLBACK,0,,,"{""FIB"": null, ""FVG"": null, ""ORB"": null, ""SR"": null}",2026-03-13 13:00:00+00:00,2026-03-13 13:00:00+00:00,72735.3,73341.0,71911.3941,0.008327455857059764,-0.009827455857059629,SL
reference_validation,H1,CONF2_FORCED,2026-W12,2026-03-16 00:00:00+00:00,2026-03-16 16:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2026-03-16 17:00:00+00:00,2026-03-16 21:00:00+00:00,73726.4,72924.52857142856,74749.45062857143,0.010876313350054127,0.012376313350054126,TP
reference_validation,H1,CONF2_FORCED,2026-W13,2026-03-23 00:00:00+00:00,2026-03-25 12:00:00+00:00,LONG,CONFLUENCE,2,"FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": null, ""SR"": null}",2026-03-25 13:00:00+00:00,2026-03-25 14:00:00+00:00,71685.4,71225.02857142857,72360.82762857142,0.006422108666080239,-0.007922108666080173,SL
reference_validation,H1,CONF2_FORCED,2026-W14,2026-03-30 00:00:00+00:00,2026-03-30 14:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2026-03-30 15:00:00+00:00,2026-03-30 16:00:00+00:00,67762.8,67288.39285714286,68440.49554285716,0.0070009967542241855,-0.008500996754224275,SL
reference_validation,H1,CONF2_FORCED,2026-W15,2026-04-06 00:00:00+00:00,2026-04-06 15:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2026-04-06 16:00:00+00:00,2026-04-06 17:00:00+00:00,69922.4,69502.35714285714,70552.21005714285,0.006007271734706667,-0.007507271734706609,SL
reference_validation,H1,CONF2_FORCED,2026-W16,2026-04-13 00:00:00+00:00,2026-04-14 15:00:00+00:00,LONG,CONFLUENCE,3,"ORB,FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2026-04-14 16:00:00+00:00,2026-04-14 16:00:00+00:00,75268.1,74807.33571428573,75954.66858571429,0.006121640983554579,-0.007621640983554499,SL
reference_validation,H1,CONF2_FORCED,2026-W17,2026-04-20 00:00:00+00:00,2026-04-20 15:00:00+00:00,LONG,CONFLUENCE,2,"ORB,FIB",,"{""FIB"": ""LONG"", ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2026-04-20 16:00:00+00:00,2026-04-20 20:00:00+00:00,75668.1,75110.38571428572,76452.81858571428,0.007370533761443536,0.00887053376144348,TP
reference_validation,H1,CONF2_FORCED,2026-W18,2026-04-27 00:00:00+00:00,2026-05-01 12:00:00+00:00,LONG,FALLBACK,1,ORB,,"{""FIB"": null, ""FVG"": null, ""ORB"": ""LONG"", ""SR"": null}",2026-05-01 13:00:00+00:00,2026-05-01 13:00:00+00:00,77847.2,77492.47142857143,78435.47017142858,0.00455672871251082,0.006056728712510897,TP
reference_validation,H1,CONF2_FORCED,2026-W19,2026-05-04 00:00:00+00:00,2026-05-05 14:00:00+00:00,LONG,CONFLUENCE,3,"ORB,FVG,FIB",,"{""FIB"": ""LONG"", ""FVG"": ""LONG"", ""ORB"": ""LONG"", ""SR"": null}",2026-05-05 15:00:00+00:00,2026-05-05 22:00:00+00:00,81284.0,80895.92857142858,81915.92342857142,0.004774265889614531,-0.0062742658896144925,SL
