partition,regime,clock_block,obs_start,obs_end,H,L,range,ext15_px,k1_ts,k1_start,direct_break,break_ts,break_complete_ts,retest_ts,retest_complete_ts,retest_class,accepted_retest,terminal_ts,terminal_type,ext15_success,minutes_break_to_retest,minutes_accept_to_ext15
external,SIDEWAYS,12-16,2020-02-16 12:00:00+00:00,2020-02-16 16:00:00+00:00,10030.02,9910.0,120.02000000000044,9891.997,2020-02-16 12:15:00+00:00,2020-02-16 12:10:00+00:00,True,2020-02-16 13:00:00+00:00,2020-02-16 13:05:00+00:00,2020-02-16 13:05:00+00:00,2020-02-16 13:10:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-16 13:10:00+00:00,EXT15,True,0.0,0.0
external,BEAR,08-12,2020-02-18 08:00:00+00:00,2020-02-18 12:00:00+00:00,9821.0,9729.44,91.55999999999949,9715.706,2020-02-18 09:05:00+00:00,2020-02-18 09:00:00+00:00,True,2020-02-18 09:05:00+00:00,2020-02-18 09:10:00+00:00,2020-02-18 09:10:00+00:00,2020-02-18 09:15:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-18 09:15:00+00:00,EXT15,True,0.0,0.0
external,BEAR,12-16,2020-02-18 12:00:00+00:00,2020-02-18 16:00:00+00:00,9802.59,9645.23,157.36000000000058,9621.626,2020-02-18 13:00:00+00:00,2020-02-18 12:55:00+00:00,True,2020-02-18 13:15:00+00:00,2020-02-18 13:20:00+00:00,2020-02-18 13:45:00+00:00,2020-02-18 13:50:00+00:00,RETEST_RECLAIMED,False,2020-02-18 13:50:00+00:00,RETEST_RECLAIMED,False,25.0,
external,BULL,08-12,2020-02-19 08:00:00+00:00,2020-02-19 12:00:00+00:00,10175.0,10037.26,137.73999999999978,10016.599,2020-02-19 08:10:00+00:00,2020-02-19 08:05:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-19 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,12-16,2020-02-20 12:00:00+00:00,2020-02-20 16:00:00+00:00,9642.0,9545.0,97.0,9530.45,2020-02-20 13:00:00+00:00,2020-02-20 12:55:00+00:00,True,2020-02-20 13:00:00+00:00,2020-02-20 13:05:00+00:00,2020-02-20 13:05:00+00:00,2020-02-20 13:10:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-20 13:15:00+00:00,AMBIGUOUS_EXTENSION_RECLAIM,False,0.0,
external,BULL,12-16,2020-02-23 12:00:00+00:00,2020-02-23 16:00:00+00:00,10018.9,9823.5,195.39999999999964,9794.19,2020-02-23 12:05:00+00:00,2020-02-23 12:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-23 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BULL,20-00,2020-02-23 20:00:00+00:00,2020-02-24 00:00:00+00:00,9905.0,9860.0,45.0,9853.25,2020-02-23 20:45:00+00:00,2020-02-23 20:40:00+00:00,True,2020-02-23 20:45:00+00:00,2020-02-23 20:50:00+00:00,2020-02-23 20:55:00+00:00,2020-02-23 21:00:00+00:00,RETEST_RECLAIMED,False,2020-02-23 21:00:00+00:00,RETEST_RECLAIMED,False,5.0,
external,SIDEWAYS,16-20,2020-02-24 16:00:00+00:00,2020-02-24 20:00:00+00:00,9848.2,9676.24,171.96000000000095,9650.446,2020-02-24 16:50:00+00:00,2020-02-24 16:45:00+00:00,True,2020-02-24 16:50:00+00:00,2020-02-24 16:55:00+00:00,2020-02-24 16:55:00+00:00,2020-02-24 17:00:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-24 17:00:00+00:00,EXT15,True,0.0,0.0
external,SIDEWAYS,16-20,2020-02-25 16:00:00+00:00,2020-02-25 20:00:00+00:00,9686.78,9357.6,329.1800000000003,9308.223,2020-02-25 16:05:00+00:00,2020-02-25 16:00:00+00:00,True,2020-02-25 16:45:00+00:00,2020-02-25 16:50:00+00:00,2020-02-25 16:55:00+00:00,2020-02-25 17:00:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-25 17:00:00+00:00,EXT15,True,5.0,0.0
external,SIDEWAYS,20-00,2020-02-25 20:00:00+00:00,2020-02-26 00:00:00+00:00,9466.48,9285.66,180.8199999999997,9258.537,2020-02-25 21:25:00+00:00,2020-02-25 21:20:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-26 00:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,00-04,2020-02-26 00:00:00+00:00,2020-02-26 04:00:00+00:00,9434.65,9247.0,187.64999999999964,9218.8525,2020-02-26 01:25:00+00:00,2020-02-26 01:20:00+00:00,True,2020-02-26 01:25:00+00:00,2020-02-26 01:30:00+00:00,2020-02-26 01:30:00+00:00,2020-02-26 01:35:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-26 01:40:00+00:00,RECLAIM_ABOVE_L,False,0.0,
external,SIDEWAYS,08-12,2020-02-26 08:00:00+00:00,2020-02-26 12:00:00+00:00,9230.72,9130.0,100.71999999999935,9114.892,2020-02-26 08:35:00+00:00,2020-02-26 08:30:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-26 12:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,12-16,2020-02-26 12:00:00+00:00,2020-02-26 16:00:00+00:00,9241.73,9116.0,125.72999999999956,9097.1405,2020-02-26 12:10:00+00:00,2020-02-26 12:05:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-26 16:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,16-20,2020-02-26 16:00:00+00:00,2020-02-26 20:00:00+00:00,9300.0,8981.06,318.9400000000005,8933.219,2020-02-26 16:05:00+00:00,2020-02-26 16:00:00+00:00,True,2020-02-26 16:05:00+00:00,2020-02-26 16:10:00+00:00,,,NO_RETEST_BEFORE_BLOCK_END,False,2020-02-26 20:00:00+00:00,NO_RETEST_BEFORE_BLOCK_END,False,,
external,SIDEWAYS,00-04,2020-02-27 00:00:00+00:00,2020-02-27 04:00:00+00:00,8869.0,8720.0,149.0,8697.65,2020-02-27 00:10:00+00:00,2020-02-27 00:05:00+00:00,True,2020-02-27 00:15:00+00:00,2020-02-27 00:20:00+00:00,2020-02-27 00:25:00+00:00,2020-02-27 00:30:00+00:00,RETEST_ACCEPTED_BELOW,True,2020-02-27 00:30:00+00:00,EXT15,True,5.0,0.0
external,BEAR,04-08,2020-02-28 04:00:00+00:00,2020-02-28 08:00:00+00:00,8908.86,8790.0,118.86000000000058,8772.171,2020-02-28 05:15:00+00:00,2020-02-28 05:10:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-02-28 08:00:00+00:00,NOT_DIRECT_PATH,False,,
external,BEAR,00-04,2020-03-01 00:00:00+00:00,2020-03-01 04:00:00+00:00,8679.89,8530.0,149.88999999999942,8507.5165,2020-03-01 00:05:00+00:00,2020-03-01 00:00:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-03-01 04:00:00+00:00,NOT_DIRECT_PATH,False,,
external,SIDEWAYS,16-20,2020-03-03 16:00:00+00:00,2020-03-03 20:00:00+00:00,8907.0,8660.0,247.0,8622.95,2020-03-03 16:45:00+00:00,2020-03-03 16:40:00+00:00,False,,,,,NOT_DIRECT_PATH,False,2020-03-03 20:00:00+00:00,NOT_DIRECT_PATH,False,,
