partition,trigger,onset_ts,entry_ts,side,onset_market_state,onset_regime,entry_price,exit_ts,exit_price,exit_reason,samebar_sl,hold_min,gross_return,net_return,net_pnl_usd
development,T0_ONSET,2024-02-22 15:45:00+00:00,2024-02-22 15:45:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,105.494,2024-02-22 16:25:00+00:00,104.43906,TP,False,40.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-02-24 16:15:00+00:00,2024-02-24 16:15:00+00:00,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,102.34,2024-02-24 17:40:00+00:00,103.3634,TP,False,85.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-02-24 18:00:00+00:00,2024-02-24 18:00:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,103.55,2024-02-24 21:55:00+00:00,104.5855,SL,False,235.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-25 01:30:00+00:00,2024-02-25 01:30:00+00:00,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,103.66,2024-02-25 03:10:00+00:00,102.62339999999999,SL,False,100.0,-0.01000000000000012,-0.01150000000000012,-5.7500000000000595
development,T0_ONSET,2024-02-25 03:15:00+00:00,2024-02-25 03:15:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,102.895,2024-02-25 07:15:00+00:00,103.246,TIME,False,240.0,-0.0034112444725205027,-0.004911244472520502,-2.4556222362602513
development,T0_ONSET,2024-02-25 09:00:00+00:00,2024-02-25 09:00:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,102.592,2024-02-25 13:00:00+00:00,103.095,TIME,False,240.0,-0.004902916406737345,-0.006402916406737345,-3.2014582033686727
development,T0_ONSET,2024-02-25 13:15:00+00:00,2024-02-25 13:15:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,102.663,2024-02-25 14:45:00+00:00,103.68963,SL,False,90.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-25 15:45:00+00:00,2024-02-25 15:45:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,103.059,2024-02-25 19:45:00+00:00,103.649,TIME,False,240.0,-0.005724876041878879,-0.007224876041878879,-3.6124380209394396
development,T0_ONSET,2024-02-26 00:45:00+00:00,2024-02-26 00:45:00+00:00,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,103.788,2024-02-26 01:30:00+00:00,104.82588,TP,False,45.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-02-26 01:30:00+00:00,2024-02-26 01:30:00+00:00,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,104.403,2024-02-26 02:15:00+00:00,103.35897,SL,False,45.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-26 02:30:00+00:00,2024-02-26 02:30:00+00:00,SHORT,DELEVERAGING,SIDEWAYS,103.075,2024-02-26 05:50:00+00:00,104.10575,SL,False,200.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-26 19:45:00+00:00,2024-02-26 19:45:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,109.605,2024-02-26 21:50:00+00:00,108.50895,TP,False,125.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-02-27 00:00:00+00:00,2024-02-27 00:00:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,110.033,2024-02-27 01:05:00+00:00,111.13333,TP,False,65.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-02-27 01:30:00+00:00,2024-02-27 01:30:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,111.746,2024-02-27 02:05:00+00:00,110.62854,TP,False,35.0,0.009999999999999898,0.008499999999999898,4.249999999999949
development,T0_ONSET,2024-02-27 04:15:00+00:00,2024-02-27 04:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,110.502,2024-02-27 04:30:00+00:00,109.39698,SL,False,15.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-27 07:45:00+00:00,2024-02-27 07:45:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,110.928,2024-02-27 10:55:00+00:00,112.03728,TP,False,190.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-02-27 16:30:00+00:00,2024-02-27 16:30:00+00:00,SHORT,DELEVERAGING,BULL,107.4,2024-02-27 19:55:00+00:00,108.474,SL,False,205.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-28 12:00:00+00:00,2024-02-28 12:00:00+00:00,SHORT,DELEVERAGING,BULL,111.576,2024-02-28 12:10:00+00:00,112.69175999999999,SL,False,10.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-28 12:30:00+00:00,2024-02-28 12:30:00+00:00,SHORT,DELEVERAGING,BULL,111.529,2024-02-28 13:40:00+00:00,112.64429,SL,False,70.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-28 13:45:00+00:00,2024-02-28 13:45:00+00:00,SHORT,DELEVERAGING,BULL,112.304,2024-02-28 14:05:00+00:00,113.42704,SL,False,20.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-28 15:15:00+00:00,2024-02-28 15:15:00+00:00,SHORT,DELEVERAGING,BULL,111.777,2024-02-28 15:55:00+00:00,112.89477000000001,SL,False,40.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-28 19:15:00+00:00,2024-02-28 19:15:00+00:00,SHORT,DELEVERAGING,BULL,112.935,2024-02-28 19:45:00+00:00,111.80565,TP,False,30.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-02-28 20:15:00+00:00,2024-02-28 20:15:00+00:00,SHORT,DELEVERAGING,BULL,111.067,2024-02-28 20:40:00+00:00,112.17766999999999,SL,False,25.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-29 15:00:00+00:00,2024-02-29 15:00:00+00:00,SHORT,DELEVERAGING,BULL,131.741,2024-02-29 16:05:00+00:00,133.05841,SL,False,65.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-02-29 17:45:00+00:00,2024-02-29 17:45:00+00:00,SHORT,DELEVERAGING,BULL,128.438,2024-02-29 17:55:00+00:00,127.15361999999999,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-02-29 21:30:00+00:00,2024-02-29 21:30:00+00:00,SHORT,DELEVERAGING,BULL,126.61,2024-02-29 21:40:00+00:00,125.3439,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-01 16:00:00+00:00,2024-03-01 16:00:00+00:00,SHORT,DELEVERAGING,BULL,131.371,2024-03-01 16:20:00+00:00,130.05729,TP,False,20.0,0.01000000000000012,0.00850000000000012,4.25000000000006
development,T0_ONSET,2024-03-02 00:45:00+00:00,2024-03-02 00:45:00+00:00,SHORT,DELEVERAGING,BULL,130.443,2024-03-02 01:10:00+00:00,129.13857000000002,TP,False,25.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-03 06:30:00+00:00,2024-03-03 06:30:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,130.279,2024-03-03 07:00:00+00:00,128.97621,SL,False,30.0,-0.009999999999999898,-0.011499999999999897,-5.7499999999999485
development,T0_ONSET,2024-03-03 09:45:00+00:00,2024-03-03 09:45:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,130.956,2024-03-03 10:05:00+00:00,129.64643999999998,SL,False,20.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-03 11:00:00+00:00,2024-03-03 11:00:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,129.214,2024-03-03 12:35:00+00:00,127.92186,TP,False,95.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-04 00:15:00+00:00,2024-03-04 00:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,130.906,2024-03-04 00:25:00+00:00,132.21506,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-04 01:00:00+00:00,2024-03-04 01:00:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,131.0,2024-03-04 01:10:00+00:00,129.69,SL,False,10.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-04 08:45:00+00:00,2024-03-04 08:45:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,132.093,2024-03-04 09:40:00+00:00,133.41393,TP,False,55.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-04 11:15:00+00:00,2024-03-04 11:15:00+00:00,SHORT,DELEVERAGING,BULL,131.937,2024-03-04 12:20:00+00:00,133.25637,SL,False,65.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-04 15:30:00+00:00,2024-03-04 15:30:00+00:00,SHORT,DELEVERAGING,BULL,132.279,2024-03-04 16:30:00+00:00,130.95621,TP,False,60.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-04 17:45:00+00:00,2024-03-04 17:45:00+00:00,SHORT,DELEVERAGING,BULL,129.398,2024-03-04 17:50:00+00:00,128.10402,TP,False,5.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-04 18:15:00+00:00,2024-03-04 18:15:00+00:00,SHORT,DELEVERAGING,BULL,128.961,2024-03-04 18:30:00+00:00,127.67139000000002,TP,False,15.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-04 19:00:00+00:00,2024-03-04 19:00:00+00:00,SHORT,DELEVERAGING,BULL,130.317,2024-03-04 21:10:00+00:00,129.01383,TP,False,130.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-05 04:45:00+00:00,2024-03-05 04:45:00+00:00,SHORT,DELEVERAGING,BULL,131.057,2024-03-05 04:55:00+00:00,129.74642999999998,TP,False,10.0,0.01000000000000012,0.00850000000000012,4.25000000000006
development,T0_ONSET,2024-03-05 16:30:00+00:00,2024-03-05 16:30:00+00:00,SHORT,DELEVERAGING,BULL,135.818,2024-03-05 16:35:00+00:00,134.45982,TP,False,5.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-05 17:00:00+00:00,2024-03-05 17:00:00+00:00,SHORT,DELEVERAGING,BULL,133.313,2024-03-05 17:05:00+00:00,131.97986999999998,TP,False,5.0,0.01000000000000012,0.00850000000000012,4.25000000000006
development,T0_ONSET,2024-03-05 20:15:00+00:00,2024-03-05 20:15:00+00:00,SHORT,DELEVERAGING,BULL,122.205,2024-03-05 20:20:00+00:00,120.98295,TP,False,5.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-06 07:15:00+00:00,2024-03-06 07:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,131.976,2024-03-06 07:40:00+00:00,133.29576,TP,False,25.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-07 04:00:00+00:00,2024-03-07 04:00:00+00:00,SHORT,DELEVERAGING,BULL,138.369,2024-03-07 04:20:00+00:00,139.75269,SL,False,20.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-07 10:15:00+00:00,2024-03-07 10:15:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,140.873,2024-03-07 10:40:00+00:00,139.46427,TP,False,25.0,0.009999999999999898,0.008499999999999898,4.249999999999949
development,T0_ONSET,2024-03-07 11:15:00+00:00,2024-03-07 11:15:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,140.035,2024-03-07 11:20:00+00:00,138.63465,TP,False,5.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-08 02:30:00+00:00,2024-03-08 02:30:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,145.548,2024-03-08 03:20:00+00:00,144.09252,TP,False,50.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-08 10:45:00+00:00,2024-03-08 10:45:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,146.525,2024-03-08 11:40:00+00:00,147.99025,SL,False,55.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-08 13:00:00+00:00,2024-03-08 13:00:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,149.123,2024-03-08 14:55:00+00:00,150.61423,TP,False,115.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-08 17:15:00+00:00,2024-03-08 17:15:00+00:00,SHORT,DELEVERAGING,BULL,148.018,2024-03-08 17:45:00+00:00,149.49818,SL,False,30.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-08 19:30:00+00:00,2024-03-08 19:30:00+00:00,SHORT,DELEVERAGING,BULL,146.921,2024-03-08 20:05:00+00:00,148.39021,SL,False,35.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-08 22:00:00+00:00,2024-03-08 22:00:00+00:00,SHORT,DELEVERAGING,BULL,144.341,2024-03-08 23:25:00+00:00,145.78441,SL,False,85.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-10 02:45:00+00:00,2024-03-10 02:45:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,147.983,2024-03-10 03:45:00+00:00,146.50317,SL,False,60.0,-0.009999999999999898,-0.011499999999999897,-5.7499999999999485
development,T0_ONSET,2024-03-10 08:00:00+00:00,2024-03-10 08:00:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,148.459,2024-03-10 09:20:00+00:00,146.97441,SL,False,80.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-10 10:15:00+00:00,2024-03-10 10:15:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,147.547,2024-03-10 11:25:00+00:00,146.07153,TP,False,70.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-11 11:00:00+00:00,2024-03-11 11:00:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,148.674,2024-03-11 12:10:00+00:00,150.16074,TP,False,70.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-11 13:15:00+00:00,2024-03-11 13:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,148.999,2024-03-11 13:50:00+00:00,147.50901,SL,False,35.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-11 14:45:00+00:00,2024-03-11 14:45:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,148.497,2024-03-11 15:05:00+00:00,147.01203,TP,False,20.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-11 19:15:00+00:00,2024-03-11 19:15:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,147.115,2024-03-11 21:40:00+00:00,148.58615,SL,False,145.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-11 23:30:00+00:00,2024-03-11 23:30:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,148.879,2024-03-12 01:00:00+00:00,147.39021,SL,False,90.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-12 03:00:00+00:00,2024-03-12 03:00:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,151.335,2024-03-12 03:15:00+00:00,152.84835,TP,False,15.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-13 00:00:00+00:00,2024-03-13 00:00:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,151.202,2024-03-13 01:00:00+00:00,149.68998,SL,False,60.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-13 05:45:00+00:00,2024-03-13 05:45:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,152.559,2024-03-13 07:40:00+00:00,151.03341,SL,False,115.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-13 09:30:00+00:00,2024-03-13 09:30:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,151.977,2024-03-13 11:05:00+00:00,153.49677,TP,False,95.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-13 13:15:00+00:00,2024-03-13 13:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,153.367,2024-03-13 13:40:00+00:00,151.83333,SL,False,25.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-13 19:00:00+00:00,2024-03-13 19:00:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,161.227,2024-03-13 21:30:00+00:00,162.83927,SL,False,150.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-14 00:00:00+00:00,2024-03-14 00:00:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,164.055,2024-03-14 00:20:00+00:00,165.69555,SL,False,20.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-14 02:00:00+00:00,2024-03-14 02:00:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,166.491,2024-03-14 05:05:00+00:00,168.15591,SL,False,185.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-14 14:30:00+00:00,2024-03-14 14:30:00+00:00,SHORT,DELEVERAGING,BULL,169.084,2024-03-14 14:35:00+00:00,167.39316,TP,False,5.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-14 17:15:00+00:00,2024-03-14 17:15:00+00:00,SHORT,DELEVERAGING,BULL,168.856,2024-03-14 17:30:00+00:00,167.16744,TP,False,15.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-14 17:45:00+00:00,2024-03-14 17:45:00+00:00,SHORT,DELEVERAGING,BULL,166.246,2024-03-14 18:30:00+00:00,167.90846000000002,SL,False,45.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-14 18:45:00+00:00,2024-03-14 18:45:00+00:00,SHORT,DELEVERAGING,BULL,165.198,2024-03-14 18:55:00+00:00,163.54602,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-14 19:15:00+00:00,2024-03-14 19:15:00+00:00,SHORT,DELEVERAGING,BULL,163.881,2024-03-14 19:30:00+00:00,162.24219,TP,False,15.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-14 22:30:00+00:00,2024-03-14 22:30:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,173.371,2024-03-14 23:15:00+00:00,175.10471,SL,False,45.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-15 00:45:00+00:00,2024-03-15 00:45:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,178.63,2024-03-15 01:15:00+00:00,180.4163,TP,False,30.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-15 02:00:00+00:00,2024-03-15 02:00:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,184.137,2024-03-15 02:30:00+00:00,182.29563,SL,False,30.0,-0.01000000000000012,-0.01150000000000012,-5.7500000000000595
development,T0_ONSET,2024-03-15 04:00:00+00:00,2024-03-15 04:00:00+00:00,SHORT,DELEVERAGING,BULL,176.196,2024-03-15 04:05:00+00:00,174.43404,TP,False,5.0,0.009999999999999898,0.008499999999999898,4.249999999999949
development,T0_ONSET,2024-03-15 04:30:00+00:00,2024-03-15 04:30:00+00:00,SHORT,DELEVERAGING,BULL,176.786,2024-03-15 04:35:00+00:00,175.01814,TP,False,5.0,0.01000000000000012,0.00850000000000012,4.25000000000006
development,T0_ONSET,2024-03-15 05:45:00+00:00,2024-03-15 05:45:00+00:00,SHORT,DELEVERAGING,BULL,174.588,2024-03-15 06:25:00+00:00,176.33388,SL,False,40.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-15 06:45:00+00:00,2024-03-15 06:45:00+00:00,SHORT,DELEVERAGING,BULL,181.237,2024-03-15 06:55:00+00:00,179.42462999999998,TP,False,10.0,0.01000000000000012,0.00850000000000012,4.25000000000006
development,T0_ONSET,2024-03-15 08:00:00+00:00,2024-03-15 08:00:00+00:00,SHORT,DELEVERAGING,BULL,176.256,2024-03-15 08:25:00+00:00,174.49344,TP,False,25.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-15 20:15:00+00:00,2024-03-15 20:15:00+00:00,SHORT,DELEVERAGING,BULL,179.866,2024-03-15 20:40:00+00:00,178.06734,TP,False,25.0,0.01000000000000012,0.00850000000000012,4.25000000000006
development,T0_ONSET,2024-03-15 23:15:00+00:00,2024-03-15 23:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,183.942,2024-03-16 00:30:00+00:00,182.10258000000002,SL,False,75.0,-0.009999999999999898,-0.011499999999999897,-5.7499999999999485
development,T0_ONSET,2024-03-16 02:30:00+00:00,2024-03-16 02:30:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,185.466,2024-03-16 03:15:00+00:00,187.32066,SL,False,45.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-16 04:15:00+00:00,2024-03-16 04:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,186.843,2024-03-16 04:35:00+00:00,188.71142999999998,TP,False,20.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-16 05:30:00+00:00,2024-03-16 05:30:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,186.193,2024-03-16 05:35:00+00:00,188.05493,TP,False,5.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-16 09:30:00+00:00,2024-03-16 09:30:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,193.223,2024-03-16 10:10:00+00:00,195.15523000000002,SL,False,40.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-16 12:15:00+00:00,2024-03-16 12:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,191.705,2024-03-16 12:35:00+00:00,189.78795000000002,SL,False,20.0,-0.009999999999999898,-0.011499999999999897,-5.7499999999999485
development,T0_ONSET,2024-03-16 18:15:00+00:00,2024-03-16 18:15:00+00:00,SHORT,DELEVERAGING,BULL,186.249,2024-03-16 18:30:00+00:00,184.38651,TP,False,15.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-16 18:45:00+00:00,2024-03-16 18:45:00+00:00,SHORT,DELEVERAGING,BULL,183.099,2024-03-16 19:00:00+00:00,181.26800999999998,TP,False,15.0,0.01000000000000012,0.00850000000000012,4.25000000000006
development,T0_ONSET,2024-03-16 19:15:00+00:00,2024-03-16 19:15:00+00:00,SHORT,DELEVERAGING,BULL,185.272,2024-03-16 19:45:00+00:00,183.41928,TP,False,30.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-17 07:15:00+00:00,2024-03-17 07:15:00+00:00,SHORT,DELEVERAGING,BULL,181.842,2024-03-17 07:20:00+00:00,180.02358,TP,False,5.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-17 08:15:00+00:00,2024-03-17 08:15:00+00:00,SHORT,DELEVERAGING,BULL,180.844,2024-03-17 08:25:00+00:00,182.65243999999998,SL,False,10.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-17 15:15:00+00:00,2024-03-17 15:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,192.45,2024-03-17 15:35:00+00:00,194.37449999999998,TP,False,20.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-17 16:45:00+00:00,2024-03-17 16:45:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,194.149,2024-03-17 18:00:00+00:00,196.09049000000002,SL,False,75.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-17 19:45:00+00:00,2024-03-17 19:45:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,195.081,2024-03-17 20:15:00+00:00,197.03180999999998,SL,False,30.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-17 21:45:00+00:00,2024-03-17 21:45:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,197.688,2024-03-17 22:30:00+00:00,199.66487999999998,SL,False,45.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-18 00:00:00+00:00,2024-03-18 00:00:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,201.96,2024-03-18 00:10:00+00:00,199.9404,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-18 00:30:00+00:00,2024-03-18 00:30:00+00:00,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,200.259,2024-03-18 00:40:00+00:00,198.25641,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,T0_ONSET,2024-03-18 03:30:00+00:00,2024-03-18 03:30:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,204.705,2024-03-18 04:05:00+00:00,202.65795,SL,False,35.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,T0_ONSET,2024-03-18 04:15:00+00:00,2024-03-18 04:15:00+00:00,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,201.332,2024-03-18 04:25:00+00:00,203.34532,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
