partition,clock_block,wib,regime,gate,source_n,pass_n,pass_rate,fills_n,fill_rate_pass,retained_fills,target_n,target_rate_fill,target_yield_source,high_failure_n,high_failure_rate_fill,unresolved_n,unresolved_rate_fill
external,16-20,23-03,BEAR,EMA20_50_DOWN,16,16,1.0,13,0.8125,1.0,9,0.6923076923076923,0.5625,3,0.23076923076923078,1,0.07692307692307693
external,16-20,23-03,SIDEWAYS,BASE,5,5,1.0,3,0.6,1.0,1,0.3333333333333333,0.2,2,0.6666666666666666,0,0.0
external,16-20,23-03,SIDEWAYS,EMA50_DOWN,5,4,0.8,2,0.5,0.6666666666666666,1,0.5,0.2,1,0.5,0,0.0
external,16-20,23-03,SIDEWAYS,EMA20_50_DOWN,5,4,0.8,2,0.5,0.6666666666666666,1,0.5,0.2,1,0.5,0,0.0
external,20-00,03-07,BULL,BASE,16,16,1.0,12,0.75,1.0,8,0.6666666666666666,0.5,3,0.25,1,0.08333333333333333
external,20-00,03-07,BULL,EMA50_DOWN,16,2,0.125,1,0.5,0.08333333333333333,0,0.0,0.0,1,1.0,0,0.0
external,20-00,03-07,BULL,EMA20_50_DOWN,16,0,0.0,0,,0.0,0,,0.0,0,,0,
external,20-00,03-07,BEAR,BASE,7,7,1.0,7,1.0,1.0,6,0.8571428571428571,0.8571428571428571,1,0.14285714285714285,0,0.0
external,20-00,03-07,BEAR,EMA50_DOWN,7,7,1.0,7,1.0,1.0,6,0.8571428571428571,0.8571428571428571,1,0.14285714285714285,0,0.0
external,20-00,03-07,BEAR,EMA20_50_DOWN,7,7,1.0,7,1.0,1.0,6,0.8571428571428571,0.8571428571428571,1,0.14285714285714285,0,0.0
external,20-00,03-07,SIDEWAYS,BASE,4,4,1.0,3,0.75,1.0,1,0.3333333333333333,0.25,0,0.0,2,0.6666666666666666
external,20-00,03-07,SIDEWAYS,EMA50_DOWN,4,2,0.5,1,0.5,0.3333333333333333,0,0.0,0.0,0,0.0,1,1.0
external,20-00,03-07,SIDEWAYS,EMA20_50_DOWN,4,2,0.5,1,0.5,0.3333333333333333,0,0.0,0.0,0,0.0,1,1.0
development,00-04,07-11,BULL,BASE,23,23,1.0,19,0.8260869565217391,1.0,11,0.5789473684210527,0.4782608695652174,4,0.21052631578947367,4,0.21052631578947367
development,00-04,07-11,BULL,EMA50_DOWN,23,1,0.043478260869565216,1,1.0,0.05263157894736842,0,0.0,0.0,0,0.0,1,1.0
development,00-04,07-11,BULL,EMA20_50_DOWN,23,1,0.043478260869565216,1,1.0,0.05263157894736842,0,0.0,0.0,0,0.0,1,1.0
development,00-04,07-11,BEAR,BASE,19,19,1.0,19,1.0,1.0,16,0.8421052631578947,0.8421052631578947,2,0.10526315789473684,1,0.05263157894736842
development,00-04,07-11,BEAR,EMA50_DOWN,19,17,0.8947368421052632,17,1.0,0.8947368421052632,14,0.8235294117647058,0.7368421052631579,2,0.11764705882352941,1,0.058823529411764705
development,00-04,07-11,BEAR,EMA20_50_DOWN,19,17,0.8947368421052632,17,1.0,0.8947368421052632,14,0.8235294117647058,0.7368421052631579,2,0.11764705882352941,1,0.058823529411764705
development,00-04,07-11,SIDEWAYS,BASE,5,5,1.0,4,0.8,1.0,3,0.75,0.6,1,0.25,0,0.0
development,00-04,07-11,SIDEWAYS,EMA50_DOWN,5,1,0.2,1,1.0,0.25,1,1.0,0.2,0,0.0,0,0.0
development,00-04,07-11,SIDEWAYS,EMA20_50_DOWN,5,1,0.2,1,1.0,0.25,1,1.0,0.2,0,0.0,0,0.0
development,04-08,11-15,BULL,BASE,14,14,1.0,11,0.7857142857142857,1.0,8,0.7272727272727273,0.5714285714285714,1,0.09090909090909091,2,0.18181818181818182
development,04-08,11-15,BULL,EMA50_DOWN,14,1,0.07142857142857142,0,0.0,0.0,0,,0.0,0,,0,
development,04-08,11-15,BULL,EMA20_50_DOWN,14,0,0.0,0,,0.0,0,,0.0,0,,0,
development,04-08,11-15,BEAR,BASE,23,23,1.0,21,0.9130434782608695,1.0,17,0.8095238095238095,0.7391304347826086,1,0.047619047619047616,3,0.14285714285714285
development,04-08,11-15,BEAR,EMA50_DOWN,23,20,0.8695652173913043,19,0.95,0.9047619047619048,16,0.8421052631578947,0.6956521739130435,1,0.05263157894736842,2,0.10526315789473684
development,04-08,11-15,BEAR,EMA20_50_DOWN,23,19,0.8260869565217391,18,0.9473684210526315,0.8571428571428571,16,0.8888888888888888,0.6956521739130435,1,0.05555555555555555,1,0.05555555555555555
development,04-08,11-15,SIDEWAYS,BASE,6,6,1.0,6,1.0,1.0,4,0.6666666666666666,0.6666666666666666,0,0.0,2,0.3333333333333333
development,04-08,11-15,SIDEWAYS,EMA50_DOWN,6,3,0.5,3,1.0,0.5,2,0.6666666666666666,0.3333333333333333,0,0.0,1,0.3333333333333333
development,04-08,11-15,SIDEWAYS,EMA20_50_DOWN,6,1,0.16666666666666666,1,1.0,0.16666666666666666,1,1.0,0.16666666666666666,0,0.0,0,0.0
development,08-12,15-19,BULL,BASE,22,22,1.0,19,0.8636363636363636,1.0,15,0.7894736842105263,0.6818181818181818,2,0.10526315789473684,2,0.10526315789473684
development,08-12,15-19,BULL,EMA50_DOWN,22,4,0.18181818181818182,3,0.75,0.15789473684210525,2,0.6666666666666666,0.09090909090909091,0,0.0,1,0.3333333333333333
development,08-12,15-19,BULL,EMA20_50_DOWN,22,1,0.045454545454545456,0,0.0,0.0,0,,0.0,0,,0,
development,08-12,15-19,BEAR,BASE,32,32,1.0,27,0.84375,1.0,21,0.7777777777777778,0.65625,5,0.18518518518518517,1,0.037037037037037035
development,08-12,15-19,BEAR,EMA50_DOWN,32,28,0.875,24,0.8571428571428571,0.8888888888888888,18,0.75,0.5625,5,0.20833333333333334,1,0.041666666666666664
development,08-12,15-19,BEAR,EMA20_50_DOWN,32,27,0.84375,23,0.8518518518518519,0.8518518518518519,17,0.7391304347826086,0.53125,5,0.21739130434782608,1,0.043478260869565216
development,08-12,15-19,SIDEWAYS,BASE,4,4,1.0,4,1.0,1.0,3,0.75,0.75,1,0.25,0,0.0
development,08-12,15-19,SIDEWAYS,EMA50_DOWN,4,1,0.25,1,1.0,0.25,1,1.0,0.25,0,0.0,0,0.0
development,08-12,15-19,SIDEWAYS,EMA20_50_DOWN,4,0,0.0,0,,0.0,0,,0.0,0,,0,
development,12-16,19-23,BULL,BASE,28,28,1.0,26,0.9285714285714286,1.0,16,0.6153846153846154,0.5714285714285714,10,0.38461538461538464,0,0.0
development,12-16,19-23,BULL,EMA50_DOWN,28,1,0.03571428571428571,1,1.0,0.038461538461538464,1,1.0,0.03571428571428571,0,0.0,0,0.0
development,12-16,19-23,BULL,EMA20_50_DOWN,28,0,0.0,0,,0.0,0,,0.0,0,,0,
development,12-16,19-23,BEAR,BASE,45,45,1.0,41,0.9111111111111111,1.0,33,0.8048780487804879,0.7333333333333333,5,0.12195121951219512,3,0.07317073170731707
development,12-16,19-23,BEAR,EMA50_DOWN,45,42,0.9333333333333333,39,0.9285714285714286,0.9512195121951219,31,0.7948717948717948,0.6888888888888889,5,0.1282051282051282,3,0.07692307692307693
development,12-16,19-23,BEAR,EMA20_50_DOWN,45,40,0.8888888888888888,37,0.925,0.9024390243902439,30,0.8108108108108109,0.6666666666666666,4,0.10810810810810811,3,0.08108108108108109
development,12-16,19-23,SIDEWAYS,BASE,9,9,1.0,9,1.0,1.0,6,0.6666666666666666,0.6666666666666666,3,0.3333333333333333,0,0.0
development,12-16,19-23,SIDEWAYS,EMA50_DOWN,9,7,0.7777777777777778,7,1.0,0.7777777777777778,4,0.5714285714285714,0.4444444444444444,3,0.42857142857142855,0,0.0
development,12-16,19-23,SIDEWAYS,EMA20_50_DOWN,9,3,0.3333333333333333,3,1.0,0.3333333333333333,1,0.3333333333333333,0.1111111111111111,2,0.6666666666666666,0,0.0
development,16-20,23-03,BULL,BASE,20,20,1.0,18,0.9,1.0,13,0.7222222222222222,0.65,1,0.05555555555555555,4,0.2222222222222222
development,16-20,23-03,BULL,EMA50_DOWN,20,6,0.3,5,0.8333333333333334,0.2777777777777778,5,1.0,0.25,0,0.0,0,0.0
development,16-20,23-03,BULL,EMA20_50_DOWN,20,1,0.05,1,1.0,0.05555555555555555,1,1.0,0.05,0,0.0,0,0.0
development,16-20,23-03,BEAR,BASE,31,31,1.0,28,0.9032258064516129,1.0,22,0.7857142857142857,0.7096774193548387,1,0.03571428571428571,5,0.17857142857142858
development,16-20,23-03,BEAR,EMA50_DOWN,31,31,1.0,28,0.9032258064516129,1.0,22,0.7857142857142857,0.7096774193548387,1,0.03571428571428571,5,0.17857142857142858
development,16-20,23-03,BEAR,EMA20_50_DOWN,31,30,0.967741935483871,27,0.9,0.9642857142857143,21,0.7777777777777778,0.6774193548387096,1,0.037037037037037035,5,0.18518518518518517
development,16-20,23-03,SIDEWAYS,BASE,9,9,1.0,8,0.8888888888888888,1.0,7,0.875,0.7777777777777778,0,0.0,1,0.125
development,16-20,23-03,SIDEWAYS,EMA50_DOWN,9,8,0.8888888888888888,8,1.0,1.0,7,0.875,0.7777777777777778,0,0.0,1,0.125
development,16-20,23-03,SIDEWAYS,EMA20_50_DOWN,9,3,0.3333333333333333,3,1.0,0.375,3,1.0,0.3333333333333333,0,0.0,0,0.0
development,20-00,03-07,BULL,BASE,13,13,1.0,8,0.6153846153846154,1.0,6,0.75,0.46153846153846156,1,0.125,1,0.125
development,20-00,03-07,BULL,EMA50_DOWN,13,3,0.23076923076923078,2,0.6666666666666666,0.25,1,0.5,0.07692307692307693,1,0.5,0,0.0
development,20-00,03-07,BULL,EMA20_50_DOWN,13,0,0.0,0,,0.0,0,,0.0,0,,0,
development,20-00,03-07,BEAR,BASE,27,27,1.0,26,0.9629629629629629,1.0,19,0.7307692307692307,0.7037037037037037,2,0.07692307692307693,5,0.19230769230769232
development,20-00,03-07,BEAR,EMA50_DOWN,27,24,0.8888888888888888,24,1.0,0.9230769230769231,17,0.7083333333333334,0.6296296296296297,2,0.08333333333333333,5,0.20833333333333334
development,20-00,03-07,BEAR,EMA20_50_DOWN,27,24,0.8888888888888888,24,1.0,0.9230769230769231,17,0.7083333333333334,0.6296296296296297,2,0.08333333333333333,5,0.20833333333333334
development,20-00,03-07,SIDEWAYS,BASE,3,3,1.0,3,1.0,1.0,1,0.3333333333333333,0.3333333333333333,0,0.0,2,0.6666666666666666
development,20-00,03-07,SIDEWAYS,EMA50_DOWN,3,1,0.3333333333333333,1,1.0,0.3333333333333333,1,1.0,0.3333333333333333,0,0.0,0,0.0
development,20-00,03-07,SIDEWAYS,EMA20_50_DOWN,3,1,0.3333333333333333,1,1.0,0.3333333333333333,1,1.0,0.3333333333333333,0,0.0,0,0.0
reference_validation,00-04,07-11,BULL,BASE,20,20,1.0,16,0.8,1.0,13,0.8125,0.65,1,0.0625,2,0.125
reference_validation,00-04,07-11,BULL,EMA50_DOWN,20,3,0.15,2,0.6666666666666666,0.125,1,0.5,0.05,1,0.5,0,0.0
reference_validation,00-04,07-11,BULL,EMA20_50_DOWN,20,0,0.0,0,,0.0,0,,0.0,0,,0,
reference_validation,00-04,07-11,BEAR,BASE,12,12,1.0,12,1.0,1.0,9,0.75,0.75,2,0.16666666666666666,1,0.08333333333333333
reference_validation,00-04,07-11,BEAR,EMA50_DOWN,12,12,1.0,12,1.0,1.0,9,0.75,0.75,2,0.16666666666666666,1,0.08333333333333333
reference_validation,00-04,07-11,BEAR,EMA20_50_DOWN,12,12,1.0,12,1.0,1.0,9,0.75,0.75,2,0.16666666666666666,1,0.08333333333333333
reference_validation,00-04,07-11,SIDEWAYS,BASE,4,4,1.0,4,1.0,1.0,1,0.25,0.25,1,0.25,2,0.5
reference_validation,00-04,07-11,SIDEWAYS,EMA50_DOWN,4,3,0.75,3,1.0,0.75,1,0.3333333333333333,0.25,1,0.3333333333333333,1,0.3333333333333333
reference_validation,00-04,07-11,SIDEWAYS,EMA20_50_DOWN,4,1,0.25,1,1.0,0.25,1,1.0,0.25,0,0.0,0,0.0
reference_validation,04-08,11-15,BULL,BASE,12,12,1.0,10,0.8333333333333334,1.0,8,0.8,0.6666666666666666,1,0.1,1,0.1
reference_validation,04-08,11-15,BULL,EMA50_DOWN,12,1,0.08333333333333333,0,0.0,0.0,0,,0.0,0,,0,
reference_validation,04-08,11-15,BULL,EMA20_50_DOWN,12,0,0.0,0,,0.0,0,,0.0,0,,0,
reference_validation,04-08,11-15,BEAR,BASE,12,12,1.0,10,0.8333333333333334,1.0,7,0.7,0.5833333333333334,1,0.1,2,0.2
reference_validation,04-08,11-15,BEAR,EMA50_DOWN,12,12,1.0,10,0.8333333333333334,1.0,7,0.7,0.5833333333333334,1,0.1,2,0.2
reference_validation,04-08,11-15,BEAR,EMA20_50_DOWN,12,12,1.0,10,0.8333333333333334,1.0,7,0.7,0.5833333333333334,1,0.1,2,0.2
reference_validation,04-08,11-15,SIDEWAYS,BASE,2,2,1.0,0,0.0,,0,,0.0,0,,0,
reference_validation,04-08,11-15,SIDEWAYS,EMA50_DOWN,2,1,0.5,0,0.0,,0,,0.0,0,,0,
reference_validation,04-08,11-15,SIDEWAYS,EMA20_50_DOWN,2,0,0.0,0,,,0,,0.0,0,,0,
reference_validation,08-12,15-19,BULL,BASE,15,15,1.0,13,0.8666666666666667,1.0,11,0.8461538461538461,0.7333333333333333,1,0.07692307692307693,1,0.07692307692307693
reference_validation,08-12,15-19,BULL,EMA50_DOWN,15,1,0.06666666666666667,1,1.0,0.07692307692307693,1,1.0,0.06666666666666667,0,0.0,0,0.0
reference_validation,08-12,15-19,BULL,EMA20_50_DOWN,15,0,0.0,0,,0.0,0,,0.0,0,,0,
reference_validation,08-12,15-19,BEAR,BASE,14,14,1.0,11,0.7857142857142857,1.0,9,0.8181818181818182,0.6428571428571429,2,0.18181818181818182,0,0.0
reference_validation,08-12,15-19,BEAR,EMA50_DOWN,14,14,1.0,11,0.7857142857142857,1.0,9,0.8181818181818182,0.6428571428571429,2,0.18181818181818182,0,0.0
reference_validation,08-12,15-19,BEAR,EMA20_50_DOWN,14,13,0.9285714285714286,10,0.7692307692307693,0.9090909090909091,8,0.8,0.5714285714285714,2,0.2,0,0.0
reference_validation,08-12,15-19,SIDEWAYS,BASE,0,0,,0,,,0,,,0,,0,
reference_validation,08-12,15-19,SIDEWAYS,EMA50_DOWN,0,0,,0,,,0,,,0,,0,
reference_validation,08-12,15-19,SIDEWAYS,EMA20_50_DOWN,0,0,,0,,,0,,,0,,0,
reference_validation,12-16,19-23,BULL,BASE,19,19,1.0,19,1.0,1.0,14,0.7368421052631579,0.7368421052631579,3,0.15789473684210525,2,0.10526315789473684
reference_validation,12-16,19-23,BULL,EMA50_DOWN,19,3,0.15789473684210525,3,1.0,0.15789473684210525,3,1.0,0.15789473684210525,0,0.0,0,0.0
reference_validation,12-16,19-23,BULL,EMA20_50_DOWN,19,1,0.05263157894736842,1,1.0,0.05263157894736842,1,1.0,0.05263157894736842,0,0.0,0,0.0
reference_validation,12-16,19-23,BEAR,BASE,19,19,1.0,18,0.9473684210526315,1.0,16,0.8888888888888888,0.8421052631578947,2,0.1111111111111111,0,0.0
reference_validation,12-16,19-23,BEAR,EMA50_DOWN,19,19,1.0,18,0.9473684210526315,1.0,16,0.8888888888888888,0.8421052631578947,2,0.1111111111111111,0,0.0
reference_validation,12-16,19-23,BEAR,EMA20_50_DOWN,19,19,1.0,18,0.9473684210526315,1.0,16,0.8888888888888888,0.8421052631578947,2,0.1111111111111111,0,0.0
reference_validation,12-16,19-23,SIDEWAYS,BASE,5,5,1.0,4,0.8,1.0,2,0.5,0.4,2,0.5,0,0.0
reference_validation,12-16,19-23,SIDEWAYS,EMA50_DOWN,5,4,0.8,3,0.75,0.75,2,0.6666666666666666,0.4,1,0.3333333333333333,0,0.0
reference_validation,12-16,19-23,SIDEWAYS,EMA20_50_DOWN,5,2,0.4,2,1.0,0.5,1,0.5,0.2,1,0.5,0,0.0
reference_validation,16-20,23-03,BULL,BASE,14,14,1.0,13,0.9285714285714286,1.0,8,0.6153846153846154,0.5714285714285714,0,0.0,5,0.38461538461538464
reference_validation,16-20,23-03,BULL,EMA50_DOWN,14,0,0.0,0,,0.0,0,,0.0,0,,0,
reference_validation,16-20,23-03,BULL,EMA20_50_DOWN,14,0,0.0,0,,0.0,0,,0.0,0,,0,
reference_validation,16-20,23-03,BEAR,BASE,13,13,1.0,10,0.7692307692307693,1.0,5,0.5,0.38461538461538464,0,0.0,5,0.5
reference_validation,16-20,23-03,BEAR,EMA50_DOWN,13,12,0.9230769230769231,9,0.75,0.9,4,0.4444444444444444,0.3076923076923077,0,0.0,5,0.5555555555555556
reference_validation,16-20,23-03,BEAR,EMA20_50_DOWN,13,12,0.9230769230769231,9,0.75,0.9,4,0.4444444444444444,0.3076923076923077,0,0.0,5,0.5555555555555556
reference_validation,16-20,23-03,SIDEWAYS,BASE,4,4,1.0,4,1.0,1.0,3,0.75,0.75,0,0.0,1,0.25
reference_validation,16-20,23-03,SIDEWAYS,EMA50_DOWN,4,4,1.0,4,1.0,1.0,3,0.75,0.75,0,0.0,1,0.25
reference_validation,16-20,23-03,SIDEWAYS,EMA20_50_DOWN,4,2,0.5,2,1.0,0.5,1,0.5,0.25,0,0.0,1,0.5
reference_validation,20-00,03-07,BULL,BASE,11,11,1.0,11,1.0,1.0,7,0.6363636363636364,0.6363636363636364,1,0.09090909090909091,3,0.2727272727272727
reference_validation,20-00,03-07,BULL,EMA50_DOWN,11,2,0.18181818181818182,2,1.0,0.18181818181818182,1,0.5,0.09090909090909091,0,0.0,1,0.5
reference_validation,20-00,03-07,BULL,EMA20_50_DOWN,11,0,0.0,0,,0.0,0,,0.0,0,,0,
reference_validation,20-00,03-07,BEAR,BASE,11,11,1.0,11,1.0,1.0,9,0.8181818181818182,0.8181818181818182,1,0.09090909090909091,1,0.09090909090909091
reference_validation,20-00,03-07,BEAR,EMA50_DOWN,11,10,0.9090909090909091,10,1.0,0.9090909090909091,9,0.9,0.8181818181818182,0,0.0,1,0.1
reference_validation,20-00,03-07,BEAR,EMA20_50_DOWN,11,10,0.9090909090909091,10,1.0,0.9090909090909091,9,0.9,0.8181818181818182,0,0.0,1,0.1
reference_validation,20-00,03-07,SIDEWAYS,BASE,7,7,1.0,7,1.0,1.0,4,0.5714285714285714,0.5714285714285714,2,0.2857142857142857,1,0.14285714285714285
reference_validation,20-00,03-07,SIDEWAYS,EMA50_DOWN,7,5,0.7142857142857143,5,1.0,0.7142857142857143,3,0.6,0.42857142857142855,1,0.2,1,0.2
reference_validation,20-00,03-07,SIDEWAYS,EMA20_50_DOWN,7,4,0.5714285714285714,4,1.0,0.5714285714285714,3,0.75,0.42857142857142855,1,0.25,0,0.0
