partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,source_terminal_type,H,L,R4,F05,T5,T7p5,T10,filled,cancel_reason,fill_ts,entry_px,rebreak_confirmed,rebreak_complete_ts,t5_reached,t75_reached,t10_reached,extension_used,ratchets,exit_ts,exit_px,exit_reason,exit_kind,gross_return,net_pnl_usd,hold_minutes,exit_ext_from_L_r4,peak_favorable_from_L_r4
external,BULL,12-16,2020-03-24 12:00:00+00:00,2020-03-24 16:00:00+00:00,2020-03-24 15:45:00+00:00,NO_BOUNDARY_BY_BLOCK_END,6840.0,6564.21,275.79,6577.9995,6550.4205,6543.52575,6536.631,True,,2020-03-24 15:45:00+00:00,6595.38,True,2020-03-24 16:05:00+00:00,True,True,True,True,0,2020-03-24 16:10:00+00:00,6542.78,CEILING_OPEN_EXIT,T10,0.007975279665462848,3.587639832731424,25.0,0.07770405018311138,0.1893107074223142
external,BULL,00-04,2020-03-25 00:00:00+00:00,2020-03-25 04:00:00+00:00,2020-03-25 02:05:00+00:00,REBREAK_LOW,6790.75,6605.0,185.75,6614.2875,6595.7125,6591.06875,6586.425,True,,2020-03-25 02:05:00+00:00,6623.17,True,2020-03-25 02:35:00+00:00,True,True,True,False,0,2020-03-25 03:00:00+00:00,6586.425,CEILING_STOP,T10,0.005547947584011869,2.373973792005935,55.0,0.09999999999999902,0.39493943472408977
external,BULL,20-00,2020-03-25 20:00:00+00:00,2020-03-26 00:00:00+00:00,2020-03-25 21:55:00+00:00,NO_BOUNDARY_BY_BLOCK_END,6699.99,6569.0,130.98999999999978,6575.5495,6562.4505,6559.17575,6555.901,True,,2020-03-25 21:55:00+00:00,6585.04,False,,False,False,False,True,0,2020-03-26 00:05:00+00:00,6730.53,FULL_SL_HIGH_BREAK,HIGH,-0.022094019170726342,-11.44700958536317,130.0,-1.2331475685166808,-0.08397587602107046
external,BULL,16-20,2020-04-05 16:00:00+00:00,2020-04-05 20:00:00+00:00,2020-04-05 17:50:00+00:00,NO_BOUNDARY_BY_BLOCK_END,6819.12,6754.53,64.59000000000015,6757.7595,6751.300499999999,6749.68575,6748.071,True,,2020-04-05 17:50:00+00:00,6770.79,True,2020-04-05 20:30:00+00:00,True,True,True,True,0,2020-04-05 20:40:00+00:00,6748.071,CEILING_STOP,T10,0.003355443013296831,1.2777215066484153,170.0,0.09999999999999719,0.49187180678122705
external,BEAR,12-16,2020-04-11 12:00:00+00:00,2020-04-11 16:00:00+00:00,2020-04-11 14:25:00+00:00,REBREAK_LOW,6893.4,6828.19,65.21000000000004,6831.4505,6824.929499999999,6823.29925,6821.669,True,,2020-04-11 14:25:00+00:00,6834.02,True,2020-04-11 14:30:00+00:00,True,True,True,False,0,2020-04-11 14:35:00+00:00,6821.7,CEILING_OPEN_EXIT,T10,0.0018027456753127176,0.5013728376563588,10.0,0.09952461278944606,0.23109952461278485
external,BEAR,12-16,2020-04-13 12:00:00+00:00,2020-04-13 16:00:00+00:00,2020-04-13 14:05:00+00:00,NO_BOUNDARY_BY_BLOCK_END,6830.0,6651.0,179.0,6659.95,6642.05,6637.575,6633.1,True,,2020-04-13 14:05:00+00:00,6687.98,False,,False,False,False,True,0,2020-04-13 20:00:00+00:00,6768.01,TIME_EXTENDED_END_OPEN,TIME_EXTENDED,-0.011966243918193634,-6.383121959096817,355.0,-0.65368715083799,-0.16385474860335156
external,BEAR,00-04,2020-04-15 00:00:00+00:00,2020-04-15 04:00:00+00:00,2020-04-15 00:25:00+00:00,NO_BOUNDARY_BY_BLOCK_END,6925.95,6825.99,99.96000000000004,6830.987999999999,6820.992,6818.4929999999995,6815.994,True,,2020-04-15 00:25:00+00:00,6830.987999999999,False,,False,False,False,True,0,2020-04-15 08:00:00+00:00,6860.1,TIME_EXTENDED_END_OPEN,TIME_EXTENDED,-0.004261755400536642,-2.530877700268321,455.0,-0.34123649459784483,0.05992396958783293
external,BULL,12-16,2020-04-17 12:00:00+00:00,2020-04-17 16:00:00+00:00,2020-04-17 13:40:00+00:00,REBREAK_LOW,7122.64,7023.0,99.64000000000031,7027.982,7018.018,7015.527,7013.036,True,,2020-04-17 13:40:00+00:00,7031.37,True,2020-04-17 14:50:00+00:00,True,True,True,False,0,2020-04-17 14:55:00+00:00,7020.07,CEILING_OPEN_EXIT,T10,0.0016070836835496043,0.4035418417748021,75.0,0.029405861099962682,0.16730228823765578
external,BULL,00-04,2020-04-19 00:00:00+00:00,2020-04-19 04:00:00+00:00,2020-04-19 00:30:00+00:00,NO_BOUNDARY_BY_BLOCK_END,7290.0,7192.01,97.98999999999978,7196.9095,7187.110500000001,7184.66075,7182.211,True,,2020-04-19 00:30:00+00:00,7204.8,True,2020-04-19 05:55:00+00:00,True,True,True,True,3,2020-04-19 07:15:00+00:00,7154.05,CEILING_STOP,STRUCTURAL,0.007043915167666,3.1219575838330003,405.0,0.3873864680069407,0.9389733646290481
external,BULL,12-16,2020-04-24 12:00:00+00:00,2020-04-24 16:00:00+00:00,2020-04-24 14:55:00+00:00,NO_BOUNDARY_BY_BLOCK_END,7612.91,7471.47,141.4399999999996,7478.542,7464.398,7460.862,7457.326,True,,2020-04-24 14:55:00+00:00,7485.0,False,,False,False,False,True,0,2020-04-24 20:00:00+00:00,7519.38,TIME_EXTENDED_END_OPEN,TIME_EXTENDED,-0.0045931863727455054,-2.696593186372753,305.0,-0.3387302036199094,-0.016826923076923895
external,BULL,12-16,2020-05-01 12:00:00+00:00,2020-05-01 16:00:00+00:00,2020-05-01 14:15:00+00:00,REBREAK_LOW,9065.0,8755.0,310.0,8770.5,8739.5,8731.75,8724.0,True,,2020-05-01 14:15:00+00:00,8770.5,True,2020-05-01 14:40:00+00:00,True,True,False,False,0,2020-05-01 15:55:00+00:00,8769.17,CEILING_OPEN_EXIT,T5,0.00015164471808904023,-0.3241776409554799,100.0,-0.045709677419355076,0.08064516129032258
external,BULL,04-08,2020-05-08 04:00:00+00:00,2020-05-08 08:00:00+00:00,2020-05-08 06:15:00+00:00,REBREAK_LOW,10045.03,9833.34,211.6900000000005,9843.924500000001,9822.7555,9817.46325,9812.171,True,,2020-05-08 06:15:00+00:00,9845.97,True,2020-05-08 06:25:00+00:00,True,True,True,False,0,2020-05-08 06:30:00+00:00,9822.7,CEILING_OPEN_EXIT,T10,0.0023634035041746643,0.7817017520873321,15.0,0.05026217582313473,0.18753838159573258
external,BULL,08-12,2020-05-09 08:00:00+00:00,2020-05-09 12:00:00+00:00,2020-05-09 11:35:00+00:00,REBREAK_LOW,9888.0,9577.71,310.2900000000009,9593.224499999998,9562.1955,9554.43825,9546.680999999999,True,,2020-05-09 11:35:00+00:00,9593.36,True,2020-05-09 11:40:00+00:00,True,False,False,False,0,2020-05-09 11:50:00+00:00,9577.71,CEILING_STOP,L,0.0016313366745333705,0.4156683372666853,15.0,0.0,0.0629088916819703
external,BULL,20-00,2020-05-09 20:00:00+00:00,2020-05-10 00:00:00+00:00,2020-05-09 22:10:00+00:00,REBREAK_LOW,9804.9,9682.0,122.89999999999964,9688.145,9675.855,9672.7825,9669.71,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
external,SIDEWAYS,12-16,2020-05-10 12:00:00+00:00,2020-05-10 16:00:00+00:00,2020-05-10 15:15:00+00:00,REBREAK_LOW,8900.2,8656.55,243.65000000000143,8668.7325,8644.367499999998,8638.276249999999,8632.185,True,,2020-05-10 15:15:00+00:00,8668.7325,True,2020-05-10 15:40:00+00:00,True,True,True,False,0,2020-05-10 15:55:00+00:00,8632.185,CEILING_STOP,T10,0.004216014278904163,1.7080071394520817,40.0,0.09999999999999852,0.37574389493124866
external,SIDEWAYS,04-08,2020-05-11 04:00:00+00:00,2020-05-11 08:00:00+00:00,2020-05-11 04:30:00+00:00,REBREAK_LOW,8800.0,8656.19,143.8099999999995,8663.380500000001,8648.9995,8645.404250000001,8641.809000000001,True,,2020-05-11 04:30:00+00:00,8678.5,True,2020-05-11 05:00:00+00:00,True,True,True,False,0,2020-05-11 05:10:00+00:00,8641.809000000001,CEILING_STOP,T10,0.004227804344068548,1.713902172034274,40.0,0.0999999999999962,0.3182671580557722
external,SIDEWAYS,08-12,2020-05-11 08:00:00+00:00,2020-05-11 12:00:00+00:00,2020-05-11 08:35:00+00:00,REBREAK_LOW,8729.38,8610.42,118.95999999999913,8616.368,8604.472,8601.498,8598.524,True,,2020-05-11 08:35:00+00:00,8616.368,True,2020-05-11 09:05:00+00:00,True,True,True,False,0,2020-05-11 09:20:00+00:00,8598.524,CEILING_STOP,T10,0.0020709421881703475,0.6354710940851737,45.0,0.10000000000000611,0.5827168796234047
external,SIDEWAYS,16-20,2020-05-24 16:00:00+00:00,2020-05-24 20:00:00+00:00,2020-05-24 19:25:00+00:00,NO_BOUNDARY_BY_BLOCK_END,9176.44,9006.0,170.4400000000005,9014.522,8997.478,8993.217,8988.956,True,,2020-05-24 19:25:00+00:00,9020.01,True,2020-05-24 20:10:00+00:00,True,True,False,True,0,2020-05-24 20:15:00+00:00,9000.08,CEILING_OPEN_EXIT,T5,0.0022095319184790583,0.7047659592395291,50.0,0.034733630603145126,0.1407533442853773
external,BULL,20-00,2020-05-29 20:00:00+00:00,2020-05-30 00:00:00+00:00,2020-05-29 21:25:00+00:00,REBREAK_LOW,9450.0,9390.05,59.95000000000073,9393.047499999999,9387.0525,9385.55375,9384.054999999998,True,,2020-05-29 21:25:00+00:00,9403.8,True,2020-05-29 21:40:00+00:00,True,False,False,False,0,2020-05-29 21:45:00+00:00,9391.77,CEILING_OPEN_EXIT,L,0.0012792700823070287,0.2396350411535143,20.0,-0.028690575479585374,0.056713928273554544
external,SIDEWAYS,04-08,2020-06-15 04:00:00+00:00,2020-06-15 08:00:00+00:00,2020-06-15 05:30:00+00:00,REBREAK_LOW,9368.32,9130.0,238.3199999999997,9141.916,9118.084,9112.126,9106.168,True,,2020-06-15 05:30:00+00:00,9153.36,True,2020-06-15 05:40:00+00:00,True,True,True,False,0,2020-06-15 05:45:00+00:00,9106.52,CEILING_OPEN_EXIT,T10,0.005117246563010757,2.1586232815053785,15.0,0.09852299429338533,0.17623363544813717
external,BULL,00-04,2020-06-17 00:00:00+00:00,2020-06-17 04:00:00+00:00,2020-06-17 01:10:00+00:00,REBREAK_LOW,9533.8,9473.28,60.51999999999862,9476.306,9470.254,9468.741,9467.228000000001,True,,2020-06-17 01:10:00+00:00,9479.51,True,2020-06-17 01:30:00+00:00,True,True,True,False,0,2020-06-17 01:40:00+00:00,9467.228000000001,CEILING_STOP,T10,0.0012956365888109453,0.24781829440547265,30.0,0.099999999999997,0.34319233311303554
external,BULL,12-16,2020-06-30 12:00:00+00:00,2020-06-30 16:00:00+00:00,2020-06-30 12:45:00+00:00,REBREAK_LOW,9178.0,9119.2,58.79999999999927,9122.140000000001,9116.26,9114.79,9113.320000000002,True,,2020-06-30 12:45:00+00:00,9122.18,True,2020-06-30 13:05:00+00:00,True,True,True,False,0,2020-06-30 13:30:00+00:00,9113.320000000002,CEILING_STOP,T10,0.0009712590630746996,0.08562953153734976,45.0,0.09999999999998763,0.9392857142857495
external,BULL,04-08,2020-07-07 04:00:00+00:00,2020-07-07 08:00:00+00:00,2020-07-07 06:35:00+00:00,REBREAK_LOW,9380.0,9256.1,123.89999999999964,9262.295,9249.905,9246.8075,9243.710000000001,True,,2020-07-07 06:35:00+00:00,9266.32,True,2020-07-07 07:10:00+00:00,True,True,True,False,0,2020-07-07 07:35:00+00:00,9245.69,CEILING_OPEN_EXIT,T10,0.0022263422804305487,0.7131711402152744,60.0,0.0840193704600475,0.15375302663439183
external,BULL,00-04,2020-07-09 00:00:00+00:00,2020-07-09 04:00:00+00:00,2020-07-09 00:35:00+00:00,REBREAK_LOW,9466.0,9413.8,52.20000000000073,9416.41,9411.189999999999,9409.884999999998,9408.58,True,,2020-07-09 00:35:00+00:00,9416.41,True,2020-07-09 00:45:00+00:00,True,True,True,False,0,2020-07-09 00:50:00+00:00,9411.7,CEILING_OPEN_EXIT,T10,0.0005001906246647212,-0.14990468766763942,15.0,0.04022988505744283,0.12969348659001
external,BULL,08-12,2020-07-25 08:00:00+00:00,2020-07-25 12:00:00+00:00,2020-07-25 10:35:00+00:00,NO_BOUNDARY_BY_BLOCK_END,9630.37,9569.01,61.36000000000058,9572.078,9565.942000000001,9564.408,9562.874,True,,2020-07-25 10:35:00+00:00,9572.078,False,,False,False,False,True,0,2020-07-25 16:00:00+00:00,9594.86,TIME_EXTENDED_END_OPEN,TIME_EXTENDED,-0.0023800474672271855,-1.590023733613593,325.0,-0.42128422425032785,0.22832464146023607
external,SIDEWAYS,08-12,2020-08-04 08:00:00+00:00,2020-08-04 12:00:00+00:00,2020-08-04 11:45:00+00:00,REBREAK_LOW,11337.0,11206.0,131.0,11212.55,11199.45,11196.175,11192.9,True,,2020-08-04 11:45:00+00:00,11217.3,True,2020-08-04 11:50:00+00:00,True,True,True,False,0,2020-08-04 12:00:00+00:00,11127.9,TIME_ORIGINAL_BLOCK_END_OPEN,TIME_ORIGINAL,0.007969832312588559,3.5849161562942795,15.0,0.596183206106873,1.0448091603053495
external,BULL,04-08,2020-08-06 04:00:00+00:00,2020-08-06 08:00:00+00:00,2020-08-06 04:50:00+00:00,REBREAK_LOW,11813.0,11616.16,196.84000000000012,11626.002,11606.318,11601.396999999999,11596.476,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
external,BULL,12-16,2020-08-07 12:00:00+00:00,2020-08-07 16:00:00+00:00,2020-08-07 14:15:00+00:00,REBREAK_LOW,11855.0,11688.01,166.98999999999978,11696.3595,11679.6605,11675.48575,11671.311,False,REBREAK_BEFORE_FILL,,,False,,False,False,False,False,0,,,NO_TRADE,NONE,,,,,
external,BULL,16-20,2020-08-07 16:00:00+00:00,2020-08-07 20:00:00+00:00,2020-08-07 18:10:00+00:00,REBREAK_LOW,11780.0,11488.0,292.0,11502.6,11473.4,11466.1,11458.8,True,,2020-08-07 18:10:00+00:00,11528.47,True,2020-08-07 18:25:00+00:00,True,True,True,False,0,2020-08-07 18:45:00+00:00,11458.8,CEILING_STOP,T10,0.006043299761373372,2.621649880686686,35.0,0.10000000000000249,0.5790068493150675
external,BULL,08-12,2020-08-09 08:00:00+00:00,2020-08-09 12:00:00+00:00,2020-08-09 10:20:00+00:00,NO_BOUNDARY_BY_BLOCK_END,11750.0,11641.0,109.0,11646.45,11635.55,11632.825,11630.1,True,,2020-08-09 10:20:00+00:00,11660.0,True,2020-08-09 13:05:00+00:00,True,True,True,True,0,2020-08-09 13:10:00+00:00,11647.35,CEILING_OPEN_EXIT,T10,0.0010849056603773272,0.14245283018866362,170.0,-0.058256880733948295,0.1834862385321101
external,SIDEWAYS,16-20,2020-08-09 16:00:00+00:00,2020-08-09 20:00:00+00:00,2020-08-09 18:05:00+00:00,NO_BOUNDARY_BY_BLOCK_END,11694.17,11542.0,152.17000000000007,11549.6085,11534.3915,11530.58725,11526.783,True,,2020-08-09 18:05:00+00:00,11560.98,False,,False,False,False,True,0,2020-08-09 22:20:00+00:00,11695.7,FULL_SL_HIGH_BREAK,HIGH,-0.011652991355404228,-6.226495677702115,255.0,-1.0100545442597137,-0.11270289807451947
external,BULL,04-08,2020-08-11 04:00:00+00:00,2020-08-11 08:00:00+00:00,2020-08-11 05:15:00+00:00,REBREAK_LOW,11944.0,11819.86,124.13999999999942,11826.067000000001,11813.653,11810.549500000001,11807.446,True,,2020-08-11 05:15:00+00:00,11828.0,True,2020-08-11 06:25:00+00:00,True,True,True,False,1,2020-08-11 07:05:00+00:00,11794.2,CEILING_STOP,STRUCTURAL,0.00285762597226913,1.028812986134565,110.0,0.20670211052038,0.7883035282745371
external,SIDEWAYS,00-04,2020-08-21 00:00:00+00:00,2020-08-21 04:00:00+00:00,2020-08-21 01:40:00+00:00,REBREAK_LOW,11888.0,11811.36,76.63999999999942,11815.192000000001,11807.528,11805.612000000001,11803.696,True,,2020-08-21 01:40:00+00:00,11815.192000000001,True,2020-08-21 01:50:00+00:00,True,True,True,False,0,2020-08-21 01:55:00+00:00,11813.0,CEILING_OPEN_EXIT,T10,0.00018552385775880042,-0.3072380711205998,15.0,-0.021398747390389227,0.2395615866388403
external,SIDEWAYS,12-16,2020-08-21 12:00:00+00:00,2020-08-21 16:00:00+00:00,2020-08-21 12:35:00+00:00,REBREAK_LOW,11842.01,11695.7,146.3099999999995,11703.015500000001,11688.3845,11684.726750000002,11681.069000000001,True,,2020-08-21 12:40:00+00:00,11703.015500000001,True,2020-08-21 14:10:00+00:00,True,False,False,True,0,2020-08-21 16:55:00+00:00,11695.7,CEILING_STOP,L,0.0006250953012922704,-0.08745234935386481,255.0,0.0,0.0897409609732832
external,BEAR,16-20,2020-08-22 16:00:00+00:00,2020-08-22 20:00:00+00:00,2020-08-22 16:55:00+00:00,NO_BOUNDARY_BY_BLOCK_END,11645.66,11565.34,80.31999999999971,11569.356,11561.324,11559.316,11557.308,True,,2020-08-22 16:55:00+00:00,11572.3,False,,False,False,False,True,0,2020-08-22 21:35:00+00:00,11678.04,FULL_SL_HIGH_BREAK,HIGH,-0.009137336570949735,-4.968668285474868,280.0,-1.4031374501992173,0.013197211155372193
external,BEAR,04-08,2020-08-23 04:00:00+00:00,2020-08-23 08:00:00+00:00,2020-08-23 05:15:00+00:00,REBREAK_LOW,11695.9,11592.29,103.60999999999876,11597.470500000001,11587.1095,11584.519250000001,11581.929,True,,2020-08-23 05:15:00+00:00,11597.470500000001,True,2020-08-23 05:20:00+00:00,True,False,False,False,0,2020-08-23 05:30:00+00:00,11592.29,CEILING_STOP,L,0.00044669223344869836,-0.17665388327565085,15.0,0.0,0.08860148634302095
external,BULL,16-20,2020-08-24 16:00:00+00:00,2020-08-24 20:00:00+00:00,2020-08-24 18:50:00+00:00,REBREAK_LOW,11825.0,11731.29,93.70999999999913,11735.9755,11726.604500000001,11724.261750000001,11721.919000000002,True,,2020-08-24 18:50:00+00:00,11735.9755,True,2020-08-24 19:05:00+00:00,True,True,True,False,0,2020-08-24 19:20:00+00:00,11721.919000000002,CEILING_STOP,T10,0.0011977274492434632,0.19886372462173152,30.0,0.09999999999999223,0.2633657026998241
external,SIDEWAYS,08-12,2020-08-25 08:00:00+00:00,2020-08-25 12:00:00+00:00,2020-08-25 08:35:00+00:00,NO_BOUNDARY_BY_BLOCK_END,11704.68,11556.0,148.6800000000003,11563.434,11548.566,11544.849,11541.132,True,,2020-08-25 08:35:00+00:00,11566.8,True,2020-08-25 12:15:00+00:00,True,True,True,True,1,2020-08-25 12:45:00+00:00,11511.77,CEILING_STOP,STRUCTURAL,0.004757582045163644,1.9787910225818224,250.0,0.2974845305353745,0.6456820016142037
