partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,F05,T10,F25,filled,cancel_reason,fill_ts,entry_px,actual_reward_px,actual_risk_px,actual_rr,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes
development,BULL,20-00,2023-04-30 20:00:00+00:00,2023-05-01 00:00:00+00:00,2023-04-30 20:20:00+00:00,29860.0,29200.0,660.0,29233.0,29134.0,29365.0,True,,2023-04-30 20:20:00+00:00,29260.2,126.20000000000073,104.79999999999927,1.204198473282458,2023-04-30 21:05:00+00:00,29365.0,SL_F25,-0.003581656994825711,-2.1908284974128556,45.0
development,BEAR,20-00,2023-05-01 20:00:00+00:00,2023-05-02 00:00:00+00:00,2023-05-01 21:05:00+00:00,28402.3,27780.0,622.2999999999993,27811.115,27717.77,27935.575,True,,2023-05-01 21:05:00+00:00,27820.4,102.63000000000102,115.17499999999927,0.891078793140887,2023-05-01 21:35:00+00:00,27935.575,SL_F25,-0.004139947664303866,-2.469973832151933,30.0
development,BEAR,12-16,2023-05-03 12:00:00+00:00,2023-05-03 16:00:00+00:00,2023-05-03 12:20:00+00:00,28758.9,28515.0,243.90000000000143,28527.195,28490.61,28575.975,True,,2023-05-03 12:20:00+00:00,28527.195,36.58499999999913,48.779999999998836,0.75,2023-05-03 12:30:00+00:00,28490.61,TP_T10,0.0012824604732431326,0.24123023662156629,10.0
development,BEAR,16-20,2023-05-07 16:00:00+00:00,2023-05-07 20:00:00+00:00,2023-05-07 19:20:00+00:00,29088.3,28825.0,263.2999999999993,28838.165,28798.67,28890.825,True,,2023-05-07 19:20:00+00:00,28838.165,39.49500000000262,52.659999999999854,0.7500000000000518,2023-05-07 19:50:00+00:00,28890.825,SL_F25,-0.0018260523857880644,-1.313026192894032,30.0
development,BEAR,20-00,2023-05-07 20:00:00+00:00,2023-05-08 00:00:00+00:00,2023-05-07 22:15:00+00:00,29019.9,28753.6,266.3000000000029,28766.914999999997,28726.969999999998,28820.175,True,,2023-05-07 22:15:00+00:00,28766.914999999997,39.94499999999971,53.26000000000204,0.7499999999999658,2023-05-07 22:20:00+00:00,28820.175,SL_F25,-0.001851432452871712,-1.3257162264358562,5.0
development,BEAR,08-12,2023-05-08 08:00:00+00:00,2023-05-08 12:00:00+00:00,2023-05-08 09:20:00+00:00,28249.0,27800.0,449.0,27822.45,27755.1,27912.25,True,,2023-05-08 09:20:00+00:00,27822.45,67.35000000000218,89.79999999999927,0.7500000000000304,2023-05-08 10:00:00+00:00,27912.25,SL_F25,-0.003227609358629426,-2.013804679314713,40.0
development,BEAR,00-04,2023-05-14 00:00:00+00:00,2023-05-14 04:00:00+00:00,2023-05-14 01:00:00+00:00,26928.6,26730.0,198.59999999999852,26739.93,26710.14,26779.649999999998,True,,2023-05-14 01:00:00+00:00,26739.93,29.790000000000873,39.719999999997526,0.7500000000000687,2023-05-14 01:10:00+00:00,26710.14,TP_T10,0.0011140642477374051,0.15703212386870258,10.0
development,BEAR,04-08,2023-05-17 04:00:00+00:00,2023-05-17 08:00:00+00:00,2023-05-17 06:40:00+00:00,27238.5,26969.7,268.7999999999993,26983.14,26942.82,27036.9,True,,2023-05-17 06:45:00+00:00,26983.14,40.31999999999971,53.76000000000204,0.7499999999999661,2023-05-17 07:40:00+00:00,26942.82,TP_T10,0.0014942664196976227,0.34713320984881135,55.0
development,BEAR,08-12,2023-05-19 08:00:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19 11:00:00+00:00,26950.0,26801.5,148.5,26808.925,26786.65,26838.625,True,,2023-05-19 11:00:00+00:00,26810.8,24.149999999997817,27.825000000000728,0.8679245283017857,2023-05-19 11:05:00+00:00,26838.625,SL_F25,-0.0010378280394468173,-0.9189140197234087,5.0
development,BULL,00-04,2023-05-24 00:00:00+00:00,2023-05-24 04:00:00+00:00,2023-05-24 00:55:00+00:00,27244.0,27139.0,105.0,27144.25,27128.5,27165.25,True,,2023-05-24 00:55:00+00:00,27144.25,15.75,21.0,0.75,2023-05-24 01:10:00+00:00,27128.5,TP_T10,0.0005802333827606215,-0.10988330861968931,15.0
development,BEAR,00-04,2023-05-25 00:00:00+00:00,2023-05-25 04:00:00+00:00,2023-05-25 00:50:00+00:00,26476.0,26228.2,247.79999999999927,26240.59,26203.420000000002,26290.15,True,,2023-05-25 00:55:00+00:00,26240.59,37.169999999998254,49.56000000000131,0.7499999999999449,2023-05-25 01:05:00+00:00,26290.15,SL_F25,-0.0018886770457524512,-1.3443385228762255,10.0
development,BEAR,00-04,2023-06-02 00:00:00+00:00,2023-06-02 04:00:00+00:00,2023-06-02 00:45:00+00:00,26934.0,26697.1,236.90000000000143,26708.945,26673.41,26756.324999999997,True,,2023-06-02 00:45:00+00:00,26717.2,43.79000000000087,39.12499999999636,1.1192332268371872,2023-06-02 00:50:00+00:00,26756.324999999997,SL_F25,-0.0014644124384290405,-1.1322062192145204,5.0
development,SIDEWAYS,00-04,2023-06-03 00:00:00+00:00,2023-06-03 04:00:00+00:00,2023-06-03 01:35:00+00:00,27290.0,27132.0,158.0,27139.9,27116.2,27171.5,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BULL,00-04,2023-06-23 00:00:00+00:00,2023-06-23 04:00:00+00:00,2023-06-23 02:15:00+00:00,30260.0,29858.4,401.59999999999854,29878.480000000003,29818.24,29958.800000000003,True,,2023-06-23 02:15:00+00:00,29878.480000000003,60.2400000000016,80.31999999999971,0.7500000000000226,2023-06-23 02:40:00+00:00,29958.800000000003,SL_F25,-0.0026882224263081555,-1.7441112131540777,25.0
development,BULL,20-00,2023-06-23 20:00:00+00:00,2023-06-24 00:00:00+00:00,2023-06-23 22:15:00+00:00,31440.5,30601.0,839.5,30642.975,30517.05,30810.875,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BULL,12-16,2023-06-25 12:00:00+00:00,2023-06-25 16:00:00+00:00,2023-06-25 13:40:00+00:00,30754.2,30565.2,189.0,30574.65,30546.3,30612.45,True,,2023-06-25 13:40:00+00:00,30574.65,28.350000000002183,37.79999999999927,0.7500000000000722,2023-06-25 13:45:00+00:00,30612.45,SL_F25,-0.0012363183225318776,-1.0181591612659389,5.0
development,BULL,16-20,2023-06-28 16:00:00+00:00,2023-06-28 20:00:00+00:00,2023-06-28 19:50:00+00:00,30485.0,29992.5,492.5,30017.125,29943.25,30115.625,True,,2023-06-28 19:50:00+00:00,30043.2,99.95000000000073,72.42499999999927,1.3800483258543559,2023-06-28 20:00:00+00:00,30080.4,TIME,-0.0012382169675667282,-1.0191084837833642,10.0
development,BULL,12-16,2023-07-03 12:00:00+00:00,2023-07-03 16:00:00+00:00,2023-07-03 12:25:00+00:00,30693.7,30577.5,116.20000000000071,30583.31,30565.88,30606.55,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BEAR,04-08,2023-07-09 04:00:00+00:00,2023-07-09 08:00:00+00:00,2023-07-09 06:25:00+00:00,30397.0,30232.1,164.90000000000146,30240.344999999998,30215.609999999997,30273.324999999997,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BULL,00-04,2023-07-12 00:00:00+00:00,2023-07-12 04:00:00+00:00,2023-07-12 01:40:00+00:00,30640.0,30492.8,147.20000000000073,30500.16,30478.079999999998,30529.6,True,,2023-07-12 01:40:00+00:00,30500.16,22.080000000001746,29.43999999999869,0.7500000000000927,2023-07-12 01:50:00+00:00,30529.6,SL_F25,-0.0009652408380808065,-0.8826204190404032,10.0
development,BEAR,04-08,2023-07-18 04:00:00+00:00,2023-07-18 08:00:00+00:00,2023-07-18 04:30:00+00:00,30227.5,30061.3,166.20000000000073,30069.61,30044.68,30102.85,True,,2023-07-18 04:30:00+00:00,30069.61,24.93000000000029,33.23999999999796,0.7500000000000547,2023-07-18 05:00:00+00:00,30102.85,SL_F25,-0.0011054350222699252,-0.9527175111349626,30.0
development,BEAR,12-16,2023-07-25 12:00:00+00:00,2023-07-25 16:00:00+00:00,2023-07-25 12:25:00+00:00,29277.6,29106.3,171.29999999999927,29114.864999999998,29089.17,29149.125,True,,2023-07-25 12:25:00+00:00,29121.5,32.330000000001746,27.625,1.1703167420815113,2023-07-25 13:05:00+00:00,29089.17,TP_T10,0.001110176330202831,0.15508816510141554,40.0
development,SIDEWAYS,16-20,2023-07-31 16:00:00+00:00,2023-07-31 20:00:00+00:00,2023-07-31 16:20:00+00:00,29461.4,29208.9,252.5,29221.525,29183.65,29272.025,True,,2023-07-31 16:20:00+00:00,29225.9,42.25,46.125,0.9159891598915989,2023-07-31 17:25:00+00:00,29183.65,TP_T10,0.0014456355492901843,0.3228177746450921,65.0
development,BULL,04-08,2023-08-02 04:00:00+00:00,2023-08-02 08:00:00+00:00,2023-08-02 04:25:00+00:00,30059.9,29607.6,452.3000000000029,29630.215,29562.37,29720.675,True,,2023-08-02 04:25:00+00:00,29630.215,67.84500000000116,90.45999999999913,0.7500000000000201,2023-08-02 06:55:00+00:00,29562.37,TP_T10,0.0022897235136498727,0.7448617568249364,150.0
development,BEAR,04-08,2023-08-03 04:00:00+00:00,2023-08-03 08:00:00+00:00,2023-08-03 05:40:00+00:00,29273.1,29110.0,163.09999999999854,29118.155,29093.69,29150.775,True,,2023-08-03 05:40:00+00:00,29120.4,26.710000000002765,30.375,0.8793415637860993,2023-08-03 06:40:00+00:00,29093.69,TP_T10,0.0009172264117252085,0.05861320586260427,60.0
development,BEAR,20-00,2023-08-04 20:00:00+00:00,2023-08-05 00:00:00+00:00,2023-08-04 21:00:00+00:00,29273.6,28919.9,353.6999999999971,28937.585000000003,28884.530000000002,29008.325,True,,2023-08-04 21:00:00+00:00,28952.1,67.56999999999607,56.22500000000218,1.2017785682524402,2023-08-04 21:10:00+00:00,29008.325,SL_F25,-0.0019420007529679087,-1.3710003764839542,10.0
development,BEAR,12-16,2023-08-13 12:00:00+00:00,2023-08-13 16:00:00+00:00,2023-08-13 15:05:00+00:00,29400.7,29362.0,38.70000000000073,29363.935,29358.13,29371.675,True,,2023-08-13 15:05:00+00:00,29364.8,6.669999999998254,6.875,0.9701818181815642,2023-08-13 15:25:00+00:00,29358.13,TP_T10,0.00022714270146564097,-0.28642864926717954,20.0
development,BEAR,04-08,2023-08-15 04:00:00+00:00,2023-08-15 08:00:00+00:00,2023-08-15 06:00:00+00:00,29446.5,29355.9,90.59999999999854,29360.43,29346.84,29378.550000000003,True,,2023-08-15 06:00:00+00:00,29360.43,13.590000000000146,18.12000000000262,0.7499999999998996,2023-08-15 06:35:00+00:00,29346.84,TP_T10,0.0004628678803409945,-0.1685660598295028,35.0
development,BEAR,08-12,2023-08-17 08:00:00+00:00,2023-08-17 12:00:00+00:00,2023-08-17 08:40:00+00:00,28694.9,28590.2,104.70000000000071,28595.435,28579.73,28616.375,True,,2023-08-17 08:40:00+00:00,28596.0,16.270000000000437,20.375,0.7985276073619846,2023-08-17 08:50:00+00:00,28579.73,TP_T10,0.0005689606938033444,-0.11551965309832785,10.0
development,BEAR,12-16,2023-08-17 12:00:00+00:00,2023-08-17 16:00:00+00:00,2023-08-17 12:30:00+00:00,28627.8,28469.2,158.59999999999854,28477.13,28453.34,28508.85,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BEAR,04-08,2023-08-21 04:00:00+00:00,2023-08-21 08:00:00+00:00,2023-08-21 04:15:00+00:00,26183.2,26052.5,130.70000000000073,26059.035,26039.43,26085.175,True,,2023-08-21 04:15:00+00:00,26062.5,23.06999999999971,22.674999999999272,1.0174200661521697,2023-08-21 04:30:00+00:00,26039.43,TP_T10,0.0008851798561150967,0.042589928057548354,15.0
development,BEAR,12-16,2023-08-23 12:00:00+00:00,2023-08-23 16:00:00+00:00,2023-08-23 13:50:00+00:00,26085.6,25887.4,198.1999999999971,25897.31,25867.58,25936.95,True,,2023-08-23 13:50:00+00:00,25918.1,50.5199999999968,18.850000000002183,2.680106100795276,2023-08-23 13:55:00+00:00,25936.95,SL_F25,-0.0007272909665446998,-0.7636454832723498,5.0
development,BEAR,08-12,2023-08-26 08:00:00+00:00,2023-08-26 12:00:00+00:00,2023-08-26 11:20:00+00:00,26079.2,26033.7,45.5,26035.975000000002,26029.15,26045.075,True,,2023-08-26 11:20:00+00:00,26038.2,9.049999999999272,6.875,1.3163636363635305,2023-08-26 11:30:00+00:00,26029.15,TP_T10,0.0003475662680215711,-0.22621686598921448,10.0
development,SIDEWAYS,00-04,2023-08-28 00:00:00+00:00,2023-08-28 04:00:00+00:00,2023-08-28 00:45:00+00:00,26123.8,26025.2,98.59999999999854,26030.13,26015.34,26049.85,True,,2023-08-28 00:45:00+00:00,26030.13,14.790000000000873,19.719999999997526,0.7500000000001383,2023-08-28 00:55:00+00:00,26015.34,TP_T10,0.0005681877117018191,-0.1159061441490905,10.0
development,BULL,00-04,2023-08-30 00:00:00+00:00,2023-08-30 04:00:00+00:00,2023-08-30 01:45:00+00:00,27875.0,27517.5,357.5,27535.375,27481.75,27606.875,True,,2023-08-30 01:45:00+00:00,27535.375,53.625,71.5,0.75,2023-08-30 02:15:00+00:00,27481.75,TP_T10,0.0019474948134899199,0.5737474067449599,30.0
development,BEAR,00-04,2023-09-04 00:00:00+00:00,2023-09-04 04:00:00+00:00,2023-09-04 00:40:00+00:00,26135.2,25915.0,220.20000000000076,25926.01,25892.98,25970.05,True,,2023-09-04 00:40:00+00:00,25926.01,33.029999999998836,44.04000000000087,0.7499999999999587,2023-09-04 00:55:00+00:00,25892.98,TP_T10,0.001274010154281312,0.237005077140656,15.0
development,BEAR,12-16,2023-09-04 12:00:00+00:00,2023-09-04 16:00:00+00:00,2023-09-04 12:25:00+00:00,26000.0,25845.2,154.79999999999927,25852.940000000002,25829.72,25883.9,True,,2023-09-04 12:25:00+00:00,25852.940000000002,23.220000000001164,30.959999999999127,0.7500000000000587,2023-09-04 12:50:00+00:00,25829.72,TP_T10,0.0008981570374588407,0.04907851872942032,25.0
development,BEAR,20-00,2023-09-05 20:00:00+00:00,2023-09-06 00:00:00+00:00,2023-09-05 20:45:00+00:00,25837.7,25668.0,169.70000000000073,25676.485,25651.03,25710.425,True,,2023-09-05 20:45:00+00:00,25677.7,26.67000000000189,32.724999999998545,0.8149732620321796,2023-09-05 21:10:00+00:00,25710.425,SL_F25,-0.0012744521510882417,-1.0372260755441207,25.0
development,BEAR,04-08,2023-09-06 04:00:00+00:00,2023-09-06 08:00:00+00:00,2023-09-06 04:25:00+00:00,25858.5,25758.1,100.40000000000146,25763.12,25748.059999999998,25783.199999999997,True,,2023-09-06 04:25:00+00:00,25777.9,29.840000000003783,5.299999999995634,5.630188679250635,2023-09-06 04:50:00+00:00,25748.059999999998,TP_T10,0.0011575807183674303,0.1787903591837151,25.0
development,BEAR,08-12,2023-09-06 08:00:00+00:00,2023-09-06 12:00:00+00:00,2023-09-06 09:20:00+00:00,25780.9,25711.0,69.90000000000146,25714.495,25704.01,25728.475,True,,2023-09-06 09:20:00+00:00,25714.495,10.485000000000582,13.979999999999563,0.7500000000000651,2023-09-06 09:30:00+00:00,25704.01,TP_T10,0.000407746681395088,-0.19612665930245604,10.0
development,BEAR,12-16,2023-09-10 12:00:00+00:00,2023-09-10 16:00:00+00:00,2023-09-10 13:30:00+00:00,25856.1,25780.0,76.09999999999854,25783.805,25772.39,25799.025,True,,2023-09-10 13:30:00+00:00,25787.8,15.409999999999854,11.225000000002183,1.3728285077948204,2023-09-10 13:50:00+00:00,25799.025,SL_F25,-0.00043528335104205026,-0.6176416755210251,20.0
development,BULL,08-12,2023-09-21 08:00:00+00:00,2023-09-21 12:00:00+00:00,2023-09-21 08:15:00+00:00,27092.4,26966.1,126.30000000000292,26972.414999999997,26953.469999999998,26997.675,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BEAR,20-00,2023-09-21 20:00:00+00:00,2023-09-22 00:00:00+00:00,2023-09-21 20:40:00+00:00,26685.7,26530.8,154.90000000000146,26538.545,26515.309999999998,26569.525,True,,2023-09-21 20:40:00+00:00,26538.545,23.235000000000582,30.9800000000032,0.7499999999999413,2023-09-21 20:50:00+00:00,26569.525,SL_F25,-0.001167358647582345,-0.9836793237911725,10.0
development,BEAR,12-16,2023-09-22 12:00:00+00:00,2023-09-22 16:00:00+00:00,2023-09-22 13:10:00+00:00,26737.7,26573.0,164.70000000000073,26581.235,26556.53,26614.175,True,,2023-09-22 13:10:00+00:00,26584.4,27.87000000000262,29.774999999997817,0.9360201511336579,2023-09-22 13:45:00+00:00,26556.53,TP_T10,0.0010483591880953724,0.12417959404768619,35.0
development,BEAR,12-16,2023-09-23 12:00:00+00:00,2023-09-23 16:00:00+00:00,2023-09-23 15:35:00+00:00,26583.7,26540.9,42.79999999999927,26543.04,26536.620000000003,26551.600000000002,True,,2023-09-23 15:35:00+00:00,26546.6,9.979999999995925,5.000000000003638,1.995999999997733,2023-09-23 15:50:00+00:00,26551.600000000002,SL_F25,-0.00018834803703689506,-0.49417401851844756,15.0
development,BEAR,00-04,2023-09-25 00:00:00+00:00,2023-09-25 04:00:00+00:00,2023-09-25 00:45:00+00:00,26512.0,26081.0,431.0,26102.55,26037.9,26188.75,True,,2023-09-25 00:45:00+00:00,26120.2,82.29999999999927,68.54999999999927,1.2005835156819862,2023-09-25 01:00:00+00:00,26188.75,SL_F25,-0.0026244056324223886,-1.7122028162111942,15.0
development,BEAR,12-16,2023-09-26 12:00:00+00:00,2023-09-26 16:00:00+00:00,2023-09-26 14:05:00+00:00,26322.4,26170.1,152.3000000000029,26177.715,26154.87,26208.175,True,,2023-09-26 14:05:00+00:00,26183.1,28.229999999999563,25.075000000000728,1.1258225324027415,2023-09-26 14:10:00+00:00,26142.9,TP_GAP_OPEN,0.0015353414989056717,0.36767074945283584,5.0
development,BULL,12-16,2023-09-30 12:00:00+00:00,2023-09-30 16:00:00+00:00,2023-09-30 13:15:00+00:00,26987.6,26906.0,81.59999999999854,26910.08,26897.84,26926.4,True,,2023-09-30 13:15:00+00:00,26910.08,12.2400000000016,16.31999999999971,0.7500000000001115,2023-09-30 13:35:00+00:00,26926.4,SL_F25,-0.0006064641948295846,-0.7032320974147923,20.0
development,BULL,12-16,2023-10-03 12:00:00+00:00,2023-10-03 16:00:00+00:00,2023-10-03 12:25:00+00:00,27630.0,27458.3,171.70000000000073,27466.885,27441.129999999997,27501.225,True,,2023-10-03 12:25:00+00:00,27470.0,28.87000000000262,31.224999999998545,0.9245796637311118,2023-10-03 12:30:00+00:00,27501.225,SL_F25,-0.00113669457590093,-0.968347287950465,5.0
development,SIDEWAYS,08-12,2023-10-09 08:00:00+00:00,2023-10-09 12:00:00+00:00,2023-10-09 08:40:00+00:00,27934.0,27800.0,134.0,27806.7,27786.6,27833.5,True,,2023-10-09 08:40:00+00:00,27817.2,30.600000000002183,16.299999999999272,1.8773006134971502,2023-10-09 08:45:00+00:00,27775.6,TP_GAP_OPEN,0.0014954776181643798,0.3477388090821899,5.0
development,BEAR,12-16,2023-10-09 12:00:00+00:00,2023-10-09 16:00:00+00:00,2023-10-09 13:10:00+00:00,27834.8,27392.0,442.7999999999993,27414.14,27347.72,27502.7,True,,2023-10-09 13:10:00+00:00,27438.3,90.57999999999811,64.40000000000146,1.4065217391303737,2023-10-09 13:45:00+00:00,27502.7,SL_F25,-0.002347084185244766,-1.5735420926223829,35.0
development,BEAR,12-16,2023-10-10 12:00:00+00:00,2023-10-10 16:00:00+00:00,2023-10-10 12:15:00+00:00,27727.3,27486.5,240.79999999999927,27498.54,27462.42,27546.7,True,,2023-10-10 12:15:00+00:00,27505.8,43.38000000000102,40.900000000001455,1.0606356968215032,2023-10-10 12:50:00+00:00,27462.42,TP_T10,0.001577121916105004,0.388560958052502,35.0
development,BEAR,08-12,2023-10-12 08:00:00+00:00,2023-10-12 12:00:00+00:00,2023-10-12 10:10:00+00:00,26909.9,26768.8,141.10000000000218,26775.855,26754.69,26804.075,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BEAR,12-16,2023-10-15 12:00:00+00:00,2023-10-15 16:00:00+00:00,2023-10-15 12:30:00+00:00,26909.6,26830.1,79.5,26834.074999999997,26822.149999999998,26849.975,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BULL,12-16,2023-10-17 12:00:00+00:00,2023-10-17 16:00:00+00:00,2023-10-17 12:45:00+00:00,28605.0,28339.0,266.0,28352.3,28312.4,28405.5,True,,2023-10-17 12:45:00+00:00,28352.3,39.89999999999782,53.20000000000073,0.7499999999999487,2023-10-17 13:00:00+00:00,28312.4,TP_T10,0.0014072932354693558,0.30364661773467794,15.0
development,BULL,00-04,2023-10-18 00:00:00+00:00,2023-10-18 04:00:00+00:00,2023-10-18 01:00:00+00:00,28544.3,28360.0,184.29999999999927,28369.215,28341.57,28406.075,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,
development,BULL,00-04,2023-10-20 00:00:00+00:00,2023-10-20 04:00:00+00:00,2023-10-20 01:20:00+00:00,28883.7,28579.1,304.6000000000022,28594.329999999998,28548.64,28655.25,True,,2023-10-20 01:20:00+00:00,28594.329999999998,45.68999999999869,60.92000000000189,0.7499999999999553,2023-10-20 02:15:00+00:00,28655.25,SL_F25,-0.00213049230389388,-1.46524615194694,55.0
development,BULL,08-12,2023-10-26 08:00:00+00:00,2023-10-26 12:00:00+00:00,2023-10-26 10:15:00+00:00,34809.4,34401.7,407.7000000000044,34422.085,34360.92999999999,34503.625,True,,2023-10-26 10:15:00+00:00,34426.0,65.07000000000698,77.625,0.8382608695653073,2023-10-26 10:40:00+00:00,34360.92999999999,TP_T10,0.0018901411723699234,0.5450705861849616,25.0
development,BULL,04-08,2023-11-01 04:00:00+00:00,2023-11-01 08:00:00+00:00,2023-11-01 05:25:00+00:00,34684.0,34406.4,277.59999999999854,34420.28,34378.64,34475.8,True,,2023-11-01 05:25:00+00:00,34442.9,64.26000000000204,32.900000000001455,1.9531914893616777,2023-11-01 05:45:00+00:00,34378.64,TP_T10,0.001865696558652205,0.5328482793261025,20.0
development,BULL,16-20,2023-11-06 16:00:00+00:00,2023-11-06 20:00:00+00:00,2023-11-06 18:25:00+00:00,35281.5,34911.0,370.5,34929.525,34873.95,35003.625,True,,2023-11-06 18:25:00+00:00,34929.525,55.575000000004366,74.09999999999854,0.7500000000000736,2023-11-06 18:50:00+00:00,35003.625,SL_F25,-0.0021214144767212994,-1.4607072383606496,25.0
development,SIDEWAYS,12-16,2023-11-13 12:00:00+00:00,2023-11-13 16:00:00+00:00,2023-11-13 14:50:00+00:00,37065.9,36710.0,355.90000000000146,36727.795,36674.41,36798.975,True,,2023-11-13 14:50:00+00:00,36744.7,70.2899999999936,54.275000000001455,1.2950713956700455,2023-11-13 14:55:00+00:00,36798.975,SL_F25,-0.0014770837699042709,-1.1385418849521356,5.0
development,BULL,08-12,2023-11-16 08:00:00+00:00,2023-11-16 12:00:00+00:00,2023-11-16 08:40:00+00:00,37645.9,37351.0,294.90000000000146,37365.745,37321.51,37424.725,True,,2023-11-16 08:40:00+00:00,37369.9,48.38999999999942,54.82499999999709,0.8826265389877244,2023-11-16 08:55:00+00:00,37424.725,SL_F25,-0.0014670898236280293,-1.1335449118140146,15.0
development,SIDEWAYS,16-20,2023-11-16 16:00:00+00:00,2023-11-16 20:00:00+00:00,2023-11-16 18:30:00+00:00,37352.5,36251.0,1101.5,36306.075,36140.85,36526.375,True,,2023-11-16 18:30:00+00:00,36306.075,165.22499999999854,220.3000000000029,0.7499999999999835,2023-11-16 18:55:00+00:00,36140.85,TP_T10,0.004550891276459892,1.8754456382299463,25.0
development,BULL,12-16,2023-11-20 12:00:00+00:00,2023-11-20 16:00:00+00:00,2023-11-20 14:30:00+00:00,37445.5,37070.1,375.4000000000015,37088.869999999995,37032.56,37163.95,True,,2023-11-20 14:30:00+00:00,37135.9,103.34000000000378,28.049999999995634,3.6841354723714748,2023-11-20 14:35:00+00:00,37163.95,SL_F25,-0.0007553337875208526,-0.7776668937604263,5.0
development,SIDEWAYS,16-20,2023-11-26 16:00:00+00:00,2023-11-26 20:00:00+00:00,2023-11-26 16:45:00+00:00,37669.8,37248.0,421.8000000000029,37269.09,37205.82,37353.45,True,,2023-11-26 16:45:00+00:00,37269.09,63.2699999999968,84.36000000000058,0.7499999999999569,2023-11-26 16:50:00+00:00,37194.7,TP_GAP_OPEN,0.00199602405102994,0.59801202551497,5.0
development,BEAR,04-08,2023-11-27 04:00:00+00:00,2023-11-27 08:00:00+00:00,2023-11-27 07:40:00+00:00,37560.0,37174.2,385.8000000000029,37193.49,37135.619999999995,37270.649999999994,True,,2023-11-27 07:40:00+00:00,37218.2,82.58000000000175,52.44999999999709,1.5744518589133714,2023-11-27 07:50:00+00:00,37270.649999999994,SL_F25,-0.0014092567614768339,-1.104628380738417,10.0
development,BULL,00-04,2023-12-02 00:00:00+00:00,2023-12-02 04:00:00+00:00,2023-12-02 00:35:00+00:00,38888.0,38622.3,265.6999999999971,38635.58500000001,38595.73,38688.725000000006,True,,2023-12-02 00:35:00+00:00,38644.5,48.7699999999968,44.22500000000582,1.1027699265119362,2023-12-02 00:50:00+00:00,38688.725000000006,SL_F25,-0.0011444060603709666,-0.9722030301854834,15.0
development,BULL,04-08,2023-12-06 04:00:00+00:00,2023-12-06 08:00:00+00:00,2023-12-06 06:15:00+00:00,44160.1,43569.2,590.9000000000015,43598.744999999995,43510.11,43716.924999999996,True,,2023-12-06 06:15:00+00:00,43601.5,91.38999999999942,115.42499999999563,0.7917695473251278,2023-12-06 06:25:00+00:00,43510.11,TP_T10,0.002096028806348392,0.648014403174196,10.0
development,BULL,20-00,2023-12-09 20:00:00+00:00,2023-12-10 00:00:00+00:00,2023-12-09 20:40:00+00:00,44131.0,43903.6,227.40000000000143,43914.97,43880.86,43960.45,True,,2023-12-09 20:40:00+00:00,43955.4,74.54000000000087,5.049999999995634,14.760396039616893,2023-12-09 20:45:00+00:00,43960.45,SL_F25,-0.00011488918312643348,-0.45744459156321676,5.0
development,BEAR,16-20,2023-12-11 16:00:00+00:00,2023-12-11 20:00:00+00:00,2023-12-11 16:25:00+00:00,42398.3,41682.2,716.1000000000058,41718.005,41610.59,41861.225,True,,2023-12-11 16:25:00+00:00,41718.005,107.41500000000087,143.22000000000116,0.75,2023-12-11 16:40:00+00:00,41861.225,SL_F25,-0.0034330500703473516,-2.1165250351736757,15.0
development,BEAR,16-20,2023-12-12 16:00:00+00:00,2023-12-12 20:00:00+00:00,2023-12-12 18:15:00+00:00,42085.9,41171.2,914.7000000000044,41216.935,41079.729999999996,41399.875,True,,2023-12-12 18:15:00+00:00,41216.935,137.20500000000175,182.94000000000233,0.75,2023-12-12 18:30:00+00:00,41399.875,SL_F25,-0.0044384668583436,-2.6192334291718,15.0
development,BEAR,08-12,2023-12-16 08:00:00+00:00,2023-12-16 12:00:00+00:00,2023-12-16 08:50:00+00:00,42380.9,42162.1,218.8000000000029,42173.04,42140.22,42216.8,True,,2023-12-16 08:50:00+00:00,42195.5,55.279999999998836,21.30000000000291,2.5953051643188396,2023-12-16 09:05:00+00:00,42216.8,SL_F25,-0.0005047931651480113,-0.6523965825740057,15.0
development,BEAR,04-08,2023-12-17 04:00:00+00:00,2023-12-17 08:00:00+00:00,2023-12-17 06:00:00+00:00,42322.2,41880.0,442.1999999999971,41902.11,41835.78,41990.55,True,,2023-12-17 06:00:00+00:00,41919.0,83.22000000000116,71.55000000000291,1.1631027253668453,2023-12-17 06:10:00+00:00,41990.55,SL_F25,-0.001706863236241392,-1.253431618120696,10.0
