partition,date_utc,signal_ts,window_status,entry_name,entry_fraction,planned_entry_px,H,L,eligible_start,h2_bar_start,opposite_break_bar_start,filled,entry_ts,entry_px,target_hit,terminal,minutes_to_h2,reward_range_frac,min_post_entry_frac,adverse_excursion_range_frac,window_id
august,2026-08-20,2026-08-20 15:35:00+00:00,H2_ARRIVAL,F85,0.85,2308.289,2318.78,2248.84,2026-08-20 15:40:00+00:00,2026-08-20 15:45:00+00:00,,False,,,False,H2_ARRIVAL,,0.15000000000000002,,,august|2026-08-20|2026-08-20T15:35:00+00:00
august,2026-08-20,2026-08-20 15:35:00+00:00,H2_ARRIVAL,F80,0.8,2304.7920000000004,2318.78,2248.84,2026-08-20 15:40:00+00:00,2026-08-20 15:45:00+00:00,,True,2026-08-20 15:40:00+00:00,2304.7920000000004,True,H2_ARRIVAL,5.0,0.19999999999999996,0.7374892765227321,0.06251072347726794,august|2026-08-20|2026-08-20T15:35:00+00:00
august,2026-08-20,2026-08-20 15:35:00+00:00,H2_ARRIVAL,F75,0.75,2301.295,2318.78,2248.84,2026-08-20 15:40:00+00:00,2026-08-20 15:45:00+00:00,,True,2026-08-20 15:40:00+00:00,2301.295,True,H2_ARRIVAL,5.0,0.25,0.7374892765227321,0.012510723477267893,august|2026-08-20|2026-08-20T15:35:00+00:00
august,2026-08-24,2026-08-24 14:25:00+00:00,H2_ARRIVAL,F95,0.95,2515.7505,2520.0,2435.01,2026-08-24 14:30:00+00:00,2026-08-24 14:30:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,,august|2026-08-24|2026-08-24T14:25:00+00:00
august,2026-08-24,2026-08-24 14:25:00+00:00,H2_ARRIVAL,F90,0.9,2511.501,2520.0,2435.01,2026-08-24 14:30:00+00:00,2026-08-24 14:30:00+00:00,,False,,,False,H2_ARRIVAL,,0.09999999999999998,,,august|2026-08-24|2026-08-24T14:25:00+00:00
august,2026-08-24,2026-08-24 14:25:00+00:00,H2_ARRIVAL,F85,0.85,2507.2515,2520.0,2435.01,2026-08-24 14:30:00+00:00,2026-08-24 14:30:00+00:00,,False,,,False,H2_ARRIVAL,,0.15000000000000002,,,august|2026-08-24|2026-08-24T14:25:00+00:00
august,2026-08-24,2026-08-24 14:25:00+00:00,H2_ARRIVAL,F80,0.8,2503.002,2520.0,2435.01,2026-08-24 14:30:00+00:00,2026-08-24 14:30:00+00:00,,False,,,False,H2_ARRIVAL,,0.19999999999999996,,,august|2026-08-24|2026-08-24T14:25:00+00:00
august,2026-08-24,2026-08-24 14:25:00+00:00,H2_ARRIVAL,F75,0.75,2498.7525,2520.0,2435.01,2026-08-24 14:30:00+00:00,2026-08-24 14:30:00+00:00,,False,,,False,H2_ARRIVAL,,0.25,,,august|2026-08-24|2026-08-24T14:25:00+00:00
development,2022-01-03,2022-01-03 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F95,0.95,3841.937,3844.67,3790.01,2022-01-03 14:45:00+00:00,,2022-01-03 15:05:00+00:00,False,,,False,OPPOSITE_BREAK_BEFORE_H2,,0.050000000000000044,,,development|2022-01-03|2022-01-03T14:40:00+00:00
development,2022-01-03,2022-01-03 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F90,0.9,3839.204,3844.67,3790.01,2022-01-03 14:45:00+00:00,,2022-01-03 15:05:00+00:00,True,2022-01-03 14:45:00+00:00,3839.204,False,OPPOSITE_BREAK_BEFORE_H2,,0.09999999999999998,0.18386388583973204,0.716136114160268,development|2022-01-03|2022-01-03T14:40:00+00:00
development,2022-01-03,2022-01-03 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F85,0.85,3836.471,3844.67,3790.01,2022-01-03 14:45:00+00:00,,2022-01-03 15:05:00+00:00,True,2022-01-03 14:45:00+00:00,3836.471,False,OPPOSITE_BREAK_BEFORE_H2,,0.15000000000000002,0.18386388583973204,0.666136114160268,development|2022-01-03|2022-01-03T14:40:00+00:00
development,2022-01-03,2022-01-03 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F80,0.8,3833.7380000000003,3844.67,3790.01,2022-01-03 14:45:00+00:00,,2022-01-03 15:05:00+00:00,True,2022-01-03 14:45:00+00:00,3833.7380000000003,False,OPPOSITE_BREAK_BEFORE_H2,,0.19999999999999996,0.18386388583973204,0.616136114160268,development|2022-01-03|2022-01-03T14:40:00+00:00
development,2022-01-03,2022-01-03 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F75,0.75,3831.005,3844.67,3790.01,2022-01-03 14:45:00+00:00,,2022-01-03 15:05:00+00:00,True,2022-01-03 14:45:00+00:00,3831.005,False,OPPOSITE_BREAK_BEFORE_H2,,0.25,0.18386388583973204,0.566136114160268,development|2022-01-03|2022-01-03T14:40:00+00:00
development,2022-01-06,2022-01-06 18:50:00+00:00,H2_ARRIVAL,F95,0.95,3446.8179999999998,3454.95,3292.31,2022-01-06 18:55:00+00:00,2022-01-06 18:55:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,,development|2022-01-06|2022-01-06T18:50:00+00:00
development,2022-01-06,2022-01-06 18:50:00+00:00,H2_ARRIVAL,F90,0.9,3438.6859999999997,3454.95,3292.31,2022-01-06 18:55:00+00:00,2022-01-06 18:55:00+00:00,,False,,,False,H2_ARRIVAL,,0.09999999999999998,,,development|2022-01-06|2022-01-06T18:50:00+00:00
development,2022-01-06,2022-01-06 18:50:00+00:00,H2_ARRIVAL,F85,0.85,3430.5539999999996,3454.95,3292.31,2022-01-06 18:55:00+00:00,2022-01-06 18:55:00+00:00,,False,,,False,H2_ARRIVAL,,0.15000000000000002,,,development|2022-01-06|2022-01-06T18:50:00+00:00
development,2022-01-06,2022-01-06 18:50:00+00:00,H2_ARRIVAL,F80,0.8,3422.422,3454.95,3292.31,2022-01-06 18:55:00+00:00,2022-01-06 18:55:00+00:00,,False,,,False,H2_ARRIVAL,,0.19999999999999996,,,development|2022-01-06|2022-01-06T18:50:00+00:00
development,2022-01-06,2022-01-06 18:50:00+00:00,H2_ARRIVAL,F75,0.75,3414.29,3454.95,3292.31,2022-01-06 18:55:00+00:00,2022-01-06 18:55:00+00:00,,False,,,False,H2_ARRIVAL,,0.25,,,development|2022-01-06|2022-01-06T18:50:00+00:00
development,2022-01-19,2022-01-19 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F95,0.95,3137.9480000000003,3142.84,3045.0,,,,False,,,False,NO_CLEAN_WINDOW,,0.050000000000000044,,,development|2022-01-19|2022-01-19T14:35:00+00:00
development,2022-01-19,2022-01-19 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F90,0.9,3133.056,3142.84,3045.0,,,,False,,,False,NO_CLEAN_WINDOW,,0.09999999999999998,,,development|2022-01-19|2022-01-19T14:35:00+00:00
development,2022-01-19,2022-01-19 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F85,0.85,3128.164,3142.84,3045.0,,,,False,,,False,NO_CLEAN_WINDOW,,0.15000000000000002,,,development|2022-01-19|2022-01-19T14:35:00+00:00
development,2022-01-19,2022-01-19 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F80,0.8,3123.272,3142.84,3045.0,,,,False,,,False,NO_CLEAN_WINDOW,,0.19999999999999996,,,development|2022-01-19|2022-01-19T14:35:00+00:00
development,2022-01-19,2022-01-19 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F75,0.75,3118.38,3142.84,3045.0,,,,False,,,False,NO_CLEAN_WINDOW,,0.25,,,development|2022-01-19|2022-01-19T14:35:00+00:00
development,2022-01-25,2022-01-25 14:40:00+00:00,H2_ARRIVAL,F95,0.95,2456.2464999999997,2460.7,2371.63,2022-01-25 14:50:00+00:00,2022-01-25 17:20:00+00:00,,True,2022-01-25 17:05:00+00:00,2456.2464999999997,True,H2_ARRIVAL,15.0,0.050000000000000044,0.758055461996185,0.19194453800381495,development|2022-01-25|2022-01-25T14:40:00+00:00
development,2022-01-25,2022-01-25 14:40:00+00:00,H2_ARRIVAL,F90,0.9,2451.7929999999997,2460.7,2371.63,2022-01-25 14:50:00+00:00,2022-01-25 17:20:00+00:00,,True,2022-01-25 16:20:00+00:00,2451.7929999999997,True,H2_ARRIVAL,60.0,0.09999999999999998,0.599528460761202,0.300471539238798,development|2022-01-25|2022-01-25T14:40:00+00:00
development,2022-01-25,2022-01-25 14:40:00+00:00,H2_ARRIVAL,F85,0.85,2447.3395,2460.7,2371.63,2022-01-25 14:50:00+00:00,2022-01-25 17:20:00+00:00,,True,2022-01-25 16:15:00+00:00,2447.3395,True,H2_ARRIVAL,65.0,0.15000000000000002,0.5862804535758389,0.26371954642416107,development|2022-01-25|2022-01-25T14:40:00+00:00
development,2022-01-25,2022-01-25 14:40:00+00:00,H2_ARRIVAL,F80,0.8,2442.886,2460.7,2371.63,2022-01-25 14:50:00+00:00,2022-01-25 17:20:00+00:00,,True,2022-01-25 16:15:00+00:00,2442.886,True,H2_ARRIVAL,65.0,0.19999999999999996,0.5862804535758389,0.21371954642416113,development|2022-01-25|2022-01-25T14:40:00+00:00
development,2022-01-25,2022-01-25 14:40:00+00:00,H2_ARRIVAL,F75,0.75,2438.4325,2460.7,2371.63,2022-01-25 14:50:00+00:00,2022-01-25 17:20:00+00:00,,True,2022-01-25 15:45:00+00:00,2438.4325,True,H2_ARRIVAL,95.0,0.25,0.44212417199955356,0.30787582800044644,development|2022-01-25|2022-01-25T14:40:00+00:00
development,2022-01-26,2022-01-26 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F95,0.95,2585.6925,2592.36,2459.01,,,,False,,,False,NO_CLEAN_WINDOW,,0.050000000000000044,,,development|2022-01-26|2022-01-26T13:35:00+00:00
development,2022-01-26,2022-01-26 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F90,0.9,2579.025,2592.36,2459.01,,,,False,,,False,NO_CLEAN_WINDOW,,0.09999999999999998,,,development|2022-01-26|2022-01-26T13:35:00+00:00
development,2022-01-26,2022-01-26 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F85,0.85,2572.3575,2592.36,2459.01,,,,False,,,False,NO_CLEAN_WINDOW,,0.15000000000000002,,,development|2022-01-26|2022-01-26T13:35:00+00:00
development,2022-01-26,2022-01-26 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F80,0.8,2565.69,2592.36,2459.01,,,,False,,,False,NO_CLEAN_WINDOW,,0.19999999999999996,,,development|2022-01-26|2022-01-26T13:35:00+00:00
development,2022-01-26,2022-01-26 13:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F75,0.75,2559.0225,2592.36,2459.01,,,,False,,,False,NO_CLEAN_WINDOW,,0.25,,,development|2022-01-26|2022-01-26T13:35:00+00:00
development,2022-02-01,2022-02-01 13:45:00+00:00,H2_ARRIVAL,F95,0.95,2791.0795,2795.0,2716.59,2022-02-01 13:50:00+00:00,2022-02-01 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,,development|2022-02-01|2022-02-01T13:45:00+00:00
development,2022-02-01,2022-02-01 13:45:00+00:00,H2_ARRIVAL,F90,0.9,2787.159,2795.0,2716.59,2022-02-01 13:50:00+00:00,2022-02-01 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.09999999999999998,,,development|2022-02-01|2022-02-01T13:45:00+00:00
development,2022-02-01,2022-02-01 13:45:00+00:00,H2_ARRIVAL,F85,0.85,2783.2385,2795.0,2716.59,2022-02-01 13:50:00+00:00,2022-02-01 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.15000000000000002,,,development|2022-02-01|2022-02-01T13:45:00+00:00
development,2022-02-01,2022-02-01 13:45:00+00:00,H2_ARRIVAL,F80,0.8,2779.318,2795.0,2716.59,2022-02-01 13:50:00+00:00,2022-02-01 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.19999999999999996,,,development|2022-02-01|2022-02-01T13:45:00+00:00
development,2022-02-01,2022-02-01 13:45:00+00:00,H2_ARRIVAL,F75,0.75,2775.3975,2795.0,2716.59,2022-02-01 13:50:00+00:00,2022-02-01 13:50:00+00:00,,False,,,False,H2_ARRIVAL,,0.25,,,development|2022-02-01|2022-02-01T13:45:00+00:00
development,2022-02-09,2022-02-09 14:45:00+00:00,H2_ARRIVAL,F95,0.95,3201.1710000000003,3208.26,3066.48,2022-02-09 14:55:00+00:00,2022-02-09 16:45:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,,development|2022-02-09|2022-02-09T14:45:00+00:00
development,2022-02-09,2022-02-09 14:45:00+00:00,H2_ARRIVAL,F90,0.9,3194.0820000000003,3208.26,3066.48,2022-02-09 14:55:00+00:00,2022-02-09 16:45:00+00:00,,True,2022-02-09 14:55:00+00:00,3194.0820000000003,True,H2_ARRIVAL,110.0,0.09999999999999998,0.6694174072506681,0.2305825927493319,development|2022-02-09|2022-02-09T14:45:00+00:00
development,2022-02-09,2022-02-09 14:45:00+00:00,H2_ARRIVAL,F85,0.85,3186.9930000000004,3208.26,3066.48,2022-02-09 14:55:00+00:00,2022-02-09 16:45:00+00:00,,True,2022-02-09 14:55:00+00:00,3186.9930000000004,True,H2_ARRIVAL,110.0,0.15000000000000002,0.6694174072506681,0.18058259274933186,development|2022-02-09|2022-02-09T14:45:00+00:00
development,2022-02-09,2022-02-09 14:45:00+00:00,H2_ARRIVAL,F80,0.8,3179.904,3208.26,3066.48,2022-02-09 14:55:00+00:00,2022-02-09 16:45:00+00:00,,True,2022-02-09 15:10:00+00:00,3179.904,True,H2_ARRIVAL,95.0,0.19999999999999996,0.6694174072506681,0.13058259274933193,development|2022-02-09|2022-02-09T14:45:00+00:00
development,2022-02-09,2022-02-09 14:45:00+00:00,H2_ARRIVAL,F75,0.75,3172.815,3208.26,3066.48,2022-02-09 14:55:00+00:00,2022-02-09 16:45:00+00:00,,True,2022-02-09 15:15:00+00:00,3172.815,True,H2_ARRIVAL,90.0,0.25,0.6694174072506681,0.08058259274933188,development|2022-02-09|2022-02-09T14:45:00+00:00
development,2022-02-14,2022-02-14 13:35:00+00:00,H2_ARRIVAL,F95,0.95,2938.417,2943.33,2845.07,2022-02-14 13:40:00+00:00,2022-02-14 14:05:00+00:00,,True,2022-02-14 13:55:00+00:00,2938.417,True,H2_ARRIVAL,10.0,0.050000000000000044,0.891919397516793,0.0580806024832069,development|2022-02-14|2022-02-14T13:35:00+00:00
development,2022-02-14,2022-02-14 13:35:00+00:00,H2_ARRIVAL,F90,0.9,2933.504,2943.33,2845.07,2022-02-14 13:40:00+00:00,2022-02-14 14:05:00+00:00,,True,2022-02-14 13:40:00+00:00,2933.504,True,H2_ARRIVAL,25.0,0.09999999999999998,0.7941176470588228,0.1058823529411772,development|2022-02-14|2022-02-14T13:35:00+00:00
development,2022-02-14,2022-02-14 13:35:00+00:00,H2_ARRIVAL,F85,0.85,2928.591,2943.33,2845.07,2022-02-14 13:40:00+00:00,2022-02-14 14:05:00+00:00,,True,2022-02-14 13:40:00+00:00,2928.591,True,H2_ARRIVAL,25.0,0.15000000000000002,0.7941176470588228,0.05588235294117716,development|2022-02-14|2022-02-14T13:35:00+00:00
development,2022-02-14,2022-02-14 13:35:00+00:00,H2_ARRIVAL,F80,0.8,2923.678,2943.33,2845.07,2022-02-14 13:40:00+00:00,2022-02-14 14:05:00+00:00,,True,2022-02-14 13:40:00+00:00,2923.678,True,H2_ARRIVAL,25.0,0.19999999999999996,0.7941176470588228,0.005882352941177227,development|2022-02-14|2022-02-14T13:35:00+00:00
development,2022-02-14,2022-02-14 13:35:00+00:00,H2_ARRIVAL,F75,0.75,2918.765,2943.33,2845.07,2022-02-14 13:40:00+00:00,2022-02-14 14:05:00+00:00,,False,,,False,H2_ARRIVAL,,0.25,,,development|2022-02-14|2022-02-14T13:35:00+00:00
development,2022-02-22,2022-02-22 14:00:00+00:00,H2_ARRIVAL,F95,0.95,2617.1225,2622.62,2512.67,2022-02-22 14:05:00+00:00,2022-02-22 14:45:00+00:00,,False,,,False,H2_ARRIVAL,,0.050000000000000044,,,development|2022-02-22|2022-02-22T14:00:00+00:00
development,2022-02-22,2022-02-22 14:00:00+00:00,H2_ARRIVAL,F90,0.9,2611.625,2622.62,2512.67,2022-02-22 14:05:00+00:00,2022-02-22 14:45:00+00:00,,True,2022-02-22 14:35:00+00:00,2611.625,True,H2_ARRIVAL,10.0,0.09999999999999998,0.5177808094588443,0.3822191905411557,development|2022-02-22|2022-02-22T14:00:00+00:00
development,2022-02-22,2022-02-22 14:00:00+00:00,H2_ARRIVAL,F85,0.85,2606.1275,2622.62,2512.67,2022-02-22 14:05:00+00:00,2022-02-22 14:45:00+00:00,,True,2022-02-22 14:05:00+00:00,2606.1275,True,H2_ARRIVAL,40.0,0.15000000000000002,0.5050477489768062,0.3449522510231938,development|2022-02-22|2022-02-22T14:00:00+00:00
development,2022-02-22,2022-02-22 14:00:00+00:00,H2_ARRIVAL,F80,0.8,2600.63,2622.62,2512.67,2022-02-22 14:05:00+00:00,2022-02-22 14:45:00+00:00,,True,2022-02-22 14:05:00+00:00,2600.63,True,H2_ARRIVAL,40.0,0.19999999999999996,0.5050477489768062,0.2949522510231939,development|2022-02-22|2022-02-22T14:00:00+00:00
development,2022-02-22,2022-02-22 14:00:00+00:00,H2_ARRIVAL,F75,0.75,2595.1324999999997,2622.62,2512.67,2022-02-22 14:05:00+00:00,2022-02-22 14:45:00+00:00,,True,2022-02-22 14:10:00+00:00,2595.1324999999997,True,H2_ARRIVAL,35.0,0.25,0.5050477489768062,0.24495225102319385,development|2022-02-22|2022-02-22T14:00:00+00:00
development,2022-02-24,2022-02-24 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F95,0.95,2417.3525,2422.0,2329.05,,,,False,,,False,NO_CLEAN_WINDOW,,0.050000000000000044,,,development|2022-02-24|2022-02-24T14:35:00+00:00
development,2022-02-24,2022-02-24 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F90,0.9,2412.705,2422.0,2329.05,,,,False,,,False,NO_CLEAN_WINDOW,,0.09999999999999998,,,development|2022-02-24|2022-02-24T14:35:00+00:00
development,2022-02-24,2022-02-24 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F85,0.85,2408.0575,2422.0,2329.05,,,,False,,,False,NO_CLEAN_WINDOW,,0.15000000000000002,,,development|2022-02-24|2022-02-24T14:35:00+00:00
development,2022-02-24,2022-02-24 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F80,0.8,2403.41,2422.0,2329.05,,,,False,,,False,NO_CLEAN_WINDOW,,0.19999999999999996,,,development|2022-02-24|2022-02-24T14:35:00+00:00
development,2022-02-24,2022-02-24 14:35:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F75,0.75,2398.7625,2422.0,2329.05,,,,False,,,False,NO_CLEAN_WINDOW,,0.25,,,development|2022-02-24|2022-02-24T14:35:00+00:00
development,2022-03-03,2022-03-03 14:05:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F95,0.95,2931.6235,2934.48,2877.35,2022-03-03 14:10:00+00:00,,2022-03-03 15:05:00+00:00,False,,,False,OPPOSITE_BREAK_BEFORE_H2,,0.050000000000000044,,,development|2022-03-03|2022-03-03T14:05:00+00:00
development,2022-03-03,2022-03-03 14:05:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F90,0.9,2928.767,2934.48,2877.35,2022-03-03 14:10:00+00:00,,2022-03-03 15:05:00+00:00,False,,,False,OPPOSITE_BREAK_BEFORE_H2,,0.09999999999999998,,,development|2022-03-03|2022-03-03T14:05:00+00:00
development,2022-03-03,2022-03-03 14:05:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F85,0.85,2925.9105,2934.48,2877.35,2022-03-03 14:10:00+00:00,,2022-03-03 15:05:00+00:00,True,2022-03-03 14:10:00+00:00,2925.9105,False,OPPOSITE_BREAK_BEFORE_H2,,0.15000000000000002,0.018204095921581686,0.8317959040784183,development|2022-03-03|2022-03-03T14:05:00+00:00
development,2022-03-03,2022-03-03 14:05:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F80,0.8,2923.054,2934.48,2877.35,2022-03-03 14:10:00+00:00,,2022-03-03 15:05:00+00:00,True,2022-03-03 14:10:00+00:00,2923.054,False,OPPOSITE_BREAK_BEFORE_H2,,0.19999999999999996,0.018204095921581686,0.7817959040784184,development|2022-03-03|2022-03-03T14:05:00+00:00
development,2022-03-03,2022-03-03 14:05:00+00:00,OPPOSITE_BREAK_BEFORE_H2,F75,0.75,2920.1975,2934.48,2877.35,2022-03-03 14:10:00+00:00,,2022-03-03 15:05:00+00:00,True,2022-03-03 14:10:00+00:00,2920.1975,False,OPPOSITE_BREAK_BEFORE_H2,,0.25,0.018204095921581686,0.7317959040784183,development|2022-03-03|2022-03-03T14:05:00+00:00
development,2022-03-16,2022-03-16 14:20:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F95,0.95,2700.2345,2703.25,2642.94,,,,False,,,False,NO_CLEAN_WINDOW,,0.050000000000000044,,,development|2022-03-16|2022-03-16T14:20:00+00:00
development,2022-03-16,2022-03-16 14:20:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F90,0.9,2697.219,2703.25,2642.94,,,,False,,,False,NO_CLEAN_WINDOW,,0.09999999999999998,,,development|2022-03-16|2022-03-16T14:20:00+00:00
development,2022-03-16,2022-03-16 14:20:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F85,0.85,2694.2035,2703.25,2642.94,,,,False,,,False,NO_CLEAN_WINDOW,,0.15000000000000002,,,development|2022-03-16|2022-03-16T14:20:00+00:00
development,2022-03-16,2022-03-16 14:20:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F80,0.8,2691.188,2703.25,2642.94,,,,False,,,False,NO_CLEAN_WINDOW,,0.19999999999999996,,,development|2022-03-16|2022-03-16T14:20:00+00:00
development,2022-03-16,2022-03-16 14:20:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F75,0.75,2688.1725,2703.25,2642.94,,,,False,,,False,NO_CLEAN_WINDOW,,0.25,,,development|2022-03-16|2022-03-16T14:20:00+00:00
development,2022-03-17,2022-03-17 14:00:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F95,0.95,2815.0905,2818.49,2750.5,,,,False,,,False,NO_CLEAN_WINDOW,,0.050000000000000044,,,development|2022-03-17|2022-03-17T14:00:00+00:00
development,2022-03-17,2022-03-17 14:00:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F90,0.9,2811.691,2818.49,2750.5,,,,False,,,False,NO_CLEAN_WINDOW,,0.09999999999999998,,,development|2022-03-17|2022-03-17T14:00:00+00:00
development,2022-03-17,2022-03-17 14:00:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F85,0.85,2808.2915,2818.49,2750.5,,,,False,,,False,NO_CLEAN_WINDOW,,0.15000000000000002,,,development|2022-03-17|2022-03-17T14:00:00+00:00
development,2022-03-17,2022-03-17 14:00:00+00:00,NO_WINDOW_HIGH_BREAK_DURING_K1,F80,0.8,2804.892,2818.49,2750.5,,,,False,,,False,NO_CLEAN_WINDOW,,0.19999999999999996,,,development|2022-03-17|2022-03-17T14:00:00+00:00
