partition,date_utc,signal_ts,cohort,entry_ts,entry_px,H,L,range,h2_bar_start,session_end,fixed_exit_ts,fixed_exit_px,fixed_exit_reason,fixed_net_pnl_usd,hybrid_exit_ts,hybrid_exit_px,hybrid_exit_reason,hybrid_net_pnl_usd,e10_reached,e10_activation_bar_start,e10_activation_ts,final_floor,final_floor_extension,floor_updates,realized_exit_extension,hybrid_hold_minutes
development,2022-06-01,2022-06-01 13:35:00+00:00,BLIND_F75,2022-06-01 13:45:00+00:00,1956.895,1967.86,1924.0,43.8599999999999,,2022-06-01 20:00:00+00:00,2022-06-01 14:20:00+00:00,1927.6,CLOSE_INVALIDATION_D60,-7.885072014594585,2022-06-01 14:20:00+00:00,1927.6,PRE_E10_CLOSE_INVALIDATION_F15,-7.885072014594585,False,,,,,0,-0.9179206566347488,35.0
development,2022-06-28,2022-06-28 13:35:00+00:00,BLIND_F75,2022-06-28 13:45:00+00:00,1226.33,1234.0,1203.32,30.680000000000064,,2022-06-28 20:00:00+00:00,2022-06-28 14:35:00+00:00,1200.87,CLOSE_INVALIDATION_D60,-10.780566405453706,2022-06-28 14:35:00+00:00,1200.87,PRE_E10_CLOSE_INVALIDATION_F15,-10.780566405453706,False,,,,,0,-1.0798565840938736,50.0
development,2022-07-15,2022-07-15 14:30:00+00:00,BLIND_F75,2022-07-15 14:40:00+00:00,1227.1999999999998,1235.35,1202.75,32.59999999999991,2022-07-15 15:05:00+00:00,2022-07-15 20:00:00+00:00,2022-07-15 16:25:00+00:00,1205.78,CLOSE_INVALIDATION_D60,-9.127183833115993,2022-07-15 16:25:00+00:00,1205.78,PRE_E10_CLOSE_INVALIDATION_F15,-9.127183833115993,False,,,,,0,-0.9070552147239269,105.0
development,2022-07-19,2022-07-19 13:35:00+00:00,BLIND_F75,2022-07-19 13:40:00+00:00,1557.1975,1574.53,1505.2,69.32999999999993,2022-07-19 16:25:00+00:00,2022-07-19 20:00:00+00:00,2022-07-19 16:30:00+00:00,1581.463,TP_E10,7.391400898087719,2022-07-19 16:35:00+00:00,1580.43,ACTIVE_FLOOR_GAP_OPEN,7.059715289807489,True,2022-07-19 16:30:00+00:00,2022-07-19 16:35:00+00:00,1581.463,0.1,0,0.08510024520409776,175.0
development,2022-07-20,2022-07-20 13:40:00+00:00,BLIND_F75,2022-07-20 13:50:00+00:00,1593.3975,1616.0,1525.59,90.41000000000008,,2022-07-20 20:00:00+00:00,2022-07-20 20:00:00+00:00,1551.0,TIME_EXIT_SESSION_END,-13.704119028679283,2022-07-20 20:00:00+00:00,1551.0,PRE_E10_TIME_EXIT,-13.704119028679285,False,,,,,0,-0.7189470191350508,370.0
development,2022-07-28,2022-07-28 13:35:00+00:00,BLIND_F75,2022-07-28 14:45:00+00:00,1643.0,1659.0,1595.0,64.0,2022-07-28 15:15:00+00:00,2022-07-28 20:00:00+00:00,2022-07-28 15:20:00+00:00,1665.4,TP_E10,6.416798539257429,2022-07-28 18:05:00+00:00,1737.0,ACTIVE_FLOOR_TOUCH,28.206208155812497,True,2022-07-28 15:20:00+00:00,2022-07-28 15:25:00+00:00,1737.0,1.21875,6,1.21875,200.0
development,2022-08-22,2022-08-22 14:10:00+00:00,BLIND_F75,2022-08-22 14:15:00+00:00,1567.0,1580.0,1528.0,52.0,2022-08-22 15:40:00+00:00,2022-08-22 20:00:00+00:00,2022-08-22 15:40:00+00:00,1585.2,TP_E10,5.407275047862159,2022-08-22 15:45:00+00:00,1580.46,ACTIVE_FLOOR_GAP_OPEN,3.894830887045298,True,2022-08-22 15:40:00+00:00,2022-08-22 15:45:00+00:00,1585.2,0.10000000000000088,0,0.008846153846154546,90.0
development,2022-08-24,2022-08-24 14:30:00+00:00,BLIND_F75,2022-08-24 14:35:00+00:00,1651.4825,1660.25,1625.18,35.069999999999936,2022-08-24 15:15:00+00:00,2022-08-24 20:00:00+00:00,2022-08-24 15:20:00+00:00,1663.757,TP_E10,3.316206499311925,2022-08-24 15:35:00+00:00,1663.757,ACTIVE_FLOOR_TOUCH,3.316206499311925,True,2022-08-24 15:20:00+00:00,2022-08-24 15:25:00+00:00,1663.757,0.10000000000000195,0,0.10000000000000195,60.0
development,2022-09-02,2022-09-02 14:40:00+00:00,BLIND_F75,2022-09-02 15:40:00+00:00,1628.9325,1644.8,1581.33,63.47000000000003,,2022-09-02 20:00:00+00:00,2022-09-02 17:50:00+00:00,1586.18,CLOSE_INVALIDATION_D60,-13.522858068090548,2022-09-02 17:50:00+00:00,1586.18,PRE_E10_CLOSE_INVALIDATION_F15,-13.522858068090548,False,,,,,0,-0.9235859461162733,130.0
development,2022-09-08,2022-09-08 13:45:00+00:00,BLIND_F75,2022-09-08 13:55:00+00:00,1634.1999999999998,1646.6,1597.0,49.59999999999991,2022-09-08 15:05:00+00:00,2022-09-08 20:00:00+00:00,2022-09-08 15:05:00+00:00,1651.56,TP_E10,4.911467384653045,2022-09-08 15:10:00+00:00,1645.91,ACTIVE_FLOOR_GAP_OPEN,3.1827928038184576,True,2022-09-08 15:05:00+00:00,2022-09-08 15:10:00+00:00,1651.56,0.10000000000000092,0,-0.013911290322577187,75.0
development,2022-09-20,2022-09-20 15:10:00+00:00,BLIND_F75,2022-09-20 15:30:00+00:00,1356.99,1366.4,1328.76,37.6400000000001,2022-09-20 15:50:00+00:00,2022-09-20 20:00:00+00:00,2022-09-20 15:50:00+00:00,1370.1640000000002,TP_E10,4.45412567520771,2022-09-20 15:55:00+00:00,1370.09,ACTIVE_FLOOR_GAP_OPEN,4.426859446274478,True,2022-09-20 15:50:00+00:00,2022-09-20 15:55:00+00:00,1370.1640000000002,0.10000000000000302,0,0.09803400637619068,25.0
development,2022-10-04,2022-10-04 14:05:00+00:00,BLIND_F75,2022-10-04 14:20:00+00:00,1355.2275,1359.8,1341.51,18.289999999999964,,2022-10-04 20:00:00+00:00,2022-10-04 17:10:00+00:00,1341.94,CLOSE_INVALIDATION_D60,-5.302313449217877,2022-10-04 17:10:00+00:00,1341.94,PRE_E10_CLOSE_INVALIDATION_F15,-5.302313449217877,False,,,,,0,-0.9764898851831567,170.0
development,2022-10-06,2022-10-06 13:45:00+00:00,BLIND_F75,2022-10-06 13:50:00+00:00,1372.0,1378.0,1354.0,24.0,,2022-10-06 20:00:00+00:00,2022-10-06 14:05:00+00:00,1355.29,CLOSE_INVALIDATION_D60,-6.489650145772618,2022-10-06 14:05:00+00:00,1355.29,PRE_E10_CLOSE_INVALIDATION_F15,-6.489650145772618,False,,,,,0,-0.9462500000000015,15.0
development,2022-11-30,2022-11-30 16:45:00+00:00,BLIND_F75,2022-11-30 16:50:00+00:00,1271.04,1276.93,1253.37,23.560000000000173,2022-11-30 18:30:00+00:00,2022-11-30 20:00:00+00:00,2022-11-30 18:35:00+00:00,1279.286,TP_E10,2.843800352467297,2022-11-30 18:45:00+00:00,1279.286,ACTIVE_FLOOR_TOUCH,2.8438003524672966,True,2022-11-30 18:35:00+00:00,2022-11-30 18:40:00+00:00,1279.286,0.09999999999999903,0,0.09999999999999903,115.0
development,2022-12-08,2022-12-08 14:05:00+00:00,BLIND_F75,2022-12-08 14:10:00+00:00,1242.3375,1247.33,1227.36,19.970000000000027,2022-12-08 14:55:00+00:00,2022-12-08 20:00:00+00:00,2022-12-08 15:00:00+00:00,1249.327,TP_E10,2.413043959471573,2022-12-08 15:05:00+00:00,1246.49,ACTIVE_FLOOR_GAP_OPEN,1.2712447301960865,True,2022-12-08 15:00:00+00:00,2022-12-08 15:05:00+00:00,1249.327,0.10000000000000342,0,-0.04206309464195879,55.0
development,2022-12-21,2022-12-21 14:50:00+00:00,BLIND_F75,2022-12-21 15:35:00+00:00,1215.9,1218.99,1206.63,12.3599999999999,,2022-12-21 20:00:00+00:00,2022-12-21 17:00:00+00:00,1207.44,CLOSE_INVALIDATION_D60,-3.878904515173964,2022-12-21 17:00:00+00:00,1207.44,PRE_E10_CLOSE_INVALIDATION_F15,-3.878904515173964,False,,,,,0,-0.9344660194174796,85.0
development,2022-12-29,2022-12-29 13:35:00+00:00,BLIND_F75,2022-12-29 13:50:00+00:00,1200.2824999999998,1203.85,1189.58,14.269999999999982,2022-12-29 14:30:00+00:00,2022-12-29 20:00:00+00:00,2022-12-29 15:05:00+00:00,1205.2769999999998,TP_E10,1.6805518700806048,2022-12-29 15:10:00+00:00,1205.05,ACTIVE_FLOOR_GAP_OPEN,1.5859907979996595,True,2022-12-29 15:05:00+00:00,2022-12-29 15:10:00+00:00,1205.2769999999998,0.09999999999999362,0,0.0840925017519304,80.0
development,2023-01-09,2023-01-09 15:00:00+00:00,BLIND_F75,2023-01-09 15:20:00+00:00,1322.875,1328.0,1307.5,20.5,2023-01-09 15:40:00+00:00,2023-01-09 20:00:00+00:00,2023-01-09 15:40:00+00:00,1330.05,TP_E10,2.3118964376831035,2023-01-09 17:00:00+00:00,1337.28,ACTIVE_FLOOR_TOUCH,5.044580931682874,True,2023-01-09 15:40:00+00:00,2023-01-09 15:45:00+00:00,1337.28,0.452682926829267,3,0.452682926829267,100.0
development,2023-01-10,2023-01-10 14:10:00+00:00,BLIND_F75,2023-01-10 14:20:00+00:00,1332.52,1336.27,1321.27,15.0,2023-01-10 14:30:00+00:00,2023-01-10 20:00:00+00:00,2023-01-10 15:10:00+00:00,1337.77,TP_E10,1.5699516705190546,2023-01-10 15:15:00+00:00,1337.57,ACTIVE_FLOOR_GAP_OPEN,1.4949058925944452,True,2023-01-10 15:10:00+00:00,2023-01-10 15:15:00+00:00,1337.77,0.1,0,0.08666666666666363,55.0
development,2023-02-28,2023-02-28 14:45:00+00:00,BLIND_F75,2023-02-28 14:55:00+00:00,1635.34,1641.92,1615.6,26.320000000000164,2023-02-28 15:00:00+00:00,2023-02-28 20:00:00+00:00,2023-02-28 16:05:00+00:00,1644.552,TP_E10,2.416539679821984,2023-02-28 16:10:00+00:00,1642.87,ACTIVE_FLOOR_GAP_OPEN,1.9022735333324552,True,2023-02-28 16:05:00+00:00,2023-02-28 16:10:00+00:00,1644.5520000000001,0.10000000000000173,0,0.03609422492400502,75.0
development,2023-03-22,2023-03-22 13:35:00+00:00,BLIND_F75,2023-03-22 13:55:00+00:00,1796.9175,1802.55,1780.02,22.529999999999973,2023-03-22 14:30:00+00:00,2023-03-22 20:00:00+00:00,2023-03-22 14:30:00+00:00,1804.803,TP_E10,1.7941741899669243,2023-03-22 14:35:00+00:00,1800.17,ACTIVE_FLOOR_GAP_OPEN,0.5050220725214108,True,2023-03-22 14:30:00+00:00,2023-03-22 14:35:00+00:00,1804.8029999999999,0.09999999999999697,0,-0.10563692853971969,40.0
development,2023-04-25,2023-04-25 13:35:00+00:00,BLIND_F75,2023-04-25 13:40:00+00:00,1824.525,1831.22,1804.44,26.779999999999973,2023-04-25 17:40:00+00:00,2023-04-25 20:00:00+00:00,2023-04-25 14:35:00+00:00,1808.29,CLOSE_INVALIDATION_D60,-4.849103191241588,2023-04-25 14:35:00+00:00,1808.29,PRE_E10_CLOSE_INVALIDATION_F15,-4.849103191241588,False,,,,,0,-0.8562359970126993,55.0
development,2023-04-27,2023-04-27 14:05:00+00:00,BLIND_F75,2023-04-27 14:10:00+00:00,1885.8875,1895.0,1858.55,36.450000000000045,2023-04-27 15:20:00+00:00,2023-04-27 20:00:00+00:00,2023-04-27 15:20:00+00:00,1898.645,TP_E10,2.982359764301901,2023-04-27 15:30:00+00:00,1898.645,ACTIVE_FLOOR_TOUCH,2.982359764301901,True,2023-04-27 15:20:00+00:00,2023-04-27 15:25:00+00:00,1898.645,0.09999999999999938,0,0.09999999999999938,80.0
development,2023-05-09,2023-05-09 17:05:00+00:00,BLIND_F75,2023-05-09 17:10:00+00:00,1848.63,1853.83,1833.03,20.799999999999955,,2023-05-09 20:00:00+00:00,2023-05-09 20:00:00+00:00,1851.79,TIME_EXIT_SESSION_END,0.4546869844154869,2023-05-09 20:00:00+00:00,1851.79,PRE_E10_TIME_EXIT,0.45468698441548694,False,,,,,0,-0.09807692307692155,170.0
development,2023-05-12,2023-05-12 13:35:00+00:00,BLIND_F75,2023-05-12 13:40:00+00:00,1771.075,1776.68,1754.26,22.42000000000008,2023-05-12 14:10:00+00:00,2023-05-12 20:00:00+00:00,2023-05-12 14:10:00+00:00,1778.922,TP_E10,1.8153212032239856,2023-05-12 14:20:00+00:00,1778.922,ACTIVE_FLOOR_TOUCH,1.8153212032239856,True,2023-05-12 14:10:00+00:00,2023-05-12 14:15:00+00:00,1778.922,0.09999999999999794,0,0.09999999999999794,40.0
development,2023-05-16,2023-05-16 17:00:00+00:00,BLIND_F75,2023-05-16 17:05:00+00:00,1822.4225,1826.92,1808.93,17.99000000000001,2023-05-16 17:45:00+00:00,2023-05-16 20:00:00+00:00,2023-05-16 18:00:00+00:00,1828.719,TP_E10,1.3275083028222006,2023-05-16 18:05:00+00:00,1826.19,ACTIVE_FLOOR_GAP_OPEN,0.6336516367637216,True,2023-05-16 18:00:00+00:00,2023-05-16 18:05:00+00:00,1828.719,0.09999999999999874,0,-0.04057809894385869,60.0
development,2023-05-26,2023-05-26 13:40:00+00:00,BLIND_F75,2023-05-26 13:55:00+00:00,1821.4525,1826.0,1807.81,18.19000000000005,2023-05-26 14:00:00+00:00,2023-05-26 20:00:00+00:00,2023-05-26 14:25:00+00:00,1827.819,TP_E10,1.34764370742575,2023-05-26 14:55:00+00:00,1828.02,ACTIVE_FLOOR_TOUCH,1.4028194531561904,True,2023-05-26 14:25:00+00:00,2023-05-26 14:30:00+00:00,1828.02,0.11105002748762925,1,0.11105002748762925,60.0
development,2023-06-01,2023-06-01 16:25:00+00:00,BLIND_F75,2023-06-01 16:30:00+00:00,1862.31,1866.01,1851.21,14.799999999999956,2023-06-01 16:50:00+00:00,2023-06-01 20:00:00+00:00,2023-06-01 16:50:00+00:00,1867.49,TP_E10,0.9907459015953805,2023-06-01 17:15:00+00:00,1872.0,ACTIVE_FLOOR_TOUCH,2.2016076807835465,True,2023-06-01 16:50:00+00:00,2023-06-01 16:55:00+00:00,1872.0,0.40472972972973154,1,0.40472972972973154,45.0
development,2023-06-21,2023-06-21 14:00:00+00:00,BLIND_F75,2023-06-21 14:20:00+00:00,1830.895,1839.0,1806.58,32.42000000000007,2023-06-21 14:25:00+00:00,2023-06-21 20:00:00+00:00,2023-06-21 14:25:00+00:00,1842.242,TP_E10,2.698757711392564,2023-06-21 14:30:00+00:00,1840.66,ACTIVE_FLOOR_GAP_OPEN,2.266728567176202,True,2023-06-21 14:25:00+00:00,2023-06-21 14:30:00+00:00,1842.242,0.0999999999999986,0,0.0512029611351042,10.0
development,2023-07-14,2023-07-14 15:35:00+00:00,BLIND_F75,2023-07-14 15:40:00+00:00,1999.0175,2004.0,1984.07,19.930000000000064,,2023-07-14 20:00:00+00:00,2023-07-14 17:05:00+00:00,1985.8,CLOSE_INVALIDATION_D60,-3.705999072044152,2023-07-14 17:05:00+00:00,1985.8,PRE_E10_CLOSE_INVALIDATION_F15,-3.7059990720441522,False,,,,,0,-0.9131961866532858,85.0
development,2023-07-26,2023-07-26 14:05:00+00:00,BLIND_F75,2023-07-26 14:10:00+00:00,1855.615,1858.52,1846.9,11.61999999999989,2023-07-26 14:20:00+00:00,2023-07-26 20:00:00+00:00,2023-07-26 14:30:00+00:00,1859.682,TP_E10,0.6958630966013682,2023-07-26 14:35:00+00:00,1857.67,ACTIVE_FLOOR_GAP_OPEN,0.15372477588289113,True,2023-07-26 14:30:00+00:00,2023-07-26 14:35:00+00:00,1859.682,0.10000000000000392,0,-0.07314974182443348,25.0
development,2023-08-03,2023-08-03 13:40:00+00:00,BLIND_F75,2023-08-03 13:45:00+00:00,1835.125,1838.5,1825.0,13.5,2023-08-03 13:55:00+00:00,2023-08-03 20:00:00+00:00,2023-08-03 14:00:00+00:00,1839.85,TP_E10,0.8873782439888348,2023-08-03 14:10:00+00:00,1839.85,ACTIVE_FLOOR_TOUCH,0.8873782439888348,True,2023-08-03 14:00:00+00:00,2023-08-03 14:05:00+00:00,1839.85,0.09999999999999326,0,0.09999999999999326,25.0
development,2023-08-25,2023-08-25 13:35:00+00:00,BLIND_F75,2023-08-25 14:00:00+00:00,1660.5325,1663.97,1650.22,13.75,2023-08-25 14:15:00+00:00,2023-08-25 20:00:00+00:00,2023-08-25 14:10:00+00:00,1650.6,CLOSE_INVALIDATION_D60,-3.3907574829158844,2023-08-25 14:10:00+00:00,1650.6,PRE_E10_CLOSE_INVALIDATION_F15,-3.3907574829158844,False,,,,,0,-0.972363636363645,10.0
development,2023-08-29,2023-08-29 13:50:00+00:00,BLIND_F75,2023-08-29 13:55:00+00:00,1645.1825,1647.24,1639.01,8.230000000000018,2023-08-29 14:00:00+00:00,2023-08-29 20:00:00+00:00,2023-08-29 14:00:00+00:00,1648.063,TP_E10,0.4754347921887673,2023-08-29 15:20:00+00:00,1715.0,ACTIVE_FLOOR_TOUCH,20.81877056192856,True,2023-08-29 14:00:00+00:00,2023-08-29 14:05:00+00:00,1715.0,8.233292831105691,2,8.233292831105691,85.0
development,2023-09-14,2023-09-14 15:00:00+00:00,BLIND_F75,2023-09-14 15:20:00+00:00,1630.8125,1635.8,1615.85,19.950000000000045,2023-09-14 17:05:00+00:00,2023-09-14 20:00:00+00:00,2023-09-14 18:00:00+00:00,1637.795,TP_E10,1.7408040470624058,2023-09-14 18:05:00+00:00,1637.12,ACTIVE_FLOOR_GAP_OPEN,1.5338519909554154,True,2023-09-14 18:00:00+00:00,2023-09-14 18:05:00+00:00,1637.795,0.1000000000000057,0,0.06616541353383125,165.0
development,2023-09-20,2023-09-20 18:35:00+00:00,BLIND_F75,2023-09-20 18:45:00+00:00,1632.215,1637.51,1616.33,21.180000000000064,,2023-09-20 20:00:00+00:00,2023-09-20 19:20:00+00:00,1607.81,CLOSE_INVALIDATION_D60,-7.876037164221628,2023-09-20 19:20:00+00:00,1607.81,PRE_E10_CLOSE_INVALIDATION_F15,-7.876037164221628,False,,,,,0,-1.4022662889518394,35.0
development,2023-10-05,2023-10-05 13:40:00+00:00,BLIND_F75,2023-10-05 14:15:00+00:00,1643.9475,1648.43,1630.5,17.930000000000064,,2023-10-05 20:00:00+00:00,2023-10-05 15:05:00+00:00,1627.36,CLOSE_INVALIDATION_D60,-5.4450212065775165,2023-10-05 15:05:00+00:00,1627.36,PRE_E10_CLOSE_INVALIDATION_F15,-5.4450212065775165,False,,,,,0,-1.1751254880089286,50.0
development,2023-10-19,2023-10-19 13:35:00+00:00,BLIND_F75,2023-10-19 13:55:00+00:00,1554.135,1558.67,1540.53,18.1400000000001,2023-10-19 14:50:00+00:00,2023-10-19 20:00:00+00:00,2023-10-19 14:50:00+00:00,1560.4840000000002,TP_E10,1.6426153455137542,2023-10-19 14:55:00+00:00,1557.27,ACTIVE_FLOOR_GAP_OPEN,0.608599639027441,True,2023-10-19 14:50:00+00:00,2023-10-19 14:55:00+00:00,1560.4840000000002,0.10000000000000377,0,-0.07717750826902334,60.0
development,2023-10-23,2023-10-23 14:50:00+00:00,BLIND_F75,2023-10-23 14:55:00+00:00,1678.09,1683.72,1661.2,22.519999999999985,2023-10-23 15:50:00+00:00,2023-10-23 20:00:00+00:00,2023-10-23 16:45:00+00:00,1685.972,TP_E10,1.9485033579844215,2023-10-23 16:50:00+00:00,1684.36,ACTIVE_FLOOR_GAP_OPEN,1.4681953888051162,True,2023-10-23 16:45:00+00:00,2023-10-23 16:50:00+00:00,1685.972,0.09999999999999797,0,0.028419182948484594,115.0
development,2023-11-15,2023-11-15 16:05:00+00:00,BLIND_F75,2023-11-15 16:20:00+00:00,2014.0125,2024.68,1982.01,42.67000000000007,2023-11-15 18:10:00+00:00,2023-11-15 20:00:00+00:00,2023-11-15 18:10:00+00:00,2028.947,TP_E10,3.307648289174026,2023-11-15 18:25:00+00:00,2028.9470000000001,ACTIVE_FLOOR_TOUCH,3.307648289174026,True,2023-11-15 18:10:00+00:00,2023-11-15 18:15:00+00:00,2028.9470000000001,0.10000000000000106,0,0.10000000000000106,125.0
development,2023-11-24,2023-11-24 15:45:00+00:00,BLIND_F75,2023-11-24 15:55:00+00:00,2116.255,2129.96,2075.14,54.82000000000016,,2023-11-24 20:00:00+00:00,2023-11-24 19:10:00+00:00,2081.99,CLOSE_INVALIDATION_D60,-8.49566900019143,2023-11-24 19:10:00+00:00,2081.99,PRE_E10_CLOSE_INVALIDATION_F15,-8.49566900019143,False,,,,,0,-0.8750456037942378,195.0
development,2023-12-26,2023-12-26 13:45:00+00:00,BLIND_F75,2023-12-26 14:05:00+00:00,2242.6225,2251.21,2216.86,34.34999999999991,2023-12-26 14:25:00+00:00,2023-12-26 20:00:00+00:00,2023-12-26 16:25:00+00:00,2221.62,CLOSE_INVALIDATION_D60,-5.082575868207861,2023-12-26 16:25:00+00:00,2221.62,PRE_E10_CLOSE_INVALIDATION_F15,-5.0825758682078614,False,,,,,0,-0.8614264919941841,140.0
development,2024-01-15,2024-01-15 13:55:00+00:00,BLIND_F75,2024-01-15 14:00:00+00:00,2538.5825,2548.8,2507.93,40.870000000000346,2024-01-15 18:30:00+00:00,2024-01-15 20:00:00+00:00,2024-01-15 14:55:00+00:00,2511.69,CLOSE_INVALIDATION_D60,-5.696755177347956,2024-01-15 14:55:00+00:00,2511.69,PRE_E10_CLOSE_INVALIDATION_F15,-5.696755177347956,False,,,,,0,-0.9080009787129879,55.0
development,2024-02-06,2024-02-06 13:35:00+00:00,BLIND_F75,2024-02-06 13:45:00+00:00,2335.3775,2344.45,2308.16,36.28999999999997,2024-02-06 14:35:00+00:00,2024-02-06 20:00:00+00:00,2024-02-06 16:20:00+00:00,2348.079,TP_E10,2.3193676397070377,2024-02-06 16:50:00+00:00,2348.0789999999997,ACTIVE_FLOOR_TOUCH,2.3193676397070377,True,2024-02-06 16:20:00+00:00,2024-02-06 16:25:00+00:00,2348.0789999999997,0.09999999999999748,0,0.09999999999999748,185.0
