partition,timeframe,onset_ts,entry_reference_ts,reversal_ts,censored,compressed_path,direct_strong_to_reversal,reversal_preceded_by_transition,final_pre_reversal_state,bars_to_reversal,bars_to_first_weakening,bars_first_nonstrong_to_reversal,strong_bars,healthy_bars,weakening_bars,entry_px,return_exit_first_weakening,return_exit_reversal,mfe_to_reversal,mae_to_reversal
external,5m,2020-01-03 16:10:00+00:00,2020-01-03 16:15:00+00:00,2020-01-03 17:15:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,13.0,,,13,0,0,7352.63,,-0.0021108093294508468,0.0074327145524797356,-0.005525913856674447
external,5m,2020-01-03 17:35:00+00:00,2020-01-03 17:40:00+00:00,2020-01-03 18:00:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,5.0,,2.0,3,2,0,7370.9,,-0.0039384607035775065,0.0012345846504497882,-0.004870504280345633
external,5m,2020-01-03 18:40:00+00:00,2020-01-03 18:45:00+00:00,2020-01-03 18:50:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,2.0,,1.0,1,1,0,7358.33,,-0.0018251423896454844,0.0002568517584833341,-0.00202491597957688
external,5m,2020-01-03 19:45:00+00:00,2020-01-03 19:50:00+00:00,2020-01-03 19:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,7335.01,,-0.000550783161849755,0.0004349005659161076,-0.0008507145866194499
external,5m,2020-01-03 19:55:00+00:00,2020-01-03 20:00:00+00:00,2020-01-03 20:10:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,3.0,,,3,0,0,7338.91,,-0.0008189227010551026,0.0027374637378030364,-0.0008965909106393166
external,5m,2020-01-03 23:55:00+00:00,2020-01-04 00:00:00+00:00,2020-01-04 00:15:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,4.0,,,4,0,0,7341.6,,-0.0037444153862918883,0.0007382586902038302,-0.0041870981802333285
external,5m,2020-01-04 00:20:00+00:00,2020-01-04 00:25:00+00:00,2020-01-04 00:25:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,7319.22,,-0.0008539161276748253,3.6889176715515504e-05,-0.0013908585887567604
external,5m,2020-01-04 02:55:00+00:00,2020-01-04 03:00:00+00:00,2020-01-04 04:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,13.0,,,13,0,0,7324.13,,-0.0008055564278625083,0.0016889377987556742,-0.0013462349794446382
external,5m,2020-01-04 04:35:00+00:00,2020-01-04 04:40:00+00:00,2020-01-04 06:30:00+00:00,False,STRONG>HEALTHY>STRONG>REVERSAL,False,True,STRONG,23.0,,16.0,22,1,0,7326.66,,0.0013239320508935393,0.005706556602872226,-0.0007725211760883921
external,5m,2020-01-04 07:20:00+00:00,2020-01-04 07:25:00+00:00,2020-01-04 07:25:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,7355.75,,-0.0043122727118241055,5.981714984870656e-05,-0.004316351153859199
external,5m,2020-01-04 08:30:00+00:00,2020-01-04 08:35:00+00:00,2020-01-04 08:55:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,5.0,,,5,0,0,7347.95,,-0.0006736572785606132,0.001503820793554711,-0.0009281500282390942
external,5m,2020-01-04 09:35:00+00:00,2020-01-04 09:40:00+00:00,2020-01-04 10:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,11.0,,,11,0,0,7348.0,,-0.00027218290691344293,0.0024496461622209864,-0.00034839412084930466
external,5m,2020-01-04 17:35:00+00:00,2020-01-04 17:40:00+00:00,2020-01-04 18:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,13.0,,,13,0,0,7337.88,,-0.0042123883192420886,0.008465660381472562,-0.004216476693540971
external,5m,2020-01-04 19:45:00+00:00,2020-01-04 19:50:00+00:00,2020-01-04 20:10:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,5.0,,,5,0,0,7344.4,,-0.0033903382168726237,0.0006263275420728132,-0.005092315233375055
external,5m,2020-01-04 20:25:00+00:00,2020-01-04 20:30:00+00:00,2020-01-04 21:15:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,10.0,,,10,0,0,7334.69,,-0.00037629402196948103,0.0017314978547151583,-0.0006407905446582651
external,5m,2020-01-04 21:30:00+00:00,2020-01-04 21:35:00+00:00,2020-01-04 22:05:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,7.0,,1.0,6,1,0,7359.29,,-0.002464911696644645,0.0004864599710026063,-0.00281277134071356
external,5m,2020-01-04 22:45:00+00:00,2020-01-04 22:50:00+00:00,2020-01-04 22:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,7355.0,,-0.001348742352141441,7.885791978234913e-05,-0.0014276002719239012
external,5m,2020-01-04 23:45:00+00:00,2020-01-04 23:50:00+00:00,2020-01-05 04:15:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,54.0,,24.0,34,20,0,7350.0,,0.01367619047619062,0.019727891156462674,-0.00040544217687066286
external,5m,2020-01-05 06:05:00+00:00,2020-01-05 06:10:00+00:00,2020-01-05 06:15:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,7478.37,,-0.0037026785248656102,0.0002179619355555662,-0.004061045388232931
external,5m,2020-01-05 07:40:00+00:00,2020-01-05 07:45:00+00:00,2020-01-05 08:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,4.0,,,4,0,0,7459.04,,-0.00045716338831802705,0.0014693579870868057,-0.000800371093331087
external,5m,2020-01-05 12:35:00+00:00,2020-01-05 12:40:00+00:00,2020-01-05 13:20:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,9.0,,,9,0,0,7440.92,,-0.0001558947011928158,0.001892239131720208,-0.000471715863092248
external,5m,2020-01-05 14:20:00+00:00,2020-01-05 14:25:00+00:00,2020-01-05 14:35:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,3.0,,,3,0,0,7439.09,,-0.000958450563173785,0.00033740686024774647,-0.0009745815684445436
external,5m,2020-01-05 15:10:00+00:00,2020-01-05 15:15:00+00:00,2020-01-05 16:50:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,20.0,,1.0,19,1,0,7441.9,,0.0013612115185637208,0.0048509117295314486,-0.0007901208024830852
external,5m,2020-01-05 17:25:00+00:00,2020-01-05 17:30:00+00:00,2020-01-05 17:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,7464.03,,-0.00098070345376422,0.00015943129917750376,-0.001018216700629515
external,5m,2020-01-05 17:45:00+00:00,2020-01-05 17:50:00+00:00,2020-01-05 18:00:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,3.0,,2.0,1,2,0,7464.08,,-0.0016331550572876719,0.0001969432267607818,-0.0017242580465375301
external,5m,2020-01-06 01:55:00+00:00,2020-01-06 02:00:00+00:00,2020-01-06 04:25:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,30.0,,12.0,18,12,0,7419.95,,0.012979871832020429,0.021581007958274556,-0.0003625361356881518
external,5m,2020-01-06 08:15:00+00:00,2020-01-06 08:20:00+00:00,2020-01-06 09:15:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,12.0,,1.0,11,1,0,7530.99,,-0.0009308205162933403,0.002524236521360468,-0.0018138385524346656
external,5m,2020-01-06 09:45:00+00:00,2020-01-06 09:50:00+00:00,2020-01-06 11:25:00+00:00,False,STRONG>HEALTHY>STRONG>REVERSAL,False,True,STRONG,20.0,,11.0,19,1,0,7541.99,,0.0006656068226025269,0.004509419927631875,-0.0012105558347332845
external,5m,2020-01-06 12:45:00+00:00,2020-01-06 12:50:00+00:00,2020-01-06 13:15:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,7552.85,,-0.000861926292723969,0.002005865335601653,-0.0012048432048830104
external,5m,2020-01-06 13:30:00+00:00,2020-01-06 13:35:00+00:00,2020-01-06 13:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,4.0,,,4,0,0,7556.0,,-0.002670725251455841,0.007386183165696281,-0.005386447856008392
external,5m,2020-01-06 14:55:00+00:00,2020-01-06 15:00:00+00:00,2020-01-06 15:05:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,7545.15,,-0.0011292022027394877,0.0005579743278794069,-0.0022318973115178498
external,5m,2020-01-06 17:20:00+00:00,2020-01-06 17:25:00+00:00,2020-01-06 18:05:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,9.0,,,9,0,0,7554.36,,-0.001632170031610869,0.00026871899141700517,-0.002169608014444546
external,5m,2020-01-06 18:10:00+00:00,2020-01-06 18:15:00+00:00,2020-01-06 18:15:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,7547.1,,-0.0006757562507453407,0.00011925110307275943,-0.0010944601237561358
external,5m,2020-01-06 20:15:00+00:00,2020-01-06 20:20:00+00:00,2020-01-06 20:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,5.0,,,5,0,0,7547.7,,-0.001424274944685111,0.0006054824648569213,-0.0019476131801741126
external,5m,2020-01-06 20:55:00+00:00,2020-01-06 21:00:00+00:00,2020-01-07 01:40:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,57.0,,8.0,49,8,0,7548.49,,0.04320864172834571,0.061789841411991064,-0.000333841602757623
external,5m,2020-01-07 05:30:00+00:00,2020-01-07 05:35:00+00:00,2020-01-07 05:35:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,7872.2,,-0.0011851833032697767,4.700083839326297e-05,-0.0016767866670054365
external,5m,2020-01-07 05:55:00+00:00,2020-01-07 06:00:00+00:00,2020-01-07 06:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,7872.95,,-0.000729078680799411,0.0004940968760123177,-0.0007303488527171664
external,5m,2020-01-07 06:50:00+00:00,2020-01-07 06:55:00+00:00,2020-01-07 07:15:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,5.0,,,5,0,0,7877.76,,-0.0013100170606873407,0.002569258266309271,-0.0019650255910310666
external,5m,2020-01-07 07:45:00+00:00,2020-01-07 07:50:00+00:00,2020-01-07 08:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,9.0,,,9,0,0,7880.61,,0.00028931770510154386,0.003726868859136534,-0.00016876866130921542
external,5m,2020-01-07 08:35:00+00:00,2020-01-07 08:40:00+00:00,2020-01-07 08:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,7892.92,,-0.0011605337441656927,0.000643614783882196,-0.0012998991501244062
external,5m,2020-01-07 10:55:00+00:00,2020-01-07 11:00:00+00:00,2020-01-07 11:55:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,12.0,,,12,0,0,7892.36,,0.0008286494787363985,0.009710656888433977,-0.0011048659716484943
external,5m,2020-01-07 16:40:00+00:00,2020-01-07 16:45:00+00:00,2020-01-07 21:15:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,55.0,,17.0,44,11,0,7908.1,,0.02569390877707667,0.03602635272695087,-0.003130966983219796
external,5m,2020-01-07 23:15:00+00:00,2020-01-07 23:20:00+00:00,2020-01-08 02:15:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,36.0,,7.0,29,7,0,8072.13,,0.03242143027924471,0.04909360974117116,-0.00017715274654894753
external,5m,2020-01-08 04:55:00+00:00,2020-01-08 05:00:00+00:00,2020-01-08 05:25:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,8346.9,,-0.0025290826534400956,0.00418957936479436,-0.003444392528962892
external,5m,2020-01-08 06:25:00+00:00,2020-01-08 06:30:00+00:00,2020-01-08 06:35:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,2.0,,1.0,1,1,0,8349.95,,-0.0013113850981144592,0.00024191761627290198,-0.003586847825436168
external,5m,2020-01-08 10:15:00+00:00,2020-01-08 10:20:00+00:00,2020-01-08 10:55:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,8.0,,,8,0,0,8335.2,,-0.0006226605240426952,0.0026142144159706504,-0.0013520971302428686
external,5m,2020-01-08 11:00:00+00:00,2020-01-08 11:05:00+00:00,2020-01-08 11:55:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,11.0,,,11,0,0,8331.02,,0.0005113419485249793,0.005820415747411545,-3.0008330312525366e-05
external,5m,2020-01-08 13:45:00+00:00,2020-01-08 13:50:00+00:00,2020-01-08 14:10:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,5.0,,,5,0,0,8395.35,,-0.015175067150267618,0.001983240722542856,-0.023137808429666396
external,5m,2020-01-08 23:15:00+00:00,2020-01-08 23:20:00+00:00,2020-01-08 23:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,7.0,,,7,0,0,8084.0,,-0.004620237506185121,0.00556655121227112,-0.005163285502226556
external,5m,2020-01-09 13:20:00+00:00,2020-01-09 13:25:00+00:00,2020-01-09 13:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,7938.0,,-0.004421768707483009,0.0011337868480725266,-0.0045351473922902175
external,5m,2020-01-09 15:35:00+00:00,2020-01-09 15:40:00+00:00,2020-01-09 15:45:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,7915.21,,-0.0012469662839015294,9.980783832652662e-05,-0.001431421276251621
external,5m,2020-01-09 15:55:00+00:00,2020-01-09 16:00:00+00:00,2020-01-09 16:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,7909.81,,-0.002231406316965945,0.0014374555141021261,-0.0031239688437522117
external,5m,2020-01-09 19:45:00+00:00,2020-01-09 19:50:00+00:00,2020-01-09 20:50:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,13.0,,1.0,12,1,0,7914.6,,-0.011862886311373999,0.011653147347939097,-0.013468779218153815
external,5m,2020-01-10 10:50:00+00:00,2020-01-10 10:55:00+00:00,2020-01-10 13:55:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,37.0,,18.0,34,3,0,7765.09,,0.013252904988866776,0.022898639938493837,-0.0014281869237832145
external,5m,2020-01-10 14:20:00+00:00,2020-01-10 14:25:00+00:00,2020-01-10 16:20:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,24.0,,22.0,22,2,0,7908.0,,0.011944865958523065,0.030021497218007065,-0.0006310065756196526
external,5m,2020-01-10 18:00:00+00:00,2020-01-10 18:05:00+00:00,2020-01-10 18:50:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,10.0,,,10,0,0,7993.47,,0.004238459642683434,0.016454681133475146,-0.0015687805170970792
external,5m,2020-01-10 19:20:00+00:00,2020-01-10 19:25:00+00:00,2020-01-10 19:25:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,8107.0,,-0.009975329961761426,0.002837054397434313,-0.013075120266436424
external,5m,2020-01-10 19:30:00+00:00,2020-01-10 19:35:00+00:00,2020-01-10 20:35:00+00:00,False,STRONG>HEALTHY>STRONG>HEALTHY>STRONG>REVERSAL,False,True,STRONG,13.0,,12.0,6,7,0,8054.39,,0.0007275535453337145,0.006531841641638891,-0.0017903280074592631
external,5m,2020-01-10 21:25:00+00:00,2020-01-10 21:30:00+00:00,2020-01-10 21:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,3.0,,,3,0,0,8102.87,,-0.008032956224152676,0.004582327002654596,-0.008993109848732583
external,5m,2020-01-10 22:35:00+00:00,2020-01-10 22:40:00+00:00,2020-01-11 00:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,25.0,,,25,0,0,8088.09,,0.006513280638568597,0.01514943577531902,-0.003596646427030392
external,5m,2020-01-11 01:00:00+00:00,2020-01-11 01:05:00+00:00,2020-01-11 02:00:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,12.0,,2.0,10,2,0,8187.19,,0.0005166607834923287,0.009055610044471862,-0.0013374552196785405
external,5m,2020-01-11 13:55:00+00:00,2020-01-11 14:00:00+00:00,2020-01-11 14:45:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,10.0,,1.0,9,1,0,8094.3,,-0.0032986175456802824,0.0031824864410758824,-0.003866918695872412
external,5m,2020-01-11 15:35:00+00:00,2020-01-11 15:40:00+00:00,2020-01-11 15:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,8101.35,,-0.003406839600807343,2.7155967832426242e-05,-0.0034056052386330915
external,5m,2020-01-11 15:45:00+00:00,2020-01-11 15:50:00+00:00,2020-01-11 16:00:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,3.0,,,3,0,0,8096.93,,-0.002357683714691916,0.001614192045627183,-0.0032567899191421334
external,5m,2020-01-11 16:05:00+00:00,2020-01-11 16:10:00+00:00,2020-01-11 17:55:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,22.0,,2.0,20,2,0,8113.43,,0.005738633352355249,0.013058595439906284,-0.001430960765052558
external,5m,2020-01-11 18:40:00+00:00,2020-01-11 18:45:00+00:00,2020-01-11 18:45:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,8173.29,,-0.0019881834610052662,0.0,-0.0026231786710124716
external,5m,2020-01-11 20:10:00+00:00,2020-01-11 20:15:00+00:00,2020-01-11 20:25:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,3.0,,,3,0,0,8187.34,,-0.003225711891774341,9.649043523296541e-05,-0.0032244904938600882
external,5m,2020-01-11 21:15:00+00:00,2020-01-11 21:20:00+00:00,2020-01-11 21:25:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,8174.08,,-0.0013126859536485291,0.0002446758534293547,-0.001497416222987713
external,5m,2020-01-11 21:35:00+00:00,2020-01-11 21:40:00+00:00,2020-01-11 21:45:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,8210.74,,-0.0052772344514623315,0.009919934135047548,-0.00739762798481014
external,5m,2020-01-12 02:45:00+00:00,2020-01-12 02:50:00+00:00,2020-01-12 03:15:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,6.0,,,6,0,0,8093.26,,-0.0022697899239614294,0.0025515058208929187,-0.0033571144384340057
external,5m,2020-01-12 03:30:00+00:00,2020-01-12 03:35:00+00:00,2020-01-12 04:30:00+00:00,False,STRONG>HEALTHY>STRONG>REVERSAL,False,True,STRONG,12.0,,2.0,11,1,0,8089.37,,-0.0003374799273614393,0.0023685404425808354,-0.001611992033990317
external,5m,2020-01-12 05:10:00+00:00,2020-01-12 05:15:00+00:00,2020-01-12 05:20:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,8092.95,,-0.0010231127092098502,0.00013962770065312213,-0.0011664473399687347
external,5m,2020-01-12 05:25:00+00:00,2020-01-12 05:30:00+00:00,2020-01-12 06:40:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,15.0,,1.0,14,1,0,8094.62,,0.0021211619569541096,0.007459275419970268,-0.0005386293612300586
external,5m,2020-01-12 07:50:00+00:00,2020-01-12 07:55:00+00:00,2020-01-12 07:55:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,8110.0,,-0.0013156596794081654,0.0,-0.001963008631319374
external,5m,2020-01-12 08:15:00+00:00,2020-01-12 08:20:00+00:00,2020-01-12 09:45:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,18.0,,,18,0,0,8118.01,,0.0017590517873222744,0.006000238974822603,-0.0008635121168858451
external,5m,2020-01-12 10:45:00+00:00,2020-01-12 10:50:00+00:00,2020-01-12 10:55:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,8138.48,,-0.0016649300606500494,0.00037107666296409825,-0.0019020750803588893
external,5m,2020-01-12 11:35:00+00:00,2020-01-12 11:40:00+00:00,2020-01-12 11:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,1.0,,,1,0,0,8128.1,,-0.00038139294546080116,0.00011933908293437767,-0.0006249923106260713
external,5m,2020-01-12 12:05:00+00:00,2020-01-12 12:10:00+00:00,2020-01-12 12:30:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,5.0,,,5,0,0,8132.91,,-0.001095548825697068,0.00308499663712003,-0.001095548825697068
external,5m,2020-01-12 12:55:00+00:00,2020-01-12 13:00:00+00:00,2020-01-12 13:05:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,2.0,,,2,0,0,8135.38,,-0.0011529885512415738,0.0015512489889839554,-0.0011529885512415738
external,5m,2020-01-12 13:10:00+00:00,2020-01-12 13:15:00+00:00,2020-01-12 14:25:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,15.0,,,15,0,0,8133.45,,0.0019634964252561726,0.006460972895880657,-0.0004118793377962948
external,5m,2020-01-12 15:10:00+00:00,2020-01-12 15:15:00+00:00,2020-01-12 15:55:00+00:00,False,STRONG>HEALTHY>REVERSAL,False,True,HEALTHY,9.0,,1.0,8,1,0,8161.42,,-0.0008662708205189329,0.0012963430383439167,-0.001910206802247627
external,5m,2020-01-12 20:00:00+00:00,2020-01-12 20:05:00+00:00,2020-01-12 20:40:00+00:00,False,STRONG>REVERSAL,True,False,STRONG,8.0,,,8,0,0,8140.2,,-0.0008034200633890709,0.0014041424043635953,-0.001120365592983008
