side,partition,date_utc,signal_ts,entry_start,entry_px,H,L,R,h2_success,terminal_type,terminal_bar_start,minutes_to_terminal,preterminal_completed_closes,fill_close_progress_r,fill_close_wrong,next_bar_eligible,next_bar_close_progress_r,next_bar_close_wrong,wrong_close_rate,ever_wrong_close,max_wrong_close_streak,wrong_close_episodes,max_adverse_close_r,max_favorable_close_r,max_adverse_wick_r_post_fillbar,max_favorable_wick_r_post_fillbar,stop_distance_consumed
LONG,development,2022-07-28,2022-07-28 13:35:00+00:00,2022-07-28 14:55:00+00:00,23116.135,23210.2,22583.1,627.1000000000022,True,H2_SUCCESS,2022-07-28 15:10:00+00:00,15.0,3,0.00887418274597721,False,True,0.0005820443310502303,False,0.0,False,0,0,0.0,0.03375059799075235,0.03290543772922712,0.09227395949609536,0.06581087545845424
LONG,development,2022-08-23,2022-08-23 13:40:00+00:00,2022-08-23 13:50:00+00:00,21506.375,21546.5,21279.0,267.5,True,H2_SUCCESS,2022-08-23 14:00:00+00:00,10.0,2,-0.006635514018697029,True,True,9.345794393067361e-05,False,0.5,True,1,1,0.006635514018697029,9.345794393067361e-05,0.09485981308411215,0.03785046728971963,0.1897196261682243
LONG,development,2022-09-02,2022-09-02 14:40:00+00:00,2022-09-02 14:55:00+00:00,20333.3,20396.0,19978.0,418.0,False,OPPOSITE_BREAK,2022-09-02 17:20:00+00:00,145.0,29,0.04952153110048021,False,True,0.11148325358852197,False,0.6551724137931034,True,13,2,0.6739234449760783,0.11148325358852197,0.7205741626794275,0.13301435406699086,1.441148325358855
LONG,development,2022-09-12,2022-09-12 13:45:00+00:00,2022-09-12 13:55:00+00:00,22376.665,22450.0,21961.1,488.90000000000146,True,H2_SUCCESS,2022-09-12 14:15:00+00:00,20.0,4,0.014184904888520457,False,True,-0.05351810186132296,True,0.25,True,1,1,0.05351810186132296,0.056933933319695325,0.1199938637758247,0.10745551237471813,0.2399877275516494
LONG,development,2022-09-28,2022-09-28 13:35:00+00:00,2022-09-28 13:40:00+00:00,19082.54,19175.0,18558.6,616.4000000000015,True,H2_SUCCESS,2022-09-28 13:45:00+00:00,5.0,1,0.08072680077871233,False,False,,False,0.0,False,0,0,0.0,0.08072680077871233,0.0,0.0,0.0
LONG,development,2022-11-02,2022-11-02 17:00:00+00:00,2022-11-02 17:10:00+00:00,20498.865,20529.9,20323.0,206.90000000000146,True,H2_SUCCESS,2022-11-02 18:00:00+00:00,50.0,10,0.05430159497340196,False,True,-0.07087965200580362,True,0.8,True,6,2,0.453673272112136,0.05430159497340196,0.7195021749637532,0.10988400193328557,1.4390043499275065
LONG,development,2022-12-07,2022-12-07 13:40:00+00:00,2022-12-07 13:50:00+00:00,16829.165,16859.9,16655.0,204.90000000000146,True,H2_SUCCESS,2022-12-07 13:55:00+00:00,5.0,1,0.14511957052220775,False,False,,False,0.0,False,0,0,0.0,0.14511957052220775,0.0,0.0,0.0
LONG,development,2023-01-09,2023-01-09 13:45:00+00:00,2023-01-09 14:55:00+00:00,17263.045000000002,17277.7,17180.0,97.70000000000073,True,H2_SUCCESS,2023-01-09 15:00:00+00:00,5.0,1,-0.08029682702150569,True,False,,False,1.0,True,1,1,0.08029682702150569,0.0,0.0,0.0,0.0
LONG,development,2023-01-19,2023-01-19 14:45:00+00:00,2023-01-19 15:00:00+00:00,20819.95,20848.0,20661.0,187.0,True,H2_SUCCESS,2023-01-19 15:05:00+00:00,5.0,1,0.02112299465241031,False,False,,False,0.0,False,0,0,0.0,0.02112299465241031,0.0,0.0,0.0
LONG,development,2023-02-09,2023-02-09 14:40:00+00:00,2023-02-09 14:50:00+00:00,22750.6,22786.0,22550.0,236.0,False,OPPOSITE_BREAK,2023-02-09 16:20:00+00:00,90.0,18,-0.2296610169491402,True,True,-0.27457627118643757,True,1.0,True,18,1,0.8033898305084685,0.0,0.9559322033898243,0.0,1.9118644067796486
LONG,development,2023-02-15,2023-02-15 16:15:00+00:00,2023-02-15 16:25:00+00:00,22797.550000000003,22924.9,22075.9,849.0,True,H2_SUCCESS,2023-02-15 18:40:00+00:00,135.0,27,0.030329799764424455,False,True,-0.05683156654888532,True,0.7037037037037037,True,13,2,0.05683156654888532,0.12043580683156227,0.07944640753828547,0.13480565371024392,0.15889281507657094
LONG,development,2023-03-06,2023-03-06 13:45:00+00:00,2023-03-06 13:55:00+00:00,22429.11,22443.9,22345.3,98.60000000000218,True,H2_SUCCESS,2023-03-06 14:30:00+00:00,35.0,7,0.01713995943203502,False,True,-0.25567951318456966,True,0.8571428571428571,True,6,1,0.25567951318456966,0.01713995943203502,0.3865111561866099,0.034381338742386844,0.7730223123732198
LONG,development,2023-03-13,2023-03-13 13:55:00+00:00,2023-03-13 14:00:00+00:00,22456.8,22572.0,21804.0,768.0,True,H2_SUCCESS,2023-03-13 14:05:00+00:00,5.0,1,0.032942708333332384,False,False,,False,0.0,False,0,0,0.0,0.032942708333332384,0.0,0.0,0.0
LONG,development,2023-03-22,2023-03-22 13:40:00+00:00,2023-03-22 13:45:00+00:00,28316.805,28379.4,27962.1,417.3000000000029,True,H2_SUCCESS,2023-03-22 14:20:00+00:00,35.0,7,0.010531991373113841,False,True,-0.026611550443324913,True,0.42857142857142855,True,3,1,0.1128804217589246,0.08889288281811863,0.12510184519530645,0.11405463695183521,0.2502036903906129
LONG,development,2023-05-08,2023-05-08 15:05:00+00:00,2023-05-08 15:10:00+00:00,27913.46,27977.6,27550.0,427.59999999999854,True,H2_SUCCESS,2023-05-08 15:20:00+00:00,10.0,2,-0.002712815715621746,True,True,0.016230121608985855,False,0.5,True,1,1,0.002712815715621746,0.016230121608985855,0.09672591206735436,0.04499532273152869,0.1934518241347087
LONG,development,2023-05-12,2023-05-12 13:35:00+00:00,2023-05-12 13:45:00+00:00,26435.05,26473.0,26220.0,253.0,True,H2_SUCCESS,2023-05-12 13:50:00+00:00,5.0,1,-0.12944664031620554,True,False,,False,1.0,True,1,1,0.12944664031620554,0.0,0.0,0.0,0.0
LONG,development,2023-06-01,2023-06-01 14:10:00+00:00,2023-06-01 14:15:00+00:00,26931.98,26960.0,26773.2,186.79999999999927,True,H2_SUCCESS,2023-06-01 16:50:00+00:00,155.0,31,-0.3912205567451734,True,True,-0.5453961456102859,True,1.0,True,31,1,0.6819057815845906,0.0,0.8135974304068531,0.04239828693791179,1.6271948608137061
LONG,development,2023-06-19,2023-06-19 13:35:00+00:00,2023-06-19 13:40:00+00:00,26536.775,26569.7,26350.2,219.5,False,OPPOSITE_BREAK,2023-06-19 16:30:00+00:00,170.0,34,0.004669703872427413,False,True,-0.0850797266514939,True,0.9705882352941176,True,33,1,0.7661731207289426,0.004669703872427413,0.9511389521640158,0.01469248291571091,1.9022779043280316
LONG,development,2023-06-22,2023-06-22 13:50:00+00:00,2023-06-22 13:55:00+00:00,30242.0,30320.0,29800.0,520.0,False,OPPOSITE_BREAK,2023-06-22 14:40:00+00:00,45.0,9,-0.02923076923077063,True,True,0.04596153846154126,False,0.7777777777777778,True,5,3,0.744807692307691,0.08692307692307832,0.7496153846153832,0.0899999999999986,1.4992307692307665
LONG,development,2023-07-04,2023-07-04 16:30:00+00:00,2023-07-04 16:35:00+00:00,31046.4,31080.0,30856.0,224.0,False,OPPOSITE_BREAK,2023-07-04 18:00:00+00:00,85.0,17,-0.028125000000012994,True,True,-0.17366071428572077,True,1.0,True,17,1,0.7428571428571493,0.0,1.2111607142857272,0.013839285714279217,2.4223214285714545
LONG,development,2023-07-10,2023-07-10 13:40:00+00:00,2023-07-10 13:50:00+00:00,30229.08,30275.4,29966.6,308.8000000000029,True,H2_SUCCESS,2023-07-10 14:20:00+00:00,30.0,6,-0.029080310880839108,True,True,-0.11036269430052274,True,0.6666666666666666,True,4,1,0.11036269430052274,0.1454663212435163,0.182253886010369,0.14935233160621292,0.364507772020738
LONG,development,2023-07-26,2023-07-26 14:05:00+00:00,2023-07-26 14:30:00+00:00,29294.97,29321.4,29145.2,176.20000000000073,True,H2_SUCCESS,2023-07-26 15:40:00+00:00,70.0,14,-0.1422814982973871,True,True,-0.13774120317820848,True,0.8571428571428571,True,12,1,0.25805902383655493,0.07224744608399268,0.29040862656073596,0.1392167990919338,0.5808172531214719
LONG,development,2023-08-03,2023-08-03 13:40:00+00:00,2023-08-03 13:45:00+00:00,29157.785,29193.5,28955.4,238.09999999999854,True,H2_SUCCESS,2023-08-03 13:55:00+00:00,10.0,2,0.049622007559843605,False,True,0.11346073078538255,False,0.0,False,0,0,0.0,0.11346073078538255,0.0,0.11388072238555971,0.0
LONG,development,2023-08-23,2023-08-23 14:55:00+00:00,2023-08-23 15:05:00+00:00,26042.76,26085.6,25800.0,285.59999999999854,True,H2_SUCCESS,2023-08-23 15:10:00+00:00,5.0,1,-0.09334733893557419,True,False,,False,1.0,True,1,1,0.09334733893557419,0.0,0.0,0.0,0.0
LONG,development,2023-09-07,2023-09-07 13:45:00+00:00,2023-09-07 14:40:00+00:00,25732.1,25751.0,25625.0,126.0,True,H2_SUCCESS,2023-09-07 14:50:00+00:00,10.0,2,-0.01984126984126984,True,True,-0.10476190476188166,True,1.0,True,2,1,0.10476190476188166,0.0,0.17698412698412122,0.04603174603176913,0.35396825396824244
LONG,development,2023-09-12,2023-09-12 14:05:00+00:00,2023-09-12 16:05:00+00:00,26239.265,26330.9,25720.0,610.9000000000015,True,H2_SUCCESS,2023-09-12 16:30:00+00:00,25.0,5,-0.10683417908004463,True,True,-0.14497462759862248,True,0.8,True,4,1,0.14497462759862248,0.09008839417253188,0.16805532820428978,0.11677033884432633,0.33611065640857957
LONG,development,2023-09-14,2023-09-14 15:05:00+00:00,2023-09-14 16:00:00+00:00,26709.45,26790.0,26253.0,537.0,True,H2_SUCCESS,2023-09-14 18:35:00+00:00,155.0,31,0.0002793296089344827,False,True,-0.12113594040968208,True,0.9354838709677419,True,29,1,0.2831471135940396,0.007541899441339427,0.33379888268156427,0.08221601489757507,0.6675977653631285
LONG,development,2023-10-05,2023-10-05 13:40:00+00:00,2023-10-05 13:50:00+00:00,27996.895,28070.8,27578.1,492.7000000000007,True,H2_SUCCESS,2023-10-05 14:15:00+00:00,25.0,5,-0.09030850416074471,True,True,-0.04119139435762505,True,0.8,True,4,1,0.116693728435151,0.020509437791758775,0.1857012380759059,0.02314796021919793,0.3714024761518118
LONG,development,2023-10-31,2023-10-31 19:05:00+00:00,2023-10-31 19:20:00+00:00,34481.58,34563.6,34016.8,546.7999999999956,True,H2_SUCCESS,2023-10-31 19:55:00+00:00,35.0,7,-0.019897585954653883,True,True,0.08361375274323615,False,0.2857142857142857,True,1,2,0.019897585954653883,0.08361375274323615,0.05811997073884252,0.09769568397951478,0.11623994147768504
LONG,development,2023-11-03,2023-11-03 14:05:00+00:00,2023-11-03 14:15:00+00:00,34543.75,34618.0,34123.0,495.0,True,H2_SUCCESS,2023-11-03 14:20:00+00:00,5.0,1,-0.03101010101009807,True,False,,False,1.0,True,1,1,0.03101010101009807,0.0,0.0,0.0,0.0
LONG,development,2023-12-07,2023-12-07 15:35:00+00:00,2023-12-07 15:45:00+00:00,43747.025,43911.5,42815.0,1096.5,False,NO_H2_SESSION_END,2023-12-07 20:00:00+00:00,255.0,51,-0.02108983128134975,True,True,-0.0610351117191089,True,0.9803921568627451,True,41,2,0.5926356589147327,0.017396260829910706,0.5978340173278627,0.03636570907432741,1.1956680346557254
LONG,development,2023-12-21,2023-12-21 14:00:00+00:00,2023-12-21 14:05:00+00:00,44162.5,44260.0,43610.0,650.0,False,OPPOSITE_BREAK,2023-12-21 14:55:00+00:00,50.0,10,-0.13276923076923525,True,True,-0.3655384615384593,True,1.0,True,10,1,0.7158461538461584,0.0,0.786769230769233,0.0,1.573538461538466
LONG,development,2023-12-26,2023-12-26 14:30:00+00:00,2023-12-26 14:40:00+00:00,42727.375,42836.5,42109.0,727.5,False,OPPOSITE_BREAK,2023-12-26 17:35:00+00:00,175.0,35,-0.029243986254297534,True,True,-0.0670446735395209,True,0.9714285714285714,True,24,2,0.6993470790378027,0.01542955326460281,0.7826460481099656,0.06890034364261169,1.5652920962199313
LONG,development,2024-01-08,2024-01-08 15:45:00+00:00,2024-01-08 15:50:00+00:00,44947.455,45180.0,43629.7,1550.300000000003,True,H2_SUCCESS,2024-01-08 17:15:00+00:00,85.0,17,0.0006095594401081773,False,True,0.014284332064759568,False,0.35294117647058826,True,6,1,0.05750822421466727,0.11839321421660189,0.10556343933432144,0.14354963555440742,0.21112687866864288
LONG,development,2024-01-09,2024-01-09 13:55:00+00:00,2024-01-09 14:00:00+00:00,46828.0,47080.0,45400.0,1680.0,False,NO_H2_SESSION_END,2024-01-09 20:00:00+00:00,360.0,72,0.015476190476190477,False,True,-0.004583333333331601,True,0.6944444444444444,True,26,8,0.19190476190476277,0.07446428571428484,0.2357142857142857,0.11761904761904675,0.4714285714285714
LONG,development,2024-02-07,2024-02-07 14:20:00+00:00,2024-02-07 14:30:00+00:00,43134.56,43191.2,42813.6,377.59999999999854,True,H2_SUCCESS,2024-02-07 14:45:00+00:00,15.0,3,-0.07351694915252878,True,True,0.030031779661027085,False,0.6666666666666666,True,1,2,0.13257415254236724,0.030031779661027085,0.13469279661017156,0.10709745762712522,0.2693855932203431
LONG,development,2024-02-09,2024-02-09 14:15:00+00:00,2024-02-09 16:10:00+00:00,47462.565,47688.3,46183.4,1504.9000000000015,True,H2_SUCCESS,2024-02-09 18:00:00+00:00,110.0,22,-0.06848627815801862,True,True,-0.07639378031763151,True,0.6818181818181818,True,14,2,0.18311183467340159,0.10727290849890193,0.2229815934613609,0.11717389859791279,0.4459631869227218
LONG,development,2024-02-28,2024-02-28 15:00:00+00:00,2024-02-28 15:05:00+00:00,60691.985,61127.0,58226.9,2900.0999999999985,True,H2_SUCCESS,2024-02-28 15:10:00+00:00,5.0,1,0.09217440777904296,False,False,,False,0.0,False,0,0,0.0,0.09217440777904296,0.0,0.0,0.0
LONG,development,2024-02-29,2024-02-29 14:35:00+00:00,2024-02-29 15:25:00+00:00,63249.18,63460.8,62050.0,1410.800000000003,False,OPPOSITE_BREAK,2024-02-29 16:40:00+00:00,75.0,15,-0.009129571874112102,True,True,-0.017351857102355508,True,1.0,True,15,1,0.8079671108590836,0.0,0.8442585766940738,0.07068330025517505,1.6885171533881476
LONG,development,2024-03-04,2024-03-04 13:45:00+00:00,2024-03-04 13:50:00+00:00,65471.52,65717.4,64078.2,1639.199999999997,True,H2_SUCCESS,2024-03-04 14:35:00+00:00,45.0,9,-0.020571010248898212,True,True,-0.18199121522694012,True,0.8888888888888888,True,8,1,0.34859687652513377,0.10552708638360389,0.552232796486088,0.10552708638360389,1.104465592972176
LONG,development,2024-03-15,2024-03-15 14:00:00+00:00,2024-03-15 14:05:00+00:00,68202.675,68665.5,65580.0,3085.5,True,H2_SUCCESS,2024-03-15 14:55:00+00:00,50.0,10,-0.06571868416788486,True,True,-0.06464916545130638,True,0.7,True,4,2,0.06571868416788486,0.061035488575594585,0.10555015394587682,0.08663911845729934,0.21110030789175363
LONG,development,2024-03-20,2024-03-20 15:05:00+00:00,2024-03-20 15:10:00+00:00,64124.49,64380.0,62676.6,1703.4000000000015,False,OPPOSITE_BREAK,2024-03-20 16:25:00+00:00,75.0,15,0.030885288247035656,False,True,-0.11282728660326106,True,0.9333333333333333,True,14,1,0.5351590935775483,0.030885288247035656,0.6046084301984258,0.03787131619114828,1.2092168603968516
LONG,development,2024-04-01,2024-04-01 13:35:00+00:00,2024-04-01 13:55:00+00:00,69967.11,70098.6,69222.0,876.6000000000058,False,OPPOSITE_BREAK,2024-04-01 14:35:00+00:00,40.0,8,-0.039824321241162745,True,True,-0.2148186173853484,True,1.0,True,8,1,0.6663358430298845,0.0,0.7542892995665093,0.02383070955966151,1.5085785991330185
LONG,development,2024-04-04,2024-04-04 13:55:00+00:00,2024-04-04 14:00:00+00:00,67263.485,67480.1,66036.0,1444.1000000000058,True,H2_SUCCESS,2024-04-04 14:05:00+00:00,5.0,1,-0.0523405581330975,True,False,,False,1.0,True,1,1,0.0523405581330975,0.0,0.0,0.0,0.0
LONG,development,2024-05-14,2024-05-14 14:35:00+00:00,2024-05-14 15:15:00+00:00,61916.28,62086.8,60950.0,1136.800000000003,False,NO_H2_SESSION_END,2024-05-14 20:00:00+00:00,285.0,57,-0.043701618578466016,True,True,-0.03719211822659987,True,1.0,True,57,1,0.6468859957776174,0.0,0.7034482758620674,0.09273399014778148,1.4068965517241347
LONG,development,2024-06-27,2024-06-27 13:35:00+00:00,2024-06-27 13:40:00+00:00,61665.0,61830.0,60730.0,1100.0,True,H2_SUCCESS,2024-06-27 13:55:00+00:00,15.0,3,0.022181818181819506,False,True,0.031818181818181815,False,0.0,False,0,0,0.0,0.09090909090909091,0.031090909090906445,0.12954545454545455,0.06218181818181289
LONG,development,2024-07-15,2024-07-15 15:05:00+00:00,2024-07-15 15:25:00+00:00,63093.22,63239.2,62266.0,973.1999999999971,True,H2_SUCCESS,2024-07-15 16:25:00+00:00,60.0,12,-0.03464858199753521,True,True,-0.020982326346073072,True,0.9166666666666666,True,11,1,0.21272092067406975,0.06337854500616572,0.2881422112618158,0.06646115906288583,0.5762844225236315
LONG,development,2024-08-16,2024-08-16 17:35:00+00:00,2024-08-16 17:40:00+00:00,58697.225,58908.5,57500.0,1408.5,True,H2_SUCCESS,2024-08-16 17:45:00+00:00,5.0,1,0.029091231806885727,False,False,,False,0.0,False,0,0,0.0,0.029091231806885727,0.0,0.0,0.0
LONG,development,2024-08-19,2024-08-19 13:35:00+00:00,2024-08-19 17:20:00+00:00,58761.5,58940.0,57750.0,1190.0,True,H2_SUCCESS,2024-08-19 17:30:00+00:00,10.0,2,0.008907563025208861,False,True,0.04109243697479114,False,0.0,False,0,0,0.0,0.04109243697479114,0.008823529411764706,0.06798319327731214,0.01764705882352941
LONG,development,2024-09-13,2024-09-13 14:10:00+00:00,2024-09-13 14:15:00+00:00,58212.715,58321.9,57594.0,727.9000000000015,True,H2_SUCCESS,2024-09-13 14:55:00+00:00,40.0,8,-0.04755460914960557,True,True,0.10631268031323242,False,0.5,True,3,2,0.3588611072949526,0.12266107981866096,0.5985918395383921,0.13639923066355722,1.1971836790767842
LONG,development,2024-09-19,2024-09-19 14:15:00+00:00,2024-09-19 14:20:00+00:00,63141.855,63369.6,61851.3,1518.2999999999956,True,H2_SUCCESS,2024-09-19 14:30:00+00:00,10.0,2,0.02525521965355595,False,True,0.10415925706381957,False,0.0,False,0,0,0.0,0.10415925706381957,0.02756701574129179,0.1476289270895063,0.05513403148258358
LONG,development,2024-12-10,2024-12-10 13:50:00+00:00,2024-12-10 13:55:00+00:00,97787.935,97948.0,96880.9,1067.1000000000058,True,H2_SUCCESS,2024-12-10 14:05:00+00:00,10.0,2,-0.03508106081903989,True,True,0.11345234748383626,False,0.5,True,1,1,0.03508106081903989,0.11345234748383626,0.0671305407178281,0.11354605941337034,0.1342610814356562
LONG,development,2024-12-12,2024-12-12 14:35:00+00:00,2024-12-12 14:40:00+00:00,101323.935,101531.1,100150.0,1381.1000000000058,True,H2_SUCCESS,2024-12-12 14:55:00+00:00,15.0,3,-0.07170733473318593,True,True,-0.015085801172972098,True,0.6666666666666666,True,2,1,0.07170733473318593,0.11662080949967536,0.27205488378828396,0.13855984360292842,0.5441097675765679
LONG,development,2024-12-31,2024-12-31 14:35:00+00:00,2024-12-31 14:50:00+00:00,95547.285,96032.1,92800.0,3232.100000000006,False,NO_H2_SESSION_END,2024-12-31 20:00:00+00:00,310.0,62,0.028685684230066007,False,True,0.03672998978991872,False,0.9193548387096774,True,51,3,0.6823071687138391,0.12122613780514267,0.7432273135113373,0.12877540917669494,1.4864546270226746
