role,partition,ref_min,hour,dev_block,execution_start,entry_ts,exit_ts,H,L,R,pnl,pnl_5bps,loss_class,mfe_R,mae_R,hold_min,entry_to_break_min,break_to_fail_min,latent_class,latent_target_recovered,latent_recovery_min,latent_target_visit,latent_target_visit_entry_eligible,post_exit_reclaim,reclaim_min,target_after_reclaim,reclaim_to_target_min,visit_count
CENTRAL,external,360,15,,2020-11-15 15:00:00+00:00,2020-11-15 16:00:00+00:00,2020-11-15 16:10:00+00:00,2.2059,2.0669,0.13900000000000023,-3.921301962917678,-4.171301962917679,L2_BREAK_FAST_FAIL_5M,0.1388489208633082,0.3856115107913685,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CENTRAL,external,360,15,,2020-11-18 15:00:00+00:00,2020-11-18 18:00:00+00:00,2020-11-19 02:55:00+00:00,2.1294,1.9977,0.13169999999999993,-9.134028364797597,-9.384028364797597,L1_NEVER_BREAK_TIME,0.05466970387243811,0.5580865603644659,535.0,,,LATENT_RECOVERABLE,True,585.0,5.0,True,True,575.0,True,10.0,6
CENTRAL,external,360,15,,2020-11-21 15:00:00+00:00,2020-11-21 15:05:00+00:00,2020-11-21 15:25:00+00:00,2.3609,2.14,0.22089999999999987,-2.668473887076972,-2.9184738870769724,L3_BREAK_FAST_FAIL_10M,0.23223177908555875,0.1833408782254424,20.0,5.0,10.0,LATENT_RECOVERABLE,True,155.0,2.0,True,True,0.0,True,155.0,5
CENTRAL,external,360,15,,2020-11-22 15:00:00+00:00,2020-11-22 18:00:00+00:00,2020-11-22 18:30:00+00:00,2.246,2.0302,0.2158000000000002,-3.9626001780943554,-4.212600178094355,L4_BREAK_FAIL_30M,0.1649675625579242,0.13531047265986962,30.0,0.0,25.0,TRUE_FAILURE_PROXY,False,,,False,True,5.0,False,,7
CENTRAL,external,360,15,,2020-11-23 15:00:00+00:00,2020-11-24 01:50:00+00:00,2020-11-24 02:05:00+00:00,2.3611,2.2372,0.1238999999999999,-3.93884206513917,-4.18884206513917,L3_BREAK_FAST_FAIL_10M,0.18886198547215582,0.41242937853107314,15.0,0.0,10.0,LATENT_RECOVERABLE,True,80.0,4.0,True,True,10.0,True,70.0,6
CENTRAL,external,360,15,,2020-11-25 15:00:00+00:00,2020-11-25 16:05:00+00:00,2020-11-25 22:30:00+00:00,2.4738,2.2473,0.22650000000000015,-46.244643867733856,-46.494643867733856,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.05209713024282376,1.110816777041943,385.0,,,TRUE_FAILURE_PROXY,False,,,False,False,,False,,4
CENTRAL,external,360,15,,2020-11-28 15:00:00+00:00,2020-11-28 16:00:00+00:00,2020-11-28 16:20:00+00:00,1.928,1.7912,0.13680000000000003,-1.167012448132776,-1.417012448132776,L2_BREAK_FAST_FAIL_5M,0.07456140350877181,0.13011695906432774,20.0,10.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,10.0,False,,2
CENTRAL,external,360,15,,2020-12-05 15:00:00+00:00,2020-12-05 15:00:00+00:00,2020-12-05 15:20:00+00:00,1.9337,1.8848,0.048899999999999944,-0.41371464032685656,-0.6637146403268566,L4_BREAK_FAIL_30M,0.17791411042944663,0.19018404907975203,20.0,0.0,15.0,LATENT_RECOVERABLE,True,85.0,2.0,True,True,0.0,True,85.0,2
CENTRAL,external,360,15,,2020-12-07 15:00:00+00:00,2020-12-07 15:25:00+00:00,2020-12-07 19:00:00+00:00,1.8811,1.8221,0.05899999999999994,-15.815214502152951,-16.06521450215295,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.33050847457627275,1.0542372881355948,215.0,,,TRUE_FAILURE_PROXY,False,,,False,False,,False,,2
CENTRAL,external,360,15,,2020-12-08 15:00:00+00:00,2020-12-08 17:25:00+00:00,2020-12-08 17:40:00+00:00,1.7521,1.652,0.10010000000000008,-1.5695451172878516,-1.8195451172878516,L2_BREAK_FAST_FAIL_5M,0.0829170829170826,0.17982017982017984,15.0,5.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,15.0,False,,4
CENTRAL,external,360,15,,2020-12-09 15:00:00+00:00,2020-12-09 21:05:00+00:00,2020-12-10 02:55:00+00:00,1.6519,1.55,0.10189999999999988,-6.840607784974861,-7.090607784974861,L1_NEVER_BREAK_TIME,0.20117762512267134,0.26790971540726116,350.0,,,TRUE_FAILURE_PROXY,False,,,False,False,,False,,4
CENTRAL,external,360,15,,2020-12-11 15:00:00+00:00,2020-12-11 20:00:00+00:00,2020-12-12 02:55:00+00:00,1.4984,1.4316,0.06679999999999997,-1.1679124399359697,-1.4179124399359697,L1_NEVER_BREAK_TIME,0.2844311377245529,0.9311377245508992,415.0,,,LATENT_RECOVERABLE,True,490.0,5.0,True,True,125.0,True,365.0,5
CENTRAL,external,360,15,,2020-12-22 15:00:00+00:00,2020-12-22 15:15:00+00:00,2020-12-22 22:05:00+00:00,1.5719,1.4752,0.09670000000000001,-30.790762771168655,-31.040762771168655,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.0031023784901754595,1.0537745604963815,410.0,,,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CENTRAL,external,360,15,,2020-12-24 15:00:00+00:00,2020-12-24 16:10:00+00:00,2020-12-24 16:20:00+00:00,1.3195,1.2513,0.06819999999999982,-1.0231148162182513,-1.2731148162182513,L2_BREAK_FAST_FAIL_5M,0.08064516129032369,0.18035190615835792,10.0,0.0,5.0,LATENT_RECOVERABLE,True,330.0,4.0,True,True,160.0,True,170.0,4
CENTRAL,external,360,15,,2020-12-26 15:00:00+00:00,2020-12-26 16:35:00+00:00,2020-12-26 16:45:00+00:00,1.3909,1.3375,0.053400000000000114,-2.228772737076723,-2.4787727370767234,L2_BREAK_FAST_FAIL_5M,0.059925093632956235,0.13108614232209928,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,2
CENTRAL,external,360,15,,2020-12-27 15:00:00+00:00,2020-12-27 15:00:00+00:00,2020-12-27 15:15:00+00:00,1.3776,1.2544,0.12319999999999998,-1.3792102206736656,-1.6292102206736656,L2_BREAK_FAST_FAIL_5M,0.1152597402597402,0.07711038961038834,15.0,5.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,4
CENTRAL,external,360,15,,2020-12-28 15:00:00+00:00,2020-12-28 16:05:00+00:00,2020-12-28 16:25:00+00:00,1.4129,1.3413,0.07160000000000011,-1.6632458064973488,-1.9132458064973488,L3_BREAK_FAST_FAIL_10M,0.09916201117318259,0.12569832402234785,20.0,5.0,10.0,LATENT_RECOVERABLE,True,110.0,1.0,False,True,5.0,True,105.0,1
CENTRAL,external,360,15,,2021-01-01 15:00:00+00:00,2021-01-01 15:20:00+00:00,2021-01-01 15:40:00+00:00,1.64,1.5676,0.0723999999999998,-3.780487804878052,-4.030487804878052,L4_BREAK_FAIL_30M,0.12569060773480847,0.21685082872927997,20.0,0.0,15.0,LATENT_RECOVERABLE,True,90.0,4.0,True,True,45.0,True,45.0,5
CENTRAL,external,360,15,,2021-01-03 15:00:00+00:00,2021-01-04 02:05:00+00:00,2021-01-04 02:15:00+00:00,2.3589,1.939,0.41990000000000016,-4.345245665352548,-4.595245665352548,L2_BREAK_FAST_FAIL_5M,0.09764229578471043,0.09002143367468507,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,2
CENTRAL,external,360,15,,2021-01-04 15:00:00+00:00,2021-01-04 15:05:00+00:00,2021-01-04 15:50:00+00:00,2.2528,1.8182,0.4346000000000001,-3.5067471590909394,-3.7567471590909394,L5_BREAK_FAIL_LATE,0.1753336401288542,0.07294063506672867,45.0,0.0,40.0,LATENT_RECOVERABLE,True,245.0,6.0,True,True,5.0,True,240.0,7
CENTRAL,external,360,15,,2021-01-12 15:00:00+00:00,2021-01-12 16:10:00+00:00,2021-01-12 16:35:00+00:00,3.4844,3.1507,0.3336999999999999,-5.869016186430986,-6.119016186430986,L4_BREAK_FAIL_30M,0.15762661072819897,0.2244531015882529,25.0,5.0,15.0,LATENT_RECOVERABLE,True,85.0,2.0,True,True,85.0,True,5.0,3
CENTRAL,external,360,15,,2021-01-14 15:00:00+00:00,2021-01-14 15:15:00+00:00,2021-01-14 15:40:00+00:00,3.5107,3.3555,0.15519999999999978,-4.557495656136945,-4.807495656136945,L4_BREAK_FAIL_30M,0.3653350515463935,0.326675257731959,25.0,0.0,20.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,2
CENTRAL,external,360,15,,2021-01-16 15:00:00+00:00,2021-01-16 17:50:00+00:00,2021-01-17 02:55:00+00:00,3.5683,3.1236,0.44469999999999965,-4.4979401956113385,-4.7479401956113385,L1_NEVER_BREAK_TIME,0.3314594108387684,0.6478524848212284,545.0,,,LATENT_RECOVERABLE,True,65.0,4.0,True,True,20.0,True,45.0,7
CENTRAL,external,360,15,,2021-01-20 15:00:00+00:00,2021-01-20 15:10:00+00:00,2021-01-20 15:20:00+00:00,3.6035,3.324,0.2795000000000001,-2.2200638268350392,-2.4700638268350392,L2_BREAK_FAST_FAIL_5M,0.06976744186046616,0.13488372093023276,10.0,0.0,5.0,LATENT_RECOVERABLE,True,485.0,5.0,True,True,85.0,True,400.0,6
CENTRAL,external,360,15,,2021-01-22 15:00:00+00:00,2021-01-22 15:05:00+00:00,2021-01-22 15:20:00+00:00,3.4016,3.1153,0.2863000000000002,-0.08819379115715398,-0.338193791157154,L3_BREAK_FAST_FAIL_10M,0.11386657352427501,0.15438351379671666,15.0,0.0,10.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,5
CENTRAL,external,360,15,,2021-01-26 15:00:00+00:00,2021-01-26 20:00:00+00:00,2021-01-26 20:20:00+00:00,4.0645,3.6623,0.40219999999999967,-1.7099274203468684,-1.9599274203468686,L4_BREAK_FAIL_30M,0.10641471904525274,0.0837891596220777,20.0,0.0,15.0,TRUE_FAILURE_PROXY,False,,,False,True,185.0,False,,3
CENTRAL,external,360,15,,2021-01-27 15:00:00+00:00,2021-01-27 16:05:00+00:00,2021-01-27 16:20:00+00:00,3.7466,3.5183,0.22829999999999995,-0.7740351251801503,-1.0240351251801503,L3_BREAK_FAST_FAIL_10M,0.03241349102058728,0.1292159439334213,15.0,0.0,10.0,TRUE_FAILURE_PROXY,False,,,False,True,5.0,False,,6
CENTRAL,external,360,15,,2021-01-29 15:00:00+00:00,2021-01-29 15:15:00+00:00,2021-01-29 15:35:00+00:00,3.8542,3.6739,0.1802999999999999,-0.5578330133361176,-0.8078330133361176,L3_BREAK_FAST_FAIL_10M,0.08097615085967683,0.11203549639489743,20.0,5.0,10.0,LATENT_RECOVERABLE,True,480.0,3.0,True,True,475.0,True,5.0,4
CENTRAL,external,360,15,,2021-02-01 15:00:00+00:00,2021-02-01 18:05:00+00:00,2021-02-01 22:55:00+00:00,4.409,4.1463,0.2626999999999997,-0.06804264005438876,-0.31804264005438876,L5_BREAK_FAIL_LATE,0.3486867148839005,0.14312904453749317,290.0,0.0,285.0,LATENT_RECOVERABLE,True,25.0,1.0,False,True,5.0,True,20.0,1
CENTRAL,external,360,15,,2021-02-02 15:00:00+00:00,2021-02-02 22:25:00+00:00,2021-02-02 22:35:00+00:00,5.3747,5.0943,0.2804000000000002,-1.7489348242692437,-1.998934824269244,L2_BREAK_FAST_FAIL_5M,0.29065620542082765,0.18152639087018355,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,2
CENTRAL,external,360,15,,2021-02-06 15:00:00+00:00,2021-02-06 21:20:00+00:00,2021-02-06 23:00:00+00:00,6.2795,5.85,0.4295,-1.011227008519744,-1.261227008519744,L5_BREAK_FAIL_LATE,0.20372526193248044,0.1504074505238639,100.0,5.0,90.0,LATENT_RECOVERABLE,True,605.0,2.0,True,True,580.0,True,25.0,2
CENTRAL,external,360,15,,2021-02-09 15:00:00+00:00,2021-02-10 01:50:00+00:00,2021-02-10 02:05:00+00:00,8.3954,7.5675,0.8279000000000005,-5.598303833051488,-5.848303833051488,L3_BREAK_FAST_FAIL_10M,0.04179248701533914,0.2249063896605884,15.0,0.0,10.0,TRUE_FAILURE_PROXY,False,,,False,True,410.0,False,,6
CENTRAL,external,360,15,,2021-02-10 15:00:00+00:00,2021-02-10 20:05:00+00:00,2021-02-10 20:35:00+00:00,8.4551,7.2879,1.1672000000000002,-0.4612600678879919,-0.7112600678879919,L4_BREAK_FAIL_30M,0.1936257710760802,0.10083961617546199,30.0,0.0,25.0,LATENT_RECOVERABLE,True,105.0,1.0,False,True,0.0,True,105.0,1
CENTRAL,external,360,15,,2021-02-14 15:00:00+00:00,2021-02-14 15:10:00+00:00,2021-02-14 15:30:00+00:00,8.7739,8.5616,0.21229999999999905,-0.028493600337298197,-0.2784936003372982,L2_BREAK_FAST_FAIL_5M,0.3198304286387195,0.33160621761657877,20.0,10.0,5.0,LATENT_RECOVERABLE,True,80.0,2.0,True,True,0.0,True,80.0,5
CENTRAL,external,360,15,,2021-02-17 15:00:00+00:00,2021-02-17 15:05:00+00:00,2021-02-17 15:15:00+00:00,8.2938,7.8463,0.4474999999999989,-0.018085799030564953,-0.26808579903056495,L2_BREAK_FAST_FAIL_5M,0.04715083798882819,0.1818994413407794,10.0,0.0,5.0,LATENT_RECOVERABLE,True,625.0,8.0,True,True,0.0,True,625.0,8
CENTRAL,external,360,15,,2021-02-25 15:00:00+00:00,2021-02-25 15:00:00+00:00,2021-02-25 15:20:00+00:00,16.398,15.5062,0.8917999999999999,-0.7561897792413563,-1.0061897792413563,L4_BREAK_FAIL_30M,0.1434178066831132,0.17571204305898266,20.0,0.0,15.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,2
CENTRAL,external,360,15,,2021-03-01 15:00:00+00:00,2021-03-01 15:00:00+00:00,2021-03-01 15:20:00+00:00,15.3207,14.4118,0.9089000000000009,-0.930114159274742,-1.180114159274742,L2_BREAK_FAST_FAIL_5M,0.05699196831334582,0.08471779073605444,20.0,10.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,1
CENTRAL,external,360,15,,2021-03-03 15:00:00+00:00,2021-03-03 19:05:00+00:00,2021-03-04 00:10:00+00:00,14.7258,13.9319,0.7938999999999989,-30.195303480965386,-30.445303480965386,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.048242851744551715,1.156568837385061,305.0,,,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1
CENTRAL,external,360,15,,2021-03-05 15:00:00+00:00,2021-03-05 15:05:00+00:00,2021-03-05 15:25:00+00:00,12.9171,12.19,0.7271000000000001,-0.878680199115911,-1.128680199115911,L4_BREAK_FAIL_30M,0.05831384953926647,0.08953376426901288,20.0,0.0,15.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,1
CENTRAL,external,360,15,,2021-03-08 15:00:00+00:00,2021-03-08 15:20:00+00:00,2021-03-08 15:30:00+00:00,13.6351,13.1,0.5350999999999999,-0.9754237225982898,-1.2254237225982898,L2_BREAK_FAST_FAIL_5M,0.05195290599888047,0.07905064473929943,10.0,0.0,5.0,LATENT_RECOVERABLE,True,165.0,1.0,False,True,5.0,True,160.0,7
CENTRAL,external,360,15,,2021-03-13 15:00:00+00:00,2021-03-13 17:50:00+00:00,2021-03-13 19:05:00+00:00,15.1755,14.3762,0.7992999999999988,0.0,-0.25,L5_BREAK_FAIL_LATE,0.22131865382209445,0.05780057550356434,75.0,5.0,65.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,2
CENTRAL,external,360,15,,2021-03-14 15:00:00+00:00,2021-03-14 18:55:00+00:00,2021-03-14 20:05:00+00:00,14.8807,14.3662,0.5145,-0.21168359015366622,-0.4616835901536662,L5_BREAK_FAIL_LATE,0.3294460641399439,0.1257531584062166,70.0,5.0,60.0,TRUE_FAILURE_PROXY,False,,,False,True,170.0,False,,3
CENTRAL,external,360,15,,2021-03-15 15:00:00+00:00,2021-03-15 20:10:00+00:00,2021-03-15 20:25:00+00:00,14.3665,13.6121,0.7544000000000004,-0.810914279748054,-1.060914279748054,L3_BREAK_FAST_FAIL_10M,0.06945917285259864,0.048913043478262225,15.0,0.0,10.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,3
CENTRAL,external,360,15,,2021-03-16 15:00:00+00:00,2021-03-16 16:00:00+00:00,2021-03-16 17:10:00+00:00,13.867,13.4807,0.3863000000000003,-1.2836229898319784,-1.5336229898319784,L5_BREAK_FAIL_LATE,0.38130986280093043,0.2743981361636075,70.0,5.0,60.0,TRUE_FAILURE_PROXY,False,,,False,True,210.0,False,,5
CENTRAL,external,360,15,,2021-03-21 15:00:00+00:00,2021-03-21 15:10:00+00:00,2021-03-21 15:35:00+00:00,13.9971,13.634,0.3630999999999993,-0.4179437169127831,-0.6679437169127831,L4_BREAK_FAIL_30M,0.12090333241531478,0.09611677223905382,25.0,0.0,20.0,LATENT_RECOVERABLE,True,175.0,6.0,True,True,40.0,True,135.0,6
CENTRAL,external,360,15,,2021-03-23 15:00:00+00:00,2021-03-23 15:00:00+00:00,2021-03-23 20:50:00+00:00,14.794,14.2766,0.5174000000000003,-18.656211977828853,-18.906211977828853,L0_NEVER_BREAK_REFERENCE_INVALIDATION,0.025898724391184694,1.1233088519520689,350.0,,,TRUE_FAILURE_PROXY,False,,,False,False,,False,,2
CENTRAL,external,360,15,,2021-03-24 15:00:00+00:00,2021-03-24 15:15:00+00:00,2021-03-24 15:30:00+00:00,14.9,14.6066,0.2934000000000001,-1.8523489932886217,-2.102348993288622,L3_BREAK_FAST_FAIL_10M,0.13599182004089763,0.2382413087934577,15.0,0.0,10.0,LATENT_RECOVERABLE,True,85.0,2.0,True,True,80.0,True,5.0,2
CENTRAL,external,360,15,,2021-03-27 15:00:00+00:00,2021-03-27 16:55:00+00:00,2021-03-27 17:25:00+00:00,16.2284,15.3948,0.8336000000000006,-0.45290971383504797,-0.702909713835048,L2_BREAK_FAST_FAIL_5M,0.1643474088291751,0.12595969289827297,30.0,20.0,5.0,LATENT_RECOVERABLE,True,335.0,2.0,True,True,330.0,True,5.0,2
CENTRAL,external,360,15,,2021-03-28 15:00:00+00:00,2021-03-28 17:10:00+00:00,2021-03-28 17:25:00+00:00,19.2854,17.58,1.705400000000001,-0.18666970869157806,-0.43666970869157806,L3_BREAK_FAST_FAIL_10M,0.05547085727688504,0.09399554356749112,15.0,0.0,10.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,1
CENTRAL,external,360,15,,2021-03-29 15:00:00+00:00,2021-03-29 17:45:00+00:00,2021-03-29 19:45:00+00:00,18.78,18.0762,0.7038000000000011,-0.44462193823219254,-0.6946219382321925,L5_BREAK_FAIL_LATE,0.37936913895993046,0.10230179028133364,120.0,0.0,115.0,LATENT_RECOVERABLE,True,255.0,4.0,True,True,5.0,True,250.0,4
CENTRAL,external,360,15,,2021-03-31 15:00:00+00:00,2021-03-31 19:15:00+00:00,2021-03-31 19:35:00+00:00,19.75,18.5035,1.246500000000001,-0.9594936708861024,-1.2094936708861024,L4_BREAK_FAIL_30M,0.10004011231448103,0.15387083834737303,20.0,0.0,15.0,LATENT_RECOVERABLE,True,510.0,5.0,True,True,70.0,True,440.0,5
CENTRAL,external,360,15,,2021-04-03 15:00:00+00:00,2021-04-03 21:45:00+00:00,2021-04-03 22:05:00+00:00,22.8573,21.3215,1.5357999999999983,-3.3315395956652893,-3.58153959566529,L3_BREAK_FAST_FAIL_10M,0.3697095976038563,0.3945826279463464,20.0,5.0,10.0,LATENT_RECOVERABLE,True,45.0,3.0,True,True,10.0,True,35.0,7
CENTRAL,external,360,15,,2021-04-04 15:00:00+00:00,2021-04-04 16:00:00+00:00,2021-04-04 16:10:00+00:00,25.0326,23.3189,1.7136999999999993,-0.8628748112460838,-1.1128748112460838,L2_BREAK_FAST_FAIL_5M,0.09768337515317776,0.19980159887961602,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,10.0,False,,2
CENTRAL,external,360,15,,2021-04-06 15:00:00+00:00,2021-04-06 17:00:00+00:00,2021-04-06 17:15:00+00:00,23.5388,21.6509,1.8878999999999984,-2.3939198259893546,-2.6439198259893546,L3_BREAK_FAST_FAIL_10M,0.07304412309974152,0.10000529689072363,15.0,0.0,10.0,LATENT_RECOVERABLE,True,35.0,1.0,False,True,0.0,True,35.0,1
CENTRAL,external,360,15,,2021-04-12 15:00:00+00:00,2021-04-12 23:45:00+00:00,2021-04-13 02:55:00+00:00,28.6678,27.1746,1.493199999999998,-6.437536190429693,-6.687536190429694,L1_NEVER_BREAK_TIME,0.13132869006161366,0.2911867130993837,190.0,,,TRUE_FAILURE_PROXY,False,,,False,False,,False,,2
CENTRAL,external,360,15,,2021-04-14 15:00:00+00:00,2021-04-14 16:35:00+00:00,2021-04-14 17:05:00+00:00,26.3513,24.5888,1.7624999999999993,-2.9941596809265336,-3.2441596809265336,L4_BREAK_FAIL_30M,0.18201418439716432,0.14717730496453874,30.0,5.0,20.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,3
CENTRAL,external,360,15,,2021-04-15 15:00:00+00:00,2021-04-15 15:00:00+00:00,2021-04-15 15:25:00+00:00,27.6487,26.3455,1.3032000000000004,-2.638460397776432,-2.8884603977764325,L2_BREAK_FAST_FAIL_5M,0.09576427255985027,0.18124616329036228,25.0,15.0,5.0,LATENT_RECOVERABLE,True,405.0,2.0,True,True,310.0,True,95.0,3
CENTRAL,external,360,15,,2021-04-18 15:00:00+00:00,2021-04-18 15:30:00+00:00,2021-04-18 15:40:00+00:00,27.7968,24.9075,2.889300000000002,-11.470744833937784,-11.720744833937784,L2_BREAK_FAST_FAIL_5M,0.02010867684214154,0.23351676876752187,10.0,0.0,5.0,LATENT_RECOVERABLE,True,180.0,3.0,True,True,5.0,True,175.0,3
CENTRAL,external,360,15,,2021-04-19 15:00:00+00:00,2021-04-19 17:40:00+00:00,2021-04-19 18:05:00+00:00,34.9967,29.9007,5.0959999999999965,-2.2587843996719204,-2.508784399671921,L4_BREAK_FAIL_30M,0.18903061224489884,0.06138147566718916,25.0,0.0,20.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,2
CENTRAL,external,360,15,,2021-04-20 15:00:00+00:00,2021-04-20 19:40:00+00:00,2021-04-20 21:20:00+00:00,31.6915,29.5257,2.165800000000001,-1.8159443383872764,-2.0659443383872764,L5_BREAK_FAIL_LATE,0.33659617693230925,0.16492750946532564,100.0,0.0,95.0,LATENT_RECOVERABLE,True,335.0,5.0,True,True,10.0,True,325.0,7
CENTRAL,external,360,15,,2021-04-21 15:00:00+00:00,2021-04-22 01:05:00+00:00,2021-04-22 01:50:00+00:00,35.1789,30.1356,5.043299999999999,-0.81582994351731,-1.06582994351731,L5_BREAK_FAIL_LATE,0.12781313822298976,0.10227430452283204,45.0,0.0,40.0,LATENT_RECOVERABLE,True,275.0,2.0,True,True,40.0,True,235.0,2
CENTRAL,external,360,15,,2021-04-23 15:00:00+00:00,2021-04-23 20:20:00+00:00,2021-04-23 21:35:00+00:00,36.7278,33.1831,3.544699999999999,-0.8290722558934038,-1.0790722558934038,L5_BREAK_FAIL_LATE,0.30247975851270786,0.13651366829351022,75.0,0.0,70.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,6
CENTRAL,external,360,15,,2021-04-25 15:00:00+00:00,2021-04-25 15:25:00+00:00,2021-04-25 17:10:00+00:00,45.3,40.8131,4.486899999999999,-4.97240618101541,-5.22240618101541,L5_BREAK_FAIL_LATE,0.3739998662773855,0.15034879315340174,105.0,0.0,100.0,LATENT_RECOVERABLE,True,330.0,3.0,True,True,15.0,True,315.0,3
CENTRAL,external,360,15,,2021-04-28 15:00:00+00:00,2021-04-28 16:40:00+00:00,2021-04-28 17:05:00+00:00,46.5802,41.5494,5.030799999999999,-5.171725325352816,-5.421725325352816,L4_BREAK_FAIL_30M,0.08106066629561934,0.108074262542737,25.0,5.0,15.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,2
CENTRAL,external,360,15,,2021-04-29 15:00:00+00:00,2021-04-29 15:30:00+00:00,2021-04-29 15:45:00+00:00,44.6,42.73,1.8700000000000045,-0.6647982062780167,-0.9147982062780167,L2_BREAK_FAST_FAIL_5M,0.08187165775401158,0.27459893048128303,15.0,5.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,2
CENTRAL,external,360,15,,2021-05-02 15:00:00+00:00,2021-05-02 17:50:00+00:00,2021-05-02 20:35:00+00:00,47.731,46.128,1.6030000000000015,-1.7776706961932232,-2.0276706961932236,L5_BREAK_FAIL_LATE,0.34691203992514047,0.3339987523393651,165.0,0.0,160.0,LATENT_RECOVERABLE,True,525.0,4.0,True,True,420.0,True,105.0,4
CENTRAL,external,360,15,,2021-05-05 15:00:00+00:00,2021-05-05 19:20:00+00:00,2021-05-05 19:30:00+00:00,45.8675,44.0,1.8674999999999997,-0.039243473047345656,-0.28924347304734566,L2_BREAK_FAST_FAIL_5M,0.10307898259705627,0.17119143239625031,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,25.0,False,,2
CENTRAL,external,360,15,,2021-05-08 15:00:00+00:00,2021-05-08 22:20:00+00:00,2021-05-08 22:40:00+00:00,45.4999,43.6203,1.8795999999999964,-0.725276319288537,-0.975276319288537,L4_BREAK_FAIL_30M,0.3087359012555875,0.10635241540753347,20.0,0.0,15.0,LATENT_RECOVERABLE,True,10.0,1.0,False,True,0.0,True,10.0,3
CENTRAL,external,360,15,,2021-05-09 15:00:00+00:00,2021-05-10 02:05:00+00:00,2021-05-10 02:55:00+00:00,45.489,43.308,2.1809999999999974,-4.663764866231324,-4.913764866231324,L1_NEVER_BREAK_TIME,0.0009170105456223964,0.290646492434662,50.0,,,TRUE_FAILURE_PROXY,False,,,False,True,130.0,False,,4
CENTRAL,external,360,15,,2021-05-11 15:00:00+00:00,2021-05-11 18:15:00+00:00,2021-05-11 18:55:00+00:00,42.288,40.04,2.2479999999999976,-0.342886870979886,-0.592886870979886,L5_BREAK_FAIL_LATE,0.1881672597864779,0.06361209964412533,40.0,0.0,35.0,LATENT_RECOVERABLE,True,95.0,1.0,False,True,5.0,True,90.0,1
CENTRAL,external,360,15,,2021-05-15 15:00:00+00:00,2021-05-15 15:00:00+00:00,2021-05-15 15:20:00+00:00,41.579,40.104,1.4750000000000014,-1.8999975949397507,-2.1499975949397507,L4_BREAK_FAIL_30M,0.14305084745762597,0.10915254237288217,20.0,0.0,15.0,LATENT_RECOVERABLE,True,265.0,5.0,True,True,5.0,True,260.0,5
CENTRAL,external,360,15,,2021-05-17 15:00:00+00:00,2021-05-17 16:30:00+00:00,2021-05-17 16:40:00+00:00,51.459,47.741,3.7180000000000035,-11.88324685672093,-12.13324685672093,L2_BREAK_FAST_FAIL_5M,0.15250134480903701,0.4833243679397532,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,2
CENTRAL,external,360,15,,2021-05-20 15:00:00+00:00,2021-05-20 15:10:00+00:00,2021-05-20 15:20:00+00:00,45.001,39.334,5.6669999999999945,-0.9666451856624736,-1.2166451856624736,L2_BREAK_FAST_FAIL_5M,0.04764425622022294,0.13058055408505304,10.0,0.0,5.0,LATENT_RECOVERABLE,True,100.0,3.0,True,True,5.0,True,95.0,4
CENTRAL,external,360,15,,2021-05-23 15:00:00+00:00,2021-05-24 02:55:00+00:00,2021-05-24 02:55:00+00:00,26.568,21.227,5.341000000000001,-1.1479975910870244,-1.3979975910870244,L1_NEVER_BREAK_TIME,0.015540161018535554,0.13817637146601816,0.0,,,LATENT_RECOVERABLE,True,265.0,3.0,True,True,5.0,True,260.0,3
