partition,timeframe,bull_cross_ts,signal_ts,entry_ts,exit_trigger_ts,exit_ts,red_bars_before_signal,bars_cross_to_signal,entry_px,exit_px,return,mfe,mae,bars_held,hold_minutes,gross_pnl_usd,fee_sensitive_pnl_usd,exit_reason
external,5m,2020-01-08 23:15:00+00:00,2020-01-08 23:20:00+00:00,2020-01-08 23:25:00+00:00,2020-01-08 23:50:00+00:00,2020-01-08 23:55:00+00:00,0,1,8088.19,8046.65,-0.005135883306401023,0.005045628255518242,-0.005678649982257977,6,30,-2.5679416532005117,-2.9679416532005116,CLOSE_BELOW_EMA50
external,5m,2020-01-09 13:20:00+00:00,2020-01-09 13:45:00+00:00,2020-01-09 13:50:00+00:00,2020-01-09 13:50:00+00:00,2020-01-09 13:55:00+00:00,4,5,7921.0,7902.9,-0.0022850650170433973,0.000504986744098046,-0.00239868703446533,1,5,-1.1425325085216986,-1.5425325085216985,CLOSE_BELOW_EMA50
external,5m,2020-01-09 19:45:00+00:00,2020-01-09 19:50:00+00:00,2020-01-09 19:55:00+00:00,2020-01-09 20:50:00+00:00,2020-01-09 20:55:00+00:00,0,1,7935.04,7820.71,-0.014408244948985738,0.009047213372585405,-0.016010001209823765,12,60,-7.204122474492869,-7.604122474492869,CLOSE_BELOW_EMA50
external,5m,2020-01-10 10:50:00+00:00,2020-01-10 10:55:00+00:00,2020-01-10 11:00:00+00:00,2020-01-10 16:55:00+00:00,2020-01-10 17:00:00+00:00,0,1,7770.99,7950.97,0.02316049821193955,0.04818176319876866,-0.0007798234201819021,72,360,11.580249105969775,11.180249105969775,CLOSE_BELOW_EMA50
external,5m,2020-01-11 13:55:00+00:00,2020-01-11 14:05:00+00:00,2020-01-11 14:10:00+00:00,2020-01-11 14:45:00+00:00,2020-01-11 14:50:00+00:00,1,2,8094.0,8067.6,-0.0032616753150481737,0.0032196688905361537,-0.0038299975290339017,8,40,-1.6308376575240868,-2.0308376575240867,CLOSE_BELOW_EMA50
external,5m,2020-01-11 15:35:00+00:00,2020-01-11 15:45:00+00:00,2020-01-11 15:50:00+00:00,2020-01-11 16:00:00+00:00,2020-01-11 16:05:00+00:00,1,2,8096.93,8077.84,-0.002357683714691916,0.001614192045627183,-0.0032567899191421334,3,15,-1.178841857345958,-1.578841857345958,CLOSE_BELOW_EMA50
external,5m,2020-01-12 02:45:00+00:00,2020-01-12 02:55:00+00:00,2020-01-12 03:00:00+00:00,2020-01-12 03:15:00+00:00,2020-01-12 03:20:00+00:00,1,2,8097.8,8074.89,-0.002829163476499752,0.0019894292276914083,-0.00391587838672236,4,20,-1.414581738249876,-1.814581738249876,CLOSE_BELOW_EMA50
external,5m,2020-01-12 20:00:00+00:00,2020-01-12 20:05:00+00:00,2020-01-12 20:10:00+00:00,2020-01-12 21:35:00+00:00,2020-01-12 21:40:00+00:00,0,1,8141.25,8133.79,-0.0009163212037464064,0.001274988484569306,-0.0012491939198525648,18,90,-0.4581606018732032,-0.8581606018732032,CLOSE_BELOW_EMA50
external,5m,2020-01-12 22:40:00+00:00,2020-01-12 22:45:00+00:00,2020-01-12 22:50:00+00:00,2020-01-13 00:30:00+00:00,2020-01-13 00:35:00+00:00,0,1,8162.54,8150.32,-0.0014970830158259618,0.0045892577555515235,-0.003759859063477755,21,105,-0.7485415079129809,-1.1485415079129808,CLOSE_BELOW_EMA50
external,5m,2020-01-13 08:55:00+00:00,2020-01-13 09:20:00+00:00,2020-01-13 09:25:00+00:00,2020-01-13 09:40:00+00:00,2020-01-13 09:45:00+00:00,4,5,8113.78,8097.26,-0.0020360423871487177,0.0009231209128175433,-0.00217900904387347,4,20,-1.0180211935743588,-1.4180211935743587,CLOSE_BELOW_EMA50
external,5m,2020-01-13 16:50:00+00:00,2020-01-13 16:55:00+00:00,2020-01-13 17:00:00+00:00,2020-01-13 17:45:00+00:00,2020-01-13 17:50:00+00:00,0,1,8109.15,8092.0,-0.0021148949026715824,0.002817804578778338,-0.002361529876744095,10,50,-1.0574474513357912,-1.4574474513357911,CLOSE_BELOW_EMA50
external,5m,2020-01-14 00:10:00+00:00,2020-01-14 00:15:00+00:00,2020-01-14 00:20:00+00:00,2020-01-14 09:50:00+00:00,2020-01-14 09:55:00+00:00,0,1,8132.74,8492.0,0.044174534043877056,0.057241470894188184,-0.0002754299289046136,115,575,22.08726702193853,21.68726702193853,CLOSE_BELOW_EMA50
external,5m,2020-01-14 10:45:00+00:00,2020-01-14 10:50:00+00:00,2020-01-14 10:55:00+00:00,2020-01-14 11:25:00+00:00,2020-01-14 11:30:00+00:00,0,1,8528.34,8513.03,-0.0017951910922875403,0.0011057251469805962,-0.002150477115124394,7,35,-0.8975955461437701,-1.29759554614377,CLOSE_BELOW_EMA50
external,5m,2020-01-15 09:45:00+00:00,2020-01-15 09:50:00+00:00,2020-01-15 09:55:00+00:00,2020-01-15 14:05:00+00:00,2020-01-15 14:10:00+00:00,0,1,8738.0,8781.0,0.0049210345616845785,0.02096589608606103,-0.0015060654612039093,51,255,2.4605172808422893,2.0605172808422894,CLOSE_BELOW_EMA50
external,5m,2020-01-15 20:50:00+00:00,2020-01-15 21:00:00+00:00,2020-01-15 21:05:00+00:00,2020-01-15 23:15:00+00:00,2020-01-15 23:20:00+00:00,1,2,8834.67,8822.61,-0.0013650764544684835,0.005694609985432253,-0.00429331259684862,27,135,-0.6825382272342417,-1.0825382272342416,CLOSE_BELOW_EMA50
external,5m,2020-01-16 06:00:00+00:00,2020-01-16 06:10:00+00:00,2020-01-16 06:15:00+00:00,2020-01-16 07:20:00+00:00,2020-01-16 07:25:00+00:00,1,2,8702.24,8688.23,-0.0016099303167920187,0.0037507584254168336,-0.002167258085274626,14,70,-0.8049651583960094,-1.2049651583960093,CLOSE_BELOW_EMA50
external,5m,2020-01-16 08:20:00+00:00,2020-01-16 08:30:00+00:00,2020-01-16 08:35:00+00:00,2020-01-16 08:50:00+00:00,2020-01-16 08:55:00+00:00,1,2,8716.99,8679.05,-0.0043524198146379645,0.00019961018654379714,-0.005101531606666931,4,20,-2.1762099073189822,-2.576209907318982,CLOSE_BELOW_EMA50
external,5m,2020-01-16 11:45:00+00:00,2020-01-16 11:55:00+00:00,2020-01-16 12:00:00+00:00,2020-01-16 13:00:00+00:00,2020-01-16 13:05:00+00:00,1,2,8730.74,8703.77,-0.0030890852321795448,0.0072193193245932985,-0.0036033600817341194,13,65,-1.5445426160897724,-1.9445426160897723,CLOSE_BELOW_EMA50
external,5m,2020-01-16 15:55:00+00:00,2020-01-16 16:05:00+00:00,2020-01-16 16:10:00+00:00,2020-01-16 16:10:00+00:00,2020-01-16 16:15:00+00:00,1,2,8712.88,8692.0,-0.002396452149002304,0.00023987476012532483,-0.0026007473992525343,1,5,-1.198226074501152,-1.5982260745011518,CLOSE_BELOW_EMA50
external,5m,2020-01-16 18:50:00+00:00,2020-01-16 19:00:00+00:00,2020-01-16 19:05:00+00:00,2020-01-16 21:10:00+00:00,2020-01-16 21:15:00+00:00,1,2,8692.54,8690.01,-0.00029105416828689723,0.008330131354011616,-0.0010974927926705735,26,130,-0.14552708414344862,-0.5455270841434486,CLOSE_BELOW_EMA50
external,5m,2020-01-17 01:55:00+00:00,2020-01-17 02:05:00+00:00,2020-01-17 02:10:00+00:00,2020-01-17 10:25:00+00:00,2020-01-17 10:30:00+00:00,1,2,8744.94,8929.57,0.021112780648008922,0.033626302753363646,-0.0027284349578157174,100,500,10.556390324004461,10.15639032400446,CLOSE_BELOW_EMA50
external,5m,2020-01-17 16:25:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 16:35:00+00:00,2020-01-17 17:50:00+00:00,2020-01-17 17:55:00+00:00,0,1,8905.47,8876.73,-0.003227230005827808,0.00325642554519856,-0.004952012639422576,16,80,-1.613615002913904,-2.013615002913904,CLOSE_BELOW_EMA50
external,5m,2020-01-18 09:25:00+00:00,2020-01-18 09:30:00+00:00,2020-01-18 09:35:00+00:00,2020-01-18 11:10:00+00:00,2020-01-18 11:15:00+00:00,0,1,8895.99,8882.9,-0.0014714494957840385,0.0029372784816530384,-0.0017974390708622723,20,100,-0.7357247478920192,-1.1357247478920192,CLOSE_BELOW_EMA50
external,5m,2020-01-18 19:55:00+00:00,2020-01-18 20:00:00+00:00,2020-01-18 20:05:00+00:00,2020-01-18 20:40:00+00:00,2020-01-18 20:45:00+00:00,0,1,8919.76,8903.04,-0.0018744898965891155,0.0005863386458828668,-0.0021031956016753783,8,40,-0.9372449482945577,-1.3372449482945576,CLOSE_BELOW_EMA50
external,5m,2020-01-19 21:10:00+00:00,2020-01-19 21:15:00+00:00,2020-01-19 21:20:00+00:00,2020-01-19 22:10:00+00:00,2020-01-19 22:15:00+00:00,0,1,8717.53,8631.85,-0.009828472055731452,0.0049784744073149145,-0.009830766283568937,11,55,-4.914236027865726,-5.314236027865727,CLOSE_BELOW_EMA50
external,5m,2020-01-19 23:30:00+00:00,2020-01-19 23:35:00+00:00,2020-01-19 23:40:00+00:00,2020-01-20 00:40:00+00:00,2020-01-20 00:45:00+00:00,0,1,8712.2,8684.98,-0.003124354353665093,0.0031909276646540086,-0.007489497486283581,13,65,-1.5621771768325465,-1.9621771768325464,CLOSE_BELOW_EMA50
external,5m,2020-01-20 05:45:00+00:00,2020-01-20 06:00:00+00:00,2020-01-20 06:05:00+00:00,2020-01-20 06:35:00+00:00,2020-01-20 06:40:00+00:00,2,3,8680.91,8671.0,-0.0011415853867854375,0.0010321498552572361,-0.0015470728299222802,7,35,-0.5707926933927188,-0.9707926933927188,CLOSE_BELOW_EMA50
external,5m,2020-01-20 14:45:00+00:00,2020-01-20 14:50:00+00:00,2020-01-20 14:55:00+00:00,2020-01-20 17:25:00+00:00,2020-01-20 17:30:00+00:00,0,1,8668.0,8655.0,-0.001499769266266715,0.004920396862021281,-0.0028841716658976058,31,155,-0.7498846331333575,-1.1498846331333574,CLOSE_BELOW_EMA50
external,5m,2020-01-21 03:00:00+00:00,2020-01-21 03:10:00+00:00,2020-01-21 03:15:00+00:00,2020-01-21 05:15:00+00:00,2020-01-21 05:20:00+00:00,1,2,8675.1,8670.65,-0.0005129623866008126,0.0028702839160354987,-0.0012795241553411607,25,125,-0.2564811933004063,-0.6564811933004063,CLOSE_BELOW_EMA50
external,5m,2020-01-21 10:50:00+00:00,2020-01-21 11:00:00+00:00,2020-01-21 11:05:00+00:00,2020-01-21 11:45:00+00:00,2020-01-21 11:50:00+00:00,1,2,8675.01,8649.51,-0.0029394778795643894,0.0010363100445993645,-0.0029982674371556994,9,45,-1.4697389397821947,-1.8697389397821946,CLOSE_BELOW_EMA50
external,5m,2020-01-21 20:25:00+00:00,2020-01-21 20:35:00+00:00,2020-01-21 20:40:00+00:00,2020-01-22 01:20:00+00:00,2020-01-22 01:25:00+00:00,1,2,8689.0,8732.43,0.004998273679364784,0.01163540108182759,-0.0004384854413626016,57,285,2.499136839682392,2.099136839682392,CLOSE_BELOW_EMA50
external,5m,2020-01-22 04:35:00+00:00,2020-01-22 04:40:00+00:00,2020-01-22 04:45:00+00:00,2020-01-22 05:20:00+00:00,2020-01-22 05:25:00+00:00,0,1,8735.88,8730.9,-0.0005700627755875765,0.0014949839054567704,-0.001016497479360834,8,40,-0.2850313877937882,-0.6850313877937882,CLOSE_BELOW_EMA50
external,5m,2020-01-22 16:50:00+00:00,2020-01-22 16:55:00+00:00,2020-01-22 17:00:00+00:00,2020-01-22 18:40:00+00:00,2020-01-22 18:45:00+00:00,0,1,8692.06,8666.7,-0.00291760526273388,0.001373667462028605,-0.007128344719203428,21,105,-1.45880263136694,-1.85880263136694,CLOSE_BELOW_EMA50
external,5m,2020-01-22 23:55:00+00:00,2020-01-23 00:10:00+00:00,2020-01-23 00:15:00+00:00,2020-01-23 00:20:00+00:00,2020-01-23 00:25:00+00:00,2,3,8674.03,8666.09,-0.0009153761285124462,8.761786620525847e-05,-0.0009257519284577853,2,10,-0.4576880642562231,-0.8576880642562231,CLOSE_BELOW_EMA50
external,5m,2020-01-23 08:10:00+00:00,2020-01-23 08:20:00+00:00,2020-01-23 08:25:00+00:00,2020-01-23 08:35:00+00:00,2020-01-23 08:40:00+00:00,1,2,8609.0,8550.76,-0.006765013358113525,0.001786502497386433,-0.008131025670809588,3,15,-3.3825066790567626,-3.7825066790567625,CLOSE_BELOW_EMA50
external,5m,2020-01-23 20:30:00+00:00,2020-01-23 20:35:00+00:00,2020-01-23 20:40:00+00:00,2020-01-23 23:05:00+00:00,2020-01-23 23:10:00+00:00,0,1,8377.04,8373.01,-0.00048107684814691076,0.008980499078433457,-0.002034131387697924,30,150,-0.24053842407345538,-0.6405384240734554,CLOSE_BELOW_EMA50
external,5m,2020-01-24 11:40:00+00:00,2020-01-24 11:50:00+00:00,2020-01-24 11:55:00+00:00,2020-01-24 17:10:00+00:00,2020-01-24 17:15:00+00:00,1,2,8387.67,8458.99,0.008502957317109594,0.016730510380117414,-0.0019635965649578146,64,320,4.251478658554797,3.851478658554797,CLOSE_BELOW_EMA50
external,5m,2020-01-25 06:55:00+00:00,2020-01-25 07:00:00+00:00,2020-01-25 07:05:00+00:00,2020-01-25 07:40:00+00:00,2020-01-25 07:45:00+00:00,0,1,8336.09,8327.86,-0.0009872734099559688,0.001427527773812276,-0.0019301615025749674,8,40,-0.4936367049779844,-0.8936367049779844,CLOSE_BELOW_EMA50
external,5m,2020-01-25 08:05:00+00:00,2020-01-25 08:10:00+00:00,2020-01-25 08:15:00+00:00,2020-01-25 09:35:00+00:00,2020-01-25 09:40:00+00:00,0,1,8337.5,8335.39,-0.0002530734632684162,0.006296851574213003,-0.0008683658170913766,17,85,-0.1265367316342081,-0.5265367316342081,CLOSE_BELOW_EMA50
external,5m,2020-01-25 14:05:00+00:00,2020-01-25 14:10:00+00:00,2020-01-25 14:15:00+00:00,2020-01-25 14:30:00+00:00,2020-01-25 14:35:00+00:00,0,1,8353.08,8330.16,-0.002743898059158978,0.00022985533479857878,-0.00276305267039223,4,20,-1.371949029579489,-1.7719490295794889,CLOSE_BELOW_EMA50
external,5m,2020-01-25 15:45:00+00:00,2020-01-25 15:50:00+00:00,2020-01-25 15:55:00+00:00,2020-01-25 16:30:00+00:00,2020-01-25 16:35:00+00:00,0,1,8339.0,8332.31,-0.000802254466962582,0.0025182875644562674,-0.0008010552824080364,8,40,-0.401127233481291,-0.801127233481291,CLOSE_BELOW_EMA50
external,5m,2020-01-26 03:45:00+00:00,2020-01-26 03:50:00+00:00,2020-01-26 03:55:00+00:00,2020-01-26 06:25:00+00:00,2020-01-26 06:30:00+00:00,0,1,8381.07,8362.19,-0.002252695658191528,0.0021393449762381334,-0.0032776244560658307,31,155,-1.126347829095764,-1.526347829095764,CLOSE_BELOW_EMA50
external,5m,2020-01-26 07:55:00+00:00,2020-01-26 08:00:00+00:00,2020-01-26 08:05:00+00:00,2020-01-26 14:05:00+00:00,2020-01-26 14:10:00+00:00,0,1,8392.34,8447.86,0.0066155565670600325,0.012010952845094458,0.0,73,365,3.3077782835300162,2.9077782835300163,CLOSE_BELOW_EMA50
external,5m,2020-01-27 05:50:00+00:00,2020-01-27 06:00:00+00:00,2020-01-27 06:05:00+00:00,2020-01-27 06:10:00+00:00,2020-01-27 06:15:00+00:00,1,2,8651.53,8645.86,-0.0006553754075868667,0.0002854986343454602,-0.0014251814418951847,2,10,-0.32768770379343337,-0.7276877037934334,CLOSE_BELOW_EMA50
external,5m,2020-01-27 11:15:00+00:00,2020-01-27 11:25:00+00:00,2020-01-27 11:30:00+00:00,2020-01-27 17:55:00+00:00,2020-01-27 18:00:00+00:00,1,2,8646.12,8767.56,0.014045606584224934,0.019516268569022888,-0.0007205544220992843,78,390,7.022803292112467,6.622803292112467,CLOSE_BELOW_EMA50
external,5m,2020-01-28 11:10:00+00:00,2020-01-28 11:15:00+00:00,2020-01-28 11:20:00+00:00,2020-01-28 12:05:00+00:00,2020-01-28 12:10:00+00:00,0,1,9089.97,9043.5,-0.005112228093161919,0.003899902859965554,-0.005783297414622912,10,50,-2.5561140465809595,-2.9561140465809594,CLOSE_BELOW_EMA50
external,5m,2020-01-28 20:00:00+00:00,2020-01-28 20:10:00+00:00,2020-01-28 20:15:00+00:00,2020-01-29 06:55:00+00:00,2020-01-29 07:00:00+00:00,1,2,9076.49,9341.82,0.02923266593143392,0.04115137018825554,-0.0027058918150076883,129,645,14.61633296571696,14.21633296571696,CLOSE_BELOW_EMA50
external,5m,2020-01-29 10:45:00+00:00,2020-01-29 10:50:00+00:00,2020-01-29 10:55:00+00:00,2020-01-29 11:05:00+00:00,2020-01-29 11:10:00+00:00,0,1,9403.66,9309.15,-0.010050342100841658,0.004821526937383913,-0.013575565258633349,3,15,-5.025171050420829,-5.425171050420829,CLOSE_BELOW_EMA50
external,5m,2020-01-29 14:40:00+00:00,2020-01-29 14:45:00+00:00,2020-01-29 14:50:00+00:00,2020-01-29 15:00:00+00:00,2020-01-29 15:05:00+00:00,0,1,9340.42,9317.51,-0.0024527804959519894,0.000664852329980814,-0.002618725924530274,3,15,-1.2263902479759947,-1.6263902479759946,CLOSE_BELOW_EMA50
external,5m,2020-01-29 16:30:00+00:00,2020-01-29 16:40:00+00:00,2020-01-29 16:45:00+00:00,2020-01-29 19:10:00+00:00,2020-01-29 19:15:00+00:00,1,2,9343.83,9352.68,0.0009471490812653638,0.004870593750100349,-0.001974565033824538,30,150,0.4735745406326819,0.07357454063268187,CLOSE_BELOW_EMA50
external,5m,2020-01-30 04:20:00+00:00,2020-01-30 04:30:00+00:00,2020-01-30 04:35:00+00:00,2020-01-30 09:10:00+00:00,2020-01-30 09:15:00+00:00,1,2,9358.47,9349.94,-0.0009114737772305537,0.006061888321488684,-0.004603316567772242,56,280,-0.45573688861527684,-0.8557368886152769,CLOSE_BELOW_EMA50
external,5m,2020-01-30 12:10:00+00:00,2020-01-30 12:15:00+00:00,2020-01-30 12:20:00+00:00,2020-01-30 14:00:00+00:00,2020-01-30 14:05:00+00:00,0,1,9394.0,9368.34,-0.0027315307643176467,0.0033766233766232556,-0.0033904619970194227,21,105,-1.3657653821588234,-1.7657653821588233,CLOSE_BELOW_EMA50
external,5m,2020-01-30 15:40:00+00:00,2020-01-30 15:45:00+00:00,2020-01-30 15:50:00+00:00,2020-01-30 16:25:00+00:00,2020-01-30 16:30:00+00:00,0,1,9392.82,9381.5,-0.001205175868375985,0.010452664907876441,-0.0018971938139983324,8,40,-0.6025879341879925,-1.0025879341879924,CLOSE_BELOW_EMA50
external,5m,2020-01-30 17:05:00+00:00,2020-01-30 17:15:00+00:00,2020-01-30 17:20:00+00:00,2020-01-30 23:35:00+00:00,2020-01-30 23:40:00+00:00,1,2,9468.95,9513.78,0.004734421451163984,0.013734363366582292,-0.0025293195127232826,76,380,2.367210725581992,1.967210725581992,CLOSE_BELOW_EMA50
external,5m,2020-01-31 16:00:00+00:00,2020-01-31 16:10:00+00:00,2020-01-31 16:15:00+00:00,2020-01-31 16:35:00+00:00,2020-01-31 16:40:00+00:00,1,2,9350.0,9308.15,-0.0044759358288770645,0.0,-0.005026737967914419,5,25,-2.2379679144385323,-2.637967914438532,CLOSE_BELOW_EMA50
external,5m,2020-01-31 18:25:00+00:00,2020-01-31 18:40:00+00:00,2020-01-31 18:45:00+00:00,2020-01-31 23:45:00+00:00,2020-01-31 23:50:00+00:00,2,3,9323.95,9362.14,0.004095903560186187,0.01223194032572028,-0.0014511017326348519,61,305,2.0479517800930935,1.6479517800930936,CLOSE_BELOW_EMA50
external,5m,2020-02-01 07:15:00+00:00,2020-02-01 07:25:00+00:00,2020-02-01 07:30:00+00:00,2020-02-01 08:00:00+00:00,2020-02-01 08:05:00+00:00,1,2,9440.46,9423.33,-0.0018145302241626693,0.003023157769854512,-0.001821945117081003,7,35,-0.9072651120813346,-1.3072651120813346,CLOSE_BELOW_EMA50
external,5m,2020-02-01 16:30:00+00:00,2020-02-01 16:45:00+00:00,2020-02-01 16:50:00+00:00,2020-02-01 18:40:00+00:00,2020-02-01 18:45:00+00:00,2,3,9397.66,9374.46,-0.002468699655020612,0.0034412821915243974,-0.0028368764139158342,23,115,-1.234349827510306,-1.6343498275103059,CLOSE_BELOW_EMA50
external,5m,2020-02-01 20:35:00+00:00,2020-02-01 20:45:00+00:00,2020-02-01 20:50:00+00:00,2020-02-01 21:00:00+00:00,2020-02-01 21:05:00+00:00,1,2,9389.19,9382.0,-0.0007657742574173065,0.0001917098280042051,-0.0008637592806195471,3,15,-0.38288712870865327,-0.7828871287086533,CLOSE_BELOW_EMA50
external,5m,2020-02-01 22:00:00+00:00,2020-02-01 22:05:00+00:00,2020-02-01 22:10:00+00:00,2020-02-01 22:35:00+00:00,2020-02-01 22:40:00+00:00,0,1,9408.77,9357.89,-0.0054077206691205415,0.00034329673272903705,-0.005765897136395082,6,30,-2.7038603345602708,-3.1038603345602707,CLOSE_BELOW_EMA50
