partition,date_utc,signal_ts,variant,H,L,range,F85,F35,E20,touch_bar_start,frozen_h2_bar_start,session_end,confirmation_status,confirmation_kind,confirmation_bar_start,confirmation_ts,confirmation_close,minutes_touch_to_confirmation,entry_executed,entry_bar_start,entry_px,entry_fraction,entry_on_frozen_h2_bar_open,nominal_rr,exit_bar_start,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes,h2_before_exit,accepted_close_above_H_before_exit
development,2022-02-03,2022-02-03 16:15:00+00:00,EARLY_RECLAIM,37084.63,36204.3,880.3299999999945,36952.5805,36512.4155,37260.695999999996,2022-02-03 16:20:00+00:00,,2022-02-03 20:00:00+00:00,NO_CONFIRMATION_BY_SESSION_END,,,,,,False,,,,False,,,,,NO_CONFIRMATION_BY_SESSION_END,,,,False,False
development,2022-02-03,2022-02-03 16:15:00+00:00,SAME_BAR_REJECTION,37084.63,36204.3,880.3299999999945,36952.5805,36512.4155,37260.695999999996,2022-02-03 16:20:00+00:00,,2022-02-03 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-02-22,2022-02-22 14:00:00+00:00,EARLY_RECLAIM,37868.0,36727.1,1140.9000000000015,37696.865,37126.415,38096.18,2022-02-22 14:10:00+00:00,2022-02-22 14:45:00+00:00,2022-02-22 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2022-02-22 14:40:00+00:00,2022-02-22 14:45:00+00:00,37706.9,35.0,True,2022-02-22 14:45:00+00:00,37706.9,0.8587956876150422,True,0.6706116437117211,2022-02-22 14:50:00+00:00,2022-02-22 14:50:00+00:00,38096.18,TP_E20,0.010323839933805257,4.761919966902628,5.0,True,False
development,2022-02-22,2022-02-22 14:00:00+00:00,SAME_BAR_REJECTION,37868.0,36727.1,1140.9000000000015,37696.865,37126.415,38096.18,2022-02-22 14:10:00+00:00,2022-02-22 14:45:00+00:00,2022-02-22 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-02-24,2022-02-24 14:35:00+00:00,EARLY_RECLAIM,35870.0,34763.2,1106.800000000003,35703.979999999996,35150.58,36091.36,2022-02-24 14:50:00+00:00,2022-02-24 15:20:00+00:00,2022-02-24 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2022-02-24 15:10:00+00:00,2022-02-24 15:15:00+00:00,35720.6,25.0,True,2022-02-24 15:15:00+00:00,35720.5,0.8649259125406581,False,0.650722908478386,2022-02-24 15:20:00+00:00,2022-02-24 15:20:00+00:00,36091.36,TP_E20,0.010382273484413673,4.791136742206836,5.0,True,False
development,2022-02-24,2022-02-24 14:35:00+00:00,SAME_BAR_REJECTION,35870.0,34763.2,1106.800000000003,35703.979999999996,35150.58,36091.36,2022-02-24 14:50:00+00:00,2022-02-24 15:20:00+00:00,2022-02-24 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-03-16,2022-03-16 14:05:00+00:00,EARLY_RECLAIM,40760.0,39538.0,1222.0,40576.7,39965.7,41004.4,2022-03-16 14:10:00+00:00,2022-03-16 14:15:00+00:00,2022-03-16 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-03-16 14:10:00+00:00,2022-03-16 14:15:00+00:00,40675.1,5.0,True,2022-03-16 14:15:00+00:00,40676.0,0.9312602291325696,True,0.46233985639870495,2022-03-16 14:15:00+00:00,2022-03-16 14:15:00+00:00,41004.4,TP_E20,0.008073556888583022,3.636778444291511,0.0,True,False
development,2022-03-16,2022-03-16 14:05:00+00:00,SAME_BAR_REJECTION,40760.0,39538.0,1222.0,40576.7,39965.7,41004.4,2022-03-16 14:10:00+00:00,2022-03-16 14:15:00+00:00,2022-03-16 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-03-16 14:10:00+00:00,2022-03-16 14:15:00+00:00,40675.1,5.0,True,2022-03-16 14:15:00+00:00,40676.0,0.9312602291325696,True,0.46233985639870495,2022-03-16 14:15:00+00:00,2022-03-16 14:15:00+00:00,41004.4,TP_E20,0.008073556888583022,3.636778444291511,0.0,True,False
development,2022-03-18,2022-03-18 14:15:00+00:00,EARLY_RECLAIM,40750.0,40084.2,665.8000000000029,40650.13,40317.229999999996,40883.16,2022-03-18 14:20:00+00:00,2022-03-18 14:25:00+00:00,2022-03-18 20:00:00+00:00,H2_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,H2_BEFORE_CONFIRMATION,,,,False,False
development,2022-03-18,2022-03-18 14:15:00+00:00,SAME_BAR_REJECTION,40750.0,40084.2,665.8000000000029,40650.13,40317.229999999996,40883.16,2022-03-18 14:20:00+00:00,2022-03-18 14:25:00+00:00,2022-03-18 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-04-18,2022-04-18 13:35:00+00:00,EARLY_RECLAIM,39489.0,38780.0,709.0,39382.65,39028.15,39630.8,2022-04-18 14:00:00+00:00,2022-04-18 14:20:00+00:00,2022-04-18 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-04-18 14:00:00+00:00,2022-04-18 14:05:00+00:00,39402.6,5.0,True,2022-04-18 14:05:00+00:00,39402.7,0.8782792665726334,False,0.608997463623037,2022-04-18 17:05:00+00:00,2022-04-18 17:05:00+00:00,39630.8,TP_E20,0.0057889433972799775,2.494471698639989,180.0,True,True
development,2022-04-18,2022-04-18 13:35:00+00:00,SAME_BAR_REJECTION,39489.0,38780.0,709.0,39382.65,39028.15,39630.8,2022-04-18 14:00:00+00:00,2022-04-18 14:20:00+00:00,2022-04-18 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-04-18 14:00:00+00:00,2022-04-18 14:05:00+00:00,39402.6,5.0,True,2022-04-18 14:05:00+00:00,39402.7,0.8782792665726334,False,0.608997463623037,2022-04-18 17:05:00+00:00,2022-04-18 17:05:00+00:00,39630.8,TP_E20,0.0057889433972799775,2.494471698639989,180.0,True,True
development,2022-05-10,2022-05-10 13:35:00+00:00,EARLY_RECLAIM,32337.2,31231.0,1106.2000000000007,32171.27,31618.170000000002,32558.440000000002,2022-05-10 14:05:00+00:00,,2022-05-10 20:00:00+00:00,LOW_CLOSE_BREAK_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,LOW_CLOSE_BREAK_BEFORE_CONFIRMATION,,,,False,False
development,2022-05-10,2022-05-10 13:35:00+00:00,SAME_BAR_REJECTION,32337.2,31231.0,1106.2000000000007,32171.27,31618.170000000002,32558.440000000002,2022-05-10 14:05:00+00:00,,2022-05-10 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-05-19,2022-05-19 13:40:00+00:00,EARLY_RECLAIM,29737.2,28838.8,898.4000000000015,29602.440000000002,29153.239999999998,29916.88,2022-05-19 13:55:00+00:00,2022-05-19 14:00:00+00:00,2022-05-19 20:00:00+00:00,H2_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,H2_BEFORE_CONFIRMATION,,,,False,False
development,2022-05-19,2022-05-19 13:40:00+00:00,SAME_BAR_REJECTION,29737.2,28838.8,898.4000000000015,29602.440000000002,29153.239999999998,29916.88,2022-05-19 13:55:00+00:00,2022-05-19 14:00:00+00:00,2022-05-19 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-05-25,2022-05-25 18:05:00+00:00,EARLY_RECLAIM,29949.2,29330.0,619.2000000000007,29856.32,29546.72,30073.04,2022-05-25 18:10:00+00:00,2022-05-25 18:30:00+00:00,2022-05-25 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2022-05-25 18:25:00+00:00,2022-05-25 18:30:00+00:00,29919.1,20.0,True,2022-05-25 18:30:00+00:00,29919.0,0.9512273901808774,True,0.41377457827442077,2022-05-25 20:00:00+00:00,2022-05-25 20:00:00+00:00,29584.0,TIME_EXIT_SESSION_END,-0.011196898292055169,-5.998449146027585,90.0,True,True
development,2022-05-25,2022-05-25 18:05:00+00:00,SAME_BAR_REJECTION,29949.2,29330.0,619.2000000000007,29856.32,29546.72,30073.04,2022-05-25 18:10:00+00:00,2022-05-25 18:30:00+00:00,2022-05-25 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-06-01,2022-06-01 13:35:00+00:00,EARLY_RECLAIM,31868.5,31427.5,441.0,31802.35,31581.85,31956.7,2022-06-01 14:00:00+00:00,,2022-06-01 20:00:00+00:00,LOW_CLOSE_BREAK_BEFORE_CONFIRMATION,,,,,,False,,,,False,,,,,LOW_CLOSE_BREAK_BEFORE_CONFIRMATION,,,,False,False
development,2022-06-01,2022-06-01 13:35:00+00:00,SAME_BAR_REJECTION,31868.5,31427.5,441.0,31802.35,31581.85,31956.7,2022-06-01 14:00:00+00:00,,2022-06-01 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-07-06,2022-07-06 13:35:00+00:00,EARLY_RECLAIM,20295.0,19950.0,345.0,20243.25,20070.75,20364.0,2022-07-06 14:05:00+00:00,2022-07-06 16:45:00+00:00,2022-07-06 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-07-06 14:05:00+00:00,2022-07-06 14:10:00+00:00,20254.0,5.0,True,2022-07-06 14:10:00+00:00,20254.1,0.8814492753623147,False,0.599400054540509,2022-07-06 17:00:00+00:00,2022-07-06 17:00:00+00:00,20364.0,TP_E20,0.0054260618837667085,2.3130309418833543,170.0,True,False
development,2022-07-06,2022-07-06 13:35:00+00:00,SAME_BAR_REJECTION,20295.0,19950.0,345.0,20243.25,20070.75,20364.0,2022-07-06 14:05:00+00:00,2022-07-06 16:45:00+00:00,2022-07-06 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-07-06 14:05:00+00:00,2022-07-06 14:10:00+00:00,20254.0,5.0,True,2022-07-06 14:10:00+00:00,20254.1,0.8814492753623147,False,0.599400054540509,2022-07-06 17:00:00+00:00,2022-07-06 17:00:00+00:00,20364.0,TP_E20,0.0054260618837667085,2.3130309418833543,170.0,True,False
development,2022-07-08,2022-07-08 14:50:00+00:00,EARLY_RECLAIM,21814.1,21175.2,638.8999999999978,21718.265,21398.815,21941.879999999997,2022-07-08 14:55:00+00:00,2022-07-08 15:00:00+00:00,2022-07-08 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-07-08 14:55:00+00:00,2022-07-08 15:00:00+00:00,21754.9,5.0,True,2022-07-08 15:00:00+00:00,21755.0,0.9074972609172034,True,0.5246711680727619,2022-07-08 15:10:00+00:00,2022-07-08 15:10:00+00:00,21941.879999999997,TP_E20,0.008590209147322225,3.8951045736611127,10.0,True,False
development,2022-07-08,2022-07-08 14:50:00+00:00,SAME_BAR_REJECTION,21814.1,21175.2,638.8999999999978,21718.265,21398.815,21941.879999999997,2022-07-08 14:55:00+00:00,2022-07-08 15:00:00+00:00,2022-07-08 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-07-08 14:55:00+00:00,2022-07-08 15:00:00+00:00,21754.9,5.0,True,2022-07-08 15:00:00+00:00,21755.0,0.9074972609172034,True,0.5246711680727619,2022-07-08 15:10:00+00:00,2022-07-08 15:10:00+00:00,21941.879999999997,TP_E20,0.008590209147322225,3.8951045736611127,10.0,True,False
development,2022-07-12,2022-07-12 13:35:00+00:00,EARLY_RECLAIM,19959.4,19552.4,407.0,19898.350000000002,19694.850000000002,20040.800000000003,2022-07-12 14:45:00+00:00,2022-07-12 15:10:00+00:00,2022-07-12 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2022-07-12 14:55:00+00:00,2022-07-12 15:00:00+00:00,19907.5,15.0,True,2022-07-12 15:00:00+00:00,19907.5,0.8724815724815689,False,0.6268516341406267,2022-07-12 19:00:00+00:00,2022-07-12 19:05:00+00:00,19651.5,CLOSE_INVALIDATION_F35,-0.01285947507220897,-6.829737536104485,245.0,True,True
development,2022-07-12,2022-07-12 13:35:00+00:00,SAME_BAR_REJECTION,19959.4,19552.4,407.0,19898.350000000002,19694.850000000002,20040.800000000003,2022-07-12 14:45:00+00:00,2022-07-12 15:10:00+00:00,2022-07-12 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-07-19,2022-07-19 13:35:00+00:00,EARLY_RECLAIM,22381.7,21686.3,695.4000000000015,22277.39,21929.69,22520.780000000002,2022-07-19 13:40:00+00:00,2022-07-19 14:45:00+00:00,2022-07-19 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2022-07-19 13:55:00+00:00,2022-07-19 14:00:00+00:00,22313.6,20.0,True,2022-07-19 14:00:00+00:00,22313.6,0.9020707506471066,False,0.5396577322810138,2022-07-19 14:50:00+00:00,2022-07-19 14:50:00+00:00,22520.780000000002,TP_E20,0.009284920407285346,4.242460203642673,50.0,True,True
development,2022-07-19,2022-07-19 13:35:00+00:00,SAME_BAR_REJECTION,22381.7,21686.3,695.4000000000015,22277.39,21929.69,22520.780000000002,2022-07-19 13:40:00+00:00,2022-07-19 14:45:00+00:00,2022-07-19 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-07-20,2022-07-20 13:40:00+00:00,EARLY_RECLAIM,23975.7,23298.5,677.2000000000007,23874.12,23535.52,24111.14,2022-07-20 13:55:00+00:00,2022-07-20 14:25:00+00:00,2022-07-20 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2022-07-20 14:20:00+00:00,2022-07-20 14:25:00+00:00,23914.5,30.0,True,2022-07-20 14:25:00+00:00,23914.4,0.9094802126402847,True,0.5192673141891824,2022-07-20 14:50:00+00:00,2022-07-20 14:50:00+00:00,24111.14,TP_E20,0.008226842404576162,3.7134212022880813,25.0,True,True
development,2022-07-20,2022-07-20 13:40:00+00:00,SAME_BAR_REJECTION,23975.7,23298.5,677.2000000000007,23874.12,23535.52,24111.14,2022-07-20 13:55:00+00:00,2022-07-20 14:25:00+00:00,2022-07-20 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-07-22,2022-07-22 13:55:00+00:00,EARLY_RECLAIM,23690.0,23060.0,630.0,23595.5,23280.5,23816.0,2022-07-22 14:45:00+00:00,,2022-07-22 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-07-22 14:45:00+00:00,2022-07-22 14:50:00+00:00,23599.7,5.0,True,2022-07-22 14:50:00+00:00,23599.7,0.8566666666666678,False,0.6776315789473646,2022-07-22 15:40:00+00:00,2022-07-22 15:45:00+00:00,23254.6,CLOSE_INVALIDATION_F35,-0.014623067242380272,-7.711533621190137,55.0,False,False
development,2022-07-22,2022-07-22 13:55:00+00:00,SAME_BAR_REJECTION,23690.0,23060.0,630.0,23595.5,23280.5,23816.0,2022-07-22 14:45:00+00:00,,2022-07-22 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-07-22 14:45:00+00:00,2022-07-22 14:50:00+00:00,23599.7,5.0,True,2022-07-22 14:50:00+00:00,23599.7,0.8566666666666678,False,0.6776315789473646,2022-07-22 15:40:00+00:00,2022-07-22 15:45:00+00:00,23254.6,CLOSE_INVALIDATION_F35,-0.014623067242380272,-7.711533621190137,55.0,False,False
development,2022-07-28,2022-07-28 13:35:00+00:00,EARLY_RECLAIM,23210.2,22583.1,627.1000000000022,23116.135000000002,22802.585,23335.620000000003,2022-07-28 14:55:00+00:00,2022-07-28 15:10:00+00:00,2022-07-28 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-07-28 14:55:00+00:00,2022-07-28 15:00:00+00:00,23121.7,5.0,True,2022-07-28 15:00:00+00:00,23121.7,0.858874182745974,False,0.6703539476364345,2022-07-28 15:20:00+00:00,2022-07-28 15:20:00+00:00,23335.620000000003,TP_E20,0.009251914867851596,4.225957433925798,20.0,True,True
development,2022-07-28,2022-07-28 13:35:00+00:00,SAME_BAR_REJECTION,23210.2,22583.1,627.1000000000022,23116.135000000002,22802.585,23335.620000000003,2022-07-28 14:55:00+00:00,2022-07-28 15:10:00+00:00,2022-07-28 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-07-28 14:55:00+00:00,2022-07-28 15:00:00+00:00,23121.7,5.0,True,2022-07-28 15:00:00+00:00,23121.7,0.858874182745974,False,0.6703539476364345,2022-07-28 15:20:00+00:00,2022-07-28 15:20:00+00:00,23335.620000000003,TP_E20,0.009251914867851596,4.225957433925798,20.0,True,True
development,2022-08-23,2022-08-23 13:40:00+00:00,EARLY_RECLAIM,21546.5,21279.0,267.5,21506.375,21372.625,21600.0,2022-08-23 13:50:00+00:00,2022-08-23 14:00:00+00:00,2022-08-23 20:00:00+00:00,CONFIRMED_EXECUTED,LATER_RECLAIM,2022-08-23 13:55:00+00:00,2022-08-23 14:00:00+00:00,21506.4,10.0,True,2022-08-23 14:00:00+00:00,21506.5,0.8504672897196262,True,0.6984126984126984,2022-08-23 14:05:00+00:00,2022-08-23 14:05:00+00:00,21600.0,TP_E20,0.004347522841931406,1.773761420965703,5.0,True,True
development,2022-08-23,2022-08-23 13:40:00+00:00,SAME_BAR_REJECTION,21546.5,21279.0,267.5,21506.375,21372.625,21600.0,2022-08-23 13:50:00+00:00,2022-08-23 14:00:00+00:00,2022-08-23 20:00:00+00:00,NO_CONFIRMATION,,,,,,False,,,,False,,,,,NO_CONFIRMATION,,,,False,False
development,2022-09-02,2022-09-02 14:40:00+00:00,EARLY_RECLAIM,20396.0,19978.0,418.0,20333.3,20124.3,20479.6,2022-09-02 14:55:00+00:00,,2022-09-02 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-09-02 14:55:00+00:00,2022-09-02 15:00:00+00:00,20354.0,5.0,True,2022-09-02 15:00:00+00:00,20354.1,0.8997607655502358,False,0.5461270670147972,2022-09-02 16:55:00+00:00,2022-09-02 17:00:00+00:00,20120.9,CLOSE_INVALIDATION_F35,-0.011457151139082411,-6.128575569541206,120.0,False,False
development,2022-09-02,2022-09-02 14:40:00+00:00,SAME_BAR_REJECTION,20396.0,19978.0,418.0,20333.3,20124.3,20479.6,2022-09-02 14:55:00+00:00,,2022-09-02 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-09-02 14:55:00+00:00,2022-09-02 15:00:00+00:00,20354.0,5.0,True,2022-09-02 15:00:00+00:00,20354.1,0.8997607655502358,False,0.5461270670147972,2022-09-02 16:55:00+00:00,2022-09-02 17:00:00+00:00,20120.9,CLOSE_INVALIDATION_F35,-0.011457151139082411,-6.128575569541206,120.0,False,False
development,2022-09-12,2022-09-12 13:45:00+00:00,EARLY_RECLAIM,22450.0,21961.1,488.90000000000146,22376.665,22132.215,22547.78,2022-09-12 13:55:00+00:00,2022-09-12 14:15:00+00:00,2022-09-12 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-09-12 13:55:00+00:00,2022-09-12 14:00:00+00:00,22383.6,5.0,True,2022-09-12 14:00:00+00:00,22383.7,0.8643894456944179,False,0.6524444797900381,2022-09-12 15:45:00+00:00,2022-09-12 15:50:00+00:00,22127.4,CLOSE_INVALIDATION_F35,-0.011450296421056327,-6.125148210528164,110.0,True,False
development,2022-09-12,2022-09-12 13:45:00+00:00,SAME_BAR_REJECTION,22450.0,21961.1,488.90000000000146,22376.665,22132.215,22547.78,2022-09-12 13:55:00+00:00,2022-09-12 14:15:00+00:00,2022-09-12 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-09-12 13:55:00+00:00,2022-09-12 14:00:00+00:00,22383.6,5.0,True,2022-09-12 14:00:00+00:00,22383.7,0.8643894456944179,False,0.6524444797900381,2022-09-12 15:45:00+00:00,2022-09-12 15:50:00+00:00,22127.4,CLOSE_INVALIDATION_F35,-0.011450296421056327,-6.125148210528164,110.0,True,False
development,2022-09-28,2022-09-28 13:35:00+00:00,EARLY_RECLAIM,19175.0,18558.6,616.4000000000015,19082.54,18774.34,19298.28,2022-09-28 13:40:00+00:00,2022-09-28 13:45:00+00:00,2022-09-28 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-09-28 13:40:00+00:00,2022-09-28 13:45:00+00:00,19132.3,5.0,True,2022-09-28 13:45:00+00:00,19132.2,0.9305645684620389,True,0.4640921030570554,2022-09-28 14:30:00+00:00,2022-09-28 14:30:00+00:00,19298.28,TP_E20,0.008680653557876061,3.9403267789380307,45.0,True,True
development,2022-09-28,2022-09-28 13:35:00+00:00,SAME_BAR_REJECTION,19175.0,18558.6,616.4000000000015,19082.54,18774.34,19298.28,2022-09-28 13:40:00+00:00,2022-09-28 13:45:00+00:00,2022-09-28 20:00:00+00:00,CONFIRMED_EXECUTED,SAME_BAR,2022-09-28 13:40:00+00:00,2022-09-28 13:45:00+00:00,19132.3,5.0,True,2022-09-28 13:45:00+00:00,19132.2,0.9305645684620389,True,0.4640921030570554,2022-09-28 14:30:00+00:00,2022-09-28 14:30:00+00:00,19298.28,TP_E20,0.008680653557876061,3.9403267789380307,45.0,True,True
